,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X600585.SH,X601600.SH,X600886.SH,X600795.SH,X601991.SH,X600688.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X600188.SH,X600362.SH,X600583.SH,X002075.SZ,X601158.SH,X000027.SZ,X600021.SH,X000539.SZ,X000898.SZ,X601992.SH,X600309.SH,X000883.SZ,X002353.SZ,X601918.SH,X000629.SZ,X600352.SH,X600098.SH,X600022.SH,X600307.SH,X000792.SZ,X000878.SZ,X000060.SZ,X002470.SZ,X600863.SH,X600808.SH,X600660.SH,X600160.SH,X600578.SH,X600489.SH,X000825.SZ,X600547.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.952916903323802,0,0,0,0,0,0,0,0,0,0,0,0,0.0151812264081648,0,0,0,0,0,0,0,0,0,0,0,-0.14663104087569,0,-0.011805222168061,0,0.0320900775850266,0,0,0,0,-0.0145049358729083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150766119335356,-0.0600571314677892,0,0.025413337229342,0,0,0,0
X600028.SH,0.443115669323993,0,0.0131955365382032,0,0,0,0.144283251241059,0,0,0,0,0,0,0,0,0,0,0.085061077526848,0,0.0822301471695179,0,0.00295017399805144,0.0133674493104448,0,0,0,0,0,0,0,0.0582620968190602,0,0,0,0,0,0.0183191131621375,0,0,0,0,0,0,0,0,0,0,0,0,0.0251445364834807,0,0.0463250645843218,0,0,0,0,0
X601088.SH,0,0,0,0.0515795190114915,0,0.0642794126138424,0.0967164934889331,0,0,0,0,0.0832279569839992,0,0,0,0,0,0.0854642142898074,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.144084834867036,0,0,0.143474823000955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0423397005220089,0.075249977588485,0,0,0,0,0,0,0,0,0,0.229542403362429,0.151843027903512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122770943153552,0,0,0.143695160781327,0,0,0,0,0,0,0,0,-0.00960594810109575,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.253892628340865,0,0,0.0892482544243238,0,0,0,0,0.0736010316925168,0,0,0,0,0,0,0,0,0,0,0,0.123870587787177,0,0,0,0,0.0192085300199325,0,0,0,0,0,0,0,0,0,0,0.0916020494969631,0,0,0.206190963103463,0,0,0,0,0,-0.00417931554540033,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.174524263749705,0,0,0,0,-4.33680868994202e-19,0,0,0,0.320880314814713,0,0.247092127973315,0,0,0,0,-0.0144349008073895,0,0,0,-0.134953167045095,0,0.0850434840968299,0,0,0,0,0,0,0,0,0,0.185843135492952,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.00150420803325056,-0.0336002869957006,0,0,0,0,0,0
X600019.SH,0,0.0388696506417204,0.236160072547502,0,0.0257287955951239,0,0,0,0,0,0,0,0.0900243694773148,0,0,0,0,0,0,0,0,0,0,0,0,0.0894119691506729,0.152531716699259,0.0641990577335188,0,0,0.062967588967874,0,0,0.0273598497550561,0,0,0,0,0.0379475330730273,0,0,0,0,0,0,0,0,0,0,0,-0.0141305435839043,0,0,0,0,0,0
X600585.SH,0,0,0.10961840514863,0,0.13823593057544,0,0,0,0,0,0,0,0,0,0,0,0.0275186235310578,0.0215616891791604,0,0,0,0,0.111509187294732,0,0,0.13576507963762,0,0,0,0,0,0,0,0,0,0.00297829628818202,0,0,0,0,0,0,0.150280260729832,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0551671573808355,0,0,0,0,0,0,0,0.135926782343052,0,0,0,0,0,0.0960558064558296,0,0,0.0539930736358855,0,0,0.0681950508001671,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0316504349538009,0.045195271223095,0,0,0.122496416687628,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.0189075308563078,0,0,0,0,0,0,-0.0136469520091921,0,-0.00294803455924931,0,0.353979669348892,0.0100555073772428,0,0,0,0,0,0,0.0399447057462903,0,0.0692805878678272,0,0,0,0,0,0,0,0,0,0,-0.0364580714874752,0,0,0,0.00185742411676646,0,0,0,0,0,0,0,0,0,-0.0723687428576109,0.0322679871678787,0,0,0,0,0,0
