,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X600188.SH,X600011.SH,X600547.SH,X601898.SH,X601600.SH,X600660.SH,X000792.SZ,X002460.SZ,X600886.SH,X002466.SZ,X600010.SH,X600111.SH,X000301.SZ,X002271.SZ,X000708.SZ,X600426.SH,X000877.SZ,X600362.SH,X600795.SH,X600176.SH,X600803.SH,X600489.SH,X600027.SH,X601991.SH,X000786.SZ,X000807.SZ,X601699.SH,X000983.SZ,X600160.SH,X000932.SZ,X000630.SZ,X002080.SZ,X600219.SH,X300037.SZ,X000933.SZ,X000408.SZ,X000629.SZ,X600612.SH,X000539.SZ,X600688.SH,X600157.SH,X002409.SZ,X600096.SH,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.947621154000458,0,0,0,0,0,0,0,0.105671919103222,-0.106458195821192,0,0,0,0,0,0,0,0,0,0.0446983877968912,0.0361805204800459,0,0,0,0,0,0.190603213610117,0,0,-0.0296934959964418,0,0,0,0.0353344001951052,0,0,0,0,0,0,0,0.0830623529332351,0,0,0,0.185445166276799,-0.134634524095597,0,0.0185631872570474,0,-0.0159988235550943,-0.014117915686284,0,0,0,0,0,0
X600028.SH,0.604899075205562,0,0,0,0.175937227840852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109996714822091,0,0,0,0,0,0,0,0,0,0,0,0.140840660739084,0,-0.0454768465614144,0,0,0,0,0,0,0,0.0600946068893766,0,-0.00674703129750862,0,0,0,-0.175594258404262,-0.044349576360739,0,0,0.00438580933929908,0,0,0,0,0,0
X601088.SH,0,0.108948636952948,0,0,0,0,0.242979133028375,-0.0803325668662738,0,0,0,0,0,0,0,0,0,0.116552747836714,0,0.0594152200194865,0,0.0863245004442692,0,0,0,0,0,-0.0437101696020806,0,0,0,4.33680868994202e-19,0,-6.93889390390723e-18,-0.106982427661452,0,0.080805436812221,0,0,0,0.0830542853106131,0,0,0,0,0,0,0.0474982007864476,0,-0.0559982492497578,0,0.0181971122497752,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102127771550301,0,0,0,0,0.0572118709508759,0.150137510408669,0,0,0.0253880253379264,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238566203397216,0,0,0,0,0,0,0.0432919310617099,0,0.028608734763517,0,-0.00431580406474845,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.119359669935699,0,0,0,0,0,0.139532843197093,0,0.0737046798581577,0,0,0,0.0458139002478906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34852818782138,0,0,0,0,0,0,0.062855002887432,0.0303913342229366,0,-0.042936245161926,0.00125271825914026,0,0,-0.215540869993599,0,0,0,-0.0133663120180035,-0.0326503057803267,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0635959790170222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500303412991699,0,0.094479162054144,0.191857017348783,0,0,0,0,0,0,0,0,0,0.116593233772964,0,0,0.00292292609286493,0,0,0,0,0,0,0,0,0,0,0,-0.095080490323152,0,-1.0842021724855e-19,-0.118709194999983,-0.0527270741785581,0.0904505389761065,0,0,0,0,0,0
X600188.SH,0,0,0.777817452823826,0,0,0,0,0,-0.298681925602979,0,0.141858715567695,0,0,0,0,0,0,0,0,-0.0737299628046408,0,0,0,0,0,0,0,0,0,0,0,0,0.209246533203152,0.170412400106731,0,-0.136662897589309,0,0,0,0,0,0,0,-0.135937736225158,0.070079575843651,0,0,-0.0288667444305878,0,0.0516509072753829,0,0,0,0,0,0,0,0,0
X600011.SH,0,0.233018322229277,-0.415548943842704,0,0.210776374573176,0,0,0,0,0,0,0,0,0,0.613253954034262,0,0,0,0,-0.029607020299804,0,0,0,0,0,0,0,0,0.353038367363901,0,-0.0309520189225532,0,0,-0.122915573787502,0,-0.18302658024188,0,-0.160750991379493,0,0,0,0,0,0,0.0881184156464892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0.246932831414404,0,0,0.0384800381315567,0,0,0,0,0,0,0,0,0,0,0,0,-0.268843795127553,0,0,0,0,0,0,0,0.0927005475514526,0.757968132793131,0,0,0,0,0,0,0,0.0589058635311108,0,0,0,0,0,0,0,0,0,0,-0.206258746405751,0.0591806480939212,0,0.113623934679629,0,0,0.0198071505414199,0,0,0,0,0,0
X601898.SH,0.14965142695211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.092314293160586,0.0594446273706031,0,0,0,0.144357261670523,0,0,0,0,0,0.287969242506858,0.00340145578183614,-0.022776779129957,0,0.234468563757612,0.0298974468695577,0,-0.0679660633597004,0,0,0.0497697598105256,-0.0360667139710106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,-0.0665615951902618,0,0,0,0,0,0,0,-0.0358739262357038,0,0.284387969426883,0,0,0.0108353168051525,0,0,0,0,0,0,0.113147457488255,0,0,0.042757089223726,0.325478088346255,0,0,-0.148989287593858,0,0,0,0.0836452077807845,-0.0199771447725614,0.317188861844195,0,0,-0.102149724493665,-0.0274517249768108,0,0,-0.0483408552102334,0,0,0,0.016494112155993,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0175207130072859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247394873329886,0,0,0,0,0,-0.0918030263124516,0.0797020883342269,0,0,0,0,0,-0.0274848626196744,0,0,0,0,0,0,0,0,0.128481286763904,0,0,0,0,0,0.05831762163235,0,-0.0839935111580645,0.0385262206642273,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0149619119867015,0,0,0,0,0,0.267201611919738,0,0,0,0.0080874512735848,0.0490161346542113,0,0,0,0,0,0,0,0,0,0.0343307220219421,0,0,0,0.0789801794560115,0,0,0,0,0.207805374472205,0,0,0.0340749258058146,0,0,0.0213717668106177,0,0,0,0,0,0,-0.0900871070652826,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.00808070743344625,0,0,0,0,0,0,0,0,0.764057245807966,0,0,0,0,0,0,0,0,0.0573619043409108,0,0,0,-0.057939819214352,0,-0.0547823401197856,0,0,0,0,0,0,-0.00229797105396319,0,0.195903372827685,0,0,0,-0.0046443121408796,0,0,0,0,0,0,0,-0.0924803838834522,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.0270383929570607,0.163760200304565,0,0,-0.0823905161727782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23871864657731,0,0.0444792602338351,0.332835668567432,0,0,0,0,0.0279828838517203,0,0,0,0,-0.0815657185689544,0,0,-0.0958112443252584,0.00283841823407593,-0.098113923336301,0,0,-0.0270032153416989,0,0,0,0,0.00621446547201993,0.0153156764107377,0,0,0,0,0
X002466.SZ,0.00305496148273628,0.110193181658157,0,0,0,0,0,0,0,0,0,0,0.0633619500526831,0.639952622675952,0,0,0,0,0,0.0915282525816482,0,0,0,0,0,0,0,0,0,0,0,0,0.0852524729310563,0,0,0,0,0.0127823329966515,0,0,0.052382931415583,0,0,0.0563744260995376,0,0,0,0,0,0,-0.0267878798296859,0,0.0320958901110789,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0177428427836887,0,0,0,0,0,0,0.0981417083182172,0,0,0,0,0.278348211757368,0,0,0,0,0,0,0,0,0,0,0.0694832558810283,0,0,0,0.0105946687152395,0,0,0,0,0,0,0,0,0,0.181732947525213,0,0,0,0.0241571850937104,-0.0117645455175459,0,0,0,-0.00815365149903525,-0.0114915791306812,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.190425475873907,0,0,0.0477585580475872,0,0,0.265182654938038,0,0,-0.0729230546334246,0,0.143068565233662,0,0,0,0,0,-0.048733831058097,0,0,-0.0118019838608346,0,0,0,0,0,0,0,0,0,0,0,0.450587748411378,0,0,0,0,0,0,0,0,0.0159056151586119,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0.0703284378563414,0,0,0,0,0.169025311668743,0,0,0,0,0,0,0.257511895737385,0,0,0,0.159741823691453,0,0.0569833420660532,0,0,0,0.128666226325216,0.0624571545502279,0,0,0,0,0,0,0,-0.0986172258628049,0,0,0,0,0,0,0,0.0333880356401507,0,0,0,0,-0.0154817290370466,0,0,0,0,0,0
X002271.SZ,0.0718131459082331,0,0,0.242213580497101,0.179231570724898,0.014185407927818,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.213858639326148,0,0,0,0,0,0,0,-0.147494629884698,0,0.510217313051553,0,0,0.0193469753826459,-0.0252470304547968,0.0828822341280916,0,0,0,0,0,0,-0.27913121747246,0,0,0,0.304638377677608,-0.109073418260599,0,0,0.0672041040222984,0,0.139580264773167,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.123208569508202,0.104309550927571,0,0,0,0.00167057693005043,0,0,0,0,0,0,0,0.13736548597465,0.258806009668386,0,0.000280677551139024,0,0,0.196721326887752,0.101687169144046,0,0,0,0,-0.212896797446178,0.000190533927168011,0.0938631931888301,0,0.0287658828942996,0.225932414511056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172026460373315,0,0.0569646758195844,0,0,0,0,0,0
X600426.SH,0,0,0.0846935951179497,0,0,0,0.328700047523128,0,-0.00920292741529941,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0823266904923299,0.130842091256566,0,-0.183281360362992,0,0,0,0,0,0,0,0.194685203916437,0,0,0,0.0442437377833953,0,0.154681567896828,0,0,0,0,0,0.0801709418360106,0,0.121253630220437,0,0.0209925832186938,-0.0383049844326962,0,0,0,0,0.0476470308905112,0.193226046932836,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.0817058878806284,0,0,0,0.000723464165081136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367484429247062,0,0,0.0895747578237487,0,0,0,0.057774349498405,0.0534695803826071,0.0383838038208205,0,0.0599217955395002,0.324281387237242,0,0,0,0,-0.119741769260041,0,0,0,-0.0545668964872786,0,0.135018808953205,0,0,0.0397932539783799,0,0,0,0,0,0
X600362.SH,0,0.151879404289606,0,0,0,0,0.0312423771529227,0,0.0656169196727731,0,0,0,0,0,0,0,0,0.0591899517586919,0.119690217409578,0.0315407735825364,0,0,0.0074690876099359,0,0,0,0.0111473764399885,0,0,0,0,0.0632796925720508,0,0,-0.0546631416924192,0,0,0,0,0,0.0670928547794594,0,0.114356581255626,0,0,0,0,0.0138566051597022,0,0,0,-0.0136402458157189,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.170641733027447,0,0,0,0,0,3.46944695195361e-18,0.0914560660501131,0,0,0,0.169570896755009,-0.0268541895803408,0,0,0,0,0,0,0,0,0.0879451339360997,0,0,0,-0.0720048894324489,0,0,0,0,0,0.160483234908993,0,0,0,0,0,0,0,0,0,0,0.132787838050257,0,0,0.0684611643470015,-0.0569832348843523,0,0,0,0,0
X600176.SH,0,0,0,0,0.0519437037887255,0.0987874789326487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908668573919904,0,0,0.105360183365708,0,0,0,0.10511806539495,0,0,0.157508529594578,0,0.0418304284677484,0,0,0,0,0,0,0,0,0,0,0,-0.0158687797450367,0,0,0,0,0,0,0,0.137558563493162,-0.194548673104168,0,0,0,0,0,0
X600803.SH,0,0,0,0,-0.1298208030599,0,0,-0.0265361872005248,0.159029673387705,0.121057648744508,0,0,0,0,0.432800273883235,0,0,0.0922319977838639,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0659393599779634,0,0,0,0.341681507558056,0.0305642410067813,0.100064634560862,0,0,0,0.232425675918835,0,-0.0863909830210898,0,0,0,0,0.0862055024430698,0,0.150698680328364,0,0,0,0,0,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.742825758999581,0,0,0,0,0,0,0.0716165859696551,0,0.0561384893455295,0,0,0,0,0,0,0,0,0,0,0.0386198373242748,0,0.0628687793404181,0,0,0,0.00873163051173676,0,0,0,0,0,0.00645379258301604,0,0,0.0324230583106305,0,0,0,0.0496405074143455,0.0844877368047863,0,0,0,-0.0204257948185968,0,0,0,0,0,0
X600027.SH,0.042396430252119,0,0,0,0,0,0,0.817425944625692,0,0,0,0.0882469415767467,0,0,0,0,0,0.048390935177144,0,0,0,0,0,0,0,0,0,0.0279613951345901,0,0.227069693995235,0.0465349593734196,0,-0.187705304048198,0,0,0,0,0,0,0,0.18429000248097,0,0,0.134728020219299,0,0,0,0,0,0,0,0,0,0,-0.194535790273926,0,0,0,0
X601991.SH,0.181567816635087,0,0,0,0,0.103218183916029,0,0,0,0,0,0,0,0,0.0990992523962174,0,0,0,0,0,0,0,0.0477838063582848,0,0.00365682017974943,0,0,0,0.379686000665313,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.291324921800719,0,0.0505265899042038,0,0.101203378946884,-8.67361737988404e-19,-0.0462183501246582,0.0398781003647264,0,0.0170057042386724,-0.0454668488805866,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,-0.0841507479526481,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0300229192906013,0.46024533981906,0,0,0,0,0,0,0,0,0.0433250345030935,0,0,0.102240403052047,0,0,0,0,0,0,0,0,0,0,0,0,-0.159506599053996,0,0,-0.0338402426108001,0.272665932340868,0,0,0.000790739690856894,0,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,0,-0.141640832726332,-0.233197118262212,-0.0544632363967867,0.360998824428961,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0842423095727076,0,-0.163399455801122,0,0,0,0,-0.0454055917847424,0,0,0.307002459851723,0,0,0.0730561095135094,0.248971163363394,0,0.0340674682445354,0.157398548252502,0,0,0,-0.0284648652267834,0.129769730803795,0,0,0,0.0312656169450491,0,0,0,0,0,0
X601699.SH,0,0.0634860430905811,0,0,-0.348061461131379,0,0.158178581656192,0,0.123762527515414,0,0,0,0,0,0,0,0,0,-0.190524331792224,0,0.231228262648493,0,0,0,0,0,0,0,-0.110906388534834,0,0,0,0,0,0,0,0,-0.0917771969124652,0,0,0.23996022324503,0.136693177061299,0,0,-0.04995659277684,0,0,0,0.100329535964784,0,0,0,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0.023774357967632,0.240876291659784,0,0,0,0,0,0,0.0139438956316419,0,0,0,0,0,0.0503227444278964,0,0,0.0920435424392202,0,0,0,0,0.0226360540539997,0,0,0,0.0723359605363716,0,0,0,0.0555750494746824,0,0,0,0,0,0,0.0674175705538407,0,0,0,0,0.176251038967187,0,0,0,0,0.0191473337152695,0.0728869681165327,0,0,0,0,0
X600160.SH,-0.34677583539977,-0.00380091342084475,0,0,0,1.38777878078145e-17,0,0,0,0,-0.00899628878508799,0,0,0,0.271953848332349,0,0,0,0,0.0783362471795669,0,0.327530184419379,0,0,0,-0.0867384794907019,0,0,0,0,0.0489446594856229,0,0,0,0,0,0,0,0,-0.142947604459648,0,0,0,0,0,0,0,0.0865320727975629,0.224336881619327,-0.0451351894677726,0,0,0.0514122280929037,0,0,0,0,0,0
