,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600188.SH,X601600.SH,X600362.SH,X600795.SH,X600886.SH,X000898.SZ,X002466.SZ,X600516.SH,X600547.SH,X300072.SZ,X601992.SH,X600027.SH,X600111.SH,X600176.SH,X002460.SZ,X600352.SH,X000553.SZ,X600299.SH,X002110.SZ,X600808.SH,X000786.SZ,X600801.SH,X000932.SZ,X600426.SH,X000709.SZ,X000883.SZ,X600339.SH,X601158.SH,X600583.SH,X601699.SH,X601003.SH,X600219.SH,X000830.SZ,X002271.SZ,X000408.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.302776249913483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00988411934807278,0,0,0,0,0,0,0,0,0,0,0,0.0707455895505554,0,0,0,0.0332463659217203,0,0,0,0.0658373831059736,0,0,0,0.00252256667306384,0,0.177871551475677,0,0,0,0,0.00320412060074686,-1.0842021724855e-19,0,0,0,0,0,0
X600028.SH,0.0228545277974414,0,0.337833246662239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104333297979417,0,0,-0.168964786261129,0.0209008110258345,0,0,0,0,-0.0122272497111172,0,0,0,0,0,0,0.00976863972128747,-0.0205684265688464,0,0.142276320215734,0.0731247444231119,0,0,0,0.00750311750654898,0.0065053342128641,0,0,0,0,0,0
X601088.SH,0,0.0306545198132872,0,0,0,0.0217914709832287,-0.0386791894430906,0,0,0,0,0,0.537873150443573,0,0.0750548248322155,0,0,0,0.0396390754312048,0,0,0,0,0,0,0,0,0,0,0,-0.0899612666480473,0,-0.0629997925738513,0,0,0,0,0,0,0,0,0.048962579661961,-0.004656934641698,0,0,0.0271641549392299,0,0,0,0,-0.0124272870816874,0,0,0,0,0,0
X600585.SH,0.0586761092774253,0,0.274048998794653,0,0.0769501650843123,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.06001108474829,0,0,0,0,0,0,0,0,0,0.129700734410644,0,0,0,0.0785771832104799,0.266054646859557,0,0,0,0,0,0,0,0,0,0,0,0.0209737072710979,0,0,0,0,0.0019325934102965,0,0,0,0,0,0
X600019.SH,0,0,0.104000738813297,0.244876314556142,0,0.0989064270651483,0,0,0,0,0,0,0,0,0,0,0,0.178921687096778,0,0,0,0,0,0,0,0,0,0,0,0,0.0427205187820986,0,0,0.038779811841916,0.203339413752747,0.0167748115156346,0,0,-0.0438346172137543,0,0,0.026110363196643,-6.93889390390723e-18,0,0,0.0335451226708771,0,0,0,0.0046447336138053,0.0224513018090413,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845275209952651,0.346523528260583,0,0,-0.108456796936315,0,0,0,0,0,0,0,0,0,0,0.289432256866931,0,-0.295778560746119,0.169891069310612,0.0987773739298198,0,0,-0.0628462322679852,0,-0.0696471572685887,0,0,0,0,0,0.386880577676337,-0.0481624764714889,0,0,0.0507894755998897,0.032777414531821,0.0444836296980266,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0572626889996893,0,0,0,0,0,0,0,0,0,0,0.179102277220113,0,0,0.101895940663565,0,0,0,0.662059291150234,0,0,0,0,0,0,-0.00613010304395248,0,0,0,-0.0347662635352076,0,0,0,-0.0535156422170684,0,0,0,0,0,0.173337610799188,-0.0228040488456606,0,0,0,-0.000373086519546163,0.0044052319301439,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145941729685224,0,0.0212464097839396,0.790776038392899,0,0,0,0,-1.0842021724855e-19,0,0,0.122287087509289,0,0,0,0,0,0,0,0,0,0,0.594352441420255,0,0.195644529539921,0,0,0,0,0,0,-0.0235586028349568,-0.0939266092730909,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0119686777686476,0.289526874430753,0,0,0,0,0,0.0353838048406417,0,0,0.129653820425698,0,0,0.0534896385902575,0.00548789197672494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580580585364234,0,0.0182001073045515,0,0,0,0,-0.00412220055711207,0,0,0,0,0,0,0
X600660.SH,0,0.057605032708398,0,0,0,-0.0139775129251179,0.0376451884264906,0,0,0,0,0,0,0,0,0,0,0,0.27995165173326,0,0,0,0,0.0617612348118,0,0,0,0,-0.0277847510934986,0.130636821601398,-0.00244380740087201,0,-0.0224458266042675,0,0,0.13373386736582,0,0,0,0,0,0,0,0,0,0.0749426117520774,0,0,0.128904285582626,0.00700307242479346,0.0257560159733665,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.00229315475740479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201954107192401,0.104486219092428,0,0,0,0.0249977052842017,0,0,0,0,0,0,0,0,0,0,0.0538399752258943,0,0.202695777409134,0,0,0,0.0180691558798329,0,0.0200068433978455,0,-0.0737342561953304,-0.00185527782112318,0,0,0,0,0,0,0
X600688.SH,0.127272704056034,0.197828535647087,0.0938367435956373,0,-8.67361737988404e-19,0,0.0223284427438854,0.0218214469364801,0,0,0,0,0,0,0.0967797310419531,0,0,0,0.0191001676440179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649094175557927,0,0,0,-4.33680868994202e-19,0,0,0,0,0.00786798124614128,0,0,0,0,0,0,0
X600188.SH,0,0,0.433374176235125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283672462741108,0,0,0,-0.0685821057420436,0,0,0,0,0,0.163038369521737,0.105102813892948,0,0.0342542797889155,0,0,0,0,0,0.056023431528599,0,0,0.449726480518584,0.133717238743746,0,0,0,0,0,0,-0.0159300152432213,-0.0209224998540758,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0324372921073177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962093229385876,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0454384861786588,0.0549286931607288,0,0.460632203232083,0,0,0,0,-1.73472347597681e-18,0.00815382556959105,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.185697435358381,0,0,0,0,0,0,0,0.370044222507349,0,0,0,0,0.00610677651131495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134796935592036,0,0.0763894198645462,0.0832279450945179,0,0,0,0.0268955163047135,0,0,0,0.00586498490254436,-0.00105583211362395,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.259593506587708,0,0,0,0,0,0,0,0,0,0,0,0.160584648386794,0.0463158273176931,0,0,0,0,0,0.0811425965570997,0,0,0,0,0,0,0,0,0.085921233326034,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.00608589734575227,-0.000761468062793379,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.00809865858259234,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0641724722410185,0,0,0,0,0,0.00580776940475482,0,0.28617393651518,0,0.182396010824382,-0.137944434838088,0.0906762539186481,0,0.0789331305700052,0,0,0.0341076739475712,0,0,0,0,0.111325915739834,0,0,0,0,0,0,0,-0.0228883118400542,0,0,0,-0.00355362913311235,-0.0054122328392457,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00460887158116152,0.071024147802023,0.124047255944677,0,0,0,0,0,0,0.128787160653499,0.0105213693158887,0.0930513096327043,0,0,0,0,0,0,0,0,0,0.288434736663017,0,0,0,0,0.0685055063105831,0,0.00457598517211914,0.00992533968906788,0,0,0,0,0,0
X002466.SZ,0,0,0.00770010873229847,0,0,0,0,0,0,0,0,0.181853934665432,0,0,0,0,0,0,0,0.124591363789586,0.274187846829853,0,0,0,0,0,0.535733524276674,0,0,0,0,0,0,-0.646653548036384,0,0,-0.118329082540824,0,-0.0198568306350664,0,0,0,-0.0561040424341872,0,0,0.128455727420177,0,0,0,0.0275439236071355,0.0369758348840094,0,0.366564058969342,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595253310771709,0,0,0,0,0,-1.0842021724855e-19,0,0.179742517388436,0,0.318925627195928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509289008257151,0,0,0,-0.0742576569874336,-0.0289500996504462,-0.0203906063549614,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0216538978851179,0,0,0,0,-0.0181082561599811,0,0,0,0,0,0.00894553238831183,0,0,0,0,0,0,0,0.14139312854904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870843280707721,0,0,0,0,0,0.023533212902531,0.809522974017821,-0.0133238687261574,0.00444464869200134,0.0194216138240153,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0.0338076478996366,0.0792612832911434,0,0,0,0,0,0,0,0.194422139908262,0.309165550766338,0.118534859532453,0,0,0.0989086705528218,0,0,0,0,0,-0.343691388051646,0,0.610634242407449,-0.00629000219622622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469685960436986,0,0,-0.00180588442893012,-0.0581946947374058,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.0538469844976992,0.307190938472897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324120657360301,0,0.0427267728571607,0.0342975973358492,0,0.328114117548983,0,0,0,0,0,0.0355906916467633,0,0,0,0,0,0,0,0,0,0.101612986462822,0,0,0,0,0,-0.0298497464835412,0,0,0,0,0,0
X600027.SH,0,0,0,0,-0.0279169014373102,-0.0585843171393465,0.39262014551051,0.0415362961517647,0,0,0,0,0,0,0,0,0.596790381222745,0,-0.0744565019367974,-0.0892286617525295,0,0,0.136264487321952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118768213130933,0,0,0,0,0,0,0.00540455454621443,0.0223313464631204,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.139425018438718,0,0,0,0,0,0,0,0,0.0680498725070569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147542767553286,0,0.0475896550356085,0,0.0331153717000879,0,0.0384185549124448,0,0.172216544532252,0,0,0,0,-6.20438954123376e-05,-0.007454896266743,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0.0659535984300341,-0.067105265794739,0,0,0,0,0,0,0,0.0525846293189067,0,0.0310519091683667,0,0,0,0,0,0,0,0,0,0,0.355502753653629,0,0,0,0,0.085857151577795,0,0,0.101794458124572,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0631756829817452,0,0,0,-0.0206587838552165,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364730825029206,0.301747674524712,0.112565987666501,0,0.210538162219909,0,0,0.0140257033897402,0,0,0,0.0903481319408124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289459775728398,0.154552781623563,0,0,-0.00681956926139604,-0.0240147072406646,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0.175571577083376,0,0,0,0.161036264693006,0,-0.0147854016136687,0,0,0,0,0,0,0.100222054116785,0,0.0529959735045036,0,0,0,0.143170455876056,0,0,-0.128712827244417,0,0,0,0,0,-0.041501493588784,0,0,0,0,0,0,0,0,0,0.366966924541422,0,0,0,0,0.0120725531120808,0,0,0,0,0,0,0
X000553.SZ,0,0,0,0.377605697172178,0,0,0,0,0,-0.566583611692747,0,0,0,0,0,0,0,0,0,0,-0.102995850794024,0.147541302197886,0,0,0,0,0.0655840582926558,0.238673661769549,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.286749536442015,8.67361737988404e-19,0,0,0,-0.00341433611749756,0.0260354516416483,0,0,0,0,0,0
