,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600352.SH,X600660.SH,X600886.SH,X600188.SH,X600362.SH,X600795.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X000898.SZ,X600801.SH,X000709.SZ,X600176.SH,X002460.SZ,X000786.SZ,X002466.SZ,X600516.SH,X600489.SH,X601158.SH,X002271.SZ,X000629.SZ,X600299.SH,X000553.SZ,X000883.SZ,X600219.SH,X600808.SH,X600583.SH,X000630.SZ,X000027.SZ,X600985.SH,X600339.SH,X000825.SZ,X601699.SH,X000301.SZ,X600426.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0335216236568066,0,0,0,0,0,0,0.0302815904957238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057041654077698,0,0,0.041499411432873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500086771536724,0.095768621276145,0.0345804605911855,0,0,0,0,0,0,0,-0.0144384884664121,0,0,0,0.00508857090668408,0,0
X600028.SH,0,0,0.0942090655740407,0,0,0,0,0.0482470254765298,0,0,0,0,0.0581747473579539,0,0,0,0,-1.38777878078145e-17,0,0.0137559564368933,0,0,0,0,0.0387157495283056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500156137400355,0,0.0110034199631173,0,0.12251968986645,0,0,0,-0.029697145664009,0,0,0,-0.00498341803542213,0,0
X601088.SH,0,0,0,0.109707188508559,0,0,0,0,0,0,0,0,0,-0.153115988748608,0,0,0,0,0,0,0,0,0,0,0.122892653730292,0,0,0,0.06478121051101,0,0,0,0.017357460596948,0,0,0,0,0,0,0,0,0,0,0,0.00999240500702533,0,0.297214624110952,0,0,0,0,0.0418974794035844,0,0,0,0,0.0185238840722841,0,0
X600585.SH,0,0,0,0,0,0.144353449661918,0,0,0,0,0,0,0,-0.029715246187385,0,0.0575409976840075,0,0,0,0,0.0182403401513582,0,0,0,0.456984782023966,0,0,0,0,0,0,0,0,0,0,-0.0615453930581642,0,0,0,0,-0.00395253557997028,0,0,0,0,0,0,0,0,0,0.00615586582764377,-0.0106630179943155,0.0234184359604934,0,0,0,0,0,0
X600019.SH,0,0,0.0184179636147237,0,0,0,0,0,0,0.0543034412146305,0,0,0,0,0,0,0.0393447251347151,0.140521038549181,0,0,0.0201675042727493,0,0,0,0.174974673431762,0,0,0,0,0,0,0,0,0,0,0.0976640157771573,0,0.0386725751570531,0,0,0,0.017207106271846,0,0,0,0,0,0,0,0,0,0,-0.0124857013776226,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129935883029232,0.241716593203112,0.0729274378153494,0,0,0,0,0,0,0,0,0,0,0,0.120861486092341,0,0,0.287200574991639,0,0,0.20041142653239,0,0,0,0,0,0,0,0,0.0551118350141121,0,0,0,0,0,0.109068381441453,0,0,0,0,0,0,0,-0.0125363572853212,0,0
X600011.SH,0,0,0,0,0,0,0,0.053638872760423,0,0,0,0,0,0.203810247921943,0,0,0,0,0,0,0,0,0.309112430311235,0,0,0,0,-0.0118788911410458,0.0365738874331145,0,-0.0580265574221431,0,0,0,0,0,-0.0821484281923479,0,0,0,0,0.0904541225290303,0,0.0333620448711313,0.0688535080486942,0,0,0,0,0.183418482281825,0,0.0445480309789766,0,0,-0.0880587020723117,0,0.0274132736422965,0,0
X600010.SH,0,0,0,0,0,0,0.231405789370003,0,0,0,0,0,0,0,0,0,0,0.29031001890795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32424623522868,0.0837365605840835,0,0,0.160853869648213,0,0,0.0588925164537975,0,0,0,0,0,0,0,0,0,0.0139316187142493,0,0,0,0,-0.0200635594093722,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151781862141357,0,0,0,0,0,-0.0542020059012398,0,0,0,0,0,0,0,0,0,0,0,0.962855136503859,0,0,0,0,0.0683670124721938,0,0,0,0,0,0,0,-0.0158467009381604,0,0,0,-0.0195315234036082,0,-0.0594511767952174,0.00525384566273624,0,0.019325787377357,0,0,0.0200641630834562,0,0
X601600.SH,0,0,0,0,0,0,0,0.268176894338714,0,0,0,0,0,0,0,0,0,0.332583250253644,0,0,0.029926616871937,0,0,0,0,0,0,0.0635414839776536,0,0,0,0,0,0,0,0,0,0,0.00014497801388398,0,0,0,0,0.0427399965047645,0,0,0.0324649330678742,0,0.0831945887529181,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.0564148937929594,0,0,0,0,0,0,0.138432898794819,0,0,0,0,0,0,0,0.100870146740176,0,0.00891383636401423,0.0362363375094738,0.0110531078598349,0,0,0.0797963398959672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102610920246174,0,0,0,-0.0119524379788452,0,0,0,0,0.0161122183960065,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106290661290219,0.0200929681297375,0.169820122364087,0.035054798848426,0,0,0,0,0,0,0,0,0,0,0,0.218075036084923,0.00520811610249207,0,0,0,0,0,0,0,0,0,0,0,0,0.0519302030189101,0.107059222663927,0,0,-0.0390717719361717,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.00417822878321685,0,0,0.00998032035446234,0,0,0,0,0.0319207218075739,0,0,0,0.107212289114965,0,0,0,0,0,0.0124409613179443,0.103799625592179,0,0.0454373581300573,0,0,1.73472347597681e-18,-0.0168042022166811,0,0,0,0,0,0
X600352.SH,0,0,0,0,0.0702169806470954,0,0,0,0.0975402451389631,0,-0.820005957841381,0,0,0,0,0,0,0,0,0,0.391732953327837,0,0,0,0.105015321577964,0,0,0,0.200222659183344,0,-0.185557198273803,0,0,0,0,0,0.316301793486557,0,0,0,0,0.209347626629384,0,0,0,0,0,0.222703358462104,0.101667323226608,0.000934470964670918,0,-0.0663002457299876,0.301802907161607,0,0,0,0.0734094034689228,0,0
X600660.SH,0,0,0,0,0,0.00392138424679656,0,0,0,0,0,0,0,0.0204752343221135,0,0,0,0,0,0,0.0251541444225631,0.0161131686901011,0.213661362832522,0,0.0318481668548005,0,0,0,0.0253368004381902,0,0,0,0,0,0,0,0.0297243080661163,0,0,0,0,0,0,0,0.0610563483685907,0,0,0.0203086543355236,0.0122594433111628,0,0,-0.0415797578761192,0,0,0,0,-0.0205664966832312,0,0
X600886.SH,0,0,0,0,0,0.0521398576094455,0,0,0.0431261135634567,0,0,0,0,-0.11529925076601,0,0,0,0,0,0,0,0,0.143292271624502,0,0,0,0,0,0.0261432681567628,0,-0.0223696653144529,0,0,0.0130175698688494,0.126598900683246,-0.0309988933609867,0.186298697272791,0,0,0,0,0,0,0.0730345771949186,0,0,0,0,0,0.0770708712613598,0,0,0.0331621505692668,0,0,0,-0.0165636002275792,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.0180390761500816,0,0,0,0,0,0,0,0,0,0,0.0741545532328706,0,0,0,0,0,0,0.0892089292938519,0,0,0.0290903443168183,0,0,0,0.0998989707514542,0,0,0,0,0,0,0,0.125416274043439,0,0,0,0,0,0.241164946657877,0,0,-2.16840434497101e-19,-0.0169470776789336,0,0,0,0.00561519741530568,0,0
X600362.SH,0,0,0,0,0,0,0,0.0863706869796692,0,0.00329296709724796,0,0,0,0,0,0,0,0,0,0.022667329886222,0,0.065720916629067,0,0,0.118051650967707,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.291876049372653,0,0.0211850790239706,0,0,0,0.132887598015193,0,0,0,0.147101544482939,0,0,-0.00552713335283929,-0.0204849873124152,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165239057438922,0.234937672274145,0,0.147141787946802,0,0.0723220345448343,0.0112684806802394,3.46944695195361e-18,0,0,0,0,0.0130965171344779,0,-0.0226849363687321,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.275615225680575,0,0.0250421686830628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468169292298063,0,0,0,0,0,-0.0542190678253715,0,0,0,0,0,0,0,0,0,0,0.30198743133263,0,0.0438635130092884,0,0.17048162649671,0,0,0,-0.132490843603084,0,0,0,-0.172598908616147,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416511103647655,0,0,0.226457404751785,0,0,0,0,-0.234193672510593,0,0,0,0,0,0,0,0,0.188572409851165,0,0,0.468366269983767,0,0.231279056352453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00380637102349852,0,0,0.074103660210612,0,-0.108536442213728,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17415686064284,0,0.0781831771086366,0,0,0.0695466018838758,0,0,0,0,0,0,0,0,0,0,0.126532636479559,0,0,0,0,0,0,0.170905427170022,0.0372702641724825,0,0,0,0.192476939903688,0,0.092449216283392,0,0,0,0,-0.00567881912518251,0,-0.0377419524558312,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695797140381389,0,0,0,0,0.0209807464775389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123951638906079,0.0557903965194422,0,0,0.025041391434067,0.118611270105021,0,0,0,0,0,0.0879124504281627,0,0,0.24793058519607,0,-0.0702930580063675,0,0,0,0,-0.00875485428382331,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0.155504893804428,0,0,0,0,0,0,0,0,0,0.0103287727972811,0.0448885751607199,0,0,0,0.0846599330588397,0,0.0109496717377799,0,0,0.287701123237571,0,0,0,0.0979554599784435,0,0,0,0,0,0,0,0,0,0,0,0.038436788013337,0,0,0,0,0,0,0,0,0,0,0.0228439685338215,0,0
X600801.SH,0,0,0,0.614332096459474,0,0,0,0,0,0,0,0,0,0.0980780193203554,0,0,0,0,0,0,0.0129794739864604,0.171745558525385,0,0,0,0,0,0,0,0,0.242898394927911,0,0,0,0,0.011499178415447,0,0,0,0,0,0,0,0.0227731212551276,0,0,0,0,0.0428355479672042,0,0,0.00390824991957209,0,0,0,0,0,0,0
