,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X601898.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X600688.SH,X601991.SH,X600886.SH,X600027.SH,X600157.SH,X600362.SH,X600188.SH,X600111.SH,X600583.SH,X000709.SZ,X000539.SZ,X000027.SZ,X601992.SH,X601158.SH,X000898.SZ,X000883.SZ,X600309.SH,X600021.SH,X002075.SZ,X000629.SZ,X600863.SH,X600352.SH,X000792.SZ,X600307.SH,X000060.SZ,X601918.SH,X600808.SH,X600022.SH,X600098.SH,X600578.SH,X000825.SZ,X600489.SH,X002353.SZ,X600008.SH,X600547.SH,X002470.SZ,X600660.SH,X000878.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.598650310352397,0,0.0196538534090472,0,0,0,0,0,0,0,0,0,0,0,0,0.0383364024438752,0,0.00502740252104332,0,0,0.0693533712484775,0.00875104499483755,0,0,0,0.0353877150926696,0,0,0,0,0.00314881990863101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271683572910223,0,0,0,0,0.00911112791276659,4.33680868994202e-19,0,0,0,0,0,0
X600028.SH,0.398130131954872,0,0,0,0,0.153358147132856,0,0,0.0275931494706243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715186898624979,0,0,0,0,0,0,0,0.104794938847965,0,0,0,0,0,0,-0.00272892785779053,0.0200418956913098,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.187561427361075,0,0,0.0952379227849137,0.0869325703750341,0,0,0,0,0.0625867547644182,0,0.0461852202260072,0,0.0776047773603697,0,0,0,0,0,0,0,0,0,0,0,0,0.112490772449777,0,0,0,0.0722828596916753,0,0,0.0255969758070494,0,0,0,0,0,0,0,0,0,0,0,-0.0146432314831895,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0932113314894024,0,0,0,0,0,0.123401707947718,0.144138453443843,0.118256083668641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.36046781526173,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.00741464955149743,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.114598316610723,0,8.67361737988404e-19,0,0,0,0.0472072405527331,0,0,0,0,0.320392480955323,0,0.0969625795055068,0,0,0,0,0,0,0,0,0,0,0,0,0.0651235522351873,0,0.0338343953606963,0.00168461294413388,0,0,0,0,0,0,0,0,0,0,0,0,0.00883001215342411,-0.00776420828055403,0,0,0,0,0,0
X601898.SH,0,0,0.40972827088667,0,0,0,0,0,0.102992661722472,0,0.0425998786089329,0.263903560528232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115277345253362,0,0,0,0,0,0,0,0.0408141187596887,0,0,0,0,0,0,0,0.0542646492118567,0,0,0,0,0,0,0.0192108503178066,0.00524679226799703,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0990341069778078,0,0,0,0,0,0,0,0,0.0475961272062926,0,0,0,0,0.174763169912826,0,0,0.0523057998404131,0,0.152459172668743,0,0,0.029851215892386,0,0,0,0,0,0,0.0990697431296184,0.0338654701827144,0.047910305501642,0.0745991918544514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.108920899365171,0,0,0.234544791549428,0,0,0.00882029519293052,0,0,0,0.0348812549905543,0,0,0,0,0,0,0,0,0.0398015066834652,0,0,0.159522714698496,0,0,0,0,0,0,0.108557315000019,0,0.209939218724965,0,0,0,0,0,0,0,0,0,0,0.0015887566339433,0.0199175824652859,0,0,0,0,0,0
X601600.SH,0,0.0426145575787897,0,0,0,0.0823828973652867,0,0,0,0,0,0,0,0.165879208078309,0.00897225236361915,0,0,0.140951164769873,0,0,0,0,0.0385684152750914,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.219303437387943,0,0.200179034147964,0,0,0,0,0,0,0,0,-0.267488455659583,0,0,0,0,-0.00361688890333299,0.0224422905704963,0,0,0,0,0,0
X600585.SH,0,0,0.169241702830075,0,0,0,0.0243632382399649,0,0,0,0,0,0.229416935035374,0,0,0,0,0,0,0,0,0,0.0916883629873611,0,0.0386428855668005,0.0685205505277733,0,0,0,0,0.0417085133599797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649783638585479,0,0,0,-0.0216178341581853,-0.0194157415387537,0,0,0,0,0,0
