,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X000708.SZ,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X601992.SH,X000723.SZ,X600027.SH,X000786.SZ,X002271.SZ,X600489.SH,X002353.SZ,X002466.SZ,X600516.SH,X600176.SH,X002460.SZ,X000898.SZ,X600299.SH,X601158.SH,X000792.SZ,X000709.SZ,X000883.SZ,X600426.SH,X600612.SH,X600583.SH,X000629.SZ,X600219.SH,X000027.SZ,X600315.SH,X000630.SZ,X000553.SZ,X600985.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0555494589680967,0,-0.0264016952916723,0,0,0,0,0,0,0.0431353484948132,0.0216728893752056,-0.0383057024289205,0,0,0.0439801970846267,0,0,0,0,0.0723207743213778,-0.00948236892667463,0.0877407332902114,0,0,0,0.0591748327514075,0,0,0,0,0.0459370381628463,0,0,0,0,0,-0.0157852804387718,0,0,0,0,0,-0.0117249156708353,0,0,0,0,0.0156908036510842,0,0
X600028.SH,0,0,0.0340134939148774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403297150904927,0,0.042261479034641,0,0,0,0,0.136115309815137,0,0,0,0,0.0620194315078508,0,0,0,0,0,0,0,-0.012294495965212,0,0,0.0401958956979596,-0.00922179547328291,0.0286080255917462,0,0,0,-0.0351704913028592,0,0,0,0,0,0,0.00160856380680884,0,0.153049038677548,0,-0.00672158188093292,0,0
X601088.SH,0,0,0,0.301444210210753,0,0.112997591480424,0,0,0,0.0800351811275483,0,0,0,0,0,0,0.106220871747745,0,0,0,0,-0.066047086577148,0,0,0,0.0898428329216623,0,-0.0204878673868639,-0.107701996337595,0.000895101253706942,0,0,0,0,0.0185278299589543,0,-0.0260681508859686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173971127324372,0,0
X600585.SH,0,0,0,0,0,0,-0.0621734958287961,0,0,0,0,0,0,0,0,0.0273107825582017,0.00872594935563557,0,0,0,0.586553322486389,-0.0437083171761523,0,-0.0234918549869338,-0.0610333630195956,-0.0868139929873303,0.0509541141759669,0,0,0,0,0,-0.0793287860124493,0,0,0,-0.022300917239623,0,0,-0.0757575463329535,0,0,0,0,0,0,0,0,0,0,0,-0.00842953410724004,0,0,0,0,0.0106878735730431,0,0
X600309.SH,0,0,0,0.0710568358976784,0,0,-0.0786424555952556,0,0.00429809320455728,0,0,0,0,0.0784416198715213,0,0,0,0,0.05864190896579,0,0,0,0,0.0418007160253966,0,0.013736385052734,0,-0.0403941529211242,0,0.081095958081679,0.0803666852117097,0,0,0,0,0,0,0,0,0.0834737833096974,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.00142741673176766,0,0,0,0.0132836954153092,0,0
X600019.SH,0,0,0.199551791616419,0,0,0,0,0,0.0471384502525776,0,0,0,0,0.0110997472403805,0,0,0,0,0,0,0,0,0,0,-0.0150684502426511,0.121691564934084,0,0.0134757066433429,-0.0375776701406263,-0.00607909257205211,0,0,0,0,0,0,0,0,0,0,0,0.19029807985016,0.0475605271270228,0,0,0,0,0,0.0477780894724372,0,0,0,0.00535995413860532,0,0,0,-0.0203945419492417,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0647474962688416,0,0,0,0.12708354839132,0,0.0757998200499945,0,0,0,0,0,0,0,0,0.906165354671459,0.0513786540273553,-0.0741369468021086,0,0,0,0,0,0,0.208828648455467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120166632763939,0,0,0,0.0656432420373609,0,0
X600011.SH,0,0,0.115797841773757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116242671735754,0,0,0,0,0,0,0,0.246169096485273,0.00018559306044892,0.0275281777056427,0,0.0660941738619224,0.00295271405896081,0,0,0,0,0,0.272746270024887,0,0,0,-0.034722246421862,-0.103381329129008,0,0,0,0,0,0,0,-0.090946745089731,0,0,0.00717959983490519,0,0,0,0,-0.0263866772768422,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00766770444394111,0,0,0,0.112492688660177,0,0,0,0,0,0,0.00127422601568447,0,0.0430466577262173,0,0.106370293914636,0,0.0249970467287084,0,0,0,0,0,0,0,0.103450521351332,0,0,0,0.256720451717718,0,0,0.0145998956706193,0,0,0,0,-0.0106420050478664,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0254803596604362,0,0.194448882341835,0,0,0,0,0,0,-0.142796936321489,-0.0204979337789966,0,0,0,0,0,0,-0.0258864431442906,0,0,0,0,0,0.225755403878456,0,0,0,0,0.0783633311792834,0,0,0.017290543961598,0,0,0,0,0,0.131755358911283,0.174760954897375,0,-0.0153176885504462,0,0,0,0,0.0342155820695949,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0272232904471722,0,0,0,0,0,0,0.103564542274931,0,0.066762441188551,0,0.118318963225947,0.0929098897439224,0,0.0525947417041424,0,0,0.00183222352662769,0,0,0.0329317812638424,0,0,0,-0.00325483219685884,0,0,0,-0.0304945511024595,0,0,0,0,0,0,0,0.165742308835754,0,0,0,0.0275171456541069,0,0,0,-0.0171915415412839,0,0
X600886.SH,0,0,0,0,0,0,-0.130075567804761,0,0,0,0,0,0,0,0,0,0.136593849156467,0,0,0,0,0.133684580928649,0,0.0745204715244167,0,0.0204439399497752,0.00829133686369401,0.030718978833341,0,0.0833101530610729,-0.249329785426458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154585324972559,0,0,0.100551214680762,0,0,0,-0.0235545085001587,0,0,0,0.069171231172601,0,0
X600660.SH,0,0,0,0.02228716950941,0,0,0,0,0.12159328429537,0,0.0390229357014039,0,0,0,0,0,0,0,-0.0751958451132181,0,0,0,0,0.0298953636213682,0,0.0879312389587484,0.171467484940043,0,0,0,0,0,0.0412161381356236,0,0,0,0,0,0.145110846008252,0,-0.0402474480616412,0,0,0,0.0576627653676826,0.0285233870261062,0,0,0.00804837002178795,0,0,-0.00510707323033773,0,0,0,0,-0.00814632424525425,0,0
X600188.SH,0,0,0,0,0,0,-0.108546913258866,0,0,0.146447691842519,0,0,0,0,0,0,0.0956597147176544,0,0,0,0,0,0.230841887683968,0,0,0,0,-0.0302053737106669,-0.0466306012440711,0,0,0,0.0290816626429444,0.144686993919071,0,0,0,0,0,0,0,0,0,0,0.0879585985219861,0,0,0,0,0.169075714954812,0.136996444150084,-0.0196212222408246,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.018881394471247,0,0,0,0,0,0,0,0,0,0.0806473377373911,0,0.026968822697244,0,0,0,0,0,0,0.0506893264578547,0.0891297726051565,0.0449743812069369,0,0,0.123914453994059,0.124443903030094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107981392655393,0,0.00103250790970534,0,0,0,0,0,0,0
X600362.SH,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0381852108764675,0,0,0.0611124563458514,0,0,0,0,0,0,0,0,0,0.0710697155901454,0.0268121305395872,0,0,0.129943893604993,0.152864192446656,0,0.0051916543790588,0.0852343909610035,0,0,0,0,0,0,0,0,-0.048547290263688,0,0,0,0,0,0,0,0,0,0.0341777589752822,0,-0.00421266705534629,0,0,0,0,-0.0114432977988923,0,0
X000708.SZ,0,0,0.430592237823237,0,0.0863451010136507,0,0.178915302578722,0,0,0,0,0,0,0.311621486394825,0,0,0,0,0.0812831853738168,0,0,0,0,0,0,-0.0254563471082105,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00719430288005762,-0.0142349610477022,0,0,0,0,0.0403237558493019,0,0
