,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600019.SH,X600585.SH,X600188.SH,X601898.SH,X600547.SH,X002460.SZ,X601600.SH,X000792.SZ,X002466.SZ,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X000807.SZ,X600489.SH,X601699.SH,X000983.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000539.SZ,X000408.SZ,X600219.SH,X002080.SZ,X000629.SZ,X300037.SZ,X600688.SH,X000630.SZ,X000723.SZ,X000933.SZ,X600995.SH,X600157.SH,X600612.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.989666171998782,0,0,-0.0308462136244473,0,0,0,0.0730955373623108,0,0,0,0,0,0,-0.333379118813411,0,0,0,-0.047699654684103,0,0,0,0,0,0,0,0,0,-0.0521012816077283,0.0783129541093203,0,0,0.0616304428439803,0.0945545673051758,0,0,0,0,0,0.177152370850114,-0.0359690913861457,0,0,0.0629909638369208,0,0,0.00283140099817142,0,0,0,0,-0.0961975230220362,-0.0286742846702155,0,0,0,0,0
X600028.SH,0.660009189106085,0,0,0,0,0.0008313752130179,0.198388787348025,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111430437361199,0,0,0,0,0,0.0588145652905715,-0.00355291859307015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134806554028349,0,0,0,-0.0642928459882102,0,0.0608124260779214,0,0,0,0,0,0
X601088.SH,0.0484893924365361,0,0,0,0,0,0,0.408382524763362,0,0,0,0,0,0,0,0,0.0596898036098763,0,0,0,0.0501755164895608,0,0.00137873330061886,0,0,0.190870431047854,0,0.01234405524092,0,0.0254922368608721,-0.0193417649080165,0,0,0,-0.0447600733348691,0,0,0,0,0,0,0,0,0,0,0,-0.174767239569833,0,0.0207891830440637,0,0,-0.0122994505977262,0.0227988921686192,0,0,0,0,0,0
X600309.SH,-0.0713374072104269,0,0,0,0,0,0.190388169696805,0.0094525392279364,0,0,0,0,0,0,0,0,0,0,0.116213339727266,0,0,0,0.145653976412701,0,0,0,0,0,0,0,0,0,0,0,0.00953765995324127,0,0,0,0,0.132091910705495,-0.0257714196372292,0,0,0,0,0.0711319871115113,0,0,0,0,0,0.0102266661624116,-0.0484160575777364,0,0,0,0,0,0
X600011.SH,0,0.163494505301567,-0.0667086697252303,0,0,0,0.286204943666583,0,0,0.112399616904547,0,0,0,0,0.467026217059956,0,0,0,0,0,-0.0102019862826141,0,0,0,0,0,0,0.604409617005868,0,-0.0798004052412689,0,0,0,-0.056334570382567,0,-0.303758798629934,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315547717779937,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226332148027232,0.0962152764951872,0.0951614550809292,0,0,0,0,0.050050565146361,0,0.207581027755053,0,0.113643947276692,0,0,0,0.0914645431873461,0,0,0,0,0.0227389750983698,0,0,0,0,0,0,0.0256348486501559,0,0,0,0,0,0.0863503029374537,0,0,0,0,0
X600585.SH,-0.0489230286486315,0,0,0,0.150106913603261,0.124789695729895,0,0,0,0,0.35784960172476,0,0,0,0,0,0,0,0,0,0,0.0192629386063808,0,0,0,0,0,-0.200411248145208,0,0,0,0,0,0,0,0,0.0643478973577436,0.122728358249515,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.140071716567388,0,0,-0.0418529713840142,-0.0189614885240881,0,0,0,0,0,0
X600188.SH,0,0,0.419491163492,0,0,0,0,0,0.119745305468192,0,0,0,0,0,-0.237635943543175,0,0,0,0,0,0,0,0.104099204969678,0,0,0,0,0,0,0.0546816442832766,-0.604171180470661,0.337562152408167,0,0,0.12285724763585,0,0.120633109951414,0,0,0,0,0,0,0,0.0562091510824174,0,0,0,0,0,0,0.0587489642142231,-0.10405429705828,0,0,0,0,0,0
X601898.SH,0.162927746623368,0,0.10208752606831,0,0,0,0,0.189395098583565,0,0,0,0,0.126080127314795,0.0530105149825843,0,0,0,0,0.161050826703739,0,0.0343684183738069,0,-0.206066642746756,0,0,0,1.73472347597681e-18,0,0,0,0,0.139796935197964,0.108464277096713,0,-0.0425183282081652,0,-0.132227396256245,0,0,0,0,0,0,0,0.00694756393051211,0,0,0,0,0,0,-0.009002268884504,-2.16840434497101e-19,0,0,0,0,0,0
X600547.SH,0,0.104543757196237,0,0,0,0,0,0.0890007688594609,0,0,-0.102971888676726,0,0,-0.00689656868349928,0,0,0,0,-0.175743439466439,0,-0.0883347415606943,0,0,0,0,0,0.132814388241468,0,0,0,0.800224927357935,0.0185767150440353,0,0,0,0.217356360884272,0,0,0,0,0,0,0,0,-0.0187885304508576,0,0.0750618799062731,-0.156719672012976,0,0,0,-0.0126622621303533,0,0,0,0,0,0,0
