,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X002460.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600660.SH,X600011.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600010.SH,X600547.SH,X600886.SH,X601600.SH,X600795.SH,X000629.SZ,X600176.SH,X600426.SH,X600362.SH,X000408.SZ,X601991.SH,X300073.SZ,X600096.SH,X000786.SZ,X600803.SH,X000723.SZ,X000983.SZ,X002080.SZ,X600027.SH,X600160.SH,X600348.SH,X600141.SH,X600219.SH,X601699.SH,X600378.SH,X600157.SH,X002407.SZ,X600801.SH,X600399.SH,X000155.SZ,X600486.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0863313419420287,0,0,0,0.0225425043226748,0.0278902772802098,0,0,0,0,0,0,0,0,0,0.10071226101409,0,0,0,0,0,0,-0.0728251642106137,-0.0153019023793405,0,-0.163692129884697,0.0552670027618677,0,0.139965364425123,-0.0280704887186205,0,0,0.0275418882662102,0,0,0,0.0310432793348733,0.181407444660307,0,0,-0.0136369454138403,0,0.0521631269398211,0,0,0,0,0,0,0,0.0118831682535215,0,0
X601088.SH,0,0,0,0,0.170948538976962,0,0.0517916782292847,0,0,0,0,0,0,0.00647250953032042,-0.209229862346733,0,0,0,0,0,0,0,0,-0.0793046078936765,0,0,0,0,0,0,0,0,0,0.106314551135839,0.129231789696923,0,0,0,0,0,0,0.297911380068427,0,0,0.0876779585280069,0,0,-4.33680868994202e-19,0,0,0,-0.00478368870160137,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0345371529869317,0,0,0,0,0,0,0,0,0,0.023498118095696,0,0,0,0,0,0,0,0.108997660838698,0.0199975492966381,0.0148688925295201,0,0,0,0,0,-0.0102907227262207,0,0,0,0,0.00664399383086863,0,0,0,0,0,0,0.0238251664013018,0,0.100088102607647,0,0,0.0184152404736888,0,0.0403062712261128,0,0,-8.67361737988404e-19,-0.0298626383767249,0,0,0,-0.00058317204464639,0,0
X600309.SH,0,0.119650902519433,0,0,0,0,0,0,0,0,0.0289514436910947,0,0,0,-0.0526524024569157,0,0,0.0832216157726207,0.024617771966479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210048028284437,0.101471094183517,0,-0.030560241013868,0,0.0222100786693886,0,0,0,0,0,-0.00486708804672295,0,0,0,-0.0184633992651625,0,0
X002466.SZ,0,0,0,0,0,0.64902395616092,0,0,0,0,0,0,0,0,0,0,0,0,0.107269385991514,0,0,0,0,-0.166099617331702,0,0,0,0,0,0,0.0318122994599281,0,0,0,0,0.0936385975090805,0,0,-0.0672805298370475,0.248541923029555,0,0,0,0,0,0,0.0630476166902906,0,0.0685675863848074,0,0,0.00821653933680303,0,0,0,0,0.0167208215081052,0,0
X002460.SZ,0,0,0,0,0.144840550872708,0,0,0,0,0,0,0.0531348696593517,0,0,0,0,0,0,0.191994100834794,0,0,0.0985640765553865,0,0,0,0,0,0,0,0.0713224122948584,0,0,0,0.0333913495344981,0.0560071400657653,0.0509012242703595,0,0,0,0,0,0.0329503304552824,0,0,0.10468483904696,0,0,0,0,3.46944695195361e-18,0,0.0174388324327066,0,0,0,0,0.0648564277813247,0,0
X600188.SH,0,0.147656279211046,0,0,0,0,0,0.0435016018027818,0,0,0.435070848706668,0,0,0,0,0,0,0,0,0,0,0,0,0.101530577058993,0,0,0,0,0,0,0,0,0,0,0.0769799001540316,0,0,0,0.0714191775171873,0,0.0327345044579923,0.137226549949307,0,0,0,0,-0.0575624436487489,0,0,0,0,0,-0.0266066529857431,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160578322883818,0,0,0,0,0,0,-0.00979283827158614,0,0,0,0,0,0,0,0,0,0.0415283921001989,0,0,0,0,0,0,0,0,0,0,0,0.428571341544738,0,0,0,0.0115727473044858,0,0,-0.0385848223317226,0,0,0,-0.005836375566618,0,0
X000792.SZ,0,0,0,0,0.169991841844544,0.223242261473783,0,0,0,0,0,0,0,0.084530150032338,0,0,0,0,0,0,0,0.0458520543783341,0,0.0952277587718432,0,0,0,0,0,0,0,0,0,0,0,0.0377484643505501,0,0,0.0440488333920413,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486125297015209,0,0,0,0,0,0,0
X600019.SH,0.125716278785779,0,0,0,0,0,0,0,0,0,0,0,0,0.108661551808658,0,0,0,0,0.0692922956335598,0,0,0.115558858896188,0,0.0505275412017342,0,0,0,0,0,0,0,0.0403261770008805,0,0.0770051193881677,0,0,0,0,0,0,0,0.0167188597804677,0,0,0,0,-0.0165026423157408,0,0,0,0,0.0103864631888696,0,0,0,0,0.00866510878585657,0,0
