,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X601158.SH,X000792.SZ,X000898.SZ,X000709.SZ,X600352.SH,X600157.SH,X600547.SH,X002353.SZ,X600489.SH,X600008.SH,X000539.SZ,X600021.SH,X000629.SZ,X000831.SZ,X000027.SZ,X600549.SH,X000630.SZ,X600808.SH,X600219.SH,X600660.SH,X000825.SZ,X600578.SH,X002470.SZ,X600098.SH,X600307.SH,X000060.SZ,X600315.SH,X600863.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.408444483107452,0,0,0,0,0,0,0.0651777883734924,0,0,0.203448563865741,0.0279167686165303,0,0,0,0,0.0548698121244466,0,0,0,0,0,0,0,0,0.0625198494852271,0,0,0,0,0,0,0.0597328464150641,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0273488114876811,0.00037276863998059,0,0,0,0,0,0
X600028.SH,0.431703652509602,0,0,0.10175548560664,0,0,0,0,0.18561361530932,0,0,0,0,0,0,0.0489825802116052,0,0,0,0.0490735832364021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0670741976885272,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0256770206117735,0,0.245090833578686,0,0,0,0,0.22702449026864,0,0,0,0,0.0672240865686757,0,0,0,0.0270701420403655,0.288846576583771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228381925811148,0,0,0,0,0.0355269564917524,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.025663259580588,0.18824189088895,0,0,0,0,0.017010551114807,0,0,0,0,0.295472789043197,0,0,0,0,0,0.0882349873222746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360817013605477,0.011142833381562,0,0,0.140013613690913,0,0,0.179153410321664,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.0491007891475486,0,0,0,0,0,0,0.0527252909136993,0,0,0,0.0666589375916858,0,0,0.12562239884309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270208645505257,0,0,0,0,0,0,0,0,0,0.0840800118567792,0,0,0,0.0928210013035168,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0610308782371085,0,0,0,0,0,-6.93889390390723e-18,0.0105962436723555,0,0,0,0,0.00539184132235988,0.140845956917603,0,0,0,0,0,0,0.383026106820569,0,0,0,0,0,0,0.087182570914342,0,0,0,0,0,0,0.0512138105813185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.0927150721249701,0,0,0,0,0,0,0,0,0.0949954938699213,0,0,0,0,0,0,0,0,0,0.503180446531168,0,0,0,0,0,0,0,0,-0.0540293136343922,0,0.060622267701715,0,0.175376068983642,0,0,0,0,0,0,0,0,0,0,0.264058954213096,0,0,0,0.0394844540791098,0,0,0,0,0,0,0
X601898.SH,0,0,0.030541759633437,0,0,0.100505713657976,0,0,0,1.38777878078145e-17,0.122578712763258,0,0,0,0,0,0,0,0,0.0574134351993537,0,0,0,0,0,0,0,0,0,0,0,0,0.175284569397275,0,0.0593854398808603,0,0,0,0,0,0.0409002844315139,0.0195254777082538,0,0,0,0,0,0,0.309377132149532,0,0,0.00126820607546044,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.275607647402749,0,0,0,0.101361518004147,0,0,0.18431530452092,0,0.22498295247304,0,0,0,0,0,0.0292913382261388,0,0,0,0,0,0.00349063261016666,0.027514822564338,0.0889507317399511,0,0.145038628653073,0,0,0,0,0.0397793410945067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.256840596939241,0,0.227694728631214,0.122605133264329,0,0,0,0,0.0716938527635944,0,0,0,0.0405360515458715,0,0,0,0,0,0,0,0,0,0.114301791108469,0.0405065367636667,0,0,1.38777878078145e-17,0,0,0,0,0,0.0861519207615491,0,0,0,0,0,0,0.0379668061742394,0,0,0,-0.00732722939831408,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.172024646073074,0.104862631584847,0,0,0,0,0,0,0.331260612665257,0,0,0,0,0,0,0,-0.00537218516958581,0,0,0,0,0,0,0.150817020056126,0,0,0,0,0,0.0513235283305535,0.1736770449368,0,0,0,0.0495220168631383,0,0,0,0,0,0,0,0.0379635369691064,-0.0332898912369461,0,0,0,0,0,0
X600886.SH,0.150115540924802,0,0,0,0,0,-0.0135384937459773,0,0.0851939282076006,2.77555756156289e-17,0.173458628495606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318030901892508,0.0317792221586563,0,0,0,0,0,0.120887735955073,0.00273812462421025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0.00417000457892428,0,0,0,0,0,0.00815778970386924,0,0,0.301202831304534,0,0,0,0,0,0.0805170510291389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306102789183848,0,0,0,0,0,0,0,0.110107860878815,0.0834225294951013,0,0,0,0,0,0.00826816100920998,0,0,0,0,0,0
