,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600688.SH,X600660.SH,X600362.SH,X002466.SZ,X600795.SH,X300072.SZ,X601991.SH,X601992.SH,X000898.SZ,X600516.SH,X600547.SH,X600886.SH,X600111.SH,X600157.SH,X600176.SH,X002460.SZ,X000709.SZ,X000786.SZ,X600352.SH,X601699.SH,X600027.SH,X000553.SZ,X002271.SZ,X000825.SZ,X600299.SH,X000792.SZ,X600808.SH,X601158.SH,X000408.SZ,X600489.SH,X000983.SZ,X000883.SZ,X600219.SH,X000959.SZ,X000630.SZ,X002110.SZ,X000830.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.439584947704918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188627213137908,0,0,0.0339252839990591,0,0,0,0,0,0.0472528683386395,0,0,0,0,0,0,0,0,0.0661906246833402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274990495153541,0,0,-0.00347594978502928,0.0142286987561572,0,0,0,0,0
X600028.SH,0.602663418901735,0,0.152555337224356,0.0263645943564752,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167732992420879,0,0,0.172990105094888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.160862470192822,0,0,0,0,0,0,0,0,0,-0.0354345111426629,0.139108752949237,0,0,-0.0123473325354431,0,0,0,0,0,0
X601088.SH,0,0,0,0.244672935937755,0.138822354648335,0,0,0,0.0739975776609065,0,0,0,0,0,0,0,0,-0.0569230087507817,0,0,0.0672636083204406,0,0,0,0,0,0,0.0106031999858743,0,0.150481766084409,0,0,0,0,-0.0630478937555618,-0.0548778039650908,0,0,0,0,0,0,0,0,0,-0.00797954228818144,0.0889424461715753,0,0,-0.0150840582275368,0.0279906329414387,0.0921019448523844,0,0,0,0,0
X600019.SH,0,0,0.248568383214483,0,0.36182245274646,0,0,0,0,0,0,0,0.03764962719775,0,0,0,0,0,0.418079382293731,0,0,0,0,0,0,-0.114701377432778,0,0,0,0,0,0,0,0,0,-0.0341672676061404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00521947736145479,0.00425704191057052,0,0,0,0,0,0
X600585.SH,0,0,0,0.0745127307394513,0,0,0,0,0.235420987180173,0,0,0,0.332421323328977,0.0681027903602373,0,-0.0298346573715721,0,-0.0273253749071908,0,0,0,0,0,0,0.0452198276670039,0,0,0.376210060400315,0,0,0,0.135427024188158,0,0,0,-0.269607386735411,0,0,0,0,0,0,0,0,0,0.00403960370122054,-0.0826325678918984,0,0,0,0.00296202432871778,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0144600141793006,0.0974558220686435,0,0,0,0,0.0251487518003115,0,0,0,0,0,0,0,0,0,0,0.0313258607973116,0.203444320843941,0,0.0191217640218702,0,0,0.122619751583052,0,0,0,0,0.0612565530311785,0,0,0,0.179122274127156,0,0,0.0139657791838843,0,0,0,0,0,0.0326704125184416,-0.0164403225335718,0,0,0,0,0,0
X600309.SH,0,0,0.0254356504718702,0,-0.0463615420572106,0,0,0.0227244494509988,0,0,-0.0664143644119441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163646496594531,0,0,0,0,-0.0653453192951925,0.0386540888460782,0,0.0163979437892546,0,0,0,0.0241602116373628,0,0,0,0,0,-0.105991446304973,0.00795657869291622,0,0,-0.0596941889968746,0.086652075519184,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0745167410004847,-0.0830661305240888,0,0,0,0,0,0,0,0,0,0,0,0.029528341875077,0.110931641096758,0,0.00362551106401978,0,0,0,0,0,0,0,0,0,0,0.10658209917593,0.147804684376741,0,0,0,0,0,0,-0.028671099718489,0,0,0,0,0,0,0,0.0658140814504145,0.0418154131157325,0,-0.0100386211389287,0,0,0,0,0,0,0
X600188.SH,0,0,0.0744283751415358,0.183227492301606,0.15075148031926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121376306365974,0,0,0,0,0.210298191740214,0,0.231158716609052,0,0.30906100921246,0,0,-0.146842506701699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295795986594193,0,0,0.0235347652926365,-0.0353212802208193,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.107703020199886,0,0,0,0,0.115855811087379,0,0,0,0,0,0,0,0,0,0,0,0.103507848647651,0,0,0,0.0155620420341755,0,0.0336085463321181,0,0,0,0,0.267167242592583,0,0,0,0,0.0303568683314856,0.0301919403450932,0.175354841314691,0,0,-0.00489098796510699,0,0,0,0,0,0
