,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600547.SH,X600886.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X600010.SH,X600111.SH,X600803.SH,X600027.SH,X000708.SZ,X002460.SZ,X000301.SZ,X601991.SH,X600160.SH,X600219.SH,X600426.SH,X000983.SZ,X000807.SZ,X000786.SZ,X601699.SH,X002466.SZ,X000630.SZ,X600985.SH,X000408.SZ,X601168.SH,X600176.SH,X002128.SZ,X600096.SH,X000933.SZ,X000877.SZ,X000883.SZ,X002353.SZ,X600352.SH,X600995.SH,X600378.SH,X600863.SH,X600612.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.344408162531585,0,0,0.326273622411232,0,0,0,0,0,0,0,0,0,0,0,0.113369686773743,0,0,0,0.145721938303019,0,0,0,0,0,0.131910596365568,0,0,0,0,0,0,0.417435068706568,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.177179193896547,0,0,0,0,-0.0111812564110058,0,0,0,0,0,0,0
X600028.SH,0.43723537067164,0,0,0,0.254188350406052,0,0,0,0,0.0205012499174794,0.0443741061071053,0,0,0.134916741719489,-0.0427987919751561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0742143321303231,0,0,0,-0.153109091799045,0,0,0,0,0.0439222573474844,0,0,0,0,0,0,0,0.0796813659101092,0,0,0,0.0566954506651238,0,0,0,0,0
X601088.SH,0.109302948415886,0,0,0,0.0522860526552399,0,0,0,0,0,0,0,0,0.0788435760371687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127446357033702,-0.0608849437651539,0.11829581174077,0,0,0,0,0,0.133344336978245,0,0,0,0,0,-0.0130776400312622,0.18428932324035,0,0,0.0644163740051671,0.00824503810018226,-0.00914945138102611,0,0,0,-0.00915202423219239,0,0
X600309.SH,0,0,0,0,0,-0.0676620001864413,0,0,0,-0.0795745320167511,0,0,0,0,0,0,0,0,0,0,-0.0498782599382513,0,0,0,0,0,0,0.326433703485897,0,0,0,0,0,0,0,-0.0651324937485788,0,0,0.228369209176034,0,0,0,0,0.0642426121000613,0,0,0,0,0.275991680228942,0,0,-0.0779571763153068,-0.0361285349609446,0.0483577694614306,0,0,-0.00709835897045769,0,0
X601898.SH,0,0.0840651518125857,0.522627077939186,0,0,0.136960338996676,0,0,0,0,0,0,0,0,0,0,0.0824675272472788,0,0,0,0,0,0,0,0,0.00850174947577684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195872997940346,0,0,0,0.046185474438908,-0.0659023598463849,0,0,0,0,0,0
X600188.SH,0,0.268343656432812,0,0,0.0693295279788719,0,0,0.112203349169108,0,0.0440593579619573,0,0,0,0,0,0,0,0,0,0,0.031207022281026,0,0,0.0924816776045198,0,-0.0262837671437011,0,0,0,0,0,0.365593374063667,0,0,0.398362398020988,0,0,0,0,0,0,0,0,0,0,0,0,0.189299717064532,0.0803541749332016,0,-0.055521803950269,0,0,0,0,0,-0.0123447972157094,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222161091605873,0,0,0,0,0.22826203794495,0,0,0.0229224405715031,0,0.233938145628629,0,0,0,-0.270050116851569,0,0,0,0,-0.175139363764541,0,0,0,-0.040323524272096,0,0,0,0,0,-0.162351984380399,0,-0.134669654079143,0,0,-0.107668629433603,0,0
X600019.SH,0,0.220924605128769,0,0,0,0,0,0,0,0,0,0,0.144932460427499,0,0.121543192153972,0,0.026797674253856,0,0,0,0,0.135700273693239,-0.0737678284135434,0,0,0,0,0,0,0,0,0,0,0,0,0.141143938021201,0,0,0,-0.0217761495877954,0,0,0,0,0,0,-0.0222257129012423,0,0,0,-0.15680045105282,0,-0.0325822778947351,0,0,0,-0.0585065398879436,0,0
X601600.SH,0,0,0,0,0,0.0359801403339045,0,0,0,0,0,0,0,0.0498406260552823,0,0,0,0,0,0,0.0760412871877646,0,0,0,0,0,0,0,0,0.417016371238416,-0.0681467347299698,0,0,0,0,0.0346123357768449,0.354935980994982,0,0.30765833714863,0,0,0,0.0276248783640421,0,0,0,0,0.0385735044515571,0,0,0,-0.0291238663900382,0,-0.0880351034658264,0,0,0,0,0
X600547.SH,0,0,0,-0.0971244152938389,0,0.243164078120276,0,0,-0.281273344169691,0,0,0,0,0,0,0.0572132774251478,0.619285464990173,0,0,0,0,0,0,-0.00266998855577902,0,0.0563217581177288,0,0,0,0,0,0,0,0,0,0,0.251527225182571,0,0.0240494312747609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079377313800883,0,0,0,0,0,0
