,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X300072.SZ,X601898.SH,X600688.SH,X601991.SH,X600795.SH,X600547.SH,X600309.SH,X601600.SH,X600660.SH,X600362.SH,X600886.SH,X600188.SH,X600027.SH,X000709.SZ,X600157.SH,X600339.SH,X002466.SZ,X600111.SH,X600299.SH,X000898.SZ,X601158.SH,X600489.SH,X000959.SZ,X600008.SH,X600352.SH,X002460.SZ,X000883.SZ,X600219.SH,X600160.SH,X000408.SZ,X000539.SZ,X000630.SZ,X600578.SH,X000723.SZ,X600021.SH,X600583.SH,X600176.SH,X000792.SZ,X002271.SZ,X000027.SZ,X000786.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.187271637809426,0,0.0772558259714987,0.00570376835786919,0,-0.0197498498408222,0.0300914922143733,0,0,0,0,0,0,-0.0325667544572147,0.120417221678301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108344573394653,0,-0.0341725223282633,0,0,0,0,0,0,0,0,0,0.106527957338228,0,0,0,0,-0.00725170608048471,0,-0.0110269412768895,-2.16840434497101e-19,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0604691892145091,0,0.0226197432716337,0.0912787874050015,0,0,-0.00979316916195769,0,0,0.00198571533543861,0,0,0,0,0.0617457703692894,0,0,0,0,0,0,0,0.0551318615639789,0,0,0,0,0,-0.0500548939326948,0,0,-0.00767647470571086,0,0,0,0,0,0,0.0176837721525723,0,0,0,0,0,0,-0.00270296253682553,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0565436287489882,0,0,0,-0.0506393723925717,0,0,0.0234032773760723,0,-0.0409922664532409,0,0,0.0301161705597876,0,0,0,0.0492366349632901,0,0,0,0.189135356996339,0,0,-8.67361737988404e-19,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.157107554414477,0,0,0,-1.0842021724855e-19,0,0,-0.0302391302574199,0.00958384588535149,-0.0107109537868859,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.105155391996385,0,0,0,0,0,-0.0353623825294781,0,0,0,0,0,0,0,0,0,0.00899224390959442,0,0,0.571113916332133,0,0,-0.0162935934465591,0,0,0.0569356646005473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0437646286725307,0,0,0,0,0,0
X600011.SH,0,0,0.0870550650234361,0,0,0,0,0,0,0,0,0.0999658085148972,0,-0.193100159345768,0,0,0,0,0,0,0.370290520649115,0.0208119090704291,0,0.0664356202855191,0,0,-0.0590369064757631,0,0,0,0.00358434578984008,0.0957391730237911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397011285899516,0,0.0272237116616997,0,0.0614310926352879,-0.0432195611787302,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00737515226084711,0,0,0,0,0,0.212757402266124,0,0,-0.0593958511456863,0,0,0,0.202949320506402,0,0,0,0,0,0,-0.00555731991424205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207259222705091,0,0,0,-0.0137189350899168,-0.00787060684251528,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0437893564126549,0,0,0,0,0,0,0,0.145190837354101,0,0,0,0,0,0,0,0.0138276305276913,0,0,0,0.248668655053691,0,0,0,0.116400694698264,0,0,0,0,0,0,0,0,-0.0543267932951629,0.0946525720370237,0,0,-0.0568073451101204,0,0,0.208978010767507,0,0,-0.00108220275431056,0.00523759460592079,0,0,0,0,0,0
X601992.SH,0,0,0,-0.033632537360088,0,0,0,0,-0.0161615937679105,0,0,0,0,0,0,0.125161804758104,0,0,0,0,0,0.684826398351367,0,0,-0.234647324232004,0,0,0,0,0,0.0761290515376254,0.330400190548069,0,0,0,0,0.365704210078884,0,0,0,0,0,0,0,0,0,0.028076308650668,0,0.155966577082588,0,0.0310322617726912,0.0557476965987641,0,0,0,-0.559408677699035,0,0
X300072.SZ,0,0,0,0,-0.717823917569214,0,0,-0.0962203409616461,0,0,0,0,0,0,0.179583979935079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165852740598496,-0.139346406667979,-0.400534781400954,0,0,0,0,0.33285069123846,0,0,0,-0.106481905351286,0,0,0,0.322119212798591,0,0,0,0.0859802619066315,0.0410414939850829,0,0,0,0,0,0
X601898.SH,0,0,0.167067004689941,0,0,0,0,0,0,0,0,0,0,0,0.0306150532180942,0,0,0.100167845521753,0,0.111016269929955,0,0,0,0.0511180899083729,0.129825497315873,0,0,0,0,0,0,0.0228522254418518,0,0,0,0,-0.0129345059708581,0,0,0,0.0141670876797758,0,0,0.223444262457206,0.0133591255500854,0,0,0,-0.0386198854744532,0,-0.00752696010879236,0.00585611888030314,0,0,0,0,0,0
