,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X600011.SH,X601898.SH,X600111.SH,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X600547.SH,X002271.SZ,X600886.SH,X601600.SH,X600795.SH,X000877.SZ,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X601991.SH,X601699.SH,X600803.SH,X000983.SZ,X600995.SH,X000786.SZ,X600160.SH,X000408.SZ,X000629.SZ,X600489.SH,X600096.SH,X600378.SH,X000723.SZ,X600219.SH,X000807.SZ,X002080.SZ,X600348.SH,X000933.SZ,X600688.SH,X600157.SH,X600141.SH,X000831.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.104954560353631,0.221711811948275,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0228141394705874,0,0,0,0.0377976372966365,0,0,0,0,0.0437261331295439,0,-0.0581867355769428,0,0.139091866167724,0,0,0.133342164256471,0,0.0610904133325882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0070532170265127,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.438693147256005,0,0,0,0,0,0.00158625665321674,0,0,0,0,-0.040427722735081,0,0,0,0,0,0.0231802462739709,0,0,0,0,0.0844645241672311,0,0,0.0924836345857356,0,0,0.0249718872926776,0,0.0164970020851571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148870418711481,0.0168658388356514,0,0,0,0,0,0
X600028.SH,0.232511382655945,0,0,0,0.0356884832459824,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.00853216692058214,0,0,0.0134192258238492,0,0,0,0,0,0,0,0,0.149849659970564,0,0,0.141688930825345,0,0,0,0,0,0,-0.00739331531793929,0,0,0,0,0,0,0,0,0,0,0,0,0.0196016541740806,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17941459553038,0,0,0,0,0,0,0,0.370517541459605,0,0,0,0,0,0,-0.0900115838273543,0,0.250776873838806,-0.268951286225953,0,-0.0242896153729929,0,0,0,0,0,0.0891114219860463,0,-0.0430826588244276,0,0,0,0,0,0,0,0.00608495009407075,-0.0607585510406224,0,0,0,0,0,0
X600188.SH,0,0.654801974226208,0,0,0,0,0,0,0,0,0,0.0240336554002631,0,0,0,0.0708270325632871,0,0,-0.0762567036096543,0,0,0,0,-0.0226915658031428,0,0,0,1.73472347597681e-18,0,0.0942872705556673,0.12145209658518,0,0,0,-0.0443091245838951,0,0,0,0,0,0,0,0,0,0.179210755805993,0,0,0,0,0,0,0.00939934433283431,0.0571650862243657,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0265455011606278,0,0,0,0,0,0,0,0,0.209704045949573,0,0,0,0,0,0.448404948631481,0,0,0,0,0.107651267198566,0,0,0,0,0.205472869930646,-0.0253021430906358,0,0,0,-0.010515460796452,0,0,0,0,0,0,0,0,0,0,-0.0282212349776887,0,0,-0.00290272308716172,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.393876639690799,0,0.0906462350730631,0,0,0,0,0.00444335305144859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502263923991166,0,0,0,0.0897677172455145,0,0,0,0,0.0803965942029864,0.0379440171150664,0,0,0,0,0,0,0,0.00382887843737761,0.0253456063723759,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.594110602967928,0,-0.284189308656972,0,0,0,0,0,0,0,0,0,0.119029787426574,0,0,0,0,0,0,0,0,0,0,0,0.0597100843983099,0,0,0,0,0.0894297209055143,0,0.0697365886954055,0,0,0,0.100931349444733,0,0.104252210555075,0,0,0,0,0,0,0,-0.0296255194542012,-0.0252334060126817,0,0,0,0,0,0
X600019.SH,0,0,0.0901136456532386,0,0.0531463492824606,0,0,0,0,0,0.00334928494741707,0,0,0,0,0.0199928234353236,0,0,0,0,0.321522553834101,0,0,0,0,0,0,0,0,0,0,-0.168104344747287,0.153427836552241,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.037395788377111,0,0,0,0.170215187903329,0,-0.00256249491176907,-0.0108938984535606,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.071874617134382,0.482703650167706,0.10117827582559,0,0,0,0,0,0,0,0,0,0,0.0191247558502926,0,0,0,0,0.0410649459666457,0,0,0.118236979537134,0.041953597830319,-0.069011497185039,0,0.0273959173969455,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0099521113090919,0,0,0,0,0.0967511453421229,0,0.0679581504635044,-0.0176573734140131,0,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0542654771933989,0,0,0,0,0,0,0,0,0,0,0.149753832793642,0,0,0.155547752812692,0,0.576064312169988,0,0,0,0,0,0.202980771862953,0,0.362397591469332,0,0.0916799039646283,0,0,0,0.157121190375267,0,0,0,0,0,0,0,0,0,0,-0.284691200847622,0.115348308252209,0,0,0,0,0,-0.00794812212331,1.38777878078145e-17,0,0,0,0,0,0
X601898.SH,0,0,0,0.062542600352212,0.110489839055762,0,0,-0.0833588586749068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192210491862411,0.131516843755951,0.31139654947153,0,0,0,0,0.033164054424947,0,0,0,0,0,0,0,0.081014145270333,0,0,0,0,-0.0243600862422191,0.139020496249544,0,-0.0119560029105049,-0.00525847170019014,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0830990572037127,0,0,0.300079348875252,0,0,0,0,-0.0341117515216249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083407753764443,0,0,0,0,0,0,0,0.310792066123015,0,0,0,0,0,0,0.110695765595452,0,0,0.00252974771592662,0.0361360164555399,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0765298949351653,0,0.0662107514588136,0,0,0,0,0,0.0299041507102075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0690142502297,0,0.0246082716951712,0.219159980500029,0,0,0,0,0,0.0510028861416473,0.0633724573540807,0,0,0,0,0,0,0,0,0.162575362537832,0,0.0446048333826426,-0.0029221270784623,0.00992656251210617,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.063716996808957,0,0,0,0,0,0.0905331088103303,0,0,0,0,0,-0.0511194916779429,0,0,0,0,0,0.0782124277169263,0,0,0,0,0,0,0,0,0.0098274914489813,0,0,0,0.083026484795375,0,0,0,0,0,0,0,0,0,0,0.157299344843366,0,0,0.0231125004506395,0.0591776534965246,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156163801897666,-0.581377702829718,0,0,0,0.507253511079129,0,0,0,0.0493657654114513,0,0.026775618811012,0.081343817986502,0,-0.457544988988657,0,0,0,0.6029595801986,0.445687700867663,0,0,0,0.174498418822225,0,0,1.73472347597681e-18,0,0,0,0,0,-0.00221011382196618,-0.0371331650634878,0.0318029586024895,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.360877539004098,0,0.0192517082208741,0.0495749180912212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0588134341529581,0,0,0,0,0.0229203595897752,0,0,0,0.184310302574979,0,0,0,0.10312749660252,0,0,0,0,0,0,0,0,0,-0.0542010296123091,0,0,-0.0291857291004433,-0.014447659512036,0,0,0,0,0,0
X600547.SH,0,0.129102824064124,0,0,0.0148811798549507,-0.0464915042423447,0,0,0,0,0.10015863367982,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.132257643647018,0,0,0,0,0.0157027907095702,0,0,0,0,0,0,0.784608376775798,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176465591792953,0.00993875404241507,-0.0880520670990784,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.117135893653128,0,0,0.0395876896796093,0,0,0,-0.0354562922986663,0,0,0,0,0,0,0,0,0.0620306622509724,0,0,0,0,0,0,0.0409222375307979,0,0.660252949536815,0,0,0,0,0,-0.0895449897741308,0,0,0.0439198850358875,0,0,0,-0.129464090915007,0,0,0,0,-0.121909246886873,-0.0185967694879235,-0.00880303030024407,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,-0.00282787579694687,0,0,0.181361038200493,0.0453815830624672,0.0254293503343972,0,0,-0.196715901349635,0,0,-0.0623791910848517,0,0,0,0,0,0,0.100615622538298,0,0.0543553590899668,0.082578849894362,-0.0568156583256865,0,0,0,0,0,0.0711832639891197,0,0,-0.00894404965644521,0,0,-0.106375551109571,0,0,0,0,0.102527266762296,0,0,0,-0.024219982076563,-0.0165701787128611,-0.0146308561143757,0,0,0,0,0,0
