,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600660.SH,X600362.SH,X600801.SH,X600188.SH,X600795.SH,X002460.SZ,X600352.SH,X601991.SH,X000786.SZ,X600688.SH,X000723.SZ,X002466.SZ,X600111.SH,X601992.SH,X002271.SZ,X600176.SH,X600027.SH,X002353.SZ,X600516.SH,X600426.SH,X600583.SH,X000898.SZ,X600299.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X000629.SZ,X600612.SH,X000027.SZ,X000553.SZ,X000630.SZ,X000825.SZ,X600808.SH,X000792.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0103050771741934,0.150955779484454,0,0,0,0,0,0.00178685333256574,0,0,0,0.266920007174622,0,0,0,0.00734104182588271,-0.0158534804716649,0,0,0,0,0,0,0.0141651529052456,0,0,0,0,0.00827508044088222,0,0,0,0,0,0,0.0197562775979975,0,0,0,0,0,0.020333537957716,0,0,0.00725865616278573,0,0,0,-0.00927270909723875,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0365562873738844,0.0488088744325546,0,0,0,0,0,0,0.150509605153362,0,0,0,0,0,0,0.0134433343896875,0,0,0,0.0217012604727931,0,0,0.0426190852814078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483216550020064,-0.00912039009897598,4.33680868994202e-19,0,-0.0135027827800777,0.01034825773621,0,0,0,0.0180652276257077,0,0
X601088.SH,0,0,0,0,0,0.47075393390185,-0.0231901268662139,0.0371804385629242,0.0283670632738042,0.0994987925677075,0.0187375372906502,0,0,0,-0.0729489375486693,0,0.1027945333147,0,0,0,0,0,0.0815934922888652,0,0.0599839541057584,-0.0624091582348896,0,0,0,0,-0.128628194373047,0,0,0,0,0,0,0,0,0,0,0,0,0.090546688932979,0,0,0,0,0,0,0,-1.73472347597681e-18,0.00759365522365437,0,0,0,-0.00880859820500308,0,0
X600585.SH,0,0,0,0,0.0717402137059674,0,0,0,0,-0.0561864169506995,0.0281763140594974,0,0,0.0832375903858907,0,0.347266945662617,0,0,-0.0344506925718807,0,0,0.160636173833348,0,1.0842021724855e-19,0,0,0,0.117143748668428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0507103708205221,0,0,0,0,0,-0.0129282040924562,0,0,0.00732950301168333,-8.67361737988404e-19,0,0,0,0.00232062499416123,0,0
X600309.SH,0,0,0,0.186818929546633,0,0,0.126628863885562,0,-0.069434645799765,0,0.112693391467679,0,0,0,0,0.160190459964519,0,0,0.0477388077329961,0,0,0,0,-0.138491125023675,-6.93889390390723e-18,0,0,0.0050523230785189,0,0,0,0.122518347003735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885058224851773,0,-0.0611448343689519,0,0,-0.0675944056280661,-0.036600707584961,0,0,0,-0.00115760863977538,0,0
X600019.SH,0,0,0.159329213239485,0,0,0,0,0,0.0868871192284259,0,0.0524039687895524,0.1212181961961,0,-0.0339765957531347,0.0673728930319719,0.0614684143280111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560791707021373,0,0,0,0,0,0,0,0,0,0,0,0,0.00484731085134305,0.0327853669751929,0,0,0,0.0508559759204187,0,0
X600547.SH,0,0,0,0,0.0912593705950581,-0.0141755393286558,0,0,0,0,0,0,0,0,0,-0.0390575023256332,-0.0416498687939841,0,0.0062194310829678,0,0,0,0,0,0,0,0,0.00543715170590828,0,0,0,0,0,0,0,0,1.17230036617519,0,0,0,0,0,0,0,0,0,0,0,0.21675344843793,0,0,-0.0318928744727575,0.0356136260599478,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0733333833055734,0,0,0,-0.224868289517924,0,0,0,0,0,0,0,0.287097183484612,0,0,0,0,0,0,0,0,0,0,0,0.170903999007543,0,-0.0129876936011254,0,0,0.127066684913369,0,-0.0445731462286518,0,0,0,0,0,0,0,0,0,0,0,0.0941907629168974,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0139350789393313,0,0
X000708.SZ,0,0,0,0.447363161891526,0,0,0,0,0,0,0,0.0612484557162199,0,0,0,0,0,0,-0.320735757141226,0.396035881682184,0,0,0,0.0993560194324075,0.134645506542763,0,0.240394578466219,0,0,0,0.0777501683162471,0,0,0,0,0.423028220954579,0.169273746338877,0,0,0,0,0,0.390754618089385,0,0,0,0,0,0,0,0,-0.0959811439211288,0,-0.124453526636149,0,0,0,0,0
X601898.SH,0.496463626563501,0,0,0,0,0,0,0,0.044367195856596,0,0.0332699212069178,0,0,0,0,0,0.521597040441552,0,0,0,0,0,0,0,0,-0.00684567992431876,0,0,0,0,0,0,-0.0647280223988716,0,0,0.0333168205048834,0,0,0,0,0,0,0,0,0.135388035535758,0,0,0,0,0,0,-0.0547430397095111,0.0470130275435007,0,0,0,0,0,0
