,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600547.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X600516.SH,X600352.SH,X000709.SZ,X002466.SZ,X600111.SH,X600299.SH,X600808.SH,X600489.SH,X000786.SZ,X000629.SZ,X601158.SH,X600801.SH,X002460.SZ,X600219.SH,X000825.SZ,X000553.SZ,X002271.SZ,X000883.SZ,X600583.SH,X002470.SZ,X002110.SZ,X600612.SH,X600021.SH,X000408.SZ,X601699.SH,X000932.SZ,X000630.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.362635308916665,0,0,0,0,0,0,0,0,-0.0810476935858232,0,0,0.0871888012095261,0.00467459196994023,0,0,0,0,0,0,0,0,0,0,0,0.114378687478652,-0.0145460876939894,0,0,0,1.35525271560688e-20,0,0,0,0,0,-0.0164415106366259,-0.0132050799594709,0,0.0456922917678488,0,0,0.0412193056085977,0,0,0.0429545669817459,0,0,0,0,-0.013023133363317,0.0120426542642052,0,0,0,-0.00967143565386584,0,0
X600028.SH,0.373975883544151,0,0,0,0,0,0,0,0,0,0.371133657980819,0,0,0,-0.0633121802312925,0,0,0,0,-0.0423817490204312,0,0,0,0,0,0,0,-0.107406967850864,0,0,0,0,0,0,0,0,0,0,0.371923173061488,0,0.163651306507123,0.0689976343411049,0,0,0,-0.0567192343408186,0,0,0,0,0.0347503157151543,0.00839000939318518,0.0768428160825587,0,0,0,0,-0.0932768246221091,0
X601088.SH,0,0,0,0,0,-0.0352771654326827,0.0774965464072098,0,0,0,0,0,0.206754871198472,0,0,0,0,0,-0.1219161604613,0,0.0512995243217999,0.150871108570998,-0.0986659078903138,0,0,0,0,0,0,-0.0602427059902775,0.0406844069172728,0,0,0,0,0,0,-0.0421306902165535,0,0,0.167476938423884,-0.0550376698908649,0,-0.137736136716171,0,0,0,0,0,0,0,0.000516706251657529,0.0257935084711553,-0.149766526413013,0,0,0.0656261089431281,0,0
X600585.SH,0,0,0.0465717228831149,0,0,0.114998926490487,0,0,0.0396175198725016,0,0,0,0,0,0,0,0,0,-0.0648461139889121,0,0,0,0,0,0,0,0,0,0,0.165156815108081,0,-0.12202030038836,0,0.452398585032438,0,0,0,0,0,0,0,0,0.0265749207106046,0,0,0.0156098076540017,0,0.136684337804049,0,-0.289511882686949,0,0,0.00979153601819128,0,0,0,0.0835655161064956,0,0
X600019.SH,0,0,0.0812096584990623,0,0,-5.17826789607786e-07,0.03409396840397,-0.0609480744249486,0,0,0,0,0,0,0,0,0,0,0,0.394193430089798,0.00174283652876012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240161325863799,0,0.157528583890566,0.0275229217637741,0,0,0,0,0,0,0,0.00120921285271458,0.026995945217689,0,0,0,0.0225141621902323,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524367839407011,0,0,0.600485419874029,0,0,0.0282109731360385,-0.0582028673457619,0,0,0,0,0,0,0,0,0.0256077935333344,0,0,0,0,0,0,0,0,0,0.0771514924002598,0,0.0361090932666405,-0.0965424376741678,0,0,-0.185043425669293,0,-0.0428498559487581,0,0.00338870342051144,0.0145780369761708,0.0106594495338791,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585218172471553,0,0,0,0,0.102006974108626,0,0,0,0.224066088015792,0.0966091670043386,0,0,0,0.0129443129578984,0,0,0,0,0,0,0.151911316771259,0,-0.00191101091699232,0.0508079775023437,0,0,0,-0.00885490979916962,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0881938883831057,0,0,0,0,0,0,0.0543638638572833,0.103039106071769,0,0,0.707416010621037,-0.0539427569519611,0.165161819382084,0,-0.0161765979667536,0,0,0,1.73472347597681e-18,0,0,0,-0.058701190269662,0.00806293599817863,0.186860158280742,0,0,0,0,0,0.0858039660843291,0,0.00355932525716753,-0.013210780501044,0,0,0,0,0,0
X600010.SH,0,0,0,0.016365922176759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873964351141986,0,0.0154635357071292,0,0,-0.14477823529767,0.11484882988995,0,0,0,0,0,0,0.108985782495043,0,0.0462832944009155,0,0,0.168002162552724,0,0,0,0.148780568775656,0,0,0,0,0.0026942241526927,0,0,0,0.00368322291163671,0.0030469200087042,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143023602961631,0,0,0,0,0,-0.00802980514958927,0.135652743331305,0,0,0.0646031868522877,0,0.0573923564821757,0.0265707325980871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057926389753868,0,0,0,0.0556175056495626,0,0,-0.00834008968665563,0.0340830271381134,0,0,0,0.051288330777675,0,0
