,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X601600.SH,X600688.SH,X600886.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X002466.SZ,X600516.SH,X600111.SH,X000709.SZ,X600352.SH,X002460.SZ,X000629.SZ,X600489.SH,X600299.SH,X000786.SZ,X600808.SH,X601158.SH,X600801.SH,X600219.SH,X000825.SZ,X000553.SZ,X002271.SZ,X000883.SZ,X600583.SH,X600157.SH,X002110.SZ,X002470.SZ,X600339.SH,X600021.SH,X601699.SH,X000408.SZ,X000630.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0986965246896673,0,0,0,0.032829302348989,0,0,0,0,0,0,0,0.0462157240514363,0,0,0,0,0,0,0,0,0.0179942266955438,0,0,0,0,0,-0.0651837820124882,0,0,0.0408502192085126,0,0,0,0,0,0,0,0,0,0.0310894985211363,0,0,0.173176715096499,0,0.0721325375090864,0,0,0,0,0.0032303896901816,0.00739183686320435,0,0,0,0,0,0
X600028.SH,0,0,0,0,-0.118624500447118,0,0,0,0,0,0.213160543629471,-0.0303426639253534,0,0,0,-0.121650880042067,0,0,0,-0.0425498661793186,0,0,0.0096317819223827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212644695267892,0,0,-0.084552891852189,0,0.0991622566772997,0.191350336058696,-0.0572149262344707,0.0893890985452309,0,0,0,0,0.0267372818277641,0.0782820579737184,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.228871205149349,0,0,0,0,0,0,0,0,0,0,-0.0447598909864843,0,0,0,0,0.0479115517355159,0,-0.00291675081481645,0,0,0,-0.0345640833998729,0,-0.0645043664338808,0,0.0971311472115523,0,0,0,0,0,0,0.105999882150753,0,0,0.00700643361953605,0,0,0,0.121743534161987,0,0,0,0,0,0.0169922005089506,0,0,0,0,0.0420766735750232,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125252725426394,0,0,0,-0.0962865875372021,0.0514398511779206,0,0,0,0,0,0,0,0,-0.129066528008661,0,0.0263822271665462,0.103674680044066,0.231440582087586,0,0.465268721662142,0,0,0,0,0,0,0.0559189885344107,0,-0.0364566688250101,0,0,0,0,0,0,0,-0.0085935047172725,0.000437599436643166,0,0,0,0.105701037457611,-0.00566716914125512,0
X600019.SH,0,0,0.0415331713145471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358521844042089,0,0.0896213302143564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247283514405376,0.114547322314467,0,0,0,0,0,0,0.0345375191147724,0,0.000347121654737185,0.0294144218791224,0,0,0,0.0410188851337,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103331598506215,0,0,0,0,0,0,0,0,0,0.692301231104014,0,0.132997518437595,0,0,0,0,0,0,0,0,0,0.0301315983668923,0,0,0,0,0.0976043813659765,0,-0.0131849733504605,0.0411031484226271,0,0,0,-0.0130212518441774,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510489839377426,0,0,0.640229080059571,0,0.025438555986394,0,0,-0.239074127621037,0,0,0,0,0.035176901603341,0,0,0,0,0,0,0,0,0,0,0,0,0.0488316490672846,0,0.0528859297549964,-0.110254323417648,0,0,0,0,0,0,0.0080120019432688,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358073006482435,0,0,0,0,0,0,0,0,0,0.169118184691127,0.700238944078014,0,-0.143645895991694,0,0,-0.0548672051188115,0,0,0.233901009089764,0,0,0,0,0,-0.0302329744054672,0,0.127120134549278,0,0.0479257427504215,0,0,0,0,-0.00759005011686247,0,0,0,0,0,0
X600010.SH,0,0,0,0.0328733827170992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467164057167868,0,0.186381717320728,0,-0.088413054394604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975315713764963,0,0,0,0.139313478118583,0,0.0596627944932191,0,0,0,0,0,0,0.013382844820301,0.0145170243898677,0,0,0,0.0541552182945948,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0948590892416916,0,0,0,0,0,0,0,0,0.121463440735645,0,0,0.0727333888848023,0,0,0,0.0260291748742945,0,0.00357005778243026,0,0,0,0,0,0,0,0,0,0.0769174023489639,0,0,0,0.0785340108814399,0.0101524644414538,0,0,0,0,0,-0.00809704820155755,0.0336811299598653,0,0,0,0.0456421945241275,0,0
