,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600585.SH,X600188.SH,X600011.SH,X600547.SH,X601898.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002460.SZ,X002466.SZ,X600010.SH,X600111.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600176.SH,X600027.SH,X600803.SH,X600489.SH,X601991.SH,X000786.SZ,X000807.SZ,X601699.SH,X000983.SZ,X600160.SH,X000932.SZ,X000630.SZ,X600219.SH,X002080.SZ,X000629.SZ,X000408.SZ,X300037.SZ,X000933.SZ,X600688.SH,X000539.SZ,X600612.SH,X600157.SH,X000027.SZ,X000723.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.998665258813993,0,0,0,0,0.0144143329460966,0,0.110529520596052,0,0,-0.299977079604932,0,-0.0557433707917419,0,0,0,0,0,0,0.112299656884585,-0.0256676697549776,0.106061718711811,0,0,0,0.0306426332305314,0,0.0489100512524082,0,-0.0508387327715265,-0.099439637507212,0,0,0.0544061831109614,0,0,0,0,0.117701575703616,0,0,0,0,0,0,0.161634659904736,0,0.0678640860302858,0,0,0,0,-0.0962377565102591,0,0,0,0,0
X600028.SH,0.639599038009739,0,0,0,0,0.187869331163311,0,0,0,0,0,0,-0.0329894687708188,0,0,0,0,0,0,0,-0.100982404831489,0,0,0,0,0,-0.0161168535731902,0.0567147613764725,0,0,0,0,0,0,0,0,0,0,0,0.0477582723915717,0,0,0,0,0,0,0,0,0,-0.130759199439998,-0.155112081031382,0.00360452099941192,0.0201965566796021,0,0,0,0,0,0
X601088.SH,0.0444399458558028,0,0,0,0,0,0.244712789135328,0,0,0,0,0,0,0,0,0,0,0.0544235827725677,0,0,0.0597393712422067,0,0.154385353184891,0,0,0.0499572467443827,0,0,-0.0216506402417846,0,0,-1.73472347597681e-18,0,0,-0.178830239331838,0,0.0683945975802963,0,0,0,0,-0.0191550264738746,0.088825966926749,0,0,0,0,0,0,-0.0646218248862132,0,0.00407087710705373,0.0292110708365888,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.203140140956583,0,0.0112849312568836,0,0,0,0.0389092332581433,0,0.102271247865552,0,0.0247255621577453,0,0,0,0,0,0,0,0,0.018734176013576,0,0,0.0268888166359614,0,0,0,0.00675252551249078,-0.041139074675276,0,0,0.096316589359543,0,0.00216620264844756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,-0.00964231329062443,0,0.0768627871290251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666593507800971,0,0,0,0,0,0,0,0,0.0953958834857076,0.180337394907143,0.140065460241796,0,0,0.0341441769869678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135464117657523,0,0.119465476489526,0,0,0,0,0
X600585.SH,0,0,0,0,0.137809281415761,0,0,0.0936030457614072,0,0,-8.67361737988404e-19,0,0,0,0,0.0642893997898576,0,0,0,0,0.0139287275202328,0,0,0,0,0.15098182059321,0,0,0,0,0,0,0,0.141421945273775,0,0,0,0,0,0,0.261158881233395,0,0.0476584479604272,0,0,-0.189615228672873,0,0,-0.105834047353668,0,0,-0.0777152391411838,0,0,0,0,0,0,0
X600188.SH,0,0,0.696323044585919,0,0,0,0,0,0,0.239950304414704,0,0,0,-0.0289619311853773,0,0,0,0,0,0,0,0,0,0,0.0257316511898371,0,0,0,-0.500339647408487,0,0,0.0339332625667891,0.429179126249659,0,0.0890030922837369,-0.185327498500747,0,0,0,0,0,0,0.0570762682586032,0,0.100452273261467,-0.0561290924082066,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X600011.SH,0,0.197025973254508,-0.18354181408992,0,0,0.305480718700477,0,0,0,0,0,0,0,0.47499617579748,0,0,0,0,0,0,-0.122084753946197,-0.0720264609608983,0,0,0,0,0.629894279056515,0,0,0,0,0,0,-0.100422105230408,0,0,0,0,-0.142265659516088,0,0,0,0,0,0.00638025537304762,0,0,0,0,-0.0368690942591061,0,0.0303453571270065,0.0237035716997432,0,0,0,0,0,0
X600547.SH,0,0.117174696347954,0,0,0.0906682841100881,0,0.137406101745896,0,0,0,0,0,0,0,0,-0.103776676067592,0,0,-0.00526597160988117,0,-0.0141087215351293,0,0,0,0,0,0,0.0648508016521051,0.766466299665738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.346473508671147,0,-0.117430201827318,0.0901757216793825,0,-0.0284866217597214,-0.0245688299123934,0,0,0,0,0,0
X601898.SH,0.156879616745893,0,0,0,0,0,0.10351633658125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157097003964396,0,0,0,0,0.143645096959105,0,0,0,0,0.293318712173017,0.0448286532933186,-0.0441604825223757,0,0.221442502315759,0.0390121613877411,0.0705022699419402,0.0340615918409007,0,-0.0470661368185852,0,0,-0.0343603266180535,-0.0198930954501036,0,0,0,0,0,0.0116595525696686,0,0,0,0,0,0,0
