,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600188.SH,X600010.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X600583.SH,X601158.SH,X000898.SZ,X600352.SH,X600489.SH,X000709.SZ,X000883.SZ,X600547.SH,X000792.SZ,X002353.SZ,X000539.SZ,X000629.SZ,X000831.SZ,X000630.SZ,X000027.SZ,X600808.SH,X000825.SZ,X600549.SH,X600660.SH,X600578.SH,X600008.SH,X600315.SH,X601699.SH,X000983.SZ,X600863.SH,X002470.SZ,X600307.SH,X600098.SH,X000937.SZ,X600348.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.490683701360531,0,0,0,0,0,0,0,0,0.0500893903257468,0.102406882258793,0,0,0,0,0,0.106756637925514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556164834849803,0.0137665269543441,0,0.0066326618864843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0517036840300484,-0.0184036752841965,0,0,0,0,0,0
X600028.SH,0.434196306937706,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.369179948885284,0,0,0,-0.0809700356887436,0,0,0,0.0148158685181763,0,0,0,0,0,0,0.0174202093669111,0,0,0.176805533297143,0,0,0,0,0,0,-0.028938179988835,0,0,0,0,0,0,0,-0.0287007217844547,-0.0130075492889569,0,0,0,0,0,0
X601088.SH,0,0.14147910825541,0,0,0.0338928951801222,0.110902188205912,0.0774297278161629,0,0,0,0.00515194909131299,0.0952819718064397,0,0,0,0,0.00178193935245749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675141270180564,0,4.33680868994202e-19,0,0,0.384933708862135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0.048232818333075,0,0,0,0.141183512654515,0,0.0893099793855606,0.0344760492473905,0,0.31852588161786,0.0959147758013613,0,0,0,0.0450462639778332,0,0,0,0,0,0,0,0,0,-0.183432930099352,0,0,0,0,0,0,0,0.0577835421055439,0,0,0,0,0,0,0,0,0,0,0,0.0277905834640304,0,0,0,0,0,0,-0.000263026385633339,0,0,0,0,0,0
X600585.SH,0,0.100484521630528,0.0911279904723354,0.0545373850446936,0,0,0,0.0899890245826796,0,0,0,0,0.0426306554727793,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277883715492053,0,0,0,0,0,0,0,0,0.180546651995479,0,0,0,0,-0.00231381493995455,-0.00452365841108757,0,0,0,0,0,0
X600019.SH,0,0,0,0.0696850363200582,0,0,0,0,0,0,0.0938123647966572,0,0.0235730561813199,0,0,0,0,0,0,0,0,0.42774419558153,0,0,0.151478774871932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00466769081854973,0,0,0,0,0,0,-0.00600517231790826,0,0,0,0,-0.0704019729134891,-0.0207750983157607,-0.0421174890508091,0,0,0,0,0
X601898.SH,0,0,0.0822320068735492,0,0,0,0,0.0581590364148612,0,0.0618657534983451,0,0.0553615126997415,0.0550998869136846,0,0,0.0297703805600779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174662870807156,0.0353468225521996,0,0,0,0,0,0,0,0,0,0,0.380544244019,0,0,0,0,0,0,0,0,0,-0.0042230989521004,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.105399042319312,0.180494743800222,0,0,0,0,0,0.0946883824399543,0,0.0185456335997736,0.12343969067054,0,0,0,-0.0210480776019661,0,0,0,0,0,0,0,0,0,0,0.0505235463909837,0,0,0,0,0.123759728508406,0,0,0,0,0.076813052657402,0,0,0,0,0,0,0,0,-0.0215795491123387,0,0,0,0,0,0
X600795.SH,0,0.113696910308568,0,0.000359267442621637,0,0,0.0380743874553094,0,0,0.0262630051482678,0.379321085025248,0,0,0,0,0,0,0,0,0.0206116261883401,0,-1.38777878078145e-17,0,0,0.113888647327061,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.0433368333986497,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,-0.0240546083592816,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.316691382567308,0.200746041725914,0.0503024568204234,0,0,0,0,0,0.0333576747998349,0.0387702437476807,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0345584354703377,0,0,0,0,0,0
X600886.SH,0,0,0.10083570579118,0.359114842708945,0,0,0,0,0.0089140174335754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541721988401766,0,-0.0888353882698746,0,0,0,0,0.101126982165245,0,0,0.024476293424082,0,0,0,0.0938554765420408,0.0538434538558858,0,0,0,0.0702128069228313,0,0,0,0,0,0,0,-0.0246846323393432,-0.00149034886149883,0,0,0,0,0,0
X600188.SH,0.397746572552835,0,0,0,0,0.0370002529944948,0,0,0,0,0,0,0,0.145098880169569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161998287535755,0,0,0,0,0,0,0.163205962855604,0,0.133848064952084,0.0195665082399906,0,0,0,0,0,0,0,0,-0.0555297942201904,-0.013020472339609,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609404972526106,0,0,0,-0.269870042920836,0,0.105245399959455,0,0,0.0256434225946594,0,0,0,0,0,0.139918971142513,0,0,0,0,0,0,0,0,0,0,0,0.0120191538863733,0.0403815128640095,0,0.0529523273487145,0.0126060034949032,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.0455633668830946,0.0900159303448659,0,0,0,0,0.0673667032058003,0,0,0,0,0,0.204732746775751,0,0,0.0275125789464627,0,0,0,0.0021926311234443,0.0867531329116514,0,0,0,0,0.178725601564012,0,0,0,0.039008793082252,0,0,0,0,0,0,0,0,0,0,0,-0.0311600001646473,0,0,0,0,0,0
