,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X600019.SH,X000792.SZ,X601898.SH,X600111.SH,X002271.SZ,X000877.SZ,X002466.SZ,X600010.SH,X600011.SH,X000708.SZ,X601600.SH,X600547.SH,X600660.SH,X000301.SZ,X600426.SH,X600886.SH,X600362.SH,X600176.SH,X000983.SZ,X601699.SH,X000723.SZ,X000786.SZ,X600096.SH,X600803.SH,X600795.SH,X000807.SZ,X600219.SH,X600295.SH,X000932.SZ,X000408.SZ,X600801.SH,X000630.SZ,X601991.SH,X600141.SH,X000825.SZ,X600489.SH,X600985.SH,X000959.SZ,X601666.SH,X002353.SZ,X600157.SH,X002080.SZ,X000683.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.108336346555159,0,0,0,0,0,0,0,0.178422647981776,0,0,0,0,0,0,0,0,0,0,0,0.0351720351364154,0,0,0,0,0,0,0,0,0,0,0,0,0.106049386666754,0,0,0.173245305704483,0,0,0.0778122956516755,0.0222301370565429,0,0,0,8.67361737988404e-19,0.0301981572169066,0,0,0,0,0.0385409488325715,-0.0494730644119185,0,0,0,0,0,0
X601088.SH,0.048924461633547,0,0,0,0,0.069236874856763,0,0,0,0.248212930503751,0,0,0,0,0,0,0,0,0,-0.125613368775956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322818044774973,0.039086853623713,0,0,0,0,0.0251896789452139,-0.0113849655433107,0,0.0213596089504646,0,0,0,0.124587650070265,0,0
X600028.SH,0.179767635150284,0,0,0,0,0.0370020012168598,0,0,0,0.0757688537114712,-0.0289998908838797,0,0,0,0,0,0,0,0,0,0.0767540312611322,0.0634160203851796,0,0,0,0.0144624325775547,0,0,0,0,0.014838002768682,0,0,0,0,0,0,0.0802444376505794,0,0,0,0.0599251657184192,0,0,0,0,0,0,0,0,0,-0.00896823124631739,0,0,0,0,0,0,0
X600309.SH,0,0.0291153888217318,0,0,0,0,0,0,0,0,0,0.0260624814877257,0,0,0,0,0.137716722432415,0,0,0,0.24107889102472,0.0596761838228068,0,0,0,-0.0233551451916346,0,0,0,0,0.0179599260422123,0,0,0,0,0,0,0,0.00410792249341122,0,0,0,0,0,0.0779472044578192,0,0.0883792275660036,0,0,0,0,-0.00787559459409434,0.0125837263878021,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.103170339533392,0,0.0022944689379983,0,0,0,0.00569767753675043,0,0,0.445855541959192,0,0,0,0.0103061480123733,0,0,0,0,0,0,0,0,0,0,-0.000641960566900071,0,0,0,0,0,0
X600188.SH,0,0.584913762044908,0,0,0,0,0.143936959638593,0,0,0,0,0,0,0,0,0,0,0.0444393186491288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463400488991685,0,0,0,0,0,0,0.215720100836433,0,0,0,0,0,-0.0457279373859766,0.106350170194826,-0.0692781935064844,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,-0.110033276777639,0.0148015307073069,0,0.175985614282305,0,0,0.371552465456723,0,0,0,0,0,0,0.0390486150652907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17072842417436,0,0.0121360320695295,0,0,-0.0447115367626175,0,0,0,0,0,0,0.390838858445435,0,0.0250851923462186,-0.0790873042973123,0,0.0861433955848871,0,0,0.0393981719866519,0,0
X600019.SH,0,0,0,0,0.224125242652578,0,0,0,0,0.045635364677774,0,0,0,0,0,0.1675705728436,0,0,0,0.0572410911487381,0,0,0,0,0,0.0140944785818769,0,0,0,0,0,0,0,0,0.0979093256187365,0.226893764251439,0,0,0,0,-0.00522527656164696,0.0427320602288575,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0096700182189741,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0317606036208866,0,0,0,0,0.182400217061448,0,0,0.203297299263927,0,0,0,0.0852494483963805,0,-0.0576826458139287,0,0,0,0,0,0,0,0.319906848310378,0,0.222620332811358,0,0,0,0,0,0,0,0,0,0,0.140184410736417,-0.328966168887598,0,0,0,0.00860788277469543,0,0,0,0,0,0,-0.0132769579268124,0,0,0,0,0,0
X601898.SH,0,0.299973311602328,0,0,0,0,0,0,0,0,-0.0127628744870436,0,0,-0.0101102236107218,0,-0.0240305094810038,0,0,0,0,0,0,0,0,0,0.154152565255266,0,0,0,0,0,0,0.0767407256507393,0,0.104966443162742,0,0,0,0.0451265976961226,0,0,0,0,0.22222300323534,0,-3.46944695195361e-18,0,0,0,0.0187841563955209,0,0,-0.0103261268667449,0,0,0,-0.0126348739970646,0,0
