,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X601898.SH,X600886.SH,X600585.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X600157.SH,X600111.SH,X600362.SH,X002075.SZ,X600188.SH,X600583.SH,X000898.SZ,X600021.SH,X601158.SH,X000027.SZ,X000539.SZ,X002353.SZ,X600022.SH,X600309.SH,X601992.SH,X600352.SH,X000883.SZ,X000629.SZ,X601918.SH,X600307.SH,X000878.SZ,X600098.SH,X000792.SZ,X600808.SH,X600660.SH,X000060.SZ,X600863.SH,X600547.SH,X600489.SH,X600160.SH,X002470.SZ,X600578.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.769615851896686,0.0369313655496102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0615257098756368,0,-0.0185172092237111,0.0488902263906884,0,0,0,0,0,0,0.03530048357062,0,0,0,0,0,0,0,0,0.0469885842584579,-0.056729726581303,0,0.0225442926333608,0,0,0,0
X600028.SH,0.426074148206018,0,0.00396461049703021,0,0,0.150523532153264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876200448752417,0.098556929633069,0,0,0,0,0,0,0,0,0,0,0,0,0.0533016291940013,0,0,0.0120561748299183,0,0,0,0,0.00783345144116317,0,0,0,0,0,0,0,0.0261784421768238,0,0.0302835532122645,0,0,0,0,0
X601088.SH,0,0,0,0.180150419897314,0,0.0779947324329425,0.283583411171278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419894850466912,0,0,0,0,0,0,0,0,0,0,0,0.00507706809271892,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0162692321380735,0,0,0,0,0,0,0,6.93889390390723e-18,0.14253609655236,0,0.202318313091983,0,0.00902811756966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217513516199188,0,0.123076163003686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.0268874895375603,0,0.0861852618136992,0.161002384470377,0,0,0,0.146406425993854,0,0,0,0.0635546981942724,0,0,0,0,0.125100414370734,0,0.0720234120957451,0,0,0,0,0,0,0,0,0,0,0,0.0116517094337541,0,0,0,0,0.0995316542413247,0,0,0,0,0,0,0,0.105616713637414,0,0,0,-0.0163419831368607,0,0,0,0,0,0
X600019.SH,0,0.0153036408155214,0.239187425838577,0,0.1128553223242,0,0,0,0,0,0,0,0.0486878065057406,0,0.0293783468521732,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0320832000266417,0.218672412510435,0,0,0,0.0359502032110679,0,0,0.0187230003189879,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180270998886556,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0907053223204197,0,0,0,1.38777878078145e-17,0,0,0,0,0.272414868710604,0.180337435591041,0,0.0112560548734464,0,0,0,0,0,0,0,0,0,0,0.217622385076718,0,0,0.121964393035917,0,0,0,0,0,0,0,0,0,0,0,0,0.0430109989257534,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.0345079100118842,0,0,-0.00696969275278753,0,0,-0.0300526518259559,0,0,0,0.355556532942985,0,0.0150850287765687,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0374288923703326,0.0577348067722692,0,0,0,0,0,0,0,0,-0.0428766708626695,0,0,0,0,0,0.0069726874054333,0,0,0,0,0,0,0,0,-0.0720704303197803,0.0334436024175704,0,0,0,0,0,0
X600585.SH,0.128609843796855,0,0,0.0519481551544144,0.144409238436639,0,0,0,0,0,0,0,0,0,0,0,0.142427601059029,0,0,0,0,0.0540326906592209,0,0,0.0453261590316303,0,0,0,0.0243607127615482,0.00102405118382308,0,0,0,0,0,0,0,0,0,0.156005904751966,0,0,0,0,0,0,0,0,0,0,-0.00522007849531321,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0475335381235827,0,0,0,0.172074646129759,0,0,0,0.0738912309981669,0,0,0,0,0,0,0,0.122883512543713,0,0,0,0,0.0185821836399851,0,0.0620268669479551,0,0,0,0.00519011179354648,0,0,2.71050543121376e-20,0,0,0,0,0.203243973914571,0,0,0.00700841229717803,0,0.0684832735374979,0,0,0,0,0,0,0,0,0,0
