,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600886.SH,X600362.SH,X600188.SH,X600795.SH,X600027.SH,X601992.SH,X002466.SZ,X000898.SZ,X600516.SH,X600176.SH,X600111.SH,X000709.SZ,X600352.SH,X002460.SZ,X000786.SZ,X000629.SZ,X600219.SH,X600808.SH,X600489.SH,X600299.SH,X600801.SH,X002271.SZ,X000825.SZ,X601158.SH,X000553.SZ,X002110.SZ,X000883.SZ,X600583.SH,X600157.SH,X300072.SZ,X600985.SH,X002470.SZ,X000630.SZ,X000027.SZ,X601699.SH,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.145502150503896,0,0,0,0,0,0,0.0709427185341616,0,0,0,0,0.0176141662337717,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.035596586599405,0,0,0,0,0,0,0,0,0,0,0,0.0118139186972317,0,0.0392651941285846,0.0986072409675812,0,0,0,0,0,0,0,0.0220240277506959,0,0,0,0.0212580705656238,-0.0136351713762198,0
X600028.SH,0,0,0,0,-0.140167766426437,0,0,0,0,0,0,0.19219302831087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119871781657025,0.204784013930348,0,0,0,0,0,0,-0.0566837482479795,0,0.0186243068284064,0.0229099605069523,0,0,0,0.127262549628689,0.0306184807610383,0.0394940946397054,0.0736871650452136,0,0,0,0.00210277406732941,0,0
X601088.SH,0,0,0,0,0,0.157842931014646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643155030524163,0.0266501448668134,0,0,0,0,0,0,0.0304683262906828,0,0,0,0,0,0,0,0,0,0,0,0,-0.12642030589825,0.0121708216984007,0,0,0.279778156707742,0,0,-1.15080548087924e-05,0.00802652318624907,0,0,0,0.0711505008751725,0,0
X600585.SH,0,0.0500197914632629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176808812961206,0,0,0,0,0,0,0,0,0,0.194317970530829,0,0,0,0,0,0.434107101499913,0,0,0,0,0,0,0,0.0418727211964267,0,-0.00955424868220178,0,0,0,0,0,0,0.00279976253470927,0.00436057899853337,0,0,0,0.0339932438151287,0,0
X600019.SH,0,0,0.00138914966952688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448686783524832,0,0.0394706224466591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142310915620044,0,0,0,0,0,0,0,0.0261142886361609,0,0,0,0.000710917718474912,0.0301184146854407,0,0,0,0.0372985171763934,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184617278771642,0,0,0,0,0,0,0,0,0,0,0.492830662617038,0,0,0.206447424700893,0,0,0,0,0.089342843077504,0,0.186964222453372,0.0294249710785246,0,0,0.0373979586117754,0,0,0,0,0,-0.00284236065873495,0.0094062687801772,0,0,0,0,0.0927540057682913,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510803387350508,0.646454650731339,0,0,0,-0.212487588795593,0,0,0,0,0,0,0,0.0121536608544709,0,0,0,0,0,0,0,0,-0.039381683634435,0,0,0.055798961522236,0,0,0.0659761565239953,0,0,0,-0.113805169937418,0,0.00927217882584925,-4.33680868994202e-19,0,0.0269785641145196,0,-0.00604531480343173,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176436206053993,0,0,0,0.505121470580004,0,0,0,0,0,0.042887165172628,0,0,0,0,0.0836308557119901,0,0,0,0.175418033325387,0,0,0,0,0,0,0,0.0526793724136792,0,0.0311250263963845,0,0.0261679032658448,0.0014045761987905,0,0,0,0.0227492389359677,0,0
X601600.SH,0,0,0,0,0,0,0.0344302328947284,0,0,0,0,0,0,0,0.0329818918395482,0,0.0312599425750225,0,0,0.0135311878115581,0,0.0127051793326094,0,0.105383809209405,0,0,0,0.174213671670789,0,0.0290379808203562,0.0467968589752749,0,0,0,0,0.0406538931888585,0,0,0.16188445135092,0,0,0,0,0.0528131380317144,0.00348714080534283,0,0.039717789495319,0,0,0,0,-0.011139082276184,-0.00921459121302404,0,0,0,-0.00676846723544882,0,0
X600547.SH,0,0,0,0,0,0.0376130941852232,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181146865174945,0,0,0,0.984518481961936,0,0,0,0,0,0,0,0,0,0.0128341389575124,0,0,-0.0941739036287383,0,-0.0524383250501358,0,0,0,-0.0113727493641776,0.0239356729126782,0,0,0,-0.0215015231064909,0,0
X601898.SH,0,0,0,0,0,0,0.0185264776014596,0,0,0,0,0,0.158222563929233,0,0,0,0.00386351774780386,0,0,0,0,0,0,0.147442246588192,0.0789785398780418,0,0,0,0,0.0174976160413833,0,0,0,0,0,0.0271210437954443,0,0,0,0,0,0,-0.00871673191102459,0.0385695115175084,0,0,0,0.0858330884896341,0,0,0,-0.0155787718488242,0.0429841510356795,0,0,0,0.0550971240366255,0,0
X600660.SH,0,0.0426320214522573,0,0,0,0,0,0,-0.0177094389864666,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0601670856375228,0,0,0,0.0324043065646539,0,0,0,0,0,0.165266532662149,0,0.145255387519825,0.277545575345637,0,0,0,0.0456381312463622,0,0,-0.0298913397344372,0,0,0.0886188004330026,0,0,0,0.00834846759625656,0,-0.00159339204656487,-0.0459944863611335,0,0,0,-0.0483272515379739,0,0
X601991.SH,0.0981885408686658,0,0,0,0,0,0,0,0.00197625536448491,0,0,0,0,0,0,0,0,0,0.0930970794863099,0,0.0233142763412502,0,0,0,0.0787209648814802,0,0,0,0,0,0,0,0,0,0,0,0.0731188206552797,0,0,0,0,0,-0.00571469554084108,0.0514946527836315,0.0439597760092191,0,0,0,0,0,0,-0.00116257608802965,0,0,0.0638286219773109,0,-0.0193168078710426,0,0
X600688.SH,0,0,0,0,0.068039369383927,-1.0842021724855e-19,0,0,0,0,0,0,0.0351253455616434,0,0.0814313831640843,0,0,0,0.0161788775606998,0,0.0193201166807623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320028718746512,0,-0.0388730832747435,-0.00198754194716847,0,0,0,0.043856887920073,0,0.0385198048628518,0,-0.00100946547193629,0.0442686659645604,0,0,0,0.0588688696371581,0,0
X600886.SH,0,0,0.130321360930745,0,0.100598653964014,-0.00710853229137054,0,-0.0191356097718189,0,0,0,0,0,0,0,0,0,0.104956689483685,0.0698512960455802,0,0,0,0,0,0,0,0.321856741943484,0,0,0,0,0,0,-0.0543196704459521,0,-0.0389165400614014,0,0,-0.142627404284257,0,0,0,0.0610599853688123,0,0.0950828416549767,0,0,0,0,0,0,0.0131860776238728,-0.0342034215552181,0,0,0,-0.0817927888733662,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429268489443213,0,0,0.0692024395844414,0.271923640498589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442364184782809,0,0,0,0,0,0,0.155731878637209,-0.0200254559644765,0,0.00373330784643087,0,0,0,-0.0240214432496673,0,0
X600188.SH,0,0,0,0,0,0.108393306777243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556454254094397,0.0611655100456634,0,0,0.0454978600269311,0,0,0,0,0.0453266917417737,0,0,0,0,0,0,0,0,0,0,0.170412462724838,0,0,0,0.0599111079832779,0,0,0,0,0,0,0,0.000995848400372402,-0.0146127423654254,0,0,0,0,0,0
X600795.SH,0,0,0,-3.46944695195361e-18,0,0,0.484892315366759,0,0,0,0,0,0,0,0.323396042063128,0,0,0,0,0.0908050702016143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331747072877386,0,0,0,0,0,0.0778240933409458,0.0341746373640705,0,-0.23149903618918,0,0,0,0,0,0.0413792831868586,0,0.0371772276621524,0,0,0,0,0.025557543630717,0
X600027.SH,0,0,0,0,0,0,0.351610923858296,0,0,0.144131544562313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569447291558511,0.226926176147454,0,0,-0.178135739848371,0,0,0,0,0,0.534800564808964,0,0,0,0,0,0,0,0.0284193672795469,-0.0971681240457186,-0.0267394700773017,-0.0693788062186045,0,0,0,0,0,0.0127877410312775,-0.0410540126079244,0,0,0,-0.0816306793963531,0,0
X601992.SH,0,0,0,0.110412064163066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0.229263102543444,0,0,0,0.256968602308284,0,0,0,0.0814198747552991,0,0,-0.0662844142183265,0,0,0,0,0,0,0,0,0.0588010930810033,-0.0200325467701612,0,0,0,0.015226780149272,0,0
X002466.SZ,0,-0.223580717624474,0,0,0,0,0,-0.0410621528030952,0,0,0,-0.0125149830628195,0,0,0,0,0,-0.287779639815981,0,0,0,0,0,0,0,0,0,0.933397753701172,0.156407590554852,0,0,-0.0216586791958639,0,0,0,0.0539310833910599,0,0,0,0,0,0,0,-0.0505348949013288,0,0,0,0,0,0,-0.0656679663868736,0.0246730377774525,0.00566841428098372,0,0,0,-0.0271933766567582,0,0
X000898.SZ,0,0.0263114943980161,0,0.0454689394291462,0.227277949857518,0.0593454055851617,0,0,0,0,0,0,0,0,0.0239399128939744,0,0.096711941891916,0,0,0,0.0505355495967013,0,0,0.0959525868244461,0.0433695291802369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064329248623904,0,0,0.0190235966658569,-0.0127490929132269,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162294725332319,0,0,0,0,0.171099746525046,0.140363719216949,0,0,0.190793599688795,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.104850160287807,0,0,0.0492250521647729,0.0593247072767076,0.0945127948191319,0.0216622709257754,0,0,0,0.0761257804626844,0,-0.0053881191690606,0.0343823587432577,0,0,0,0,0,0
