,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600111.SH,X002075.SZ,X601992.SH,X600188.SH,X600299.SH,X600660.SH,X000792.SZ,X000709.SZ,X601158.SH,X000898.SZ,X000539.SZ,X000883.SZ,X600309.SH,X002466.SZ,X600583.SH,X000027.SZ,X600623.SH,X600352.SH,X600578.SH,X000630.SZ,X600160.SH,X000629.SZ,X002470.SZ,X600547.SH,X600489.SH,X600098.SH,X600021.SH,X600022.SH,X600176.SH,X300072.SZ,X000060.SZ,X600808.SH,X000825.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.114677147188186,0,0,0.0852784818019895,0,0,0,0.123608444338278,0,0,0,0.0114827312351395,0.0165760012404912,0,0,0,0,0,0,0,0.0609922490323222,0,0,0,0,0.01744405439522,0,0,0,0,0,0.0108073645750007,0,0,0,0,0.106655654573642,0,0,0,0.00484611377226263,0.00406056011770381,0,0,0,0,0,0
X600028.SH,0.055126793758418,0,0,0,0,0,0.11462953842046,0,0,0,0,0.0808066096366233,0,0,0,0,0,0,0.00788559778287935,0.160045404414166,0,0,0,0,0,0,0,0,0,0.00672673260673588,0.133264420564681,0,0,0,0,0,-0.00186636271041264,0,0,0,0,0,0,0,0,-0.0196003046575854,0.00649588405690378,0,0,0,0,0.0223799218706643,0.00889102004821678,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.227862017752321,0,0,0,0,0,0,0,0.0259948945126316,0,0,0,0,0,0,0,0,0,0.00340456639710927,0,0,0,0,0,0,0,0,0,0,0,0.0126949072714169,0,0,0,0.077504437067612,0,0.0816487379900504,0,0,0.0861405421666134,0,0.353016053298978,0,0,0,-0.0176279529042586,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.109020215823403,0,0.052909148193032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0560291112211206,0.0843436176281508,0,0,0.0203614733102643,0,0,0,0,0,0,0.0157146355373048,0,0,0,0,0.065909224065507,0.226056810180309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378775968119953,0.0848650409290345,0.272093210415812,0,0,0.246934282694336,0,0,-0.0455217941984404,0,0,0,0,0,0,0.0434159334576762,0,0,0,0,0,0,0,0.0687980220154296,0,0.0156491174950084,0,0.0412744498843723,0,0.183219183822077,0,0,0.039930833518282,0.0249539084543257,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084931356546924,0,0,0.0471218490034412,0,0.0466116197270228,0,0.614534504878962,0,0,0.10610311028118,0,0,0,0.00479913068510463,0.020183028187014,0,0,0,0,0,0,0,0,-0.0992368401140336,0,0,0,0,0,0.32858281705985,0,0,0.00730612446672844,-0.036276977272265,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.103304991149633,0,0.190877297067892,0,0,0,0,0,0,0,0,0,0,0.00403641264322152,0,0,0,-3.46944695195361e-18,0.121498553271043,0,0,0,0,0.0585958197313988,0.0259888283947101,0,0,0.0374808380627831,0,0,0,0,0,0,0,0,0,0,0,0.0568658285520001,0,0,0.0165733406565185,0,0,0,0.00401385917594902,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0225735273828046,0,0,0,0,0,0,0,0,0,0.174255970586251,0,0,0,0.232874907720719,0.0195986297418648,0,0.00716355488739531,0.039963093571508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691337077851756,0,0,0,0,0,0,0,0,0.046620556962951,0,0.268382087629929,0,0,0.0214751353641044,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.187723534469863,0,0,0,0,0,0,0,0,0.209111888088659,0,0,0,0,0,0,0,0,0.0189484838599614,0,0,0,0,0,0.0275007322280072,0,0,0,0,0,0,0,0.0935075265170642,0,0,0,0,0,0.137117800215449,0,0,0.159102594638584,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140680729703065,-2.16840434497101e-19,0,0,0.00132484656593539,0,0,0.03111096284758,0,0,0,0,0,0,0,0,0,0,0.059157925386804,0,0,0.0215921844119334,0.0607361744299719,0.0379341078087213,0,0,0.11005451575189,0.229902820956267,0,0,0,0,0,0,0,0,0,-0.0164108525368709,0,0,0,0,0,0
