,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X600011.SH,X002271.SZ,X600188.SH,X000877.SZ,X600660.SH,X000708.SZ,X002466.SZ,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000786.SZ,X600219.SH,X600803.SH,X601991.SH,X000408.SZ,X600795.SH,X002080.SZ,X600688.SH,X002353.SZ,X600801.SH,X000807.SZ,X600027.SH,X600352.SH,X000825.SZ,X000959.SZ,X000932.SZ,X300073.SZ,X600157.SH,X600489.SH,X601699.SH,X300037.SZ,X600516.SH,X600486.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.267894522781862,0,0,0.0985920098635178,0,0,0,0.0437770620937561,0,0,0,0,0,0,0,0,0,0.00289084763938728,0,0.000594289271253606,0,0,0,0,-0.0158073606883713,0,0,0.112401450866084,0,0.0118861165526364,0.0363359565460028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00389456275622593,-0.0302259818360588,0,0,0,0,0,0
X600028.SH,0.0543914208848021,0,0.00610169421247108,0,0,0,0,0,-0.0251333603269893,0,0,0.0160395909304221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825931882975896,0,0.102264149261365,0,0,0,0,0,0,-0.0310648484795969,0,0,0.128529793313012,0,0,0,0,0,-0.00951067151879112,0,0,0,0,0.00367952948299797,0,0
X601088.SH,1.73472347597681e-18,0,0,0,0.0407232579525682,0,0,0,0.0607488218924288,0.162448235321296,0,0.25446101939848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114311648059551,0,0,0,-0.239688402493904,-0.0195529280440828,0,0,0.0964855445369634,0,0.0296627090555878,0.0579333131274375,-0.030671645490553,0,0.0667872489385464,0,0,0,0,0,0,0,0,0,0,-0.0599370083861684,0.0377752208263468,0,0,0,0,0.0425138438441494,0,0
X600309.SH,0,0,0,0,0,0,0.0420594358365748,0,0,0,0.0461835141531542,0.0418923791410382,-0.216724117018661,0.06763004201984,0,-0.0285175137975068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127171800864979,0.0257128425621259,0,0,0,0,0,0,0.0919164277534969,0,0,0,0,0,0,0,0,0,0,-0.031470699503528,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0823675239791623,0,0.0542526084151366,0,0,0,0,0.103320094237229,0,0,0,0.0168381494970618,0,0,0,0,0,0,0,0.138984684774872,0.102252116227779,0.0500400820217736,0,0,0,0,0,-0.121010845596804,0,0,0.406585127772982,0,0.0171650171218193,0,0,0,0,0,0,0,0,0,0,0,0,0.00889212510416823,-0.0243672261574913,0,0,0,0,-0.0238836445829613,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.053895612140189,-0.0229807685683914,0,0.102282775150167,0,0.0949299417819036,0,0.566296596347179,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.172914469524374,0,0,0,0,0.023133263638236,0,0.049269467294551,0,0,0,0,0,0,0,0,0,0.233144450503382,0,0.168246550524444,0,0.0202129127691164,0,0,0,0,-0.0451032652244397,0,0,0,0,-0.041015781464597,0,0
X600019.SH,0.128447683149353,0,0,0,0,0,0,0,0,0.0139017321587185,0,0.00254784457706452,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724489983360171,0,0,0,0,0,0.0269837509977074,0,0,0,0,0,0.0703337562780177,0,0.201968505033119,0.0440885830966112,0.35268364902879,-0.0471447620229738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,-0.0398206365360429,0,0.181700598987899,0,0,-0.0215709087019062,0,0,0,0.0349818681969142,0,0,0,-0.0608373009477197,0,0,0,0,0,0.3365547919258,0,0,0,0,0.0726989756716616,0,0,0,0,0,0,0,-0.114180372353769,-0.217118315458069,0,0,0,0,0,-0.0162912917487645,0,0,0,0.0881300661071551,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.109559957001405,0,0,0,0,0,0,0,0,0.185568870446174,0.225166136094957,0.226913864897854,0.0111382621891746,0.0133252930336045,0,0,0,0,0,0,0.0897180515975633,0,0,0,0,0,0,0,0,0,0,0.0694919360377344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00846282196175877,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.260222092042383,0,0,0,0,0,0,0,0,0.0671921979703171,0.0100176563927338,0,0,0.181623950819747,0,0,0,0.0539049448202127,0,0,0,0,0,0,0,0,0,0,0,0.634832482914541,0,0,0,0,0,0.0687767185410827,0,0,0,0,0,0,0,0.0055385185008362,0.00942508684936647,0,0,0,0,0,0
