,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X600011.SH,X000877.SZ,X601898.SH,X601600.SH,X600010.SH,X002271.SZ,X600547.SH,X000708.SZ,X600660.SH,X000301.SZ,X600426.SH,X600886.SH,X600362.SH,X600176.SH,X000723.SZ,X000983.SZ,X000408.SZ,X601699.SH,X000807.SZ,X600096.SH,X600219.SH,X600803.SH,X000786.SZ,X600795.SH,X601991.SH,X002353.SZ,X002080.SZ,X600141.SH,X000630.SZ,X600489.SH,X300073.SZ,X600688.SH,X600486.SH,X600801.SH,X000825.SZ,X600985.SH,X601666.SH,X600157.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.018324215987943,0,0,0.154820279952351,0,0,0,0,0,0,0,0,0.135374422344916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811816818148679,0,0,0,0,0,-0.00401556125435088,0,0,0,0,0,0,0.239302145521582,0,0.135137169477656,0,0,0,0,0,0,0.0249563483174956,-0.0593562917458815,0,0,0,0.0478739782386125,0,0
X601088.SH,0.199897087079392,0,0,0,0,0.0128575127704751,0,0,0,-0.0365651438747393,0,0,0,0,0,0,0,0,0,0,-0.0162829145188703,0,0,0,0,0,0,0,0.0991610788306526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222979751353496,0.116666462307619,0,0,0,0,0.0462423410445591,0,0,0,0.0963442138735976,0,0
X600028.SH,0.0508791705064294,0,0,0,0,0.0163231967220984,0,0,0,-0.0521780451723753,0,-0.0120901983716306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398318550557457,-0.0164200871137109,0,0,0,0,0,0,0,0,0,0,0,0.0376241776069465,0,0,0.286203213078139,0,0,0,0,0,0,0,0,-0.0127927528796402,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254461054334285,0,0.0977820211004531,0.0808273707408276,0.223824476133143,0,0,0,0,0,0,0,0,0,0,0,0.00749934614768373,0,0,0,0.155798031990301,0,0,0,0,0,0.0599929159195139,0,0,0,0,-0.00751855329651278,0,0.00509610642665921,0,-0.0270377160976126,0.0237350418754101,0,0,0,-0.0163171978456049,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103670282896864,0,0,0,0,0,0,0,0,0,0,0.462949652953388,0.00641856004799267,0,0,0,0,0,-0.000776496563596117,-0.00665620598900153,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0643108109550486,0,0,0,0,0.0436467942428055,0,0,0,0,0,0,0.0157051980201065,0,0.150064742246686,0,0,0,0,0,0.345176854797622,0,0,0,-0.0660472435752186,0.00875867112270057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28739560663076,0.0450052084922691,0,0,-0.048441618824123,0.0691907742049559,0,0,0,-0.0519662316264801,0,0
X002460.SZ,0,0,0,0,0,0.0425678613007785,0,0.132091016714556,0,0.0529774341857619,0.387565508374443,0,0,0,0,0,-0.0375065055166456,0,0,0,0,0,0,0,0,0,0,0.0726758519194461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242000625387738,0,0,0,-0.132948590360679,0,0,0,0,0.0251993403736283,0,-0.0382706622664343,0,0,0,-0.0159457807946861,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.299963571049303,0.201289313155541,0,0,0,0,0,0,0,0,-0.0171879913530557,0,0,0,0,0,0.38625442173512,0,0,0,0,0.147497050262647,0,0,0,0,0,0,0,0.0865191172427058,0,0,0,0,0,0,-0.290046068883098,0,0.0422550162213361,0,0.0238834692020091,0,-0.0119899375282282,-0.00319551237817297,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0748622275962515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0786742375484877,0,0,0,0,0,0,0,0,0.33987306414164,0.0830620247499143,0.0857708859120564,0,0,0,0,-0.00852445108148429,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0284480769378473,0.272702692103186,0,0,0,0.0592411020502733,0,0,0,0,0.152960729649199,0,0,0,0,0.129315331741155,0,0,0,0,0.136977860503084,0,0,0,0.0916593448192504,0,0.102647913427859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851274110918877,-0.0269747656902103,0,0,0,0.0598600987526709,0,0
