,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X002466.SZ,X600188.SH,X600585.SH,X000792.SZ,X601898.SH,X600019.SH,X600111.SH,X600011.SH,X002271.SZ,X600010.SH,X000877.SZ,X600660.SH,X000708.SZ,X000301.SZ,X601600.SH,X600547.SH,X600886.SH,X600795.SH,X600176.SH,X600096.SH,X600426.SH,X600362.SH,X000408.SZ,X000786.SZ,X000983.SZ,X000723.SZ,X600803.SH,X300073.SZ,X600141.SH,X601991.SH,X002080.SZ,X601699.SH,X002192.SZ,X600027.SH,X000629.SZ,X600219.SH,X002407.SZ,X600486.SH,X600801.SH,X300037.SZ,X000683.SZ,X002497.SZ,X600157.SH,X000959.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.093731402509412,0,0,0,0,0.0433834912777543,0,0,0.0230471146277134,0,0,0,0,0,0,0,0,0,0.0770865820086405,0,0,0,0,0.180243999834944,0,0,0,-0.0937025868655907,0.175399622287352,0,0,0,0,0,0,0,0,0,0.0351148239460441,0,0,0.029077196803797,0,0,0,0,0,0,0,0,-0.0016551407670386,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0162974841560521,0,0,0.215002941731351,0,0.0238794161005559,0.102667619939824,0,0,0,0,0,0,-0.187795043658474,0,-0.0348460531154386,0,0,0,0,0,0,0,0,0,0,0.0737943845521224,0,0,0,0,0,0,0.0679831045214235,0,0,0,0,0,0.00870487675316633,0,0,0,0,0,0,0,0,-0.0252803820526089,0,0,0,0,-0.0352117746873033,0,0
X600028.SH,0,0.0424955698345678,0,0.0235627221500939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141764617035661,0,0,0.0491119750140711,0,0,0.0111941470788854,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0130651938658803,0,0,0,0,0,0.0091891826362655,0,0.0737090351039381,0,0.0278460226163265,0,-0.0136268122863704,0,0,0,0,-0.0147539805131928,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0492014696784407,0,0,0,0,0,0.208060528932322,0,0.0512651370236894,0,0,0,0,0,0,0.024368397092131,0,0,0,0,0,0,0,0,0,0,0,0.0450764477549566,0,0,0.0406518595682462,0,0,0,0,0,0,0,0,0,0.108334164732333,0,0,0,0,0,0,-0.0214304276878785,0,0
X002460.SZ,0,0,0,0,0,0.166425806383771,0.109653815112231,0,0.037691237932786,0,0,0.121556725529784,0,0.0287969294902776,0.11761638812938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347097634550706,0.0137617406707426,0,0,0,0,0,0,0,0,0,0.388243621911411,0,0,-0.196676583906614,0.0176736315427618,0.00542344850781388,-0.103567196904307,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.711650883603158,0,0,0,0,0,0,0,0.051531318257421,0,0.143837220823167,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0104276286612338,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0802606153355623,0,0,0,0,0,0,0,0,0.0303326655531798,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.373049821826553,0,0,0,0,0,0,0,0,0,0,-0.236904059415167,0,0,0,0,0,0,0,0,0,0,0,0.0265383748315742,0,0,0,0,0,0,0,0,0,0,0,0.375178576547489,0,0,0,0,0,0,0,0,0,0,0,0,0.00502717689409692,0,0.0664320167765057,-0.0353394911550076,0,0,0,0,0,0
X600585.SH,0,0,0,0.0468671502620405,0,0,0,0,-0.0486680744604349,0,0,0,0,0.150864440533797,0,0,0,0,0,0,0.0992496795255918,0,0,0,0,0,0,0,0.0106060976921515,0,0,0.0109686099818425,0,0,0.0357686553482004,0,-0.010657466621672,0,0,0,0,0,0,0.397906421177182,0,3.46944695195361e-18,-0.00547121501453919,0,0,0,0,-0.00318876719583068,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.159700268697734,0.170780289271384,0,0,0,0,0,0,0,0,0,0,-0.027846503584961,4.33680868994202e-19,0.108525292613278,0,0.0532284992192039,0,0,0.0506847468686495,0,0,0.391012060280502,0.11604534850233,-0.0637048521521623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115708729294798,0,0,0,0,-0.0198702592882288,0,0
X601898.SH,0,0.41707370042004,0,0.0542800785046132,0,0.109026959197439,0.0690289482886904,0,-0.034056741960823,0,0,0,-0.0913194123355673,0,0,0,0,0,0,0,0,0.039322210313119,0,0,0,0,0,0,0,0.260760627155859,0,0.0316624926434441,0,0.086260234568834,0,0,0,0,0,0.0436356721905883,0,0,0,0,0,0,0,0,0,0,0,0,-0.00591443767458755,0,0,0,0.0154475974523224,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00760315084478493,0,0,0,0,0,0.115868117047723,0,0,0,0,0,0,0,0,0.0445343594101361,0,0,0,0,0,0,0,0.0604862774737259,0,0,0,0,0,0,0,0,0,0,0.0640000121314558,0.147036562310764,0.0373486153399719,0,0.0148321887618797,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,1.38777878078145e-17,0,0,0,-0.084808655882659,0,0,0,0,0,0,0,0,0,0,0,0,-0.046479918357016,0,0,0,0,0.297768373984926,0,0,0,0,0.00787127701952578,0,0,0,0,0,0,0,0,0.11474637456399,0,0,0.157110272012025,0.0181642221772596,0.350833998217211,0,0.0790366812039024,0,0,0.0241381887994857,0.0876687284616855,0,0,0,0.117431454671738,0,0
X600011.SH,-0.912979625920993,0,0,-0.0593755788321974,0,0,-0.0673680664948324,0,0,0,0,0,0,0,0,0,0,0,-0.123938817507775,0.280825541302629,-0.151620441537568,0,0,0,0,0,0,0,0,0,0,0,0.213985158324326,0,0,0,0,0.0778787540273188,0.744248732171868,0,0,0,0,0,0.0544185632652117,0,0,0,0,0,0,-0.0767452315916253,0,0,0,0,-0.143237188405085,0,0
X002271.SZ,0,0,0,0,0.0107392090450729,0,0,0.110821212742961,0,0,0,0,0,0,0,0,0.207275817225146,0.0648680938020796,0,0,0,0,0,0,0,0,0,0,0.678536977980993,0,0,0,-0.340518096281126,0,0,0,0,0,0,0,0.162222849129092,0.0581305731498329,0,0.00362925599729738,0,0,0,-0.160327217004521,0,0.0388430397617135,0,0,0,0.11366076668478,0,0,0,0,0
X600010.SH,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.47067215345335,0,0,0,0,0,0,0.203351873718812,0,0,0,0,0,-0.0196825598158515,0,0,0,0.152918453027835,0,0,0,0,0,0,0,0,0,0,0,-0.0708892113464434,-0.0572816770795367,0,0,0,0.0457630051523835,0,0,0.121529012567811,0,0,0,0,0,0,0,0.0832981521954328,0,0
