,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600547.SH,X002466.SZ,X600886.SH,X601600.SH,X002460.SZ,X000792.SZ,X600795.SH,X000708.SZ,X601699.SH,X600111.SH,X600010.SH,X600362.SH,X000301.SZ,X000983.SZ,X600027.SH,X600426.SH,X000877.SZ,X600803.SH,X601991.SH,X002271.SZ,X600489.SH,X000786.SZ,X600160.SH,X000408.SZ,X600985.SH,X000630.SZ,X000807.SZ,X000933.SZ,X600176.SH,X000932.SZ,X600348.SH,X300037.SZ,X600612.SH,X601168.SH,X600219.SH,X002128.SZ,X600157.SH,X600688.SH,X000629.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0998557809567201,0.214915397159552,0,0,0,0,0.125440729642057,0,0,0,-0.228479757483697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141696065000031,0,0,0,0,-0.110279688035215,0,0,0,0,0,0,0,0.251852346980682,0,0,0,0,0,0,0,0,0.0204363955617007,0.00372542766702519,-0.29151744082751,0,0,0.248179839539888,0,0
X601088.SH,0.0640247997528321,0,0.133750438035588,0,6.93889390390723e-18,0.173828490117125,0,0.0216021584819039,0,0,0,0,0,0,0,0,0,0,0.186311821641426,-0.0510606845566364,0,0,0,0,0,0,0,-0.182969219229412,0,0,0,0,0,0,0.0143743279272364,0,0,0.0883421661807513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089544079023523,0.016779549370684,0,0,0,0.0412310627767703,0,0
X600028.SH,0.564614905655724,0,0,0,0,0,0,0,0,0,0.0550263186584909,0,0,0,0,0,0,0.00389561148341041,-0.055143307646997,0,0,0,0,0,0.0840906758047806,0,0,-0.0281261558954425,0,0.0361228509144651,0.0533269453958861,0,-0.102319728546623,0,0,0,0,0,0,0.0852159795573078,-0.0815344424638853,0,0,0,0,0,0,0,0,0.0939927584928026,0,-0.0127967189810066,0,0,0,0,-0.00434075385818812,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233931354835648,0,0.243933701573321,0,0,0,0,0.245493021515055,0,0,0,0,0,0,0,0,0.329643345340877,0,0,0,0.463679077098735,0,0,0,0,0,-0.0374952478963726,0.0279546913887111,0,0,0,-0.0457088627668834,0,0
X600188.SH,0,0,0,0,0,0.0724811500752721,0.116204115431195,0,0,0,0.0495710045860868,0,0,0,0,0,0,0,0.223437573083814,0,0,0,0,0.0335392913669069,0,0,0,0,0,0.0373846231395232,0.0616728582713583,0,0,0,0.0945001287112988,0,0,0.0406561124466849,0,0.0284419298613215,0.118828306936723,-0.0260362053826401,0,0,0,0,0,0,0,0,0,0,-0.00345620842092266,0,0,0,0,0,0
X601898.SH,0.0404674954332487,0,0,0,0.470153539023125,0,0,0,0,0,0,0,0.0949206598491438,0,0,0,0,0,0,0,0,0,0,0.112139983607257,0,0,0,0,0,0,0,0.0582907208223551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876555709308328,0.00164827571059689,-0.0114459244823631,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0637541441291023,0.171710248950019,0,0,0,0,-0.0243711384193587,0.0244562587113302,0,0.153170717254754,0,0,0,0.254376638451516,0,0,0,0,0,0,0,-0.147540749493268,0,0,0,-0.137521460675764,0,0,0,0.328648304795487,0.0323238722480888,0,0,0,0,0.0980037308487715,0,0,0,0.010081479741056,0,0,0,0.417593471962496,0,0,0,-0.0195864802114055,0,0.0665959205547998,0,0,0.0258607004707711,0,0
X600011.SH,0,0.0345579681080027,0,0,0,0,0,0,0,0,0.0348603826047236,0,0.122277233508556,0,0,0,0.083489019300002,0,0,0,0,0,0,0,0.418435811653803,0,0,0,0,0,0,0,0,0,-0.026757427534281,0,0,0,0.0516343674535594,0,0,0.0577166712854185,-0.0230394774598292,0,0,0,0,0,-0.0389737566110347,1.38777878078145e-17,0,-0.00536146289316011,0.00650241688458718,0,0,0,0,0,0
X600585.SH,0,0,0,0.190829056635405,0,0,0,0,0,0,0,0,0,0,0.0557227596596654,0,-0.0152176442467458,0,0,0,0,0,0,0.0721466461546443,0,0.0172831786445832,0.184241378136268,0,0,0.0581749584081065,-0.102530329871445,0.0907866561455844,0,0,0,0,0,0.0210675758007792,0.11033201002656,0,0,0.0685948159854112,0,0,0,0,0,0,0,0,0,0,0.00533161734131361,0,0,0,0.00896007971874558,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.203616197177251,0,0,0,0,0,0,0,0,0,-0.0924288812841028,0,0.202715074728556,0,0,0,0,0,0,0,0.301643164492862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059223552036185,-0.00618516709488021,0.0272940794525375,-0.00105176897214284,0,0,0,0.157964792264027,0,0
X600547.SH,0.0758439515468997,0,0.0147430423321788,0.0501911531362057,0.0342081696887826,0,0,0,0,0,0,0,0,0,-0.0560145676390365,0,0,0,0,0,0,0,0,0.0126848068917217,0,0,0,-0.0401551904018871,0,0.0322570831264895,0.53669955474332,0.02541648090315,0,0,0,0,0,0,0,0.013575255755762,0,0,0,0,0,0,0,0,0,0,0,0.00599217442085985,0,0,0,0,0.0163190323002652,0,0
X002466.SZ,0,0,0,0.0430716875257197,0,0,0,0,0,0,0,0,0,0,0.744303425957577,0,0,0,-0.0053425999322912,0,0,0,0.285058628832688,0,0,0,0,-0.255521216872361,0,0.011545754945308,0.0855149208863873,0,0,0,0,0,0,0,0,0,0,0.0737353609064791,0,0,0,0,0,0,0,0,0,0.00688157296227059,-0.0246375821760658,0,0,0,0,0,0
X600886.SH,0.0183446532774115,0.228678712256458,0,0,0,0,0,0.121775656990007,0,0.0631859752736851,0,0,0,0,-0.0324399043925378,0,0.232287427314395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0932660316482041,0,0.151547753616973,-0.0276031903715744,0.0243230215479434,0,0,0,-0.00465545044496194,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0458848789293492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147949002166325,0.145327828379631,0,0,8.67361737988404e-19,0,0,0,0.00268163501825787,0.27261020265256,0,0,0,0,0,0.140081514002832,0,0,0,0,0,0,0,-0.0252725179538845,0.0327196744620998,-0.0273389692092197,0,0,0,0,0
X002460.SZ,0,-0.00853708266051467,0,0,0,0,0,0,0,0,-0.0605894813297877,0.584589980245452,0,0,0,0,0,0.178213538492186,0,0.103376386121559,0.125926826065287,0,0,0,-3.46944695195361e-18,0,0,-0.00985684469857979,0,0.0422126586592651,0,0,0,0,-0.131046140452276,0,0,0,0,0,-0.0801021039151736,0,0,0,0,0,0,0,0,0,0,-0.0194516959423851,0.00835141150241571,-0.115935314901743,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.0734580257534769,0,0,0,-0.0280837505371222,0.267398647508388,0,0,-8.67361737988404e-19,0,0,0,0,0.373582475515227,0,0,0,0,0,0,0,0,0,0.017780272892981,0,0,0,0.145173513223525,0,0,0.0332001576709472,0,0.0644241664651345,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.0177280907936572,-0.0216382217162754,0.0760666586272147,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0438000088989252,0,0,0,0,0,0,0.263963574150976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050398690877133,0.375851013140787,-0.144510889793377,0,0,0,0,0,0,-0.00123772935495219,0,0,0,0,-6.93889390390723e-18,0.11901932963483,0,0,0,0,0,0,0,0,-0.0198688589433598,0,0,0,0,0,0,0
X000708.SZ,0.295303651023585,0,0,0,0,0,0.12725404138394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19744243211157,0,0,0,0.115309705767714,0,0,-0.0329448432349103,0,0,0,-0.114079916130442,-0.028324643547988,0,-0.0511309559117932,0,0,0,0,0.197434621323159,0,0,0,0.035896606783594,0,0,0,0,0,0,0,-0.0515272609676343,0.0612541664006742,-0.172350073869289,0,0,-0.12443363141418,0,0
X601699.SH,0,0.150867643955677,0,0,0.190406110736388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238144040766304,0.106742007942614,0,-0.330501820831808,0,0,0,0,0,0.00890645357047813,0,0,0.260866169719965,0,0,0.29137502056195,0,0,0,0,0.180696954097827,0,0,0,0,0,0,0,0.122666793690369,0.0209043984550411,-0.0136627211489944,0,0,0,0.0304064124132651,0,0
