,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600188.SH,X600019.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X002460.SZ,X600111.SH,X600795.SH,X600362.SH,X002466.SZ,X000301.SZ,X600489.SH,X600160.SH,X000708.SZ,X600803.SH,X600027.SH,X601991.SH,X000786.SZ,X000807.SZ,X000983.SZ,X000877.SZ,X600219.SH,X600426.SH,X600176.SH,X002128.SZ,X000408.SZ,X601699.SH,X000630.SZ,X600096.SH,X601168.SH,X600985.SH,X002353.SZ,X000933.SZ,X600157.SH,X600378.SH,X600352.SH,X002271.SZ,X600995.SH,X600688.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.122268822753866,0,0,0,0,0,0,0.0692996757979544,0,0,0,0,0.0836484265995316,0,0,0,0.217400136418825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328500902647231,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0755349679298314,0,0,0,0,0,0,0,0,-0.0890620135242719,0,0
X601088.SH,0,0,0,0,0.512264706516371,0,0,0,0,0,0,0,0,0,0,0,-0.109406960821904,0,0,0,0,0,0.0218858707065084,0,0,0,0,0,0,0,0,0,0.0449524054911463,0,0.0691735966455692,0,0,0,0,0,0,0.0280781353675534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232846640296283,0,0
X600028.SH,0.46406003542255,0,0,0,0.221528814694052,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0716298287907988,0,0,0,0,0,0,0,0,0,0.0978656747604271,0,0,0,0,0,0.0400949667320807,0,0,0,0,0,0.00814732545679638,0,0,0,0,0,0,0,-0.0512474319887259,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612126515627065,0,0,0,0,0,0,0,0.13574074786138,0.114798228623837,0,0,0,0,0.189736299308726,0.118263507491528,0,0,0.0555727241333365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134063348565753,0,0,0,0,0,0,-0.00420789410626991,0,0
X601898.SH,0.134948685084022,0.2312626522937,0,0,0,0,0,0,0.00680539092141435,0,0,0,0,0,0.0345855789825637,0,0,0,0,0,0,0,0,0.172735730815962,0.0716933981883772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370952965555068,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0281836066523704,0,-0.0226999650882993,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346759374345344,0,0,0,0.111845824551623,0.025421512781027,0.194887962041721,0,0,0,0,0,0.372513190483787,0,0,0,0,-0.0478441742484391,-0.165050859094204,0,0,0,0,0,0,0,-0.291624620741207,0,0,0,-0.0553714131651228,0,0,0,-0.0531882320029288,-0.0734682658651873,-0.0188383581407337,0,0,0,-0.0165839426012306,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0613762388932489,0,0,0,0,0.118706004413839,0,0.0197711417306088,0,0,0,0,3.46944695195361e-18,0.268966599463227,0,0,0,0,0,0,0,0,0,0,0.31371883902329,0,0,0,0.0665772281741723,0.0499916950902545,0,0,0.301225480842006,0,-2.77555756156289e-17,0,0,0,0,0,0,0.0384487706749243,0,0,-0.0502050042525837,0,0
X600019.SH,0.269484944467648,0,0,0,0,0,0,0,0,0.21621262947467,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0804097212021207,0,0,0,0.102194104262241,0,0,0,0,0,0.0918968957781286,0,0,0,0,0,0,0,0,0,0,0,0,0.0735596990824934,0,0,0,0,0,0,0,0,0,0,0,0,-0.00792384541610641,0,0
X600585.SH,0,0,0,0,0.206895429095998,0,0.140591595549411,0,0,0,0,0,0,0,0,0,0,0,0,0.0295858497232329,0.0645645889362889,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.279373857301986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015373119085609,0,0,0,0,0,0,0,0,-0.031332468146486,0,0
X601600.SH,0,0,0,0,0,0.0510174153480112,0,0.200172045880297,0,0,0,0,0,0,-0.102988380387349,0,-0.0832792497555097,0,1.18370677769786,0,0,0,0,0,0,0,0,0,0.19410870730439,0,-0.282725630875757,0.216135531455289,0,0,0,0.187515920315082,0.0069431243111736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00118759918970754,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0915289493501311,0,0,-0.0336552265430553,0,0,0.604328076985463,0,0,0,0,-4.33680868994202e-19,0,0.00300827885030018,0,0,0.00577882340535103,0,0,0.0238224446817101,0,0,0,0.0970721903480298,0,0,0,0,0,0,0,0,0,0,0,-0.154733100052909,0,0,0,0,-0.00531259966357017,0.0267422882598091,0,0,0,-0.00220695461437751,0,0
X600011.SH,0,0,0,0,0,0,0,0.0890613911989783,0,0.0569586607640778,0,0,0,0,0,-0.00501283706072474,0,0,0,0,0.0652046442688389,0,0,0,0,0.320618206039966,0.0848833822192997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591438768541571,0,0,0,0,0,0,0,-0.0196639798419187,0,0.0580480977761282,0,0,-0.0214396072336566,0,0
X600547.SH,0,0,0,0,0,0,0.0703031894310452,0,0,0,0,0,0,0,0,0.0831869470749622,0,0,0,0,0,0.58501782948592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323908224292562,0,0,0,0,0,0,0,0,0,0,0,-0.0250187933825858,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0565361100403612,0,0.150953982400162,0.159649829292144,0,0,0,0.0774423854838591,0,0,0.0666278386417384,0.147327389525187,0,0,0,0.0924040825374335,0,0,0,0,0,0,0,0.158433983393278,0,0,0,0,0,0,0,0,0,0.028086074990292,0,0,0,0.0423882601696876,0,0,0.0127002948971444,0,0.0946345246709848,0,0,0,0
X600010.SH,0.0354525614467392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215109772478396,0,0,0.0220194385965653,0.0387007735431151,0.0370523681734206,0,0,0,0,0,0,0,0,0.100832882741605,0,0,0,0,0,0,0,0,0,0,0,0,0.276241174539579,0,0,0.11846845057959,0,0,0,0,-0.0320449150495706,0,0,0,0,0.089341451513415,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506959264765859,0,0,0,0,0,0.65719882081983,0,0,0,0.0380740260726052,0,0.0584251515279084,0,0,-0.107001394853708,0,0,0,0.148852550923605,0,-0.00711511573321151,0,0,0,0,0,0,0,-0.0292025748546961,-0.0956042750803545,0,0,0,0,0,0.0379985271647421,0,0,0,0.11335253661596,0.0655675954311473,0,-0.0243363075281776,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080931668601037,0.0647245121032447,6.93889390390723e-18,0,0,0,6.93889390390723e-18,0,0.0939346901349359,0,0,0,0,0,0,0.0375969895607757,0,-0.0584649820100176,0,-0.157763338062469,0,0,0,0,0,0,0,0,0,0,0.15392600589607,0.12799751909817,0,0,0.106118610320118,0,0.518299112523348,0,0,0.0469254457139918,0,0,0,0.0107698584654443,0,0
X600795.SH,0.0906680871683333,0,0,0,0,0,0,0,0,0.00820170543120282,0.375166851207102,0,0,0,0,-0.0158187890561163,0,0,0,0,0,0.0156539882624603,0,0,0.0168971538457301,0.344739943757638,0.0487445475975622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285236253968573,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0665067079434542,0,0,0,0.00304758203589278,0,0
X600362.SH,0.0951478746017673,0,0,0.0583415230841896,0,0,0,0.148619939835993,0,0.15523687087931,0,0,0,0,0,0.109838784086641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519752316971071,0,0,0,0,0,0.0075247048164632,0.234706145301361,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.0305837378745938,0,0,0,0,0,0,0,0,0.715576453615315,0.164190157275922,0,0,0,0,-0.111845897700912,0,0,0,0,0,0,0,0,0,0,0,0.182562696978746,0,0,0,0,0,0,0,0,-0.129413978165218,0.0339062066587934,0.137920333426865,0,0,0.093916925958939,0,0,0,0,-0.0137415059385881,0,0,0,0.0307875087514104,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193855573122839,0.0652972676573818,0,0,0,0,0,0.148547405904186,0,0,0,0,0,-0.207590162377629,0.309680329435552,0,0,0,0,0.498441697753515,0,0,0,0,0.196432541892313,0,0,-0.14921483853396,0,-0.409324806111605,0,0.656910666975537,0,0,0,0,0,-0.0776044084858344,-0.0265001652936883,0,0,0,0.0619416874324477,0,0
X600489.SH,0,0,0,0,0.171921013080235,0,0,0,0,0,0,0,0.977861583020581,-0.14992777469583,0,-0.0208177471581125,0,0,0,0,0.0410904886689161,0,0,0,0,0,0,0,0,0,0,0.0898922712384624,0,0,0,0,0,0,0,0,-0.0875062188003679,-0.0683723907921647,0.0203593257464512,0,0.159821737330724,0,0,0,0,0.0987258102557044,0,0,0.0125417653084486,-0.0875258241083684,0,0,0,0,0
X600160.SH,0,0,0,0,-0.118833383720347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051917533134653,0.0636642468526974,0,0,0,0,-0.084194164174892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525462406415661,0.252653845258862,0.0850327353177725,-0.109565886118273,0.411278277874178,0,0,0,0,0,0,0.00588095920451917,0.0789572681718834,0,0,0,-0.0505340881706609,0,0
X000708.SZ,0,0,0,0.229920368359621,0,0,0,0,0,0,0,0,0,0.0561764279427804,8.67361737988404e-19,0.0722938690835005,0,0,0,0,0,0,0,0,0,0.157428160726906,0,0.1571851739166,0,0.192508688030099,0,0,0.0627811651478912,0,0,0,0,0,0,0,0,0,0,0.0619964975726271,0,0,0.0138153712237503,0,0,0,0,0,0,0,0,0,-0.0108294132341292,0,0
X600803.SH,0,0,0,0.552275891340317,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.148579303731778,0,0,0,0,0,0,0.026991942195163,0,0,0,0,0,0,0,0,0,0,0.0671890585786245,0,-0.0220063238446669,0,0,0,0,0,0,0,0.0320704480202959,0,0,-0.0679479335161872,0,-0.0763346209673787,0,0
X600027.SH,0,0,0,0,0,0,0.0264704339551019,0,0,-1.73472347597681e-18,0,0,0.0398814747357367,0,-0.0590727201381129,0.0434609879543457,0,0.215343570449157,0,0,0,0.0100529178609199,0,0,0,0,0,0,0,0,0,0.265676997640537,0,0,0,0,0,0,0,0,0,0,0,0.072832967077765,0,0,0,0.00342228512881922,0,0,0,0,-0.00735893879410456,0,0,0,-0.0269643340742256,0,0
X601991.SH,0,0,0.131130994132663,0,0,0,0,0,0,0,0,0.25998385036355,0,0,0,0,0,0,0,-0.00999234066462262,0,0,0,0,0,0,0,0,0,0.312876749786305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179448875285366,0,0,0,0,0,0.00952445480313067,0,0,-0.0168753444152844,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0.181041747882214,0,0,0,0,0,0,0,0,0,-0.0561359204740795,0,0,0,0,-0.0289307420193278,0,0,0,0,0,0.205634390773451,0,0.0375648184413004,0,0,0,0,0,0,0,0,-0.0169131605992343,0.119683371976095,0,0,0,0,0,0,0,0,-0.244821817742775,-0.0115508721701675,-0.201620956724929,0,0,-0.0208229804002555,0,0
X000807.SZ,0,0,0,0,0,0,0,-0.0513590110898426,-0.0508910773827267,0.43440259479046,0,0,0,0,0,0,0,0,0,-0.0555970973773782,0.0910695567538716,0,0,0,0,0,0,0,0,0,-0.00109479604265128,0,0,0,0,0,0,0,0,0,0,0.170553081559375,0.397060363346926,-0.0280302138421947,0,0,0,0,0,0,0,0,-0.0594967554937954,0,0,0,0.00248874569606013,0,0
X000983.SZ,0,0,0,0,0.0193949869657677,0,0,0,0,0,0,0,0,0,0.0292548257746757,0,0,0,0,0,0,0,0,0.0499415885575712,0.171941512562343,0,0,0,0,0,0,0,0,0,0,0,0.424759039451187,0,0,0,0.0601272211377545,0,0.17218901716694,0,0,0,0,0,0,0,0,0,0,0,-0.0298463860158608,0,0,0,0
X000877.SZ,0,0,0.0280835840628728,-0.203377929893284,0,0,0,0.128447112420028,0.064091640073386,0,0,0,0,0,0,0,0,0,0,-0.0150072009816412,0,0.198099759087648,0.166062793001521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52245415097546,0,0,0.0801276699931425,0,0,0.00377969466517715,0,0,0,-0.0287796057220911,0,0
X600219.SH,0,0.10751571433871,0,-0.10533141522286,0,0.125671057348895,0,0.0602331719460927,0,0.465518392101445,0,0,0,-0.0453852473138931,0,0,0,0,0,0,0,0,0,0,0,0.22876039467703,0,0,0,0,0.0848598752217511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119285824753436,0,-0.0109991502260821,-0.0682606160908773,0,0,0,-0.0287487781545751,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784637537516757,0.0240249697540531,0,0,0,0,0,0,0.327356736403894,0,0,0,0,0,0.281132703247417,0.262655709930119,0,0,0,0,0,0,0.0902839968374869,0.0140678854299284,0,0,0,0.262501845280732,0,0,0,0,0,0,-0.0205542727140676,0,0,-0.0589517368436967,0,0
X600176.SH,0,0,0,0.115330776801075,0,0,0,0,0,0,0,0,0,0,0,0.0269053886445182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220706178109992,0,0.520154027040625,0,0,0,0,0,0,0,0.0718162326504281,0,0.0316460578097602,0,0,0,0,0,0,0.00789865672270576,0,0,0,0,0,0,-0.023337322172182,0,0
X002128.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00170091097781768,0,0,0,0,0,0.0396369554126436,0.0770193401093053,0,0.203459406156039,0,0,0,0,0,0,0,0,0,0,0,0.14141260392653,0,0,0,0,0,0.453235980608763,-0.0259321102322181,0,0,0,0,0,0,0,0,0,0,0,0,0.0258356447553701,0,0
X000408.SZ,0,0,0,0.0925855159294741,0,0,0,0,0,0.0577897059643011,0,0,0,0,0,0,0,0,0,0,0,0,0.114787963920488,0,0,0,0,0,0,0,0,0,0,0.0434071193071206,0,0,0.0647371955269264,0.189092381374519,0,0,0.061008690902973,0,0.120886425021034,0,0,0,0,0,0,0.0977211159085849,0,0,0,0,0,0,-0.00689662870216183,0,0
X601699.SH,0,0,0,6.93889390390723e-18,0,0,0.0447639658657889,0,0,0,0,0,0,0,0,0,0,0,0.0158806668598123,0,0.1858474849899,0.0919540074012915,0.117461146085767,0,0,-0.144058716254732,0,0,0,0.428657582189524,0,0,0,0,0,0.0455352367384182,0,0,0,0.115219118223832,0,0.0123221666570048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511023997214336,0,0
X000630.SZ,0.108787242019639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353866408494871,0,0,0,0,0.137318620872579,0,0,0,0,0,0.325528406548754,0,0,0,0.18149221075919,0,0,0,0,0,0,0,0,0.019715412868415,0.0778946397754996,0,0,0,0,0,0,0,0,0,-0.0631115058922393,0,0,0,0,0
X600096.SH,0,0,0,0,0,0.0259844828828857,0,0,0.268491476194395,0,0,0,0,0.148928421617895,0,0,0,0,0,0,0.0884159381590644,0,0,0.0477106547818515,0,0.0121881265977635,0,0,0,0,0,0,0,0,0,0.0586529544076108,0,0,0,0,0,0,1.38777878078145e-17,0,0.210212735823518,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0101157471159612,0,0
X601168.SH,0.158858416029604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127009835833722,0.180773208947551,0,0,0,0,0,0,0,0,0,0,0,0,0.0340613147865562,0.00602884542591462,0.258357228983072,0,0,0,0,0.0889991378479666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132974218663546,0,0
X600985.SH,0,0,0,0,0.0399307166194602,0,0.27619881270735,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.000871987539892437,0,0,0.10424262588694,0,0,0,0,0,0,0.310986048377183,0,0,0,0,0.0325622829744536,0,0,0,0,0.132140969893245,0,0,0.0324817046822796,0,-0.102402206537759,0,0,0.0193193922784439,0,0,0,0,0,0.0259502747397771,0,0,0,0,0
