,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X600547.SH,X002271.SZ,X600011.SH,X600176.SH,X600362.SH,X000786.SZ,X601600.SH,X600426.SH,X600886.SH,X601898.SH,X002466.SZ,X600010.SH,X600188.SH,X600111.SH,X000301.SZ,X600352.SH,X601991.SH,X600795.SH,X600801.SH,X600489.SH,X300037.SZ,X600486.SH,X002080.SZ,X600219.SH,X600688.SH,X600803.SH,X600027.SH,X002353.SZ,X601992.SH,X600299.SH,X600529.SH,X600157.SH,X601168.SH,X300073.SZ,X600399.SH,X000932.SZ,X000027.SZ,X000898.SZ,X002409.SZ,X000723.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0108740607590511,-0.0102976061957372,0,0,0,0,0,0.116437489830286,0,0.00899170438250672,0,0,0,0.00412695287050159,0,0.0803912702991971,0,0.00796955421229125,0,0,0,0,0,0.00396790257510415,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,-0.0302314018853112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00131819266630896,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,-0.0274100165731928,0.0276717338059606,0,0,0,0,0.0421801130442489,0,0.0408665610516402,-0.0134171283711889,0,0,0.00544210694463804,0.0350451866794625,0,0,0,0,0,0,0,0.0371250326508136,0,0,0,0.056007594130205,0,0,0,-0.0393043200648728,0,0,-0.0288481509611846,0,0,0,0.134910851699523,0,0,0,0,0.0119077114072133,0,0,0,0,-0.00268071376397011,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.00130089216395983,0,0,0,0.00822935375767163,0,0,0,0.574879956446578,0,0,0.180446919641168,0,0,0,0,0,0,0,0,0,0,0.0366175568709863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0661312525113839,0,0,0,0,0,0,0,0,-0.0103760469721449,0,0
X600309.SH,0,0,0,0,0,0.0136932595570878,0,0,0,0,-0.0984095120313339,-0.115469890937211,0,0,0,0,0,0,0,-0.0257780413076211,0,0,0,0,0,0,0,0,0,0,0.307285802759133,0,0,0,-0.104619934928961,0,0,0,0,-0.124154882400146,0,0,0,0,0.226871590073135,0,0,0.0488116568238408,0,0,0,0.024555544223798,0,0,0,0,0.00245169300334752,0,0
X600585.SH,0,0,0,0.0909916462962526,0,-2.16840434497101e-19,0,0,0,0.060438959546529,-0.0687397099448353,0,-0.0185118995669747,-1.73472347597681e-18,0,0.0379795949560233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235985869809494,0,0,0,0,0.041914900682249,0,0,0,0,0.0849051835747977,0,0,0,0,0.0318924282388784,0,0,0,0,0.00322778278732117,0,0
X002460.SZ,0,0,0,0,0,0,0.103179868930799,0.207088863172935,0,0,0.221371820489557,0,0,0,0,0,0,0,0,0.40653339018877,0,0,0.0611684850001513,0,0,0,0,0,0,0.284035483277765,0,0,-0.0808383728006407,0,0,0,0,0,0,0,0,0.139047362150357,0,0,0,0.0265633295439804,0,-0.0805450059933647,0.104617114470619,0,0,0.00482703859170992,-0.0764022508933023,0,0,0,-0.0127407378953606,0,0
X600019.SH,0,0,0,0,0,0,0,-0.068327783441746,0,0,0,0,0,0.0860618321163948,0,0.0224117380310422,0,0,0.211772680196002,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0390017566720455,0.0639822842769067,0,0,0,0,0,0,0,0,0,0.0360043897824733,0.101744966345298,0,0,0,0,0,0,0,0.0181459343337916,0.0504278213056634,0,0,0,0.00356255880832066,0,0
X600660.SH,0,0,0,0,0,0.172193410985,-0.154824096811737,0,0,0,0,0,0,0,0,0,-0.0862004449518774,0,0,-0.0217471220739431,0,0,0,0.0424739340321858,0.0505721742076846,0,0,0.171528329667383,0,0.13654061707494,0,0,0,0,0,0,0.0239702072876784,0,0,0,0,0,0,0,0,0,0,-0.0811415362549934,0,0,0,-0.00470505484470981,0.0197603744726161,0,0,0,0.0178116317689591,0,0
X000708.SZ,0,0,0.182401905365692,0,0,0,0,0,0,0,0,0.00314179194666577,0,0,0,0,0,0,0,0,0,0,0.126330115944177,0,0,0,0,0,0,-0.0119154879664908,0,0,0.0397217628084998,0,0.0527591599564159,0,0,0,0.0946035576266236,0,0.106569037612367,0,0,0,0,0,0,0,0,0.250292080992371,0,-0.0312968114830865,0.0865389727951969,0,0,0,-0.00409864161147687,0,0
X600547.SH,0,0,0,0.0223487667419482,0,0.0501117725513398,0.00525240808312561,-0.039025710768881,0,0,0,0,-0.0504893385175739,0,0,0,0,0,0,-0.0164024887346526,0,0,0,0,0,0,0,0,0.576059618370979,0,0,0.00406411718672374,0,0,0,0,0,0,0,0,0,0.0487277918672345,0,0.0571489997034611,0,0,0,0,0,0,0,0.00936777921487788,0,0,0,0,0.00540361878652478,0,0
X002271.SZ,0,0,0.183917430787824,0,0,0,0,0,0,0,0,0,0.156772712172159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115933409152768,0.0105207909233154,0.0420884959950019,0,0,0,0,0,0,0,-2.77555756156289e-17,0.0509470231875541,0,0.0443495896627636,0,0,0,0,0.110038131664941,0,0,0,-0.0743863410210736,0.165270895886389,0,0,0,0.0196813179390214,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0703485666012712,0,0,0,0,0.104615163449525,0,0,0,0,0,0,0,0,0.0782132643216943,0,0,0,0.0473553226711345,0,0,0,0,0,0,0,0,0,0,0,0,0.184113224742649,0,0,0,0,0,0,0,0.0837396177848722,0,0,0,0.00997360729191399,-0.0122487204121964,0,0,0,0.0103478610987423,0,0
X600176.SH,0,0,0,0,0.0425969206694479,0,0,0,0.140057681228423,0,0,-0.0787888951727132,0,0,0,0,0,0,0,-0.0937830065265707,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0820935087726445,0,0,0,0,0,0,0,0,0.0897430341618672,0,0.00864673312355756,0.436170160104781,-0.0697696897166389,0,0,0,0,0,0,0,0.0210834149255457,0,0,0,0,0.00554011658220459,0,0
X600362.SH,0,0,0,0,0,0,0,-0.0433136864889957,0.128893615043162,0,0,0.180704451736414,0,0,0,0.0179119181739282,0.125884262410498,0,0.464144663029615,0,0,0,0.423130061971113,0,0.178403501470848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00438210250836601,0,0,0,0,0,0,0,-0.00618545869770262,-0.0133070710371403,0,0,0,-0.019437575196718,0,0
X000786.SZ,0,0,-0.117990199588962,0,0,0,0,0,0,0,0.144977140630577,0,0,0,0,0,0.113543809296935,0,-0.0436306271783191,-0.121308379232218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910980085537314,0,0.173201015256228,0,0,0.0401808277539443,0,0,-0.1164907368942,0,0.292675734785222,-0.0616915557044415,0,0,0,0,0,0.0346712723064908,-0.0449131607735817,0,0,0,0.0166196335646465,0,0
X601600.SH,0,0,0,0,0,0,0.142605152448693,-0.0129711949551386,0,0,0,0,0,0.1786423040397,0,0,0,0,0,0.0122411856613295,0,0.0633132095675548,0.010945007393878,0.0892245891340309,0,0,0,0,0,0,0,0,0.235937568307164,0,0,0,0,0,0,0,0,0.0454943555822937,0.0362873692201652,0,0,0,0,0,0.00608858523063563,0.0901335636222983,0.0255551388749127,0.00430576161726342,0,0,0,0,-0.0129230495878695,0,0
