,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X002271.SZ,X600660.SH,X000301.SZ,X600111.SH,X002466.SZ,X000708.SZ,X601898.SH,X601600.SH,X600010.SH,X600188.SH,X600362.SH,X600547.SH,X600426.SH,X600886.SH,X600176.SH,X000786.SZ,X600011.SH,X600219.SH,X000408.SZ,X000825.SZ,X000932.SZ,X600803.SH,X300037.SZ,X002080.SZ,X601991.SH,X600795.SH,X000027.SZ,X000898.SZ,X000807.SZ,X600352.SH,X000830.SZ,X600489.SH,X600688.SH,X000959.SZ,X600399.SH,X002353.SZ,X002409.SZ,X600549.SH,X601699.SH,X000012.SZ,X002145.SZ,X600801.SH,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.00747296823386692,0,0,0,0,-0.0165674506973557,0,0.0625345509193814,0,0.0896877665063589,0.00870913309546978,0,0,0,0,0,0,0,0,0,0,0,0.0824642316994801,0,0,0,0,0,0,0,0,0,0,0,0,0.0511284857575068,0,-0.00304179328596478,0,0,0,0.0923527735174114,0,-0.0479051049618068,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.197999007749454,0,0,0,0,0,0.0722021496285976,0,0,0,-0.00303064718732746,-0.049518478266587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299788658142264,0.0681346876382879,0,0,0,0,0,0,0,0.129966851981644,0,0,0,0,0,0,0,0,0,0.0190773483890132,-0.000562074631154683,-0.0480172777671818,0,0,0,0.0232814618076678,0.0313403829295028,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0741059504055113,0.0637389698968026,0,0,0.140800487950442,-0.0271742001654091,0,0,0,0,0,0,0,0.252350768878183,0,0,0.0831909254224155,0,0,0,0,0,0,0,0.0296659023715246,0,0,-0.0139589212895984,0,0.028357382897494,0,0,0,0,0,0,0,0.100761992183562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0181784850278174,0.0945349777904958,0,0.0301052392512155,0,0.201132541007298,0,0,0,0,0,0,0,0,0.0593903795875475,0,0,0,-0.0753354072662008,0,0,0,0,0,0,0,0.097249166810721,0,0.0782297518828647,0,0,0.00693098515483876,0,0,0,0,-0.0487475474230965,0,0,0,0.0285855642561481,0.0165471909558335,0,0,0,0,0,0
X002460.SZ,-0.00609394190659422,0,0,0,0,0,0,0,0,0.0337916753614509,0,0.372592420628323,0,0,0,0,0,0,0,0.141911528264817,0,0,0,0,0.162516161275686,0,-0.0269531531582183,0,0,0.263796544209326,0,0,0,0.094541178168843,0,0.0461719837550555,0,0,0,0,0,0,0,0,0.081970626298583,0,0,0.158261358355433,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00619622056934721,0,0,0,0,0,0,0,0,0.0387040807699076,0,0,0,0,0,0,0.0135012351396763,0,0,0,0,-0.0268097374712647,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0238428144395695,0.0455684694920673,0.575596981908913,0,0,0,0.0463795403353282,0,0,0,0.00503059799875714,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0591294449460962,0,-1.38777878078145e-17,0.095425074470929,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0791153274887941,0,0,0,0,0.411836052486128,0,0,0,0,0,0.0616908690064119,0,0,-0.130105696948336,0.0484575890078115,0,0,-0.0653581051768368,0,0,0,0,0.0246147532557446,0,0,0,0,0,0
X002271.SZ,0,0,0.181733174446245,0,0,0,0,0,0.0179095623467943,0,0,0,0,-0.0398435928503242,0,0,0,0,0,0,0,0,0,0,0,0.110960847306629,0.0704318270337764,-0.0696229876063629,0,0,0,0,0,0,0,0,0,-0.145625347283976,0.161003707398915,0,0,0.0103559971258246,0,0,0,0,-0.177520018871519,0,0,0,0,-0.0261015891693445,-0.00316780358271262,0,0,0,0.0530799261988477,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.249800186689564,-0.151514461429815,0,0,0,0,0,0,0,0,0,0,0,0.0343624443016261,0,0,0,0.192189867179083,0,0,0,0,0,0,0,0,0,-0.0807163477686873,0,0,0,0,0.0471746120077036,0.0704101094351037,0.112058137363899,0.00684127899946448,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.179478500692268,-0.0664149080151333,0,0,0,0,0.115986602922691,0,0,0,0.019008550632922,0,0.111222527012847,0,0,-0.194997616649401,0,0,0,0,0,0.0858502671145285,0,0.0241484666269337,0,0,0,0,0,0,0,0,-0.122313871756641,0.207221698023624,0,0,0.0262145810939231,0.15800852748768,0,0,0,0,0.215811677376298,0,0,0,0.281743382634932,0,0
