,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X000792.SZ,X600019.SH,X002466.SZ,X600660.SH,X600010.SH,X600188.SH,X000877.SZ,X000301.SZ,X600011.SH,X002271.SZ,X601600.SH,X000708.SZ,X600547.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X600426.SH,X002080.SZ,X000408.SZ,X600803.SH,X300037.SZ,X002326.SZ,X600219.SH,X000723.SZ,X601991.SH,X600096.SH,X000786.SZ,X600795.SH,X600141.SH,X600399.SH,X002407.SZ,X300073.SZ,X600352.SH,X600489.SH,X000825.SZ,X600688.SH,X000831.SZ,X002409.SZ,X002353.SZ,X600486.SH,X000983.SZ,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.137567338547281,0,0,0,0,0,0,0,0,0,0.0118644963476237,0.0679895217575607,0,0.0466991664889786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334189008893538,0,0,0.0181383117916708,0.0288021148717711,0,0,0,0,0.0622526896301671,0,0,0,0,0.0859034348890652,0,0,0.0970452596883398,0,0,0.099552156695778,0,-0.00263934912799364,0,0,0,0,-0.0763447393103711,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0599100221830015,0,0,0,0.0343499276096293,0,0.0417322428588521,0,0,0,0,0,0.0338372815565716,0,0,0,0,0,0,0,0,0.0137893556770741,0,0.0333947385157127,0,0.0148890497940213,0,0,0,0,0,0,0,0,0,0,0.0208738351966454,0,0.164148352702427,0,0,0.128031942766559,0,-0.0102594461683212,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.132191799986751,0,0,0.00989418784675661,0,0,0,0,0.249061387559434,0,0,0.0389845298082876,0,-8.67361737988404e-19,0,0.0853012936328898,0,0,0.0350486631143233,1.73472347597681e-18,0,0,0,0,0,0.00427956986637058,-0.0594913715798735,-0.0609725362825261,0,0,0,0,0,-0.0821965233890399,0,0.0326626792763149,0.162945748678043,0.0871200830733423,0,0,0.034906784330721,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286640116765278,0,0,0,0,0,0.0902784010363278,0,0.169557880111687,0,0,0,0,0,0,0,0,0,0.0219851268681316,0,0,0,-0.0203940716632765,0,0,0,0,0,-0.11837063901867,0,0,0,0,0,0,0.0154455645392814,0.0150667813258208,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0208759098719807,0,0.342580569537194,0,0,-0.00518767435169713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819229828931019,0,0,0,0.0270261824962299,0.433847997910003,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0111343769241441,-3.46944695195361e-18,0,0,0,0,0,0
X600585.SH,-0.0336354506823984,0,0,0,0,0,0,0,0,0,0,0,0,0.556026393702329,0,-0.0169107449261425,0.185014357494899,0,0,0,0,0,0,0.0917190879568621,0,-0.15614157366706,0,0,0,0,0,0,0,0.080658408917333,0,0,0,0,0,0,0,0,0,0,-0.0743124909138717,0,0,0,0,0,0,-8.67361737988404e-19,-8.67361737988404e-19,0,0,0,-0.0215725805979774,0,0
X600111.SH,0,0,0,0,0.0954352071734141,0,0,0,0,0.280681733124325,0,0.0479598263502688,0,0,0.0167037397466088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139185327617472,0,0,0,0,0,0,-0.0531242727586688,0.0291741848318986,0,0.297917185696555,0,0,0,0,0.169101698524374,0,0,0,0,0,0,0,0.0394201574963379,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0318954656940525,0,0,0,0,0,0,0.130469312785439,0,0,0,0,-0.305899191580741,-0.0566213129693846,0,0,-0.367780179220987,0,0,0,0,0,0.286858999175429,0,0,0,0,-0.0214587095369523,-0.0420277829932216,0,0,0,0,0,0,0.061082276344006,0,0,-0.0562426575361746,0.23187422607844,0.0159679487310829,0,0,0,0,0.203816116201348,0,0,0.099453236251145,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.290070014887009,0.0928836355433762,0.0389290496894014,0,0,0,0,0,0,0,0,0,0,0,-0.0113095615815399,0.136914070801087,0.0144184060787589,0,0,0,0.0897789323152384,0,-0.0498881214438454,0,0,-0.0770158821922737,0,0,0,0,0,0.326622016581264,0,0,0,0,0,0,0,0,0,-0.0127529226882568,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.420134447376275,0,0.158595032797287,0,0,0,0,0,0,0,0.0373349252132616,0,0.00676733532595899,0,-0.0253747115343399,0,0,0,0,0,0,0,0.155136620686044,0,0,0,0.0509737263737526,0,0,-0.0368575863590256,0,0,0,0.0210254829463139,0,0,0,0,0,0,0,0,0,0,0,0.0508741898427415,0,0,-3.46944695195361e-18,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183144189973132,-0.059646907477079,0,-0.00287184013726061,-0.028708349344877,0,0,-0.0364624023250464,0,0,0.0425589275114549,0,0,0.0369005644410002,0,0,0,0.0239746052226396,0,0,0.0502234999228107,0,0,0,0,0,0,0,0.00695323185634382,0,0.140363321261915,0.0151322641116863,0,0,0,-0.035048379029808,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.215568905036897,0,0.140896028328418,0,0,0,0.0920239986303123,0,0,0,0,0.13363022630186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113170069943641,0,0,0,0.0135093196263071,0.189220795161516,0,0,-0.0273620109906781,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0802124973040627,0.207163634591087,0,0,0,0,0,0,0,-0.144350782381073,0,0.052493504050774,0,0,0.471029332719022,0,0,0,0,0,0.0298651027699418,0,0,0.0258505101604842,0,0,0,0,0,0,0,0,0,0,0,0,0.286497237636721,0,0.0915555780418935,0,0,0,0.073679964844929,0,0,-0.0254217067652862,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.552187614118091,0,0,0,0,0,0.0153760627781022,-0.0628968526995666,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.054022539640265,0,0,0,0.0425870970066268,0,0.201041395853715,0,0,0,0.121937647302582,0,0,0,0,0.0292077549535892,0,0,0.00718109881943478,0,0,0,0,0,0,0,0.012564269877483,0.00768661988881636,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0.308905084370674,0,0,0,-0.00337205882678774,0.00276434998433016,0,0,0,0,0.149696650878493,0,0,0,0,0,0,0.133255020843759,0,0,0,0.163042643580755,0.0143147096878688,-0.286512923298196,0,0,0.264610746073114,0,0,0.114476709867683,0,0,0,0,0,0,0.00283974029315202,0,-0.0975445257043409,0,0,0,-0.14473313227713,0,0,-0.0562639175536064,0,0,0,-0.0156969945523377,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0639581096767834,0,0.0283513164083717,0,0,0,0,0,0,0,0,0,-0.124037323971491,0,0,0,0,0,-0.15972993042812,0,0.67431319100441,0,0,0,0.0596386179433445,0,0,0,0,0,0,0,0.188230466886916,0,0,0,-1.38777878078145e-17,0.0404413245815796,0,0.043640435166575,0,0,0,0,-0.0665433987996175,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.057387096740512,0.37164830879401,0,0,0,-0.00729967527105123,0,0,0,0,0,0,0,0,0,0,-0.0248126424402501,0,0,0,-8.67361737988404e-19,0,0,0,0,0.82920664212716,0,-0.0271214591548687,0,0,-0.0782543917509665,0,0,-0.108453758487729,0,0.00721295863314183,0,0,0,0,0,0,-0.013547354804287,0,0,0,0,-0.0258097298374662,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0210741950707815,0.0484995989877324,0.0630637127013515,0,0,0,0,0,0,0,0.212398949438661,0,0,0,0,0,0,0,0.0746279894514925,0,0,0,0.212691574290888,0,0,0,0,0,0,0,0,0.141941196519188,0,0.0576273793170116,0,0,0,0,0,0,0.0552748967257917,0,0,0,0,-0.115390459813236,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.285481984601627,0.0572955119853441,0.109585600240324,0,0,0,-0.119139825620547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730507983923974,0,0.112445525354942,0,0,0.0432452486659356,0,0,0,0,0,0,0,-0.066263350885814,0,0.0318574114709875,0,0,0,0,0,0.0114686048886528,0,0,0,0.0253033551649441,0,0
X600547.SH,0.0279628709338922,0,0,0,0,0,0,0,0,0,0,0,0,0.0213187797952831,-0.0146637433535863,0,0,0,0,0,0,0,0,-0.148520170505117,0,0,-0.0467840601615093,0,0,0.0452807570506971,0,0.0406773304296152,0,0,0,0.00531695746011139,0,0,0,0,0,0.127280069874105,0,0,0,0,0,0,0,0.0642785890397832,0,0,0,0,0,0,-0.0413556081658673,0,0
X601898.SH,0,0,0.457038291563074,0,0,0,0,-0.0228623870589427,0,0,0,0,0.185636370087597,0,-0.15329278589859,0,-0.254204284146619,0,0,0,0,0,0,0,0,0,0.0264961848539061,0,0,-0.0206365914973478,0,0.116184484953013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103372292926074,0.13980197373004,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0359886458226394,0,0,0,0,0,0,0.131972096192103,0.0412596225209551,0,0.147285150876571,0,0,0.029060469188188,0,0,0,0,0,0,0,0,0,0,-0.0154467317310148,0,0.268347586401082,0,0,0.0207935644244118,0,-0.0618201560606084,0,0,0,0,0,0.284958315594324,0,-0.017958138278532,0,0,0,0,0.130073234246435,0,0,0,-0.0159331845876416,0,0,0,-8.67361737988404e-19,0,0
