,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X000708.SZ,X600011.SH,X600660.SH,X002460.SZ,X000786.SZ,X600886.SH,X601898.SH,X600176.SH,X600010.SH,X600801.SH,X600362.SH,X601600.SH,X600489.SH,X600352.SH,X600188.SH,X601991.SH,X600426.SH,X600111.SH,X600795.SH,X002080.SZ,X600688.SH,X600027.SH,X600299.SH,X601992.SH,X002466.SZ,X000932.SZ,X000301.SZ,X600803.SH,X600529.SH,X300037.SZ,X600315.SH,X002075.SZ,X002353.SZ,X600219.SH,X000027.SZ,X600486.SH,X000723.SZ,X000883.SZ,X002409.SZ,X000898.SZ,X601158.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.00148392219217132,0,0,0.0437508801496702,0,0,0,0.0171397502277246,0,0,0,0,0,0,0,0,0,0,0,0,0.0452927544099572,0,0,0,-0.0197507478082579,0,0,0.0207222750381124,0.0227082734734057,0.0957418211905262,0.0877880043859391,0,0.0141159295407608,0,0,0,0,0.0107930534751858,0,-0.0230837483161241,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.00587680836978803,0.00247270931899552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216195829096758,0,0,0,0,0.031497477731303,0,0,0,-0.0367112650218002,0,0,0,0.0555025052653919,0,0.146193720798745,0,0,0,0,0,0,0,0,-0.0269144501403923,0.00987470135695368,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0196518270606291,0,0.0158049815963102,0,0,0,0,0,0,0,0,0,0.140812913660066,0.312614013748878,0,0,0,0,-0.0195542206857022,0,0,0,0,0,0,0,-0.0319004138110666,-0.00772636196164861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0022090698717423,0.00526421381055978,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0277937908907345,0,0,0,0,0,0,0,0.0229986939512975,0.053616921670788,0,0.088525320099135,0.0361616312475465,0,0,0,0,0,0,0,0,0.0291007204137851,0,0.0692605314423036,0,0,0,0,0.0812460524650051,0,0,0,0,0,0,0.0239041675161463,0,0,0,0,0,0,0,0,0,0.125210476960529,0,-0.034385602153911,-0.0107574401711087,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.140544080415998,0,0.159756405243826,0.104657012885013,0,0.0588298015679995,0,0,0,0,-0.178990311179108,-0.137407621163591,0,0,0,0.291562079987163,0,0,0,0.176726225233489,0,0,0,0,0,0,0,0.250717644773931,0,0,0,-0.0347476277351332,0.0718763304697218,0.0746019649414,0,0,0,0,0,0,0,0,0,0,0,0,0.0496299960156677,-0.0113462886249372,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0719090487001897,0,0,0,0.0155912533458727,0,0,0,0,0,0,0,0,0.4618036947395,0,0,0,0.0745047320858797,0.0841114211623194,0,0.0164111841663028,0,0,0,0,0,0,0,0.0200077228575039,0.0448048028496996,0,0.0252535106044245,0,0,0,0,0,0,0,0,0,0,0.133969471843791,0,0,-0.0287835321007063,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0635641236196526,0.00546888143304295,0.0126492426075144,0,0,0,0,0,0,0.00247109520428246,0,0,0,0.0648216561304927,0,0,2.16840434497101e-19,0,0,0,0.115988547416462,0,0,0,0,0,0,0,0,0.000616652050663707,0,0,0,0,0,0.100469470973702,0,0.131408684267652,0,0,0,0,-0.00209328089205869,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.122304070289888,-0.0477580848958272,0,0,0,0,0.112067238029328,0,0,0,0,0.347873828937221,0,0,0,0,0,0,0,0,0.134485156040835,0,0,0,0,0,0,0,0,0,0.212082708426043,0.133997507160171,0,0.16761766242891,0.00678055178127452,0,0,0,0,0,0,0,0,0,0,0,0,0.0966975724509514,-0.00160649565785767,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0782446544928702,0.123864273237642,0,0,0,0.0837913956317455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0793949894331765,0.250943406342465,0,0,0,0.0145788963591321,0,0,0,0.116308811757399,0,0,0,0,0.105566576722612,0,0,0,0,0,0.138172104802645,0,0,0,0,0,0,-0.0452612760074962,0.0444898592551145,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.086236320522742,0,0,0,0,0,0.176449797363249,0,0,0,0,0,0,0.0814367670468521,0,0,0,0.744994758529488,0.1567470965179,0,0.114106436530172,0,-0.0866319290908596,0,0,-0.207261464043601,0,-1.38777878078145e-17,-0.046777073182503,0,0,0,0,0,0,0,0,0,0,0.0546756049480043,0.00242105348113275,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0733487984972897,0,0,0,0,-0.0262120617627414,0,0,0,0,0,0,0,0,0,0,0.152714841863959,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.196167536946709,0,0.0358594558150176,0.133458043348152,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.00908034388468728,0.0108183088852688,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.194325455509976,0,0,0,0,0,0,0,0,0,0,0.0971182774467289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389365828343093,0,0,0,0,0.223366639324937,0.0508690484412264,0,0,0.0855007617980872,0,0,0,0,0.0948892768647677,0,0,0,0,-0.0619806376802435,0.0261253963231376,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0.134764522178906,0.135760960631585,0,0,0,0,0.327692208903864,-0.195358449656326,0.0559979178236578,0.345550166548142,0,0,0,0,0,0.389427843546351,0,0,0.0626765659616248,0,-0.127288528567725,0,0,0,0,0,0,0.0132206889993238,-0.284944359549017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00102143709370082,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0299168322695993,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.222469860683312,0,0,0,-0.0439696761515059,0,0,0,0,0.00710260466663688,0,0,0.0572997662976122,-0.0104816945976692,-0.0928346053647839,0,0,0,0,0.207048901616947,0,0,0,0,0,0,0.103403474834839,0,0,-0.00727264782248661,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0880285822186763,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.284559905705595,0,0.0244069115009251,0.053825308809258,0,0,0,0,0,0,0,0,0,0,0,0.0188872063795287,0,0,0,0,0,0,0,0,0.0308432646134339,0,0,0,0,-0.00796474517618056,-0.00186126590072788,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0.12147756629945,0,0,-0.040489483255877,0,0,0,0,0,0,0.0822081950799768,0.628231239730024,0,0,0,0,0,0,-0.0927694785049285,0,0.152274693993486,0,0.127937197799014,-0.123771271326695,0,0,0,0.0329513767599683,0,-0.0514592577851415,0,0,0,0.0531368253635375,0.00868445660760373,0,0,0,0,0,0,0,0,0,0.0932504491429537,-0.0204107844071493,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,-0.0990037525720288,-0.133443030622015,0.0158980793449938,0.067150264551206,0,0,1.73472347597681e-18,0,0,0,0.231429202047895,0,0,0,1.38777878078145e-17,0,0,0.442718322804826,0,0,0,0,0,0.0109373422117486,0,0,0,0,0.00620494655392555,0,0,0,0,0,0,0.201074625319588,0,0,0.384006944203347,0,0,0,0.0712221088534981,0.000777450601716576,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0539637273513084,0,0,0.2021501718458,-0.0483266904923578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101349817410688,0,0,0,0,0,0.00766395269058322,0,0,0,0,0,0,0,0,0,0.109275530446056,0,0,0,0,-0.0809268646581175,0.0506126864033513,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.214808503770798,0,0,0,0,0,0.0754225763857416,0,0,0,0.0644766205132018,0,0,0,0,0.0142985387795959,0.0918783319455696,0,0,0,0.0951860359423973,0,0.016435757630342,0,0,0,0,0,0,0,0,0,0.148191654922379,0,0,0,0,0,0,0.229984901670727,0,0,0,0,0,0,-0.0136301217055222,-0.0206988326217225,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,-0.0494703152518367,0.0987322124180117,0,0,0,0,0.231753800490567,0,0.0925523233074811,0,0.118320416972827,0,0,0,0,0,0,0,0,0.146011060844406,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0561665549143379,0,0,0,0,0.0250664031042945,0,0,0,0,-0.048809990359359,-1.35525271560688e-20,0,0,0,0,0,0
