,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X002460.SZ,X600019.SH,X601898.SH,X600111.SH,X002466.SZ,X600011.SH,X002271.SZ,X000877.SZ,X600660.SH,X000708.SZ,X600010.SH,X600547.SH,X601600.SH,X600886.SH,X000301.SZ,X600426.SH,X600176.SH,X600362.SH,X600795.SH,X000983.SZ,X000786.SZ,X600096.SH,X600801.SH,X600803.SH,X000723.SZ,X600486.SH,X601699.SH,X601991.SH,X000408.SZ,X600219.SH,X600141.SH,X000932.SZ,X600027.SH,X600295.SH,X000830.SZ,X000807.SZ,X000630.SZ,X600489.SH,X600157.SH,X600352.SH,X300073.SZ,X002080.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.092342145945083,0,0,0,0,0,0,0,0.115915917729897,0,0,0,0,0,0,0,0,0,0,0,0,0.0601637881916735,0,0,0,0,0,0,0.111310079540424,0,0,0,0,0,0.00625071457117244,0,0.0563329347658728,0,0,0,0.0872191622761358,0.0557871291131965,0.0882127455830034,0.113933369640852,0,0,0,0,0,0,0,-0.020684430051303,0,0,0,0,0,0
X601088.SH,0.285951252997337,0,0,0,0,0.175053779723616,0,0,0,0.228296410195404,0,0,0,0,0,-0.135335802884456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832900827982469,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0154090217836877,0,0,0,0,0,0,0
X600028.SH,0.114989445754293,0,0,0,0,0.0163197110190835,0,0,0,0.00448356944760864,0,0,-0.0735009279112965,0,0,0,0.0189085050370141,0,0,0.062540955194927,0,0.0513284859789798,0.0302757678536933,0,0,0,0.0177687105983665,0.0155906329508601,0,0,0,0,0,0,0,0,0,0,0,0,0.00382267616457302,0,0.0389356166989144,0,0,0,0,0,0,0,0,-0.0178902042885921,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464753732105761,0.0133720663215532,0.0443478021771808,0.184155000611098,0.0621899349004037,0,0,0,0.173108173388146,0,0,0,0,0,0,0,0.0138267659447649,0.0537822349226226,0,0.0338570589308792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00870316348501481,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0175606603664714,0,0,0,0,0,0,0.00832427887088084,0,0,0,0,0,0,0,0,0,0.12762412025089,0,0,-6.93889390390723e-18,0.0800573730340488,0,0.385730870458173,0,0,0,0,0,0,0,0,0,0.00664339983918713,0,0,0,0,0.00838920794087053,0,0,0,0,0,0,-0.0380722457660292,0.0203832620742773,0,0,0,0,0,0
X600188.SH,0,0.896526106057216,0,0,0,0,0,0,0,0,0,0,-0.0202307848286553,0.0379314476332275,0,0,0,0,0,0,0,0.28992282220903,0.182030189535393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865913155698907,0,0,0,0,0,0,0,0,0,0.0748641275720945,0.0695431346620195,0.00814981051359159,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.36585570793975,-0.00541641611408063,-0.11122429795596,0,-0.0102978717943274,0,0,0,0,0,0,0,0,0,0,0,0,0.0134893820072799,0,0.0589194615619341,0,0.0108103461832274,0,0,0,0,0.281129131099155,0,0,0,0,0,0.226208862255827,0,0,0,0.112408449516026,0,0,0,-0.00439328155857796,0,-0.0896722991614008,0,0,0,0,0
X002460.SZ,0,-0.00462224970061929,0,0,0,0,0.0716190704059282,0,0,0,0.264745475054974,0.444644706807076,0,0,0,0,0,0,0,0,-0.0700803324369847,0,0,0,0,0,0,-0.0342124790646174,0,0,0,0,0,0,0,0,0,0,0.0366199389999738,0,0,-0.0492487272520719,0,0,0,0,0,0.18804685700509,0,0,0,-0.0924495348700701,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0871840696047471,0,0,0,0,0.0178044403708443,-0.0117926460083293,0.115356433338122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990147506984296,0.128885447951269,0,0,0,0,-0.054436439354374,0,0,0,0,0,0.492504324650101,0,0,0,0,0,0,0,0,-0.0139429112531282,0,0,0,-0.00407458483595237,0,0,0,0,0,0,0
X601898.SH,0,0.419503318189252,0,0,0,0,-0.0189806521490015,0,0,0,0,0,-0.0132247167235553,0,0,0,0,0,0.100629961741271,0,0,0,0,0,0,0,0.207779916868484,0,0,3.46944695195361e-18,0,0.0186818287675741,0,0,0,0,0,0,0.109442654145629,-0.0357970335052206,0.0237706421578336,0,0,0.103854304151387,0,0,0,0,0,0,0,-0.0356207814143252,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.216061361194633,0,0,0,0,0.0464933919110984,0,0.0718223789011648,0,0,0.422605899433464,0,0,0,0.0932943669001263,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0783621276656808,0,0.181164773470193,0,0,0,0,0,0,0,0,0,0.0207625250520473,0,0,0,0,0,0
X002466.SZ,-0.0863701528399305,0,0,0,0,0,0,0.933277895827352,0,0,0,0,0,0,-0.0703760028651272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.198436258776814,0,0,0,0.109347590428779,0,0.0630087798940051,0,0,0,0,0.0543608117402434,-0.0392346954769256,0,0,0,0,0,0,0,0,0,0.095406663738741,-0.0929795744619766,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236749468392084,0,0,0,0,0,-0.0719213029346411,-0.0202008098996651,0,0,0.0176548190570866,0,0,0,0.667620006279456,0,0,0,0,0,0,0,0.372321394519583,0,0,-0.172175316475638,0.0367814811040367,-4.33680868994202e-19,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,-0.0520068317839078,0,0,0,-0.0575769978846224,0.0521389763612013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889902216997247,0,0.549259427248822,-0.0106667425142166,0,0,0,0,0,0.252272939042318,0,0,0,0,0.0327129679369069,0,0,0,-0.181725649920509,0.17255153429829,0,0,0,0,0,0,-0.0317797440523472,0.0550898877549711,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293294267821023,0,0,0,0,0.0167795132787732,0,0,0,0,1.38777878078145e-17,0,0.0220468403387038,0.260896540487311,0.123541471046421,0,0,0,0.113816013014854,0,0,0,0.0247240425802095,0,0,0,0,0,0,0,0,0,0,0,0,0.0674623208134538,0.00143670146018076,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.0356921518470684,0,0,0,0,0.137206551911788,0,0,0,0,0,0,0,0,0,0.0887682232360422,0,0,0,0,0,0,0.141515658965991,0,0.228173489643702,0,0.0359603158258712,0,0,-0.0541018242643825,0,-0.1638410295311,0,0,-0.0615028719995602,0,0,-0.0973450556703038,0,0,0,0,0.244392278034675,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
