,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601898.SH,X600660.SH,X600886.SH,X601991.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X600516.SH,X002466.SZ,X600352.SH,X000709.SZ,X600111.SH,X600299.SH,X002460.SZ,X000786.SZ,X600489.SH,X600808.SH,X000629.SZ,X601158.SH,X600801.SH,X600219.SH,X000825.SZ,X000553.SZ,X000883.SZ,X600583.SH,X002271.SZ,X002110.SZ,X600021.SH,X002470.SZ,X600157.SH,X601699.SH,X000408.SZ,X600612.SH,X000630.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.300725740063346,0,0,0,0,0,0,0,0,-0.0309978111414591,0.0273061586605306,0,0.0982722147735414,0,0,0,0,0.0177748200179189,0,0,0,0,0.00566233060369669,0,0,0.126882899483837,0,0,0,0,0,0,0,0,0,0,0,0,0.0678358211958293,-0.0651312065987567,0,0,0,0.00656180661836838,0.0905329044689975,0,0.0163287864679737,0,0,0,-0.0126380159113183,0.0091050580517698,0,0,0,0,0,0
X600028.SH,0.553622649472425,0,0,0,0,-0.0127032689647397,0,0,0,0,0.051513178212028,0,0,0.113933633124617,-0.0138462604500089,0,0,0,0,-0.185250182496743,0,0,0,0,0,0,0,-0.022768751931137,0,0,0,0,0.138007923511969,0,0,0,0,0,0,0.18284992090504,0.253094936782275,0,0,0,-0.0925502647247206,0,0,0,0,0,0,0.0289127368082817,0.054812776443846,0,0,0,0,-0.190609068334716,0
X601088.SH,0,0,0,0,0,0.0709447537028897,0,0,0,0,0,0.127905430569804,0,0,0,0,0,0,-0.107220754341352,0,0,0.173107869826084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00592116634764991,0,0,0.0361175668946478,0,0,-0.105057345964981,0,0,0.060293059838334,0,0.0350202886628945,-0.104374910073853,0,0,0.104325335834923,0,0
X600585.SH,0,0,0.0256878436001696,0,0,0,0,0.0641523884191938,0,0,0,0,0,0,0.14553154739925,0,0,0,-0.0646277430723107,0,0,0,0,-0.0191387259094809,0,0,0,0,0,0,0,0.26065672251358,-0.169173363387612,0,0.409920068437465,0,0,0,0,0,0,0.0390102429436322,0,-0.120706762822062,0.0558474558250535,0,0,0,0,0,0,-0.0255635535178635,0.0365567628576223,0,0,0,0.0156522170428532,-0.193381082527952,0
X600019.SH,0,0,0.0932406576032065,0,0,0.0192771490701623,0,0,-0.00663778980378267,0,0,0,0,0,0,0,0,0,0,0.234893506366106,0,0,0.0399788297798679,0,0,0,0,0,0,0.00842294524272653,0,0,0,0,0,0,0,0,0,0,0,0.2471332429245,0.0465183297946286,0,0.0211877662548094,0,0,0,0,0,0,0.00301692388879426,0.010861152968395,0,0,0,0.00479699798496616,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015338543281945,0,0,0,0,0,0,0,0,0.103535997242583,0,0,0,0,0,0,0,0.555349528270531,0,0,0.163590709226965,0,0,0.28060613024207,0,0,0.0257530260898199,0,0,0,0.0510990438759336,0,0,0,0,0,0,-2.16840434497101e-19,0.0158644147822242,0,0,0,-0.0125423121418863,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493033835912371,0,0,0.601079307801506,0,0,0,-0.106146257364861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767405097345087,0.0172528104732851,0,0,0,0,-0.112412029463245,0,0.00588387393576031,0.0053012517067226,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883383650140046,0,0.00972227384338851,-0.139005398817841,0,0,0.104201640348121,0,0,0,0,0,0,0,0.130549047826228,0.0505592935889148,0,0,0,0,0.167065390962038,0.158252859477718,0,0,0,0,0,0,0,0,0,0.00362322880587386,0.00125740144466399,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120291462971777,0,0,0,0,0,0,0,0,0,0,-0.00663635984552023,0.677570542741588,0,0,0,0,0,0,0,0,0,0,0.284603095568314,0.133309170487386,-0.0455941421715492,-0.0428516321950941,0,0,0.18621958275607,0,0.00634504021061576,0,0.0131143897094698,-0.001275652939373,0,0,0,-0.00624150837050376,0,0
X601898.SH,0,0,0,0,0,0.0117586939736268,0,0,0,0,0,0,0.158010588333848,0,0.0953445007464384,0,0,0,0,0,-0.0193075973233138,0.0266318378113257,0,0,0,0.15923476035284,0.0592787092029579,0.0328290024924684,0,0,0,0,0,0,0,0,0,0,0,0.0755600756494433,0,0,0.0101110615790648,0,0,0,0,0,0.0137907099067181,0,0,0,0.0276229452736793,0,0,0,0.045786446807455,0,0
