,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601991.SH,X600688.SH,X600886.SH,X600157.SH,X600362.SH,X600027.SH,X600188.SH,X600111.SH,X000539.SZ,X600583.SH,X000709.SZ,X000027.SZ,X601158.SH,X000883.SZ,X601992.SH,X600309.SH,X002075.SZ,X000898.SZ,X000629.SZ,X600021.SH,X000060.SZ,X600352.SH,X000792.SZ,X600307.SH,X600489.SH,X600547.SH,X600808.SH,X600863.SH,X000825.SZ,X002353.SZ,X600098.SH,X600022.SH,X600008.SH,X600578.SH,X600660.SH,X002470.SZ,X601918.SH,X000878.SZ,X600623.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.447433088658534,0,0,0.0985469326128976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245037894476147,0,0,0,0,0,0,0,-3.46944695195361e-18,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028344259556168,0.0870522891526351,0,0.0534069202006153,0,0,0.00446247408411167,0,0,0,0,0,0,0
X600028.SH,0.15336509655488,0,0,0,0,0.139228337791207,0,0,0.0679062326984816,0,0,0,0,0,0,0,0,0,0,0.0410247676215498,0,0,0,0,0.049417323853664,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0884056883674688,0,0,0,0.166767940131016,0,0,0,0,-0.00357552821245508,0.0102307512279165,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.209007921730435,-8.67361737988404e-19,0,0,0.130281159635306,0,0,0,0.0466566970549538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182427182523775,0,-3.46944695195361e-18,0.114476025207011,0.00760213317353506,0,0,0,0,0,0,0,0,0.02880782852901,0,0,0,0,0,0.0176558833048169,0,0,0,0,-0.0206857394282512,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.115547464656417,0,0,0,0,0.0470952641364071,0,0,0,0,0,0,0.293698128376014,0.101781711595326,0,0,0,0,0,0,0,0,0.068827956503168,0,0,0,0,0,0.0648864091990426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00917489488363312,-0.00864962396126585,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0296286802379975,0.034084115588253,0,0,0,0.156353157104787,0.00211351589628191,0.00113448356001555,0,0,0.128355046593067,0,0,0.05050299565427,0,0,0,0,0,0,0,0,0,0,0.0790432058139287,0,0,0,0,0,0,0,0,0.0278325978922391,0,0,0,0,0.271591252584684,0,0,0,0,0,0,0,-0.00615496702155164,-0.00674125940325917,0,0,0,0,0,0
X601898.SH,0,0,0.377204007906732,0,0,0,0.0759917516739882,0,0.0943547020110422,0,0.220907712589936,0,0,0,0,0,0,0,0,0,0,0,0.037342648388395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233036057301741,0,0,0,0,0,0.054320042053751,0,0,0,0.044570366637063,0,0,0,0,0.014384532618973,0.00619034940696872,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0877846200911118,0,0,0,0,0,0,0,0.0265794963292448,0,0,0,0,0,0,0.200659403771008,0,0,0,0.0379476205016128,0,0,0.151123051215074,0,0.0259754434492198,0.108671307056559,0,0,0,0,0,0.0506242654820292,0,0,0,0,0.0620051233689771,0,0,0,0,0.0496445673714794,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.152515173105724,0,0.0564641660496221,0,0.161053359443276,0.0277007060640695,0,0.117613786842003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803856769012463,0,0,0,0,0,0,0,0.154937102946074,0,0,0.0188863060426142,0.0385818589609444,0,0.177761741454075,0,0,0,0,-0.0215511510756812,0,0,0.000547866402176502,0.0123164001261233,0,0,0,0,0,0
X601600.SH,0,0.101285630552842,0,0,0,0,0,0.0223042518316828,0,0,0.125141122429975,0,0,0.00626165892589878,0,0,0,0.138560475111582,0,0,0,0,0,0,0,0,0,0,0,0,0.274788694657233,0,0,0,0,0,0.20184127867514,0,0,0,0,0,0,0,0,-0.216747251722157,0,0,0,0,0,-0.0114701698224064,0.00966510076792941,0,0,0,0,0,0
X600585.SH,0,0,0.171517319990573,0,0,0,0.00375486152793339,0,0.035702094594481,0,0,-0.000323012264115171,0.23282312968491,0,0,0,0,0,0,0,0,0,0,0.0628169911719842,0.0699352662111761,0,0,0,0,0,0,0,0,0,0,0,0,0.0696791277521146,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264937243918539,-0.0336621130345284,0,0,0,0,0,0
X601991.SH,0,0,0.263930944749214,0,0.276939557405798,0.203913854261345,0,0.150545070342306,0,0,0,0.0350170050047076,0.0326817743525105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142523120233237,0,0,0,0,0,0,0,0,0,0,0.0251355098475773,0,0.041122273565317,0.0217437997876057,0,0,0,0,0,0,0,-0.00368592046326483,-0.0177424275826588,0,0,0,0,0,0
X600688.SH,0,0.0587609528922324,0,0,0,0.0368131781032283,0,0,0.0218895180794546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178191971422195,-0.0971537449290484,0,0,0,0,0,-0.0388504592414351,0.0814469145266346,0,0,0,0,0.220043592747159,0,0,0,0,0,0.0498710150078022,0,0,0,0,0.289584959306522,0,0,0,0,-0.0204840520292623,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.0360476583230546,0,0.127447282842014,0,0,0,0,0,0,0,0.00832202336472074,0.0161761869045347,0,0,0,0,0.18755415051994,0,0,0,0,0.042467568581567,-4.33680868994202e-19,0,0,0,0,0,0,0.188416241456201,0,0,0,0.0785711475626226,0,0,0,0,0.0417324889752816,0,0,0,0,0.00340743591866694,-0.00351695549895466,0,0,0,0,0,0
X600157.SH,0,0,0,-0.0963177659409593,0,0,0,0,0.0975174394227654,0,0,0,-0.0200311004936902,0,0,0,0,0,0,0.104511644447895,-4.33680868994202e-19,0.0556068589871997,0.0225331728477812,0.0301698425288748,0,0,0,0,0,0,0.024359420794725,0,0,0,0,0.030736482921018,0,0.415594170798579,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00239643165188914,0.0170720294190615,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.00871434632629523,0,0,0,0,0,0,0,0.201055458213205,0,0,0,0,0,0,0,0.00333453154264392,0,0,0,0,0,0.134708855211321,0,0,0.0794178832927478,0,0,0.119781982867779,0,0.0215552324555123,0,0,0,0,0.0660470355381888,0,0,0,0.012067598673417,0,0,0,-0.00533379028883011,-0.00719364826991958,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0721262258454435,0,0,0,0,0,0.111744598377492,0,0,0,0,0,0.152462638383067,0,0,0.0259140233854061,0,0.0433287900966531,0,0.0273741764732056,0,0,0,0,0,0.0762110341895119,0,0,0,0,0,0,0,0.286767258154888,0,0,0,0,0,0.126956913915275,0,0,0,0,0,0,0,0,-0.00617553804680116,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.013568684808155,0,0,0,0,0,0,0,0,0.151323711210028,0,0,0.439292436915688,0,0,0,0,0,0,0,0,0,0,0.0204192864187996,0,0,0.108748725603486,0,0,0,0,0,0,0.00136399436893106,0,0,0,0,0.0179333790563933,0,0,0,0,0,0,0,-0.0192825525300121,-0.0146947741246508,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625649752951245,0,0,0.0521055958392953,0,0,0.0421065502675477,-8.67361737988404e-19,0.265738211149599,0,0,0,0,0,0.00765886898661,0,0,0.0998266015719957,0,0,0,0,0,0,0,0.0161150927419744,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0276954077920682,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0.185861818956827,0,0,0,0,0,0,0.104018222313616,0,0,0,0,0,0,0,0.0461384210788255,0,0,0,0,0,0,0.0979306805030927,0,0,0.072108449051804,0.169553393980674,0,0,0,0,0,0,0,0.0302367224286955,0,0,0,0,0,0,0,0.0172484304354218,0,0.0755237519997789,0,0,-0.000891512763530849,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.0243235307612721,0,0,0,0,0,0.242303464462134,0,0.0538740630853796,0,0,0,0,0,0.0466250878044928,0,0,0,0,0,0,0.0659933680021999,0,0.0693240911311541,0,0,0,0,0,0,0,0.119314632881153,0.0960330107646678,0.0411925124622906,0,0,0.153727339016487,0,0,0,0,-4.33680868994202e-19,0,0,-0.00287859384520855,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0.146113654510507,0,0,0,0,0,0,0.0883270770791982,0,0.0226214393446374,0,0,0,0.00448163285514521,0,0.0920209556678847,0,0,0,0,0,0.177160112097394,0.139737768982121,0,0,0,0,0,0,0,0.0778035323031407,0.0396380383434511,0,0,0.0796997811175046,0.177677353562404,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.00260351785235102,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0.170001967172389,0,0,0,0,0,0.258471167395221,0,0,0.0774630810018984,0,0,0,0,0,0.0419476775703613,0,0,0,0,0.00426477337712305,0.0320396122648873,0,0,0,0,0.106296293500454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269298367962989,0.0327965339506163,0,0.0728042527940363,0,0,-0.0372848500704654,-0.0520265786257153,0,0,0,0,0,0
X601158.SH,0.0529153379918585,0,0,0,0,0,0,0,0.00752187209178122,0,0,0,0,0.0491595187555507,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.151974880629811,0,0,0.0660285831111674,0.0179086076914519,0,0,0,0,-0.0270255525980614,0.0902181304790018,0,0,0,0,0,0.276775071928907,0,0,0.0795477281023532,0.0607090718796991,0,0,0,0,-0.0216461404126069,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0.0834727682843229,0,0,0,0,0,0,0,0,0,0.0822220463080493,0,0,0,0.0295454867517715,0,0,0,0.0981475293962858,0,0,0,0,0,0,0,0.041137172274017,0,0,0,0,0.0192891004790269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476765579125665,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.200807927190802,0,0.061494387126268,0.0405057963058994,0.0425373247594909,0,0.0185422928140321,0,0,0,0,0,0,0,0,0.0764811662576277,0,0,0,0,0,0.260334386808496,0,0,0.00337730043889295,0,0,0,0,0,0.123491549511741,0,0,0,0,0,0,0.166701706877515,0,0,0,0,0,0,0,0.00175419092650323,-0.0110505472787712,0,0,0,0,0,0
