,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X600011.SH,X002466.SZ,X600010.SH,X600188.SH,X000877.SZ,X600660.SH,X002271.SZ,X601600.SH,X000301.SZ,X000708.SZ,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X000723.SZ,X600176.SH,X000408.SZ,X600426.SH,X601991.SH,X002080.SZ,X000786.SZ,X600219.SH,X600795.SH,X600803.SH,X600027.SH,X600688.SH,X002326.SZ,X300037.SZ,X600399.SH,X300073.SZ,X000831.SZ,X600516.SH,X000825.SZ,X600141.SH,X600157.SH,X600801.SH,X600486.SH,X000959.SZ,X600021.SH,X000807.SZ,X600352.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.387747217972482,0,0,0,0,0.0710152190961948,0,0,0,0,0,0.00218052547088073,0,0,0,0,0.0588704281030522,0,0.0309597325918587,0,0,0,0.0329467695887448,0,0,0.0249929305885792,0,0,0,0,0,0,0.148272094854807,0.0597577346010479,0,0,0,0,0,0.0811757994878982,0,0,0,0,0,0,0,0,0,0,-0.0139692828250386,0,0,0,0,-0.0192277732100742,0,0
X600028.SH,0.0701167650774541,0,0,0,0,0,0,0,0,0,0,0,0.092337381228938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945309232537077,0,0,-1.0842021724855e-19,0,0.000248559690934698,0,0,0,0,0,0.134780067486679,0.0800052117279679,0,0,0.0486549260718643,0,0,0,-0.000340873353387761,-0.0151815546520761,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0499885248783663,0,0,0.154442704824947,0.117781626086453,0,0.295069763644244,0,0,0,0,0,0,0.116632195474731,0,0.0483838286905273,0,0.123603788642043,0,0,0,-0.132697304104185,0.0265404346138671,0,0,0,0,0,0.10911459204079,0,0,0,0,0,3.46944695195361e-18,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.00131169299368154,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.103575208182198,0,0.0721323433372693,0.0428436758955484,0,0.0722442580503538,0,0.139172110003744,0,0,0,0,0,0,0,0,0,0,0,0.150038308831121,0.0168948190065999,0,0,0,0,0,-0.0750915580281923,0,0,0,0,-0.0601985296347282,0,-0.018789985065544,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118399681835994,0,0
X600585.SH,0,0,0,0,0,0.0477474547549668,0,0,0,0,0.0672127018099485,0,0.11572532180861,0.123847168807164,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.17930472725824,0,0,0,0,0.101176353952862,0,0,0,0,0,-0.0479007054854741,0,0,0,-0.140182593915155,0,0,0,0,0.309310732067826,0,0,0,0,0,0,-0.00212219949171148,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.518455779153719,0,-0.0263441656690742,0,0.56072664380929,0,0,0,0,0,0,0,0,-0.0504077649578241,0.0295831663996499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361754407169727,0,0,0.249383544170772,0,0,0,0,0,0,0,0,0,-0.0140974797659993,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.1462456462433,0.144499203699811,8.67361737988404e-19,0,0,-0.0739182690809415,0,0.163475221198588,0,0,0,0,0,0.059003917286044,0,0.283743379433023,0,0,0,0,0,0,0,0.159303474751752,0,-0.0421394112629733,-0.11203819882667,0,0.09295555087263,0.142692687620487,0,0,0,-0.0319568102128759,0,0,0,-0.184405452747945,0,0,0,0.00939940681399124,0.0123335448083521,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0151889166903089,0.350513671436886,0.293904602940564,0,0,0,0.0381687153343352,0,0.0825451631077313,0,0,0,0,0,0,0,0,0.0723205165139199,0,0,0,-0.00549533836422513,0,-0.180837017772096,0,0,0,0,0.0717193927996899,0.162029144696615,0.183970774610307,0,0,0,0,0.0202621161836717,0,0,0,0,0,0,-0.0121195400724479,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0295130894240124,0.0508502079410052,0.040277672368777,0.122542596444435,0,0,0,0,0.0248419809902112,0,0,0,0,0,0,0,0.031136328918002,0,0.0449816309271507,0,0,0,0,0,0,0,0,0,0,-0.0543009883758864,0,0.0156154413085907,0,0,0,0.207565761798445,0,0.082278916503585,-8.67361737988404e-19,0.0812120636710829,0,0,-0.0108692951466862,-0.0162333777383409,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0164846001388752,0,0,0,0,0,0,0,0,-0.0872627409629189,0,0.0127569528566594,0,0,0,-0.134266507302099,0,0,0,0,0,0,0,0.284365463987235,0,0.09582206350208,0,0.0539871545264972,0,0,0,0,0,0,-0.066570070379345,0,0,0.486005809715461,0,0,0,0.00165313616315041,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.412663565277828,0.185618569153909,0.131181666944231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659559154836227,0,0.101030135898535,0,0,0.113253377896179,0,0,0,0,-0.012140048631252,0,0,0,0,0.0722097018254383,0,0,0,0,0,0,0,0,0,0,0,0,0.0213258201654085,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.401474903505473,0,0,0,0,0.00852984826768918,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.00399486819452659,0,0,0,0,0,0,0,0,0,0.0681018644689046,0.123024734814209,0.00392697514408755,0,0,0,0.0648986885767159,0.0211229361764088,0,8.67361737988404e-19,0,0,0,0,0,0.170663206924305,0,0,0,0.00835985821602296,0,0,0,0,0,0
X600188.SH,0.078249080432904,0,0.198079168965009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686078006141002,0,0,0,0,0,0,0,0,0,0,0,0,0.0371656452345027,0,0.209573602909041,0.0220135042480293,0,0,0,0.0543402394808867,0,0,0,0,0.0487606536512793,0,0,0,0,0,0,0.00347623172144866,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0.0562572383927244,0,0,0,0,0,0,0,0,0.0137746283116831,0,0,0,0,0,0,0,0,0.035722263569396,0,0,0,0,0,0,0,0,0,0.00717559628280328,0,0,0,0,0,0,0.066595080650933,0,0.45824955763947,0,0.0020494927809756,0,0,0.158671897111627,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0494792135136248,0,0,0,-0.198655293919908,0,0,-0.0513302041385822,0,0.0663424595832453,0,0.0673640166448111,0,0,0,-0.0693705878331722,0,0,0,0.0699692549108813,0,-0.0342885265683339,0.0455755658094281,0.0163517762061834,0,0,0.0696667182661002,0,0,0,0,0,0.0488456930488092,0.12570594942719,0,0,0,0,0,0,0,0,0,0,0,0,0.055246535906662,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,-0.0480515902330879,0,0,0,0,0,0,0.0129656557050184,0,0,0,0,0,0,0,0,0,0,0,0,0.837374896889214,-0.0308541047725199,0,0,0,0,0,0,0,-0.132724065639595,0,0,0,-0.015638275444124,0,0,0,0,0,0,0,0,-0.0117665560876257,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,-0.0266155735590228,0,0,0.0127833418304882,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319670652460269,0,0,0,0,0.0352212229063488,0,-0.033545387121851,0,0,0.0967341938565387,0,0.23934875290519,0,0,0.062580045228872,0,0,0,0.492998600579784,0,0,-0.0356699132498305,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0.129004925581458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62048154267977,0,0.105778799831609,0,-0.0340112288374782,-0.0256634505468955,0,0,0,0.0200902060072394,0.0337158538398199,0.146480263812286,0.0427958696900828,-0.11056448191742,0,0,0.36693606209144,0,0,0,0,0,0,0,0,-0.0368070913684674,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0418357838990799,0,0,0,0.073203056433006,0.0402454926628662,0,0,0.0797224961833389,0,0.0174511097249634,0,0,0,0,0,0,0,-0.00651352861968208,0,0,0,0,0,0,0,-0.016096688151824,0,0,0,0,0,0,0.145746645750764,0,0,0,0,0,0.0416741011625551,0,0.0619109944691033,0,0,0,0.0260028487036828,0,0,0,0,0,0
X601898.SH,0,0,0.510557849568901,0,0,0,0,-0.0877069102056137,0,0,0,0,0.174288657743002,0,0,0,-0.0845536763155812,0,0,0,0,0,0,0,0,0.0431682732265518,0,0,0.00285089645541217,0,0,0,0,-0.0441043828904464,0,0,0,-0.0867187632053879,0,0,0.114635162670948,0,0.0506303772935466,0.404966518922635,0,0,0.053322337651857,0,0,0,0,0,-0.0842600518155688,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0648673902984598,-0.078306521662215,0,0,0,0,0,0,0,0,0,0,-0.127181653982488,0,0,0,-0.104001678238645,0,0.161750283780872,0,-0.0435136586549523,0,0,0,0,0.0585523828739612,0,0,0,0,0,0,0.149289191460825,0,-0.0648626086739541,0,0,0.0449335873591315,0,0,0,0,0,0,0,0,-0.00611994373086191,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.0232053117552088,0,0,0.126605237150277,0,0,-0.0183647594521544,0,0,0,0,0,0,0,0,0,0,0,0.256943288181783,0,-0.0529668648490315,0,0.225840044467157,0,0.0126590147111471,0,0,0,0,0,0,0.150044403306332,0.147130705127687,0,0,0,0,0,0,0.118383786518784,0,0,-0.0321282110632862,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,-0.0356574202462141,0,0.0421061491459649,0,0,0,0,0,0,0,0.0972453338946138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11531095068392,0,0,0,0,0,0,0,0,0,0.0563333401766182,0,0,0,0.167491756593338,0,0,0,-0.00999588258283442,0,0,0,0,0,0
X000723.SZ,0,0,0.182178466636219,0,0,0,0,0,0,0.00317559674081074,0.0704868078752331,0.279103365526659,0.167833039182683,0,0,0.0527033964252872,0,0,0,0,0,0,0,0,0,-0.0044707215109645,0,0,0,0,0,0,0.0334432339339096,0,0,0.0468164248523565,0,0.184523346109743,0,0,0,0,-0.0960574922520926,0,0,0,0,0,0.0392837410055445,0,0,0,0.00226533328429747,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0.0212566086598884,0,0,0,0.0167020798961012,0,0,0,0,0,0.0164741805214275,0,0,0,0.050343490598275,0,0.0563252378489018,0,0.0946225434374421,0,0.0799099523326136,0,0,0.0316561184494741,0,0,0,0,0.101429827907007,0,0.0429871197174955,0,0,0.0698270154741417,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0219391079408007,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0.107567060443817,0,0,0,0.244782617209218,-1.38777878078145e-17,0,0,0,0,0,0,0,-0.0228007200788963,-0.087969113476439,0,0,0,0,0,0,0,0,0,0,0,0,0.116323940998095,0,0,0,0,0,0,0.0927956548110848,0,0,0.182450579527698,0.0287589877715008,0,0,0.070867345632137,0,0,-0.00564090829168495,-0.00319615852623766,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0.0951412334539054,0,0,0.0944122195049187,0,0,0,0,0,0,0.131243377171028,0,0,0,0,0,0,0.0245344985215179,0.102046111277943,0,0,0,0.00386409747755466,0,0,0.10714525376264,0,0.123068755622957,0,0,0,0,0,0,0,0,0.128124626642907,0.084641174276909,0,0,-0.100097811452011,0,0,0,0,-0.0125038790359188,0,0,0,0,0,0
