,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X600188.SH,X601991.SH,X600362.SH,X600547.SH,X600886.SH,X600111.SH,X000898.SZ,X600516.SH,X000709.SZ,X000792.SZ,X600157.SH,X600027.SH,X000553.SZ,X000786.SZ,X600176.SH,X000408.SZ,X600339.SH,X000723.SZ,X600352.SH,X600219.SH,X600489.SH,X000959.SZ,X002271.SZ,X601158.SH,X600808.SH,X000883.SZ,X600299.SH,X600549.SH,X000630.SZ,X000825.SZ,X002092.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.040406680966989,0,-0.019678193882609,0,1.73472347597681e-18,0.00708128155886122,0.199795458353714,0,0,0.00311759712005199,0,0,0,-1.73472347597681e-18,0,0,-4.33680868994202e-19,0,0.00976445338412416,0,0,0,0,0,0,0,-0.0430753783554603,0,0.0733826079539415,0,0,0,0,0.00541501720723728,0,-0.0267415934791046,0,0,0,0,0,-0.00947067504066907,0,0,-0.0164394230803908,0.0244459156247765,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0814683473227507,0,0,0,0,0,0,0,0,0,0,0,0.0530118492455842,-3.46944695195361e-18,0,0,0,0,0,0.0143566794037013,0.0183677117616595,0,0,0,0,0,0,-0.123384651734173,-0.0140119709526765,0,0.02077474137941,0,0,0,0.0194513088074228,0,0,0,0,0,0,0,0,0,0,0,0,0.00643260967669267,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0217651344160904,0,-0.151916348132193,0,0,0,0,0.935658803904136,0,-0.00649164040276053,0,0,0,0,0,0,0.1740391779738,0,0,0,-0.0800503657615149,0,0,0,0,0,-0.0209711997439036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267112179826963,0.0689187507569786,0,0,0.032752693353577,-0.017995402684524,0,0,0,0,0,0
X600019.SH,0,0,0.020531801605484,0,0,0,0,0,0.0554125248982287,0,-0.0867292637206992,0,0,0,0,0.0551606887008372,0,0,0,0.00110370412537652,0,0,0.0775637992307412,0.351767530677187,0,0,0,0,0,0,0,0,-0.0847671870446594,0,0,0,0,0,0,0,0,0,0,0,0.0107399206887107,0,0.202143542973173,0,0,-0.0841066272436159,-0.033706726051122,8.67361737988404e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0468571250013726,0,0,0,0,0,0,0,0,0,0.0506415244168384,0,0,0,0,0,0,0,-0.0376417207815985,0,-0.0872277096111389,0,0,0,0.114211046208678,0,0,-0.148339717928657,-0.142866635064422,0,0,0,0.112449133901932,0,0,0.0912877310514405,0,0,0,0,-0.126190432393275,0,0.181864354568186,0,-0.0314987416025707,0.0459359984474838,-0.0714529915658917,0,0,0,0,0
X600010.SH,0,0,-0.0209131380606805,0,0,0,0.0495268489608286,0,0.0782765055258446,0,0,0,0,0,0,0,0,0.153964530038051,0,0.17075122234582,0,0,0,0,0,0.122319095894729,0,0,0,0,0.0283625392455102,0,0,0,0.0643593512685653,0,0,0,0,0,0,0.0253379076539611,0,0,-4.33680868994202e-19,0,0.198156024665567,0.0507149561871897,0,0,-0.0101886856914974,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.15522991619844,0,0.193938612873913,0,0,0,0.184043137431353,0,0.0628579866307789,0,0,0,0,-0.00787854842683644,0,0,-6.93889390390723e-18,0,0,0.0327848683034909,0,0,0,0,0,0,0,0,0,-0.0326765527131121,-0.21020338567864,0,0,0.100786558932178,0,0,0,0,0,0,0,0.189785621288944,0.108549736656832,0,6.93889390390723e-18,0,0,-0.0239353362740656,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0159538268096634,0,0,0,0,-1.73472347597681e-18,0,0.0443051480157936,0.0669615021424117,0,0,0,0,0,0.0019837371978379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150785269200919,0,0,0,0,0.0884728084073724,0,0,0.0159577926108971,0,0,0,0,0.0107863043569674,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.249199684212225,0,0,0,0,-0.0749633356708998,0,0,0,-0.040091118621088,-0.147801261083576,0,0,0,0,0,0,0,0,0.115754865112907,0,-4.33680868994202e-19,0,0,0,-0.220070998157567,0.237996253363219,0.00426723694090457,0,0,0.220187731008358,0,0,0,-0.20407554941497,0,0,0,0,0,0,0,0.235230419254796,0,0,0,0.0127084241341309,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0399473494940165,0.0235053257763495,0,0,0,0.00242667349413978,0,0,0,0,0,0,0.311929168334371,0,0,0,0,0,0.065755676683592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00715588082627293,0,0,0.0492674866998183,0.210836553718068,0,-0.0421675662897027,0.0188646172530304,0,0,0,0,0,0
X002466.SZ,0,0,-0.0564400967017374,0,-0.0557647619102132,0,0,0,-0.0253772132164564,0,0,0,0,-0.0145171407567297,0,0.567546150546782,0,0,0,0,0,0,0,0,0.0224704620887542,0,0,0,0,0,0,0,0.0639166209897915,0,0,0,0.0202061257124933,0,0,0.0409302175977613,0,0,0,0,0.22074915367941,0,0,0,0,0,-0.0154794644636354,0,0,0,0,0,0,0
X600660.SH,0,0,-0.0409255352551632,0,0,0,0.0011280340865499,0,0,0,0,0,0,0,0.30395534771576,0,0,0.00364230924757012,0,0,0,0,0,8.67361737988404e-19,0.0586711188963831,0,0.0462811648516705,0,0,0.0374824253904527,0,0.0169860550193094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083682223922428,0,-3.46944695195361e-18,0,-0.0665417231620015,0.0622746713957864,0,0,0,0,0,0
X600688.SH,0,0,-0.0212805896678813,0,0,0,0,0,0.0205239940908839,0,0.183337218038383,0,0,0,-0.0526183698354476,0,0,0,0,0,0,0,0,0,0,0,0.0742688597678786,0,0,0,-0.00292013097275219,0,-0.207943118431112,0,0,0,0,0,0,0,0,0.0423370420013688,0,0.255548336557684,0,0,0,0,0,0,-0.0286574644078267,0,0,0,0,0,0,0
X600795.SH,0,0,0.0708499332866263,0,0,0,0,0,-0.0550571209139381,0.0831713051367528,0,0,0,0,0,-0.0972169257883555,0,0,0,-0.312623100706748,0,0,0,0.143083438425643,0,0,0,0,0,0,0,0,0,0,0.0238172426091484,0,0,0,0,0,0,0.230439704723982,0,0.0606121642431753,0,0,-0.120719886015384,0,0.0396984777194343,0,0,-0.0128839684049274,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0.0348055454495787,0,0,0,0,-0.0467524987087921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0562797037458921,0,0,0.371141797215271,0.144799950474358,0.264177682605247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.252086804919992,0,0,0,0.0558683754969375,0,0,0,0,0,0
X002460.SZ,0,0,0,0.23691006090315,-0.0962590525890454,0,0,0,0,0,0.626358760680867,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140494328625344,0,0.0825480084509503,0,0,0,0.0722942258993075,0,0.207422032220621,0,0.116636462023569,0,0,0,0,-0.0250589027579221,0,0,0,-0.152515929030555,0,0,0,0,0,0,0.0203474190860021,-0.00337273008581767,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.052358637149262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133835459527259,0,-0.0312863229642124,0,0,0,0.0178816415319143,0,-0.0197491128485045,0,0,0,0,0,0,0.0462414596978348,0,0,0,0,0,0,0.0835198814547866,0,0.163116610082353,-0.236001943709287,0,-0.0183286253300078,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0172106776371982,0,0,0.391713251166189,0,0,0,0,0,0,0,0,0,0.0481070487220598,0,0,0,0,0,0,0,0,0,0,-0.0712278692777389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146052867588201,0,0,0,0.308314094215035,0,-0.00932768792643198,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.017034269608543,0.340588309939569,0.0412050150715912,0,0.0168661678365426,0,0,0,0,0,0.0379322233603978,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0493171142669619,0,0,0.112809061887205,0.0237001118496457,0,0,0,0,0,0,0,0,0.0289154864801818,0,0,0,0.0223336251003403,0,0,-0.0249383357101491,-0.00303331798598218,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,-0.0148808624451815,0,0,0,0,0,0.0589502653915533,0,0.134738721656769,0.222363998219691,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.03098113904475,0,-0.0818824575748841,0,0,0,0,0,0,0,0,0,0,0,0,0.768970241779703,0.0824620140809097,0,0,0,-0.0021459728859187,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.156601444573162,0,0,0,0.055081561006995,0,0,0,0,0,0,-0.0449096100073363,0.0810932255879091,0,0.00809513249231134,0,0,0,0,0,0,0,0,0,0,0,-0.0145281401217556,0,0.0496421130379952,0,0,0,0,0.590663499032663,0,0,0,0,0,0,0.0476075153338323,0,0,0,0,0,0.00236951114319846,0,0,0,0,0,0,0
