,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X600660.SH,X600688.SH,X601898.SH,X002466.SZ,X600362.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600547.SH,X000898.SZ,X600516.SH,X300072.SZ,X600111.SH,X002460.SZ,X600027.SH,X000786.SZ,X600176.SH,X600352.SH,X000553.SZ,X000825.SZ,X601992.SH,X600299.SH,X000709.SZ,X000792.SZ,X002271.SZ,X601699.SH,X600426.SH,X600808.SH,X002110.SZ,X600315.SH,X601158.SH,X000883.SZ,X000932.SZ,X600219.SH,X000408.SZ,X600489.SH,X000830.SZ,X000983.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.261079532389212,0,0,0,0,0,0,0.0341481927740256,0,0,0,0,0,0.0523469354262476,0,0,0,0,0,0.0890089540428528,0,0,0,0,0,0,0.037709258427503,0,0,0,0.0442441873655851,0,0.0307687208090083,0.0156253209996235,0.105579991552857,0,0,0,0.0607763365991273,0,0,0,0,0,0.0236300090454644,0,0,0,0,0.00494536551807492,0,0,0,0,0,0,0
X600028.SH,0.480904378871703,0,0.212303759175271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0559286301122864,0.0538680823245298,-0.00878494394793247,0,0,0,0,0,0,0.147011018416295,0.037325729916762,0,-0.0140816797303189,0,0,0,0,0,-0.126543342967891,0,0,0,0,0,-0.00376940527840491,0.00955876278565399,0,-0.105559190412787,0,0,0,0
X601088.SH,0,0.265360342162306,0,0.230281835652438,0.176210031220499,0,-0.0203535445825098,0,0.17203501449009,0,0.121545053525468,0,0,0,0,0,0,0,0,0,0,0,-0.0319180684546176,-0.0117063491156606,-0.0860447424360712,0,0,-0.0313487207246835,0,0,0,0,0,0,0.00467256802304207,0.172625035585228,0,0,0,0,0,0,0,0,-0.111573524994822,0,0,0.0753486802994875,0,0,0,-0.0575127424969018,0,0,0,0,0,0
X600019.SH,0,0,0.247699689698005,0,0,0,0,0,0.139782428948325,0,0,0,0,0,0.452866389123011,0,0,0,0,0.12441090026655,-0.0174863553153938,0,0,0.0399800128774063,0,0,0,0,0,0,0,0,0,0,0,0.0633957982102704,0,0,0,0,0,0,0,0,0,0,-0.155115690492196,0,0,0.0875305608651935,-0.00185382242869254,-0.00116627647403371,0,0,0,0,0,0
X600585.SH,0,0,0.175431634346933,0,0,0,0,-0.109714439498073,6.93889390390723e-18,0,0,0,-0.0532480159286545,0,0,0,0,0,-0.0390459432560197,0,0.0816770603954484,0,-0.0619349583357044,0,0,0.13140444978416,0,0,0,0,0,0,0,0,0,0,0.18470984856351,0,0,0,0,0,0.0630382367698428,0,0,0,0.193492203584242,0,0,0,-0.0473109004570939,0.032608260233818,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.104450655587066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11487662182842,0,0,0.0832524081629099,0.025252547186695,0,0,0,0,0,-0.0385692610374472,0,0,0,0.0584439870024452,0,0,0,0,0,-0.0962170245811788,0,0,0,0.0114138344505055,0,-0.124583381694429,0,0.0348993575462471,0.020103856681965,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000577664150526364,0.0414174439676259,0.010949672184316,0,0.226356394298299,0,0.00255663381644631,0.0452438056652687,0,0,0,0.193392258519849,0,-0.111100213112156,0,0.146192756051832,0,0,0,0.0481454143021774,0,0,0,0,0,0,0,0,0,0,0.0114030391947306,-0.0571506027148463,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259195672147387,0,0,0.203301673093245,0,-0.183095814365658,0.237747623380762,0,0,0.588600333846588,0,0,0,0,0,0,0,0,0,-0.252991679198502,0,0,0.380989599881251,0,0.0294070993961173,0,0,0,0,0,0,0,0,0,0,0,0.00756125133065579,0,0,0,-0.675302979494063,0,0
X600188.SH,0,0,0.320456648672437,0.160600856424628,0,0,-0.115581303166558,0,0,0,0,0,0.281960617054208,0,0,0,0,0,0,0,-0.231465733041397,0,0,0,-0.00508220405916322,0,0.244282937677829,0,0.12943877773734,0,0,0.0230924723922089,0,0,0,0.264630024967316,0,0,0,0.0394378592043522,0,0,0,0,0.0109945250448307,-0.0570393025306024,0,0.474645891719523,0,0,-0.0540618349726823,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.319290302972438,0,0,0,0,0,0,0,0,0,0,-0.0293535197271432,2.16840434497101e-19,0,0,0,0,0,0,0,0.230844571595567,0,0,0,0,-0.225070289346282,0,0,0,0,0,0,0.0108152367090325,-0.00719341262918719,0,0,-0.152758444450633,0,0,0,0,0,0,0,0.0507877849930849,0.0722340866401875,0,0,0,0.357375628677834,0,0
