,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X601600.SH,X000786.SZ,X601898.SH,X600362.SH,X600010.SH,X600489.SH,X601991.SH,X600176.SH,X600111.SH,X600352.SH,X600188.SH,X600795.SH,X600027.SH,X600299.SH,X600426.SH,X600688.SH,X002466.SZ,X601992.SH,X002080.SZ,X002353.SZ,X600529.SH,X600486.SH,X600612.SH,X600219.SH,X000723.SZ,X000301.SZ,X000027.SZ,X000932.SZ,X002075.SZ,X600315.SH,X002409.SZ,X600126.SH,X600516.SH,X601158.SH,X000898.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0503103878711035,0,0,0.111262936051871,0,0,0,0,0,0,0,-0.046033885156788,0,0,0,0,0,0,0,0,0,0,0.10939993857521,-0.0359990745813913,0,0,0,0.109877097646676,0,0,0,0.0162857287891038,0.000178228747665223,0,0,0,0,0,0,0,-0.00242555671160608,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0522669838221065,0,0,0,0,0.0521665286497649,0,0.0338602504369194,0,0,0,0,0,0.0850003883064281,0,0,0,0,-0.00827737261847229,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.11743194657421,0,0,0,0,0.0450054372226837,0,0.0370612538612132,0,0,8.67361737988404e-19,0,-0.0280676662282095,0.0412271501108955,0,0,0,0,-0.00276790642749845,0.00491665244691437,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27831208108236,0,0.0185922077243319,0,0,0,0,0,0.0641733264775514,0,0,0.12947743533199,0,0,0,0.0127175095261166,0,0,0,0.038321419555064,0,0,0,0,0.102501736764809,0,0,0,0.0131701969591381,0,0,0,0,0.0311678315556567,0,0,0,0,0.0121008347857255,0.00385296613065927,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0608498072230623,0,0,0,0,0.106540509507613,0,0,0,0,0,0,0,0,0,0,0.0732542337571178,0,0,0.120606736317769,0,0.0170624450125084,0,0,0,-0.0192835711785138,0,0,0,-0.0259478859424994,0,0,0,0,0,0,0,0,0,0,0.036563541966274,0,0,0.0703503255914209,0,0,0,0.0067138930703536,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0991845863386649,0,0.0444712603225313,0.0247707077200097,0,0,0,0,0,0,0,0.11384842825581,0,0,0,0,0,0,0,0,0.20661908246858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011251326568433,0.0555867913171702,-0.00136990155983804,0,0,0.114874547370086,0,0,-0.00337050560035985,-0.0227385956711793,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294294574146886,0,0.0761603769602984,0,0.548124484242249,0,0,0,0.0684191981959431,0,0,0,0.0842477054574629,0,0,-1.38777878078145e-17,0,0,0,0.0433296549901028,0,0.0256280011938961,0,0,0,0,0,0,0,0,-0.0186505442885591,-0.0408169566136383,0,0,0,-0.120431521562838,-0.00643683013086671,-0.0216321176585748,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263927112491816,0,0,0,0,0,0,0.0699241151225095,0,0,0,0,0,0,0,0,0,0,0,0.00190648354261533,0,0,0,0,0.116644854552323,0.0102603339355645,0,0.0533060689584372,0,0,0.0360768667938226,-0.0480524045638141,0,0,0,0,0,0.0127937054604175,-0.00294108444438527,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.0260539189718477,0,0,0,0,0,0,0,0.0777219013215626,0.111314738401281,0,0,0.0054219179502709,0,0.4466197339832,0,0,0.0689200498407348,-0.0281234555198502,0,0,0,0,0.0167943237294004,0,0,0,0,0,0,0,0,0,0,0,0.128060845851487,0,0,0,0,0,0.00172152874792031,-0.0125605444467875,0,0.0775842221055563,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0489548803959372,0,0,0,0.214920070694281,0,0,0,0,0,0,0.180701952624793,0,0,0,0,0,0,0,0,0,0,0,0,0.0780593566867757,0,0,0,0,0,0,0.16364251356677,0.0566526275592296,0.0339100544099708,0.0416184207367157,0.053785239955429,0,0,0,0,0,-0.0198988401769654,0,0,0,0,0,0
X600011.SH,0,0,0.144451739701305,0,0,0,0,0,0,0,0,0,0,0,0.00261775789884021,0.108080368710841,0,0,0,0,0,0,0,0,0.0354878410088242,0,0.0839070997819412,0,0,0,0.0681457507711959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000577360808065525,0,0,0,0,0,0,-0.00387231127210456,0.013715580792345,0,0,0,0,0,0
