,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X600795.SH,X601600.SH,X601898.SH,X601991.SH,X600157.SH,X600688.SH,X600362.SH,X600111.SH,X600886.SH,X600188.SH,X600027.SH,X000883.SZ,X600352.SH,X601158.SH,X600583.SH,X600021.SH,X000060.SZ,X000539.SZ,X000027.SZ,X600309.SH,X601992.SH,X000709.SZ,X000898.SZ,X600808.SH,X000792.SZ,X600307.SH,X600489.SH,X000825.SZ,X600098.SH,X002470.SZ,X600547.SH,X600660.SH,X002353.SZ,X000629.SZ,X600008.SH,X600578.SH,X000831.SZ,X600863.SH,X002075.SZ,X600219.SH,X600549.SH,X601699.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.697236079529464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219017850159035,0.0572389255172701,0,0.0428987523149894,0,0,0.173268770871471,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.00432100906859525,0,0,0,0,-4.33680868994202e-19,0,-0.0162926473048275,0,0,0,0,0,0,0,0.00921443421402992,0.00831596123386611,0,0,0,0,0,0
X600028.SH,0.579853352401813,0,0,0,0,0.0390821402990406,0,0,0,0.161648991200366,0,0.0568953137125799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278807951810136,0,0,0,0,0,-0.00504585424539672,0.00401780391544747,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.292955656364964,0,0,0,0,0,0.00293035739665135,0,0,0,0,0,0.098211277136047,0,0.186217165616905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309462510044725,0,0.0213783280622699,0.047929145032184,0,0,-0.00362336945191219,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0258082227512163,0.0294752915353523,0,0,0,0,0,0,0,0,0,0,0.00551176917786234,0,0.218053194320872,0,0,0,0,0.0970840879604909,0,0,0,0,0,0,0,0,0,0,0,0,0.200468648391288,0,-0.02822083868472,0,0,0,0.212460617130717,0,0.00706752004100991,0.00459675534109017,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0631051816466574,0.0827804568365528,0,0,0,0,0.163637017135412,0,0.0656619375650635,0,0,0,0,0.0354710038195601,0.0233629347248774,0.0631145735195492,0,0,0,0,0,0,0,0,0,0.0657554414424642,0,0,0,0,0,0,0,0.208685497697983,0,0.0705888543403907,0,0,0,0,0.00663319206525758,0,-0.00260679934342237,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0330369276431172,0.23990907990542,0,0.0223497637819132,0,0,0,0,0,0,0,0,0,0,0,0.0330248259310154,0.034485834079339,0,0,0,0.183004159361767,0.170852476939241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341849144812386,0,0.0899274872673922,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.00790885286405041,0,0,0,0,0,0,0.304519766428956,0,0,0,-0.0163021911397634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479470817714088,0,0,0,0,0,0,0,0,0,0.101923015894956,0.0872603658226166,0,0,-0.0134152148374544,0,0,0.00507876133473662,0,0,0,0,0,0
X600795.SH,0,0,0,0.0333892371185089,0,0,0,0,0.112897394755355,0,0.17758993488201,0.000518871332562722,0,0,0,0.148954932322269,0,0.123986721913341,0,0,0,0,0.0415572735811289,0,0,0,0,-0.0443681828978079,0,0,0,0,0,0,0,0.0462747119984959,0,0,0,0,0,0,3.46944695195361e-18,0.0244958611288941,0.164479318861307,0,0,0,0,0.140059598330942,0,0,0.0142119283801601,0,0,0,0,0,0
X601600.SH,0.156318528886181,0,0.256062207424639,0,0,0,0,0,0,0,0.0834817656338469,0.00694339554138433,0,0,0,0,0,0,-0.0520835932352934,0,0,0,0.0833405677050323,0,0,0,0,0,0,0,0.250023084434726,0,0,0,0,0,-0.171047898620673,3.46944695195361e-18,0,0,0,0,0,0.296147230633056,0,-0.0464910292823787,0,0,0,0,0,-0.00035363362424201,0.0175822143150619,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.113866318929229,0,0,0.00515071358768135,0,0.293436147130762,0,0.0342692642841738,0,0,0,0,0,0,0,0.0409054207611013,0,0,0,0,0,0,0.0156488329170773,0,0.133323729124664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342218560349849,0.0924340123316933,0,0,0,0,0,0
