,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601898.SH,X601991.SH,X600688.SH,X600111.SH,X600886.SH,X600362.SH,X600157.SH,X600027.SH,X600188.SH,X600021.SH,X000883.SZ,X600583.SH,X601158.SH,X601992.SH,X600309.SH,X600352.SH,X000709.SZ,X000539.SZ,X000898.SZ,X000027.SZ,X000792.SZ,X000060.SZ,X600489.SH,X002470.SZ,X000825.SZ,X600547.SH,X600808.SH,X002353.SZ,X600660.SH,X000629.SZ,X600008.SH,X002075.SZ,X600578.SH,X600863.SH,X600549.SH,X000831.SZ,X002004.SZ,X600219.SH,X600307.SH,X000012.SZ,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.566002469243919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343125919690817,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.104141611586773,0,0,0,0,0,0.00802605554371435,0.0218649568407898,0,0,0,0,0,0
X600028.SH,0.666145500502651,0,0,0,0.016580143411866,0,0.0296933504592455,0,0,0.0643019447564575,0,0.0137166751953461,0,0,0,0.0190650710437867,0,0,0,-0.011761648159231,0,0.0689425922626397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00193609047761533,-0.00425572102222639,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.138501055590928,0.224696743358421,0,0,0,0,0,0,0,0.0141083167105714,0,0,0.00983644952763869,0,0.0107074861333294,0,0,0.074147447052152,0,0.111064608066142,0,0,0,0,0,0.011671579746065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311812130457191,0,0,-0.00471364012843255,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00393829452857275,0,0.0802771832334993,0,0,0.0720126969887869,0,0,0,0,0,0,0.0421293623785307,0,0.0521422913102297,0.14772228787073,0,-0.0996716011253027,0.128716419769835,0,0,0.348056850012288,0,0.0729975722498958,0,0.138878440141291,0,0,0.026694925384399,0.0196852261543752,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.134433121295582,0.0670544498669921,0,0,0.124782391451179,0,0,0.165413117486898,0,0.0468846171854732,0,0,0,0,0,0,0,0.0242576666732257,0,0,0,0,0,0,0.0811062085098593,0,0.0350925313183292,0,0,0,0,0.00533956199105345,0.154213083042022,0,0,0,0,0,0,0,0,0,-0.00789984031208907,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.296199653569541,0,0,0,0.0934656172805769,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.213881352398815,0,0.196782032272799,0,0,0,0,0,0,0,0,0,0,0,0,0.00940528891631497,0,0,0,0,0,0.0117945456505007,0,-0.00397440043326187,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.0334800436714062,0,0,0,0.0725998496438476,0,0,0.137021224805403,0,0,0,0,0.0945441463088275,0,0,0.118095913853109,0,0.0190895531635328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109322111280716,0,0,0,0,0,0,0.333807231207693,0,0,0,0,0,0,0,0,-0.00398366294239754,0,0,0,0,0,0,0
X601600.SH,0.153182949454589,0,0.215284139516239,0,0,0,0,0,0,0.0900649586820772,0.126696233475578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477546984051679,0,0,0,0,0.177683531476716,0,0,0,0,0,0,0,0,0.282745094749692,-0.246430364017888,0,0,0,0,0,-0.0100594811730553,0.00232318385935039,0,0,0,0,0,0
X600585.SH,0,0,0.239429387646699,0,0,0,0,0,0,0,0.000873284752079848,0,0,0.123795098210788,0,0,0,0,0,0,0.075201324419258,0,0.15327989882657,0.0504984270546629,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0264154137411824,0,0,0,0,0,0,0,0,0.0667776831447666,0,0.000824271180509703,-0.00944276790546281,0,0,0,0,0,0
X601898.SH,0,0,0.367084109728182,0,0,0.247591967276418,0,0,0,0,0.00891329513965414,0,0,0,0,0,0,0,0,0,0,0.0113228519531002,0.0955165141185877,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0711670073298112,0,0,0,0,0,0,0.0888099245887581,0,0,0.0824897359060257,0,0.0225879784167983,0.0545857640477422,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.392873582265066,0,0,0,0,0.322286343735931,0,0,0,0,0,0,0,0,0.0839874999920318,0,0.0638370002858421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170570825557387,0.0156691494057467,0,0,0.082192434470891,0,0,0,0.113564947937778,0,0.001240970202216,0,0,0,0,0,0,0
X600688.SH,0,0.390331903334006,0,0,0,0.0144082871060442,0,0,0,0.000401044432542543,0,0,0,0,0,0.0578902891090396,0,0,-0.119621323317886,0,0,0.537274209123071,0,0,0,0,0,0,0,0,0,0,0,0.0233975381410172,0,0,0,0,0,0.138111862527855,0,0,0,0,0,0.000933034331815442,0,0,0.0682838177787702,0,0,-0.0121332435511648,0,0,0,0,0,0,0
X600111.SH,0,0,0,0.146836718677243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125048383103782,-0.00966875637805603,0,0.039750342296985,0,0,0,0,0,0,0,6.93889390390723e-18,0.0123076723161239,0,0,0,0.0308258068375181,0,0,-3.46944695195361e-18,0,0.00377458379532286,0,0,0,0,0,0.288037226316263,0,0.0779911292520861,0.0453605290138713,0,0,0,-0.00936747147511986,0.00129911394447482,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.261489932491218,0.255893816057068,0.132879874199286,0,0,0,0,0,0.112717833874781,0,0.0462151745352224,0,0.117873983957957,0,0,0,0,0,0.0515203887133821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356572784166312,0,0.0487279748115073,0,0,0,0,0,0,0,0,0.00195452640582793,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0910946119620512,0,0,0,0,0,0,0,0,0,0,0,0,-0.00424522761364534,0,0,0,0.0566713495415856,0,0,0,0,0,0.264257410804687,0,0,0.0559647840762307,0,0.0163087043519677,0,0,0.0915531922676634,0,0,0,0,0.0223043831000458,0,0,0,0,0,0,0,-0.00191293864976079,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0.0229250044251391,0,0.062373157062831,0,0,0,0,0,0,0,0,0.221955198559253,0,0,0,0.197461190655062,0,-0.160842916571815,0,0,0,0,0,0,0,0,0,0,0,0.0528022390030979,0,0,0,0,0,0,0,0.11272171464365,0,0.107758620648997,0,0,0,0,0,0.0994133177339311,0.00412550537491087,0.0106843932925444,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.26824003869755,0,0.00738694198576775,0,0,0,0.0537679614530934,0,0,0,0,0,0,0,0.0622877696670973,0,0.117012721697589,0,0,0,0,0,0,0,0.0462111836434258,0,0,0,0,0,0,0,0,0,0,0,0,0.134140695875345,0.260215611095481,0,0,0,0,0,0,0,0,0,-0.0210935559538517,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.0755478769325673,0,0,0.14471126129872,0,0.18868474413704,0,0,0,0,0,0,0,0,0,0,0.00831365776884203,0,0.0286968200604712,0.0922801995931656,0.167868905520195,0,0,0,0.207749431361519,0.0246496913156959,0,0,0,0,0,0.0189757865320204,0,0,0,0,0,0,0,0,0,0,0.00879521678774501,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0.130462368310257,0,0,-1.73472347597681e-18,0.154444441454328,0,0,0,0,0,0,0,0,0,-0.0286640403180885,0,0,0,0,0,0.330852460039401,0,0,0,0,0,0,0,0,0.00740124026825212,0,0,0,0.368140444611787,0.0176167345350326,0.0655422309471777,0.0232493430586734,0,0,0,0,0,0,0,0,0.00664555834206603,0.0277407934749169,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265424949661501,0,0,-0.013539375702471,0.0351966606013528,0,0,0,-0.0135650839497644,0,0,0,0,0,0,0,0,0,0.0364485425648411,0,0,0,0,0,0,0,-0.0348117527989077,-0.00642593198585256,0,0,0,-0.0432364944593578,0,0,0,-0.00606275926693003,0,-0.0396648377124351,-0.0118658813241583,0,0,0,0,0,0
X600583.SH,0,0,0,0.0596287953279085,0,0,0.139547328099711,0,0,0,0,0,0.0597184219603488,0,0,0.0148475641660803,0.0734365377086809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542996710627062,0,0,0.339891187693173,0,0.00326244781780241,0,0,0,0.177234540940598,0,0,0,0.0960225267472891,0,0,-1.73472347597681e-18,0,0,0.0206907174043447,0,0,0,0,0,0
X601158.SH,0,0.124250788507709,0,0,0,0,0,0,0,0,0.144083918800765,0,0,0,0,0,0,0,0,0,0,0,0.0363376407917763,0,0,0,0,0,0,0,0.0107530498203976,0,0.064182764783962,0,-0.0241831975986263,0,-0.0818015098064505,0.0387138354036518,0,0.400428282585104,0.0425459102090789,0,0,0,0,0,0.0456892585170765,0,0,0,0,0.0206932543379565,0.0211738000333263,0,0,0,0,0,0
X601992.SH,0,0,0,0.0645527751525223,0,0,0,0,0,0.245521430819604,0.0302489842512542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219853643119075,0,0.0773473414804894,0.218203319541822,0.0725582704195397,0,0,0,0,0.0850856008481829,0,0,0,0,0,0,0.0196427214593107,0.00992818033544983,0,0,0,0,0,0,0,0,0,-0.0175366272029246,-0.00663803876849036,0,0,0,0,0,0
