,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600027.SH,X600362.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X002460.SZ,X600516.SH,X000709.SZ,X600299.SH,X600352.SH,X600489.SH,X000629.SZ,X600808.SH,X600219.SH,X300072.SZ,X601158.SH,X600801.SH,X000786.SZ,X000825.SZ,X000553.SZ,X000883.SZ,X600583.SH,X000408.SZ,X000792.SZ,X601699.SH,X600339.SH,X000301.SZ,X002110.SZ,X000630.SZ,X000539.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.234820391897903,0.015108200844628,0,0,0,-0.0716208177538105,0,0,0.155445675143593,0,0.0782996582286106,0,0,0,0,0,0.0257871193057954,0,0,0,0,-0.0563140938983985,0,0,0,0,0,0,0,0,0,0,-0.105945650286567,0,0,0,0,0,0,0.0325986789958653,0,0,0,0.261248693106814,0.242126165535176,0,0,0,0,0,-0.0174397001214001,0.055131139874207,0,0,0,0,0,0
X600028.SH,0.207175852470829,0,0,0.0625337781877331,0.199798931889798,0.153336079709065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882248678682673,0,0,0,0.120736465229559,0,0,0,0,0.0965687102897603,0,0,0.0419892590638797,0,0,0,0,0,0,0,0,0,0,0.283205958564547,0,-0.150473639511192,0,0,0.103465432997942,0,-0.00523209736060427,0.131403666848499,0,0,0,0,0,0
X601088.SH,0.424970656594506,0,0,0,0,-0.123922071262766,0,0,0.0526753191272313,0,0,0,0,0,0,0,0.06298701428987,6.93889390390723e-18,0,0,0,0.0126824022518684,0,0,0,0,0,0,0,0,0.0855622995535725,0,0,0,0,0,0,0,0,0,0,0.0565566268745469,0,0,0,0,0.0546912351249625,0,0,0,0,0.000678557962044068,-0.012391127209882,-0.114467304936328,0,0,-0.0370283234738213,0,0
X600585.SH,0,0,0.102081702550023,0,0,0.236381508063351,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.083357147784533,0,0,0,0,0,0,0,0,0,0,0.0258153793587691,0.177235925635026,0,0.0636107778737328,0,0.470635186711782,-0.0115643537078129,0,0,0,0,0,0.0667048403503604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.154335933470241,0.00399429922018399,0,0,0,0.0383027026004826,0,0,0,0,0,0,0,0,0,0.134096634575839,0,0,0,0.466205144064941,0,0,0,0,0,0.0401246895123492,0.0510247077045688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00970494392508599,0.00868470907439042,0,0,0,0.0303879297696693,0,0,0,0,0.00159331961407584,0.0153827069292472,0,0,0,0.0965887744534486,0,0
X600011.SH,0,0,0,0.0779255371755298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689693898531178,0,0,0,0.031104881002389,0,0,0.0186601733004123,0,0,0,0,-0.235120364286149,0,0,0,0,0,0,0.0468334605855502,0,0,0,0,0,0.0752502691005552,0,0,0,0,0,0,0,0,-0.00312813360300143,0.0524633479598446,0,0,0,0,0,0
X600309.SH,-0.0412880210363242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525419935499359,0,0,0,0,0,0,0,0.0524338500848143,0,0,0,0,-0.650263239643471,-0.344357040070442,-0.267330857033737,0.149532338990517,0,0,0,0.464892605668809,0.262456568603103,0,0,0,0.190102728491444,0,0,0,0,0.348583185010165,0,0,0,-0.306773408327382,-0.0377596321256775,0.109927203832409,0,0.217285152619514,0,-0.325264130918683,0,0
X600010.SH,0.0692321964554341,0,0,0,0,0.00626433859733724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239063938014078,0,0,0,0,0,0,0,0,0,0,0.138558900515824,0,0.215916257571291,-0.0532513177040802,0,0.0579056523424707,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0325579868415502,0,0,0,0,0,-0.0068710183760033,-0.00742386545229286,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0401705016893762,0.00798797184586098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549464150234578,0,0,0.0984615598272032,0,0,0,0,0.52414875099387,0,0,0,0,0,0,0,0.212343047332726,0,0,0,0,-0.0498554281714537,0,0,0,0.0257844589001936,0,0,0,0,0.00959459796824774,0.0130853136043531,0,0,0,0,0,0
X601898.SH,0.255141544843493,0,0,0,0,0,0,0,0,0,0.238488057905838,0,0,0,0,0,0,0,0,0,0,0,0,-0.0566978516939303,0.0123750856030644,0,0,-0.0552485772815294,0,0.0874037860594535,0,0,0,0,0,0,0,0,0.099528849217038,0,0,0,0,0.174785160770732,0.0461589066077618,0.00627021347261596,0.176131179200946,0,0,0,0,-0.0120411028936676,0,0,0,0,-0.0568982331216083,0,0
