,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X002466.SZ,X600547.SH,X601898.SH,X000792.SZ,X601600.SH,X600111.SH,X600660.SH,X600886.SH,X000301.SZ,X000708.SZ,X600010.SH,X002271.SZ,X600795.SH,X000877.SZ,X600362.SH,X600426.SH,X600803.SH,X600027.SH,X601991.SH,X601699.SH,X600489.SH,X600176.SH,X000983.SZ,X000807.SZ,X000786.SZ,X600995.SH,X600160.SH,X600219.SH,X600688.SH,X000933.SZ,X600378.SH,X000932.SZ,X000408.SZ,X000629.SZ,X300037.SZ,X002080.SZ,X000630.SZ,X600352.SH,X600096.SH,X600157.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.296008255355411,0,0,0,0,0,0,0,0,-0.022841036497475,0,0,0.0611721491807475,0,0,0,0,0,0,0.0981629342351333,0,0,0,0,0.0183969105755557,-0.0724341288476257,0,0.0580632606295293,0,0,0,0,0.064492007281097,0,0,0,0.121690192271779,0.0410613955491368,0,0,0,0,0.0583577694270177,0,0,0,-0.0810165653993459,0,0,0,0.0356738292604775,-0.031619764785961,0,0,0,0,0,0
X600028.SH,0.47161025143182,0,0.0643479023709059,0,-0.178987917950018,0,0,0,0,0,0,0.144786927355331,0,0,0,0,0,0,0,0,0,0,0,0,0.119270161236627,0,0,0.0116778858757389,0,0.00403970293696213,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543304970220504,0.0277207784602605,-0.0272071272793134,0,0.130702551641146,0,0,0,0,0,-0.0474454739573408,0,0,0,0,0,0
X601088.SH,0,0.154872668044458,0,0,-0.168596950293403,0,0,0,0,-0.0434458752267109,0,0.28708921493646,0,0,0,-0.0430693733854524,0,0,0,0,0.0625534639279505,0,0,0,0,0,0,0.210016073297527,0.188373583184184,0,0,0,0,0.0261206314672519,0,-0.0483729082226763,0,0,0.0634412979878875,0.055389834580631,0,0,0,0,0,0.0258877004159053,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X600309.SH,0.0677602288115967,0,0,0,0,-0.0128149438710402,0,0,0,0,-0.0740188616805051,0,0,0,0,0,0,0,0,0,-0.0253915558345109,0,-0.127417936102334,0,0.309009454755598,0,0,0,0,0,0,0,0.117816708920723,-0.0266622361461191,0,0,0,0,0,0,0,-0.0545088574561305,0,0,0,0,0,0,0,0,0,0.0198329553145376,0.00505286974647988,0,0,0,0,0,0
X600188.SH,0,0,0.314692607174796,0,0,0,0,0,0,0,0,0.292819137634681,-0.112724885001367,0,0,-0.238985766271247,0,0,0,0,0.0457088494524085,0,0,0,0,0,0,0,0.296177620624133,0,0,0,0.073438565481515,0,0,0,0,0,0.125000683845562,0,-0.168614381222178,0,0,0,0,0,-0.114234981346575,0,0,-0.0123482052636354,0,-0.0271239997623616,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.00602975345352694,-0.145597870089904,0,0,0,0,0,0,0,0,-0.0745334303275385,0,-0.228319486071293,0,0,0.080397555663826,0.516370652652911,0,0,0.0645272478615945,0,-0.0346665305017068,0,0,0,0,0,0,0,0.12103440750211,0,0,0,0,0.0521071157728032,0,0,0,0,0,-1.73472347597681e-18,0.00429450108116173,0.00936470146917558,0,0,0,0,0,0
X600019.SH,0.248429103851339,0.162464872947671,0,0,0,0,0,0,0,0.0327149586652867,0,0.10710361665045,0,0.043467085423772,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0785929864088755,0,0,0,0,0,0,0,0.0313923714642328,0,0,0,0,0.0500760846826929,0,0,0.0781234994886812,0,0.0577199442342604,0,0,0,-0.0427498871089106,0,0,0,0,0,0,-0.0135585987898918,-0.0341636569681793,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.00870571573445104,0,0,0,0,0,0,-0.0121134727772615,0,0,0,0,0,0,0,0,0.165794740071877,0,0.252472250049853,0,0,0,0,0,0,0,0.0237945390693193,0,0,0,0,0,0,0,0.105434524650752,0,0,-0.0642146766207951,0,0.011257736295254,0,0,0.0531747406648373,0,0,0,0,0.0119588565846521,0.00670632363033309,0,0,0,0,0,0
X002460.SZ,-0.124767087583376,0,0,0,0.0776646217686315,0,0,0,0,0.810056591739362,-0.000264296802611049,0,0,0,0,0,0,0,0,0,-0.0265354229010534,0,0.108458055028511,0,0,0,0,0,0,0,0,0,0.0864268086701901,-0.0737219388107582,0,-0.0160535350991827,0,0,0,0,0,0.0240241409135724,0,0,0,0,0,0,0,0.00545053345541101,0.0711408229917741,0,0,0,0,0,0,0,0
X002466.SZ,0,-0.0967553728349048,0,-0.0433135915334754,0,0,0,0,0.342207339238504,0,0,0,0,0,0,0,0,0,0,0,0.178073828045012,0,0,0,0,0,-0.0774945057331988,0,0,-0.00108499003426843,0,0,0,-0.0773671933859094,-0.178875607431107,0.0534613825546421,0,0,3.46944695195361e-18,0.0506967367662056,0,0,0,0,0.0808182023416579,0,0,0.0620035804970774,0,0.475491363730854,-0.174367466323776,0,0,0,0.0299123869709806,0,0,0,0
