,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X002460.SZ,X000708.SZ,X600660.SH,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X002466.SZ,X600362.SH,X600801.SH,X600188.SH,X002271.SZ,X600352.SH,X600795.SH,X601991.SH,X000786.SZ,X600688.SH,X002353.SZ,X600111.SH,X000723.SZ,X601992.SH,X600176.SH,X600027.SH,X600583.SH,X600489.SH,X600516.SH,X600426.SH,X600299.SH,X000898.SZ,X600219.SH,X601158.SH,X000932.SZ,X000792.SZ,X600612.SH,X000883.SZ,X000709.SZ,X000553.SZ,X000818.SZ,X000401.SZ,X002080.SZ,X000630.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0868262453751365,0.0826373903895908,0,0.0200331237744345,0,0,0,0.030804352595516,0,0.0110980926225396,0.00356292223518674,0,0,0,0,0,0.393141871248409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104923883263338,0,0,0,0.0472567493475201,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.00856011620013428,0.0103631612632277,0,0,0,0,0,0.0316592011158998,0,0,0,0,0,0,0,0.0180995729580635,0.309469328994527,0,0,0,0,0,0,0.0147907364820166,0,0,0,0,0.060368800170027,0,0,0,0,0,0,0,0.0228769840757818,0.0491372357773575,0,0,0,0,0,0,0,0,0,0,0.0084358071388092,0,0
X601088.SH,0,0,0,0,0,0.19728103338061,0,0,0,0.0242472695445434,0,0,0,0,0,0.0194370522025881,0,0,0.212840471157878,0,0,0,0,0,0.0253697271414181,0,0,0.135957605027962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275546003354042,0,0,0.0113239690475537,0,0,0,0.00120182640434041,0,0,0,0,8.67361737988404e-19,0,0
X600585.SH,0,0,0,0,0,0.0871274365155479,0,0,0,0,0,0,0,0,0,0,0,0.483572251749461,0,0,0,0,0,0,-0.0943774639622095,0.0577930260533905,0,0,0,0.0278490911410228,0,-0.0454318535100863,0,0,0.0243749731716774,0.0393377838003217,0,0,0,0.00639807817471835,0,0,0,0,0,3.46944695195361e-18,0.0754992627533308,0,0,0,0,0.000415869432679357,0.0404304293730119,0,0,0,0.0554240039967799,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0649645488037821,0,0,0,0,0,0,-0.191764752084675,0.063959354064702,0.31701227895928,0,0,0,0,0.0345147685866235,0,0,0,0.17389179054237,-0.0416095581432794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555570568160484,0,0,0,0,0,0,-0.024469547214409,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0651942413503632,0,0.0296254175659985,0,0,0,0.070340740885864,0.130295517243593,0.0626337704767653,0.15032650531073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365346651028026,0,0.0976764470996964,0,0.133635771996136,0,0.0571342731228602,0,0,0,0,0,0.0382043451780283,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.0234472558561719,0,0,0,0,0,0,-0.0305774009420511,0,0,-0.162474129704818,0,0,0,0,0,0,0,0,-0.00429164160914118,0,0,0,0,0.989131726969802,0,0,0.0161169481474516,0,0,0,0,0,0,0,0,0,0.0167673699765837,0,-0.0376069430709943,0,0,0,0.0611717024353806,0.00161828602999523,0,0,0,0.114879750680563,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0484919075288745,0.0608865431826402,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.183964682663941,0,0,0.0464068209699672,0.271403785359131,0,0,0,0,0.0292059519388697,0,0,0,0,0,0,0,0,0,0,0,0.0727388954477372,-3.46944695195361e-18,0.101457975822821,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.023798508047438,0,0,0,0,0,0,0,0.0325257452977863,0,0,0,0.221118359571165,0,0,0,-0.129997940761048,0,0,0,0.0760605864991404,0,0,0,0.390456758724214,0,0,0,0,0,0,0,0,0,0,0,0,0.142445978319654,-1.0842021724855e-19,0.0512492980860416,0,0,0,0,0,0,0,0,0,0.0201736877026007,0,0
X000708.SZ,0,0,0,0,0,0,0,0,-0.216172473766613,0,0,0,0,0,0,0,0,0,0,0,0.395010919775946,0,0,0,0,0.187674588071048,0,0.0222712548821701,0,0,0,0.0553603679548682,0,0,0,0.114088610281402,0,0,0,0.277367022805107,0,0,0,0,0,0,0.0439894080950398,0,0,0,0,-0.00613301494867728,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.125278399029458,0,0,0,0,0,0,0,0,0,0,0,0,0.0401903144465451,0,6.93889390390723e-18,0,0,0.0627629572200316,0,-0.0648965893632707,0,0,0,0,0,0,0,0.119849201914702,0,0,0.328075050564568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030470796914834,0,0,0,0.0299935695064548,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.129141596382347,0.0721056716420727,0,0,0,0,0,0,0,0.0527962965093558,0.274473496358986,0,0,0,0,0,0,0,0,0.0298861023315919,0,0,0,0,0,0,0,0,0,0,0,0.122531496241843,0,0.15757696893455,0,0,0,0.0278029270245013,0,0,0,0,0,0,0,0,0,0,0.00657899135048313,0,0
X600886.SH,0,0,0,0,0,0,-0.111226733754484,0,0,0,0,0,0,0,0,0,0,0.101780505420407,0,0,0.0594954447104308,0.138378524697976,0,0,0,0,0,0.0468001270702847,0,0.250517735134933,0,0,0,0.0141406054748822,0,0,0,0,0,0,0.114162112707812,0,0,0,-0.0867364293300749,0,0,0,0,0,0,0.00740968082562656,0,0,0,0,-0.0305025485262598,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0520917453948229,0.0819303065700994,0,0,0,0,0.128328137259996,0.0468291029710514,0,0.0239032654573584,0.376898771924213,0,0,0,0,0,0.0495405860590856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327431834378872,0,0,0,0,0,0.0552506943364811,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0610303675752264,0,0,0,0,0,0,0,0,0,0,0,0.162137943858787,0,0,0,-3.46944695195361e-18,0,0.173001821534902,0.144265190255136,0,0,0,0,0,0.206513590334561,0,0,0,0.0634790821630705,0,0.0285441648126263,0,0,0,0,0,0.0010348486765676,0,0.0299330755004117,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.0239257599909727,0,0,0.716206640621471,0.00495173568512706,0,0,0,0,0,0,0,0,0,0.130787652316528,0,0,0,0,-0.0457212786213046,0,0,0,0,0,0,0.117613241523459,0,-0.440544866666557,0.0523770586791368,0,0,0,0,0,-0.22711902374984,0,0,0,0,0,0.120784474963029,0,0,0,0,0.256119969532593,-0.162774688367933,0,0,0,0.246237576011274,0,0
X600362.SH,0,0,0,0,0.0660544888315517,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0788939917701963,0,0,0,0,0,0,0,0,0.129640657040195,0.104697470870294,0,0.00611534085244721,0,0,0,0,0,0,0,0.309152170204353,0,0.0172089573358138,0,0,0,0,0,-0.071821454059473,0,0.107341345060719,0.149754075779347,0,0,0,-0.021774571749789,0,0,0,0,0,0
