,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600660.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600011.SH,X000786.SZ,X600886.SH,X600176.SH,X600426.SH,X601600.SH,X601898.SH,X600362.SH,X600010.SH,X600801.SH,X600188.SH,X600352.SH,X600489.SH,X601991.SH,X600111.SH,X600795.SH,X000301.SZ,X600688.SH,X600803.SH,X002466.SZ,X600299.SH,X000932.SZ,X002080.SZ,X600027.SH,X002075.SZ,X300037.SZ,X600486.SH,X601992.SH,X600219.SH,X601168.SH,X002353.SZ,X600315.SH,X000898.SZ,X600529.SH,X000027.SZ,X000883.SZ,X002409.SZ,X000723.SZ,X601158.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.0145243773544688,0,0,0,0,0,0.0850852966555616,0,4.33680868994202e-19,0.159854299279056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258888029643547,0,0,0,0,0,0,0,0,0.0336725780306945,0.0287410586170603,0,0,0,0,0,0,0,0,0,0,-0.000326720367294315,-0.0061979239917725,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082001917050275,0,0,0,0.0349856964474534,-0.00621117408341575,0,0,0,0,0,0.0458004809365819,0,0.018389063896475,0,0,0.00590302311491367,0,0,0.0330445171887387,0,0,0,-0.0142650124124589,0,0.0645226865373002,0.0280912487446049,0,-0.0152528340239541,0,-0.00527860329059273,0,0,0,0,0,0,-0.00474733734320775,0,0,0,0,-0.0143975788789725,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0984556257076052,0,0,0,0,-0.00812797890250541,0,0,0,0,0,0,0.324808766658341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168812221490229,0,0
X600585.SH,0,0,0,0,0.0424888269959942,0,0,0,0,0.0464572420404588,0,-0.0389340665060277,0,0,0,0,0,0,0,0,0,0,0,0.0985813612977368,0.0679064176526832,0,0,0,0,0,0,0,0.000112250882506836,0,0,0,0,0,0,0,0,-0.0390385024736445,0.100248338984329,0,0,0,0,0,0,0,0,0.00905341976331176,0.00435345758026711,0,0,0,2.16840434497101e-19,0,0
X600309.SH,0,0,0,0,0,0,0.350005517623528,0,0,0.021055483177492,0,-0.0770152134436329,0.00276708301311624,0,0,0.144437594958859,0,0,0,-0.066229697945806,0,0,0,0.118861142580912,0,0.0140383949006274,0,0,0,0,0.139705954398648,0,0,0,0,0,0.14943297699568,0,0,0,0,0.21908233223614,0,0,-0.196322867755021,0,0,0,0,0,0,8.67361737988404e-19,-0.0205937324485188,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570727729620815,0,0,0,0,0,0,0.0258449941631639,0,0,0,0,0.0123824294888745,0,0,0,0,0,0,0,0,0,0.0980179174454568,0,0.0659310589671589,0,0,0,0,0,0,0,0,0.0429687192901656,0.0586573406819585,0,0,0,0.0220779966057515,0,0
X600547.SH,0,0,0,0,0.00762843619049279,0,0,0,0,0.149763858842382,0,0,0,0,0,0.0211405814466609,0,0,0,0,0,0,0,0.593137361832048,0,0,0,0,0,0,0,0,0,0,0,0,0.0136345193035698,0,0,0.0801789804979191,0,0,0.0311530167894169,0,0.0336387615016424,0,0,0,0,0,0,-0.0158411762910863,-0.00986708363721462,0,0,0,0.00322660212247393,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.0632001971530325,0,0.0385974024851504,0,0,0,0,0,0,0,0.149633838934937,0,0.053525981173783,0.0927233257209696,0,0,0,0,0,0,-0.0701591716730472,0,0,0,-0.043439111110776,0.0463588712637229,0.303613180999291,0,0,0,0,0.0136738214884428,0,0,0,0,0,0,0,0,0,0,0.0525808201638866,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.125742130217635,0,0,0,0,0.0210980662333988,0.0828258063829938,0,0,0,0,0,0,0,0,0,0.0751296130761721,0,0,0,0,0,0.0940117290192525,0.0404809434987739,0,0,0,0,-0.123762617703899,0,0,0,0,-0.0197729988115573,0.0496615981322596,0,0,0.0288905856626149,0,0,0,0,0,0,0.00401706804669358,-0.0483341001246293,0,0,0,0.0648402754558611,0,0
X002460.SZ,0,0,0,0,0,0,0,0.00529406300131028,0,0,0.114871044523126,0,0,0,0,0,0,0,0,0,0,0,0,0.139458103930443,0,0.0452221957185338,0,0,0,0,0.316421000821697,0,0,0,0,0,0.243287233301761,0,0,0,0.16111990894415,0,0.0392715206527433,0,0,0,0,0,0,0,0,0.00130680318042272,0,0,0,0,-0.0345098070395966,0,0
