,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X600010.SH,X600660.SH,X601898.SH,X000792.SZ,X601600.SH,X600362.SH,X600489.SH,X600688.SH,X600188.SH,X600352.SH,X000786.SZ,X601991.SH,X600795.SH,X600027.SH,X600111.SH,X601992.SH,X600299.SH,X002075.SZ,X600176.SH,X600426.SH,X000401.SZ,X600529.SH,X600486.SH,X000723.SZ,X600315.SH,X002466.SZ,X601158.SH,X002353.SZ,X600219.SH,X600126.SH,X000898.SZ,X600612.SH,X600516.SH,X000932.SZ,X000883.SZ,X000553.SZ,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.190327343805401,0,0,0,0,0,0,0.0799641354863118,0,0,0,0,0,0.0168437884879481,0,0,0,0,0.0602809717026979,0.000562646909615625,0,0,0.0261281484889571,0,0,0,0,0,0,0.054563719287438,0.0933165820375347,0,0,0,0.0216562975272566,0,0,0.0206060274271358,0,0,0,0,0,0,0,0,0,0,0,0,-0.000548720494900465,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,-0.0329291933056047,0,0,-0.0291057561749486,0.117653395621059,0,0,0,0,0,0,0,0,0,0,0.0653738807924392,0,0,0.00654104491770446,0,0,0,0,0,0,0.0542680825177977,-0.0259253295637479,0,0,0,0,0,0,0,0,0,0.0661532006292853,0,0,0,0,0.0643407982588075,0,0,0.023624204493512,0,0,0.00646113915333982,0,0,0,0,0,0,0
X601088.SH,0,0.042998249859815,0,0.102538541336534,0,0,0,0,0,0,-0.0622990353868443,0,0,0,0,0,0,0,0.0719276152437224,0,0,0.0183850547692358,0,0,0,0,0,0,0.156897849299179,0,-0.201273357044864,0.0847543939261461,0,0,0.0422096088824118,0,0,0,0.0407916153348161,0,0,0,0,0,0,0,0,0,0,0,0,0.0107122774721782,0.0438566237917556,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.122008744794509,0,0,0,0,0.00421971037936557,0,0.495498159451909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363120081630141,0,0,0,0.00665096153511865,0,0,0,0.0298066436845677,0,0,0,0,0,0,0,0,0,0,0,-0.0733482734234319,0,0.00436051538015704,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0119979010472403,0,0,0,0,0,0,0,0,0,0.00764560906538665,0,0,0,0,0,0,0,0,0,0,0.114116118564638,0.200950649592769,0,0.0294741891031431,0,0,0,0.131319821151345,0,0.0282020081530841,0,-0.0109489164079579,0,0.279096820581771,0,0,0,0,0,0,0.00722309160144824,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.677788118869967,0.0293702715214839,0,0,0.110031127518461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338578217459142,0,-0.0202187031845615,0,0.0150942135082632,0,0.304458165041182,0,0,0,0.0408007533425408,0,0.0159044119500206,0.0187818058879707,0.0338191584450384,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0522300388371965,0,0,0,0,0,0,0,0,0,0.0223887864435968,0,0,0,0.0577707498043132,0,0.0978950446162808,0,0,0.0953575558013801,0,0,0,0.0640705837567268,0,0,0,0.0122253725682645,0,0,0.000557778769550835,0,0,0,0.038091034550055,0,0,0,0,0,0,0,0,0,0,0,0,0.020587492073877,0.0402203002524743,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.114873883706527,0,0,0,0,0,0.106897192273765,0,0,0.308360013632965,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.116641734166645,0,0,0,0.0550018925568654,0,0,0,0,0,0,0,-0.118720105929086,-0.00979785499550497,0.0296976806438191,0,0,0,0,0,0
X600011.SH,0,0,0.281338913590344,0,0,0,0,0,0,0,0,0,0,0,0.00187574070358269,0,0,0,0,0,0,0,0,0,0,0,0.256813371007891,0,0,0.148788154518692,0,0,0.0463164185915452,0,0,0,0,0.0490112603634569,-0.105003021155303,0,0,0,0,0,0.103193619942299,0,0,0,0.106281447935374,0,0,0.00607249826530475,0.0374280482147034,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.14407814501125,0,0,0,0.425308783060971,0,0,0,0,0,-0.0742125843498284,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0824863491753764,0,0,0,0.244438935505036,0,0,0.0370800142426341,0.164365986523974,0,0.145756598467371,0,-0.0435503260061512,0,0,0,0,0,0,0,0.0517697122812659,-0.00863036672560657,-0.020603385864737,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0876409103314304,0,0,0.159418088772656,0,0,0,0,0,0.182723700755473,-0.120528633390867,0,0.0890042684359619,0,0.16648252151114,0,0,0.00431726562396503,0,0,-0.111894887201486,0,0,0,0,0,0,0,0,0,-0.0628267800338748,0.00703466050609094,0.011928091471093,0,0,0,0,0,0
X600801.SH,0,0,0,0.0802565534117629,0.0055208732693507,0,0,0,0,0,0.0253408427067189,0,0,0,0,0,0,0,0,0,-0.000268294491330133,0,0,0.0214673061793473,0,0,0,0,0.0237629574868911,0,0,0.121328724948013,0.0283243550494924,0.325909623102416,0,0,0.0552397531778521,0,0,0,0.00864852734784765,0,0.0459278207312525,0,0,0,0,0,0,0,0,0.00723110736828066,0,0,0,0,0,0,0
X600886.SH,0,0,0.216335361712171,0,0.111197099131883,-5.42101086242752e-20,0,0,0,0.0560619945646139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119133819948568,0,0,0,0.042070379282564,0,0,-0.0491480132841105,0,0,-0.0043640511843607,0,0,0,0,0,-0.0254024022148228,0,0,0,0.0527829006957134,0,0,0,0,-0.00185671735611096,0,0,0,0,0,0,0
