,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600660.SH,X600547.SH,X601600.SH,X600886.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X600010.SH,X600111.SH,X000708.SZ,X600027.SH,X600803.SH,X002460.SZ,X000301.SZ,X601991.SH,X600426.SH,X000983.SZ,X600160.SH,X600219.SH,X601699.SH,X002466.SZ,X000786.SZ,X000807.SZ,X000630.SZ,X600176.SH,X002128.SZ,X600096.SH,X000408.SZ,X601168.SH,X600985.SH,X000933.SZ,X000877.SZ,X600378.SH,X000883.SZ,X600995.SH,X600352.SH,X600299.SH,X002353.SZ,X600688.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.564526458346744,0,0,0,0.117751528763203,0,0,0,0.0211660195348555,0.194864856274172,0,0,0,0,0.245803800484291,0.103883920213132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215316220851588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546192507296839,0,0.0504048083946406,0,0,-0.0782097185837545,0,0,0,-0.0435352132588865,0,0
X600028.SH,0.476787638508056,0,0,0,0.115070852942459,0,0.0139902779001451,0,0,0,0,0,0,0.031098128539855,0,0,0,-0.00380492329885087,-0.177454991956272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802950502115996,0,0,0,0.000589814325819187,0,0,0,0.0374726625357482,0,0,0,0,0.0152788206165024,0,0
X601088.SH,0,0.230941619707108,0,0,0.063191360449471,0.260166625660855,0,0,0,0,0,0,0,0.0500743886415288,0,0,0,0,0,0,0,0.0344222902368225,0,0,0,0,0,0,0,0,0,0,0,0,-0.06022118488341,0,-0.013298451225345,0,0,0,0,-0.00818931454911316,0,0.0185118751833867,0,0,0,0,0,0,0,0,-0.0307375139573082,0,0,0,-0.00674375992644681,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0684449214229348,0,0,0,0,0,0,0,-0.15776009975744,0,0,0,0,0,0,0,0,0.314214719743194,0,0,0,0,0,0,0,0,0,0.268467712587801,-0.0331305569946337,0,0,0,0,0,0.14778571731393,0,0,0,0,0.0526953404579272,0,0,0,-0.038849976822784,-0.0705600272759479,0,0,0,-0.025661455601451,0,0
X601898.SH,0,0.337880136447684,0,0,0,0.141639232078474,0,0,0,0.0813624396168803,0.0227126301388827,0,0.0547620270587759,0,0,0,0,0,0,0,0.0545162962009151,0,0,0,0,0,0,0,0,0.142993249374425,-0.0134799087953297,0,0,0,0,0,0,0,0.118467526081396,0,0,0,0,0,0,0,0,0,0,0.0836938968471248,0,0,0,0,0,0,0.0130250963684221,0,0
X600188.SH,0,0,0.253144322509772,0,0.0489377940626437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157196992969762,0,0,0,0,0,0,0,0,0.603461334856629,0,0,-0.108237931084703,0,0,0,-0.105092045419221,0.075859030326691,0,0.430811169111785,-1.38777878078145e-17,0,0,0,0,0,0,-0.0846083557005018,0,0,0,0,0.054781160534243,0,0,0,0.0169546703763225,0,0
X600019.SH,0,0.415935088935452,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.465900632205872,0.041832477581318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0842428965477739,0,0.115817976834886,0,0,-0.0393115543459351,-0.185810722590062,0,0,0,0,-0.0142262645351797,0,0,0,0.0828731580336392,0,-0.20646784887719,0,0,-0.00364900324619833,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0517435449703565,0,0,0,0.1990398750589,0,0.172117514649321,0,0,0.0847786148016541,0,0,0,0,0.161804354514231,0.221336949420717,0,0,0,0,0,0,-0.169505560414123,0,0,0,0,0,0,0,0,-0.0829313651810115,0,0,0,0,-0.110812352978404,0,0,0,-0.0648428160061592,0,0
X600547.SH,0,0,0,-0.0813359818016179,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.688090854871267,0,0.0201414984412393,0,-0.0649487629168529,0,0,0,0,0,0,0.186306091893157,0,0,0,0,0,0,0,0,0,0,0.0254702503236253,0,0,0,0,0,0,0,-0.326213613914285,0,0,0,0,0,0,0,0,0,0.0270605030006234,0,0
X601600.SH,0.00270567739071244,0,0,0,0,0,0,0,0,0,0,-0.144940965025433,0,0,0,0.414542134747863,0,0,0,0,0,0,0,0,0,0,0,0.0413899766728599,0.154485296303733,0,0,-0.0426997843552501,0.0303393394831148,0.0491387623643426,0,0.271382027227306,0,0.0395521317338481,0.298607359806725,0,0,0,0,0.141495379119249,0,0,0,0,0,0,0,-0.0220832644748128,0,0,0,0,0,0,0
X600886.SH,0.314844859640509,0,0,0,0,0,0,0,0.12066505569613,0,0,0,0,0.178658072087365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0969018500989512,-0.185952180265912,0,0,0,0,0,-0.201580937252585,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307873255265097,0,0.0311846680668605,0.0896955907535002,0,0,-0.00757098697821761,0,0
