,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600547.SH,X601600.SH,X600585.SH,X600660.SH,X600886.SH,X000792.SZ,X600795.SH,X002466.SZ,X600362.SH,X002460.SZ,X000708.SZ,X600010.SH,X600111.SH,X600027.SH,X000301.SZ,X600489.SH,X600160.SH,X601699.SH,X000877.SZ,X600803.SH,X000983.SZ,X600426.SH,X601991.SH,X000630.SZ,X000408.SZ,X000786.SZ,X000807.SZ,X000933.SZ,X601168.SH,X600176.SH,X600985.SH,X600612.SH,X002271.SZ,X600219.SH,X002128.SZ,X000932.SZ,X600096.SH,X000883.SZ,X000027.SZ,X600348.SH,X002353.SZ,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.15257790336172,0.264126881461428,0,0,0,0,0,0,0.0343619008146388,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,-0.0398392307439331,0,0,0,0,-8.67361737988404e-19,0,0,0.119801546629477,0,0,0,0.103180408106998,0,0,0,0,0,0.0218624248084267,0,-0.0215501920448497,0,0,0,0,0,0,0,0,0,0,0.00260386034938605,0,0.0818945093428541,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0530269779477651,0,0,0,0,0,0,0,0,0,-0.0975127064354694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173751588302068,0,0,0,0,0,0.11520077555222,0,0.0127768341738487,0,-0.0894570925169898,0,0,0.131276035155473,0,0,0,0,0,0,0,0.00232282249730432,0,0,0,0,0,0,0
X601088.SH,0.0223022849225189,0,0,0,0.153968553520785,0,0,0.284191726440834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00903951067020287,0,0,0,0,0,0,0,0.0152882116165604,-0.0720448103703906,0.168240190105569,0,0,0,0,0,0,0,0,0,0.0987560170032077,-0.0284436773244476,0,0,-0.0238504889782425,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00764546372070633,0,0,0,0.117253240551384,0,0,0,0,0.174585273023201,0,0,0,0,0.182055645193152,0,0.0532945991024151,0,0.0400607084188066,0.0775305066867618,0,0,0,0,-0.112367800248788,0,0,0,0,0,0,0,0,0.0277473806352354,0.0985470339557065,0,0,-0.0685847226033345,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.161266104337982,0,0,0.011024508632912,0,0,0,0,0,0,0,0,0,0,0,0.00739190626092162,0,0,0.0812372648056365,0,0.346429682732512,0,0,0.13682942513481,0,0,0,0,-2.77555756156289e-17,8.67361737988404e-19,0,0,0,0,0,0,0,0.137647526929039,0.0409041756998286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.24080364957247,0,0,0.641084866057683,0,0,0.0960857068977209,0,0,0,0,0,0,-0.0277189227977063,0,0.178441291770858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595617330936148,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113211594448657,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0881725024694077,0,0,0,0,0,0,0,0.0622665403382998,0,0.0350758213230679,0,0,0,0,0,0,0,0,0.0129680446643957,0,0,0,0,0,0,0,0,0,0,0,0,0.0898646387533132,0,0,-0.0125156759745281,0,0,0,0.113862289514936,0,0,0,0,-0.0594545737358304,0.0145645337325113,0,0,-0.0133907762125388,0,0,0,0,0,0
X600011.SH,0.0109742378709326,0,0,0,0,0.178364731836371,0,0,0,0,0,0,0,0,0.125331713894229,0,0,0,0,0,0,0.277958562478864,0,0,0,0,-0.0418075867243833,0,0,0,0.153388880802764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00603064143737415,0,0.0295138584925875,-0.056669154568417,0.0484313832799429,0,0,0,0,0
X600547.SH,0,0,0,0,-0.245987950216512,0,0,0,0,0,0,0,0,0,0,-0.0501800233851352,0,0,0,0,0,0,-0.0091117623071639,0.833990267650212,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504591097645883,0,0,-0.00857268769588633,0,0,0,0,0,0,0,0,0.0811304893182434,-0.0246394291966489,0.0229582590745389,0,-0.105742847906642,0,0,0,0,0
X601600.SH,0.181635715318738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194429412033422,0,0.216030499639988,0.126658749312364,0,0,0.132084984207281,0,0,0,0.075305142442105,0,0,0,0,0.0588745406802508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00801706229796058,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.111609601851844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731431326875213,0,0,0,0,0,0,0,0,-0.0769272089182077,0,0,0,0,0,0,0,-0.0594539833923671,0.28543548656373,0,0,0,0,0,0.0721307917571523,0,0,0,-0.00704371117195325,0,0,0,-0.02783577168404,0.025467848234015,-0.125649308339792,0,0,0,0,0
X600660.SH,0.228406467722408,0,0,0,0,0,0,0.00864173786596792,0,0,0,0,0.166862794486541,0,0,0,0,0.0221327731224222,-1.73472347597681e-18,0,0,0,0,0,0,-0.00460574720687051,0,0,0,0.0496828284856128,0,0,0,0.0103858406551773,-0.0795511888520728,0,-0.00226459649117252,0,0,0,0,0,0,0,0,0,0,-0.203060124402436,0,0.0477878461071968,0,-0.000231471781287001,0.0600032684166154,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0565497364287257,0,0,0,0,0,0,0.000575695200480758,0,0,0.41285727410689,-0.0283751181660513,0,0,0,0,0,0,0,0,0.0112555403217038,0,0,0,0,0,0,0,0,-0.017529732310594,0,0,0,0,0.00619463877733059,0,0,0,0,0,0,0,0,0.0914733986145659,0,0.00588442432774955,0.0789504964325236,0,-0.0169394695857546,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.0800449062293767,0,0,0,0,0,0,0.261994785525316,0,0,0,0,0.0920149418243227,0,0,0,0,0,0,0,0,0.0136599174764624,0,0,0,0,0,0,0.0313106573591697,0,0,0.0650634678240775,0,0,0,0,0,0,0.0601903418093838,0,0.0236611138834947,0.0444048768463255,0,-0.00669133159445487,-0.00160179259241069,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.227158272647431,0,0,0,0,0,0,0,0.256484844121829,0,0,0,0,0,0,-0.0307077338074452,0,0.350466425965511,0,0,0,0,0,0,0,0.017805447309499,0.0483004046220133,0,0,0,0,0,0,0,0,0.0189089802686338,0,0,0,0,0,0,0.0410264118780914,0,0,0,0,-0.0093323685218414,0,0,0,0,0,0,0
X002466.SZ,0.00500569969231542,0,0,0,0,-0.268501766578288,0,0,0,0,0,-0.0969985561426475,0,0,0,0,0,0.70469281334066,0,0,1.73472347597681e-18,0,0.0591411767091396,0,-0.0521453677520788,0,0,-0.068984981614589,0,0,0,0,0.235443185173489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135416241755681,0,4.33680868994202e-19,0.197890776979211,0.00606380212866708,-0.033066546215292,-0.0443071207956441,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103820248927925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263651308831297,0,0,0.0839909504986875,0,0.096452384895738,0,0,0,0,0,0,0,0.114140830708001,0,0,0,0,0,0,0,-0.0141085688033238,0,0,0,0,0,0
X002460.SZ,0,0,0,0.207751859900399,0,0,0,0,0,0,0,0,0,0,0,0.747944486268549,0,0,0,0,0,0,0,0,0.0370910822059507,0,0,0,0,0.0340355427144623,0.053573575867922,0,0.0669637901912507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249370017762936,0,0.0223768386072949,-0.0666929620259524,0,0,0,0,0,0
X000708.SZ,0,0,0,3.46944695195361e-18,0,0,0,0,0.0942806996400844,0,0,0,0,0,0,-0.0405458031357023,0,0,0,0,0,0.0237057008216065,0,0,0,0,0,0,0,0,0,0,0,0,0.12266206659263,0,-0.0842982707678755,0,0,0,0,0,0,0.235329573651184,0.0343299800266367,0,0,0,0,0,0,0,0.0626135126240365,0,0,0,0,0,0
X600010.SH,-0.0868420780868263,0,0,0.0083640110703654,0,0.220456138528276,0,0,0,0,0.0557202890699742,0,0,0,0,0.0238233353027267,0,0,0,0,0.247269983675763,0,0,0,0,0,0,0,-0.183401572136372,0,0,0,0,0,0.0807573128105394,0,0,0.0412243259438354,0,0,0.0462331454722538,0,0,0,0,0,0,0,0,0,0,0,0.0260167492927698,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143904884173132,0,0.105603433925094,0,0.00185941777281806,0,0,0,0,0,0,-0.0442501058890128,0,0,0,0,0,0,0.122237608703611,0,0,0.103049529016725,0,0.00136128171291513,0,0,0,0.0350253161127315,0,0,0,0,0,0,0,0.104672859651457,0,0,-0.00106443011274166,-0.0119422895178908,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.351342348898209,0,0.0892910692587044,0.0706454425279767,0,0,0,0.450992401452681,0,0,0,0,0,-0.143824526525103,0,0.0278639910675949,0,0,-0.047187863958523,0,0.0924888965485738,0,-0.150225371688817,-3.46944695195361e-18,0.169915122283551,0,0,0.169816066355298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646993332946645,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,-0.0285547761123603,0,0,0,0,0,0,0,0.0098958242735619,0,0,0.0729863599796487,0,0,0,0,0,0,0,0.0493673950075029,0,0,0,0.0973246029715913,0,0,0,0,-0.0318314147630128,0,0,0,0,0,0,0.206066230679834,0,0,0,0.0711923623433336,0,0,-0.0880797925633601,0.0525320254567389,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.466347934246601,0.127488832900845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771475205159135,0,0,0,0,0,0.06181613512262,0,0,0,0.0206755165921427,0,0,0,0,0,0,0,0,0,0.196943259311669,0,0,0,0,0.0135930217358931,-0.026647791903706,-0.019383991583579,0,0,0,0,0,0,0
X600160.SH,0,0,0,0,-0.0129181816510488,0,0,0,0,0,0,0,0,0,0,-0.165405207937666,0,0,0,0.108450573375045,0,0,0.110916756096839,0.107000444839876,0,-4.33680868994202e-19,0,0.154688169074017,0,0,0,0,0,0,0,0,0,-0.0947117144776574,0,0,0,0,0,0.168020094948709,0.0544350283072216,0,0.0771120562707642,0,0.0692412251224342,0.189578910242735,0,0,-0.0116253273850918,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732999282861369,0,0,0,0.0602733001792933,0,0,0,0,0,0,0,0,-0.0858297528582053,-0.0904263117469755,0.425838856460687,0,0,0,0,0,-4.01947807065702e-06,0,0,-0.305793558597951,0.269157063812231,0.0025674098648963,0,0,0,0,-0.178045565733715,0,0,0.385546828865217,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,-0.0459782324308546,0,0,0,0,0,0.12928184200167,0,0,0,0,0,0,0,0,0,0,0.042514207110375,-0.032797939703873,0,0.478018625233814,0,0,0,0,0,0,-0.257107877237948,0,0,0,0,-0.169346770420388,0.039831835270621,0,0,0,0.0542045241377665,0,0,0,0,0,-0.0848155802299913,0.0101224723845479,0,0,0,0,0,0,0
X600803.SH,0.138964429151611,0,0,0,0,0,0,0,-0.0608773382181332,0.184095520741107,0,0,0,0,0,0,-0.0893998720033213,-3.46944695195361e-18,0,0,0,6.93889390390723e-18,0,0,0,0,0.0112687431601377,0,0.0464170476055569,0,0,0,-0.000149345001110096,0,0,0,0.0706002621051175,0,0,0.154219162294522,0,0,0,0,0,0,0,0,0,0.0774397117291648,0,0,0.0724151649497664,0,0,0,0,0,0
X000983.SZ,0.177018567783476,0,0.376696657672455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174355208373694,0,0,0,0.248095035493099,0,0,0,0,0,0,-0.036837854655575,0.147105856915084,0,0,0,0,0.163992427064334,0,0,0,0,0,0,0,0,0,0,-0.0583404217205176,0,-0.00011752856141834,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.25549825525541,0.0756243163127327,0,0,0,0.00289641671963778,0,0,0.143641187031263,0,0,0,0,0,0,0,0,0,0,0,0.102397382098803,-0.00754057876841348,0.0504916925858044,0,0,0.019044217056053,0,0,-0.0557798564805065,0,0,0,0,0,0.460002814229289,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,-0.0190664706488533,0.0586005028685171,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182913782016654,0,0,0,0.0377349537066893,0,0,0,0,0,0,0,0,0,0.111145719903141,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0347661329558918,0,0,0,0.488501196334624,0,0.18941073956457,0.0429523381814112,0,0,0.0332898426402236,0,0,0,0,0,0,0
X000630.SZ,0.0599827330907762,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.702860407331962,-0.135947217913677,0,0,0,0,0,0,0,0.0264438463519082,0,0,0.00774629580151017,0,0,0,0,0,0.0929680502189318,0.0232757882827812,0.0546304735273496,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266224570206651,0,-1.73472347597681e-18,0.00864885142056269,0,0,0,0,0,0
