,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600886.SH,X600019.SH,X601898.SH,X600585.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X600157.SH,X002075.SZ,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X000898.SZ,X600021.SH,X601158.SH,X000027.SZ,X000539.SZ,X600022.SH,X600309.SH,X601992.SH,X600352.SH,X000883.SZ,X000629.SZ,X000878.SZ,X601918.SH,X600307.SH,X600160.SH,X600547.SH,X600098.SH,X600489.SH,X000792.SZ,X600660.SH,X600808.SH,X000060.SZ,X600863.SH,X002470.SZ,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.854088283149362,0.00215668643750016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133631875986835,-0.0423378058979369,0,-0.0318543264358982,0,0.0370312891083647,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0428942164983516,-0.0642685461846685,0,0.0340282562549509,0,0,0,0
X600028.SH,0.410993107961024,0,0,0,0,0,0.143652214575276,0.00930920799741443,0.027927515305846,0,0,0,0,0,0,0,0,0,0,0.0605589987056009,0.105167438631398,0,0,0.00250400028631926,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.060632536992301,0,0,0,0,0,0,0,0,0,0.0196835670092044,0,0,0,0.0239509406951291,0,0.0203758753893712,0,0,0,0,0
X601088.SH,0,0,0,0.184272155824729,0,0,0.0947036852948884,0.260890536712224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.058772002166554,0,0,0,0,0,0,0,0,0.00198390539376257,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.199215673361366,0,0,0,0,0,0,0,0,0,0,0,0.233603610995027,0.163914738366732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105682315692211,0.0511940313234094,0,0,0,0,0.0116346229551157,-0.0416204623650631,0,0,0,0,0,0
X600011.SH,0,0,0,0.0622728424698499,0,0,0,0.152848133028132,0,0,0.118805691844354,0,0,0,0.0718817647305778,0,0,0,0,0.127511605099521,0,0.133162948227154,0,0,0,0,0,0,0,0,0,0,0,0.0134328251402041,0,0,0,0,0,0,0,0.0469737336761843,0,0,0,0.154456977056338,0,0,-0.0114134029287449,0,0,0,0,0,0
X600886.SH,0,0,0,0.0392629357245113,0,0,0,0,0,-0.0340729564233291,0,0,-0.00440114545437781,0.367108392439242,0,0.0100241699968711,0.0295366898955298,0,0,0,0,0,0,0,0.0309346893390607,0.0211595581502873,0,0,0,0,0,0,0,1.35525271560688e-20,-0.0258454462028019,0,0,0,0,0,0,0,0,0,0,0,0,-0.0767710783098354,0.0381258851247234,0,0,0,0,0,0
X600019.SH,0,0,0.15222079963182,0,0.155057571125169,0,0,0,0,0,0,0,0.00251892579825522,0,0.262327456081739,0,0,0,0,0,0,0,0,0,0,0,0,0.0286159266040673,0,0,0,0,0,0.060733070297109,0.00490559719134604,0,0,0.0162793767938699,0,0,0,0,0,0,0,0,0,0,-0.0111658404318111,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0907053223204197,0,0,0,1.38777878078145e-17,0,0,0,0,0.272414868710604,0.180337435591041,0,0.0112560548734465,0,0,0,0,0,0,0,0,0,0,0.217622385076718,0,0,0,0.121964393035917,0,0,0,0,0,0,0,0,0,0.0430109989257534,0,0,0,0,0,0,0
X600585.SH,0.00147816338102855,0,0.109527084966642,0,0.106669085984121,0,0,0.00211954176010473,0,0,0,0,0,0,0,0,0,0.0433668201345288,0,0,0,0.153637448463337,0,0,0.0646905694970533,0,0,0,0,0,0,0,0,0,0.0299308351138045,0,0,0,0,0,0.197578187450001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0804147426647263,0,0,0.171224550500236,0,0,0,0.0816582205413749,0,0,0,0,0,0,0,0.0529205523939166,0,0,0,0.0561570274507741,0,0.061185228041728,0,0,0,0,0.00851366803216385,0,0.00414880058601956,0,0,0,0,0,0,0,0.120282383755359,0,0.134861566666869,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.068449279417002,0,0,0,0,0.0505708461293213,0,0.208025682003286,0,0,0,0,0,0,0.0593328872246669,0,0,0.0843017699899971,0,0,0,0,0,0,0,0,0,0,0,0.00939689700706569,0,0,0,0,0,0,0,0,0,0,6.89405601125178e-05,0.000918052258527859,0,0,0,0,0,0
X601991.SH,0,0,0.0158368840258902,0,0,0,0.0544589612077354,0.138863636727251,0,0,0,0,0,0,0.0539946814000987,0,0,0.0416315203505578,0,0.17524946923722,0,0,0,0,0,0,6.93889390390723e-18,0,3.46944695195361e-18,0,0,0,0,0.0780772633965728,0,0,0,0.0255621823427271,0,0,0,0.0320826223594237,0,1.73472347597681e-18,0,0.178262937645254,0,0.00316410462609843,5.42101086242752e-20,0,0,0,0,0,0
X600688.SH,0,0,-0.11587607260549,0,0.172105803517995,0,0,0,-0.160975672634692,0,0,0,0,0,0,-0.125308622643862,0,0,0,0,0.355401868816406,0,0.0266055284139071,3.46944695195361e-18,0.150163355424834,0,0.0869727965388081,0,0,-0.160890868763798,0,0,0,0.360447697456431,0,-0.0934877301105969,0,0,0,0,0,0.0117072477929991,0.0715894098329495,0,0,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0.157681761763279,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0721014853894346,0.0655535359700613,0,0,0,0.132196657025592,0,0.247787627885194,0,0,0,0,0,0,0,0,0,0,0,0,0.0193388496043301,0,-0.0696418571652552,0.00304367895485331,0,0,0,0,0,0,0.167216022069502,0,0,0.0413757935490713,-0.0739457930842247,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0400578847110114,0,0,0.110198374594589,0,0,0.236010072648048,0.187770079299164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187955667376781,0,0,0,0,0,0,0,0.0592608813920878,0,0,0,0,0,0,0,0,0,0.116758593327578,0,0,0,0,-0.0172494804052609,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0.107035800308587,0.00575790385748407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183430289151289,0,0.030809114277682,0,0.000443449853274083,0,0,0,0,0.15006020956459,0.0523874034141732,0,0,0,-8.67361737988404e-19,0,0,0,0.0348043026735729,0,0.0804733501845747,0,0,0.0120253964329224,-0.0280978691212122,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0.237648985407208,0,0,0,0,0,0,0,0.153399955420083,0,0,0,0,0,0,0,0,0,-0.00521204945305938,0.0938985824316824,0.166422990010389,0,0,0,-2.71050543121376e-20,0,-0.0793684837476781,0,0,-0.121356875807492,0,0.0722693342798124,0,0,0,0,0,0.0228492752889603,0,0.0365467141414684,0,0,-0.0721428739098849,0.0194454155957371,0,0,0,0,0,0
X600111.SH,0,0,0,0.00431614518474367,0,0,0,0.0575112398314413,0,0,0,0,0,0,0,0,0,0,0.0372208966841079,0.0738003473163408,0.141279796232328,0,0.235968951939545,0,0.0271996029665696,0,0.0228726211684157,0,0,0,0.0257238158751509,0,0,1.73472347597681e-18,0,0,0.0239791661907141,0,0,0,0,0,0.0766462639017102,0,0,0,0,0,-0.0111770527090158,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.123331246691091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750484763981291,0,0.145885285722614,0,0,0.112722852127048,0,0.00142052712065332,0,0.0301921004370854,0.011875267875276,0,0.0469565102215501,0,0,0,0,0.194212547353829,0,0,0,0.0651520914356871,0,0,-0.0400297662641648,0,0,0,0,0,0
