,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X600011.SH,X601898.SH,X600019.SH,X600660.SH,X600111.SH,X600547.SH,X000708.SZ,X600010.SH,X000301.SZ,X600795.SH,X600886.SH,X000877.SZ,X002271.SZ,X601600.SH,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X601699.SH,X000983.SZ,X000408.SZ,X000629.SZ,X600160.SH,X000786.SZ,X000723.SZ,X600219.SH,X600378.SH,X600348.SH,X600995.SH,X600096.SH,X600489.SH,X002080.SZ,X600157.SH,X000933.SZ,X000807.SZ,X600985.SH,X600141.SH,X600688.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.540290608205099,0,0,0,0,0,0,0,0.169789446289666,0.236984782348616,0,0.0154193257994401,0,0,0,0,0,0,0,0,0.0754808096627902,0,0.0271354410979802,-0.0169628223471091,0,0,0,0,0.0830731128942314,0,0.0332972574615242,0,0,0,0,0,0,-0.0110114163228592,0,0,0,0,0,0,0,0,0,0,0,-0.00565533677579921,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.458155364429442,-0.0110797904307093,0,0,0,0,0,0,0,-0.0674933790186512,0,0,0,0,0,0,0,-0.00426733509813517,0,0,0,-0.0944971216825376,0.087650958857309,0,0,0,0.182376817286283,0,0,0.0588939251314906,0,0,0,0,0,-0.040582779761446,0,0,0,0.196292331906385,0,0,0,-0.0524524070123025,0,0,0,-0.00929492051335284,0,0,0,0,0,0,0
X600028.SH,0.583956489471053,0,0,0,0.0298496378452311,0,0,0,0.0474383907174175,0,0.00295174633240683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633912583004998,0.00592416542207621,-0.0686294803054459,0.00509279075104017,0,0,0,0,0,0,0,0,-0.0239664406618384,0,0.0800728681634157,0,0,0,0,0,0,-0.0718916610806243,0.0103591822044758,0,0.00227818076685233,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119491236123418,0,0,0.0473451714398218,0,0,0.262648625769247,0,0.142996474649784,0,0.160969256728164,0,0,0,0,-0.0874403661781161,0,0.244633334299705,0,0,0,-0.149004614139156,0,0,0.0322677909662519,0,0.0700771164325278,-0.0442554637391781,0,0,0,0,0,0,0.00397560641538079,-0.0649421377980056,0,0,0,0,0,0
X600188.SH,0,0.654562868138105,0,-0.0480447990011148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0902652411516694,0,0,0,0.0175151834515109,0,0.149012761772318,0,0,0.153100064746304,-0.0666029244086245,0,0,0,0,0,0,0.0721208874112637,0,0,0,0,0,0.228245545583883,0,-0.0889417052551911,0,0,0,0,0,0.0532431749106093,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.481971798637222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170301994122336,-0.139554930816898,0,0,0,0.0397993191706501,0,0,0.139768299460226,0,0.149799999467653,0,0,0,0,0.211029501145246,0,0.0862843511188951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.425295476836751,0,0,0,0,0,0,0,0,0,0,-0.0123295927534674,0,0.0975825943871211,0,0.0556030897914877,0,0,0,0,0,0,0,0,0.0373627385016568,0,0.436816179103198,0,0,0,0,0,0,0,-0.0282636475199845,0,0,0,0,0,0,0,0,-0.114576341802093,0.126586495997667,0,-0.0151454495999759,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0769919967554642,0.0407160380831456,0,0,0,0,0,0.0878459844474315,0,0,0,0,0,0.0220970841512871,0,0,0,0.0179487209446824,0,0.0544383162121023,0.0587914529252881,-0.131248140641527,0,0,0,0,0.410255119125158,0,0,0,0,-0.0165482130577136,0.0285581131033642,0,0,0,0,0,0.0604462402101766,0,0,0,0,-0.000858217222578793,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.252413401935391,0.0598311299564479,0,0,0,0,0,0,0.228676673985873,0,0,0,0,0,0,0,0,0.0741894429310889,0,0,0,0,0,0,0,0,0.18243627380409,0,0,0.134173432064233,0.0216750013155475,0,0,0,0,0,0,0,0,0,0.022953410959302,0,0,0,0,0,-0.00944109736445279,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0537022630865401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283443300263041,0,0.207220115936905,0.261263898693912,0,0,0.0420336756187074,0,0.257126655483164,0,0,0,0,0.0466942347074876,0,0,0,0.0611515574168923,0,-0.277046666661167,0.108956000559186,0,0,0.0554635929592356,0,0,-0.0334469746612174,0.151389389100473,0,0,0,0,0,0
