,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600188.SH,X600795.SH,X601992.SH,X600027.SH,X002466.SZ,X000898.SZ,X600516.SH,X600176.SH,X600111.SH,X000709.SZ,X600352.SH,X002460.SZ,X000786.SZ,X000629.SZ,X600808.SH,X600219.SH,X600299.SH,X600489.SH,X000825.SZ,X002271.SZ,X600801.SH,X601158.SH,X000553.SZ,X002110.SZ,X600583.SH,X600157.SH,X000883.SZ,X002470.SZ,X600985.SH,X000027.SZ,X000630.SZ,X601699.SH,X600339.SH,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.165614430967238,0,0,0,0,0,0,0.0443607527858052,0,0,0,0,0.0893354484849039,0,0,0,0,0,0,0.00355292484052466,0,0,0,0,0,0,0,1.0842021724855e-19,-0.0339358572963721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11384175551932,0,0,0,0,0,0,4.56820366596344e-05,0.0222042656595084,0,0,0,0.0177806405923029,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0424960974136671,0.146314661861705,0,0,0,0,0,0,0,0.0587611167070814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269795637807209,0,0,0,0,0,-0.0707781342386179,0,0,0,0,0,0,0.150467377245321,0,0.0574067886812922,0.0319081860604625,0.074693422646258,0,0,0,0.0238194305596778,0,0
X601088.SH,0,0,0,0,0,0.163236549280638,0,0.132065036174916,0,0,0,0,0,0,0.0487082940617426,0,0,0,0,0,0,0,0,0.0356105261928457,0,0,0,0,0,0,0.041333558135114,0,0,0,0,0.0580803574907374,0,0,0,0,0,0,0,0,-0.152720968668684,0,0,0.233289811930521,0,0,0,0.00201632416662815,0.00707344197247368,0,0,0,0.0586572905694139,0,0
X600585.SH,0,0.0943538890121446,0,0,0,-6.93889390390723e-18,-0.0571080405604006,0,0,0,0,0,0,0,0,0,0,0,0.0151777001728619,-0.0153860403612645,0,0,0,0,0,0,0,0,0.165166545769848,0,0,0,0,0,0,0,0.438756830938735,0,0,0,0,0.042373384790635,0,0,-0.0136511523067069,0,0,0,0.0390567039767298,0.00815243130576886,0,0.0050306447647429,0,0,-0.0111842607614841,0,0.0276822520722053,0,0
X600019.SH,0,0,0,0,0,0.0157132650030802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420141871389862,0,0.055992272010558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129634931410464,0,0.00778524371903895,0,0,0,0.046686502061028,0,0,0,0,0,0.00221939192302057,0.0284829285204416,0,0,0,0.0387018056078632,0,0
X600309.SH,0,0,0,0.00834248576710489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194215333949293,0,0,0,0.587470832406362,0,0,0,0,0,0.152630264769599,0,3.46944695195361e-18,0.151861044343409,0,0,0,0,0,0,0,0,0,0,0,-0.000870537167040838,0.0582744127452969,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513958665259311,0,0.640361698919145,0,0,-0.209266916443998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316465731169853,0,0.0540484131054159,0,0.0653005875681843,0,0,0,0,-0.116002620288887,0,0,0.00837889039450112,0.00378134165975886,0,0,0,-0.00310672607178959,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112695793336067,0,0.0723113972636467,0,0.0905984428713556,0,0,0,0,0,0,0.0901278245378338,0,0,0,0,0,0,0,0.0972140973607998,0,-0.0062875466490306,0,0,0,0,0,0,0.00940398091464054,0,-0.0219001499704575,0.016148994787969,0.0414544106761757,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.016716143031136,0,0,0,0,0,0,0,0,0,0.0300583239647616,0,0.0195053257006443,0,0,0,0,0.145832230556316,0,0,0,0.221218725477092,0,0.0157728231018476,0,0,0,0,0,0.055738458370331,0,0,0,0.0433401208564878,0.0620062481310442,0,0,0,0.0224492307056781,0,0,0,0,0,0,-0.0188622592712684,-0.00744539837306841,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.056638109228503,-0.0335887796182528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0913135402062957,0.0220997601883837,0,0,0,-0.01735924669162,0,0.130704157374484,0,0,0,0.90126817921529,0,0,0,0,0,0.109443774903337,0,0,0,-0.0863214208455057,-0.014352451133846,-0.0913888497403537,0,0,0,0,0,-0.0110717462363143,0.0091126504023548,0,0,0,0,0,0
