,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600660.SH,X600795.SH,X300072.SZ,X600188.SH,X601992.SH,X002466.SZ,X600362.SH,X601991.SH,X600547.SH,X002460.SZ,X600886.SH,X600111.SH,X000898.SZ,X600516.SH,X000709.SZ,X600157.SH,X600176.SH,X000786.SZ,X600027.SH,X600352.SH,X000553.SZ,X000792.SZ,X000408.SZ,X600808.SH,X600219.SH,X600489.SH,X002271.SZ,X000959.SZ,X601158.SH,X002092.SZ,X601699.SH,X600339.SH,X000883.SZ,X000723.SZ,X000983.SZ,X002470.SZ,X000630.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.573960343554807,0,0.0550593983218848,0,0,0,0,0,0,0,0.0167330482865355,0,0.0317387071998502,0,0,0.0440066568816415,0.0454816768900201,0,-0.0386705771248144,0,0,0,0,-0.0250357380028043,0,0,0,0,0,0,0,0.0110057115623175,-0.0321089642258141,0,0,0,0.0852104700108605,0.0376644174989533,0,0,-0.0363079546692017,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.00157217950247418,0,0,0,0,0,0
X600028.SH,0.468796268711915,0,0.0126802072915718,0,-0.0845520734451893,0,0,0,0,0,0,0,0,0.00807037044356853,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0822372816708956,0,0,0,0,-0.00804930851113931,0,0,0,0,0,0,0,0,0,0,0,0,0.0506709309012878,0,0,0,0,0.0026967617454635,0.0155090714518619,-0.116096332218921,0,0,0,0,0
X601088.SH,0,0,0,0.156811024450707,0.190897610292541,0,0,-0.0722396305018481,0,0,0.143607057473576,0,0,0,0.142332709884004,0,0.0547384599302071,0,0,0,0,0,0,0,-0.0391170532192519,0,0,0,0.0885817750112383,0,0,0,0,-0.0305476312882765,0,0,0,0,0,0,0,0.142160292735336,0,0,0,0,0,0,0,0,0,-0.0138472771914095,0.154538961281895,0,0,0.157869237375859,0,0
X600019.SH,0,0,0.140501238763094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222023427573819,0,0,-0.0204720268379241,0,0,0.384650905016947,0,0,0,0.112741807700126,0,0,0,0,-0.0913433235276725,0,0.246033756835508,0,0,0.0434955566328797,0,0,0,0,0,0,0,0,0,0,0,0,0.0211429258809132,-0.00512065269654766,0.201331800559312,0,0,0,0,0
X600585.SH,0,0,0.250763718448354,-0.0891294557847512,0,0,0,0,0,0,0,0,0,0,0.139116945457953,0,0.124653650189049,0,0,0,0,0,0,0,0.0458225462492177,0,0,0,0,0,0,0,-0.0957738262810108,-0.0191579620503373,0.217272151082697,0,0,0,0,0,0,0,-0.452471024597824,0,-0.36893756385672,0,0,0,-0.0676150629233228,0,-0.0125313463753789,0.0410401603525311,0,0,0,0,0,0
X601600.SH,0,0,0,0.0403668005854177,-0.000796462178323036,0,0,0,0,0,0,-0.0096065939176369,0,0,-0.0258126084450739,0,0,0.053173296641177,0,0,0,0,0,0,-0.0574240092985833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413916688818037,0.0107657263130077,0,0,0,0,0,0,-0.0266484156903714,0,0.00330046075899986,-0.0362062270644168,0,0,0,0,0,0
X600010.SH,0,0,0,0,-0.0257101011863342,0,0,0,0,0,0,0,0,0,0.1447170675397,0.0288677015070645,0,0.196024207593261,0,0,0.0498126455884303,0,0,0,0.0148700913370223,0,0,0.0945360378320777,0,0,0,0.0777265681777404,0,0,0.12381920146087,0,0,0,0,0,0.0604735868890439,0,0,0,0,0,0,0,0,0,-0.00681861626936132,0,0,0,0,0,0,0
X600309.SH,-0.0859086559811603,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460744143915876,0,0,0,-0.175155946362942,0.127223125009871,0,-0.175754905330978,0,0,0,0,0,0,0.272111230266427,-0.0515149943013977,0,0,-0.0598293074470315,-0.0053954305425742,-0.07627638540864,0,0,0,0,0,0,0.586528400249779,-0.0950390341249512,0,0,0,0,0,0,0,0,-0.00473904716133645,-2.16840434497101e-19,0,0,0,0,0,0
X600011.SH,0,0.145571637447356,0,8.470329472543e-22,-0.0426854982678071,0,0,0,0,0,0,0,0,0,0.0874357170427575,0,0,0,0,0,0,0,-0.029433515521618,0,0,0,0,-0.0133950283423181,0.0253732983646357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104777611610059,0,-0.0692661104334761,0,0,0,-0.0191652724019635,0.0234356145668497,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.00460686003360317,0,0,0,0.24839258985627,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0411487802552257,0.0157878540908916,0,0.0592138639660209,0,0,0,0,0,0.0275190892016888,0.058867525649154,0,0,0,0.195736669278775,0,0,0,0,0,0,0,0,0,0,0,0
