,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X000792.SZ,X600019.SH,X002466.SZ,X000301.SZ,X600010.SH,X600188.SH,X600660.SH,X002271.SZ,X601600.SH,X000877.SZ,X600011.SH,X601898.SH,X000708.SZ,X600547.SH,X600362.SH,X600176.SH,X600886.SH,X600426.SH,X002326.SZ,X000408.SZ,X002080.SZ,X300037.SZ,X600096.SH,X600141.SH,X601991.SH,X600219.SH,X000786.SZ,X000723.SZ,X600795.SH,X600803.SH,X002407.SZ,X002353.SZ,X600688.SH,X600295.SH,X000825.SZ,X000630.SZ,X600516.SH,X600160.SH,X600027.SH,X601699.SH,X600399.SH,X600489.SH,X600352.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0492052298692773,0,0,0,0,0,0,0,0,0,0,0,0,0.0759299832305464,0,0.0148951103874035,0,0.0915522738034471,0.0116312406670888,0,0,0,0,0,0,0,0.141977184497001,0,0.0940032181983801,0.0157687952202729,0,0,0,0,0.0297738379498904,0,0,0,0,0,-0.0160672378025705,0,0,0,-0.0312972550701908,0,0
X600028.SH,0.205936733978341,0,0,0,-0.00771248689959082,0,0,0,0,-0.0237098828791022,0.0321006334452499,0,0,0,0,0,0,0,0,0,0,0.0220062799864948,0,0,0.0296749492221441,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0247540948112455,0,0,0,0,0.110474134618175,0.0723028158445832,0.0623137234866579,0,0,0,0,0.123792412618787,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0659792755273541,0.15437951352059,0,-0.0428026776647692,0,0,0.065339337074872,0.322089824036144,0.0769801595602182,0,0,0,0,0.0244366177735082,0,0,0,0,0,0,0,0,0,0,0,0.105532233841175,-0.0765958413478479,0.0459621852203873,0,0.0842904943712431,0,0,0,0,0,0,0,0,0,0,0,0.0223386824873464,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0101754547220564,-0.0500840538206454,-0.0761641290178107,0,0,0,0,0,0,-0.0510353467676326,0,0,0,0,0.282173880777851,0,0,0.0187967195820465,0,0.00840938284538579,0,0,0,0.0598064301394961,0,0,0,0,0,0,0,0,0,0,0.053773142421864,0,0.0154852029352848,0,0,0,0,0,0,0,0,0,0.0534580130843572,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.121525629966249,0.557752006172179,0,0,0,0.0940162076958914,0.0430527741922211,0,-0.0976329896717691,0,0,-0.149571652135208,0,0,0,0,0,0.069540654153186,0,0,0,0,0,0,0,0,0.0251406618091896,0,0,0.189308716650044,0,0.0541213013471631,0,0,0,-0.0318570538967267,0,0,0,0,0,0,0,0,-0.0414945455156713,0,0,0,0.0779823627966812,0,0
X600585.SH,0,0,0,0,-0.0598850000361427,0,0,0,0,0,0,0,0,0,0.209068729874339,0,0.478300166073767,-0.0340204387329869,0,0,0,0,0.0400458801223387,0.151052830730873,0,0.0640824484773571,0,-0.0441304449264434,0,0,0,0,0,0,0,0,0,-0.0322751032272916,0,0,0,0,0,0,0,0,0.0716364087737765,0,0,0,0,0,0.0138849616397426,0,0,0,-0.0450197183315735,0,0
X600111.SH,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.141873495023308,0,0.309759708052215,0.0678730867719101,0,0,0,0,0,-0.0446751051141807,0,0,0,0,0,0,0.0488802368075684,0.2233388008844,0,0.240179662738752,0,0,0,0,0,8.67361737988404e-19,0,0,0.0732021921575355,0,0,0,0.00128081619664519,0,-0.0774688562890218,0,0,0,0.259730990203973,0,-0.144719394027844,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,-0.111492378619707,0.163191016976551,0,0,0,0,0,0,0.0621297530738385,-0.052638744063179,0,0,0,0.138924729905596,0,-0.120412599042239,0,0,0,0,0,0,0,0.173093608725733,0.00639576500836242,0,0,0,-0.125595692496241,0,0,-0.211937428546006,0,0,0,0,0,0.149599133126957,-0.0430392233541443,0,0,0,0.110189500587235,0,0,0,0,0,0,0.105719555957908,0.190504449559658,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0311808433851087,0.323214724954177,0.0513447624687265,0,0,0,0.140553813553774,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372538685035496,0,0,0,0,0,0,0,0,0,0,-0.0125408993681792,0.327030274124751,0,0,0,0,0,0,0,0,-0.0423173378385537,-0.0109461215755813,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.338018702900725,0,0.217674339296619,0,0,0,0.0913320664055518,0.0411594038394978,0,0,0.0142261253147142,0,0,0,0,-0.043304791867407,0,0,0,0,0,0,0.174945018376018,0,0,-0.0130415309179911,0,0.0685406662617394,0.00710217944517023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185467296852169,0,0,0,0,0,0,0
