,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X600547.SH,X002271.SZ,X600362.SH,X000786.SZ,X600176.SH,X600011.SH,X600426.SH,X601600.SH,X002466.SZ,X600886.SH,X601898.SH,X600010.SH,X600111.SH,X600188.SH,X000301.SZ,X600352.SH,X300037.SZ,X600489.SH,X600801.SH,X601991.SH,X600795.SH,X600219.SH,X002080.SZ,X600486.SH,X600688.SH,X600803.SH,X601168.SH,X600027.SH,X600399.SH,X002353.SZ,X601992.SH,X600299.SH,X600157.SH,X300073.SZ,X002409.SZ,X000932.SZ,X000027.SZ,X000898.SZ,X000630.SZ,X600529.SH,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,-4.33680868994202e-19,0,0.00421916446699754,0.0226209750109905,-0.0148956305013488,0,0,0,0.116169382969106,0,0,0,0,0.0125674404181314,0,0,0.0103774535761844,0,0,0.064839642275287,0.00821679445302723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290547973527651,0.00506374395001123,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.000668985649062197,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178399770826234,0,0,0,0.0734269391221954,0,0.0318197321363199,0,0,0,0,0,0,-4.33680868994202e-19,0.0498737493613119,0,0,0,0,0.0631800988215239,0.00696694217051501,0,0,0,0,-0.0232071830093708,0,0,0,0.134805889495843,0,-0.017433718538998,0,0,0.00993680523147041,0,0,0,0,-0.0038237418012925,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.0244276511386795,0,0.0118997628444668,0,0,0,0,0,0,0.530121017257111,0,0,0.184073121223327,0,0,0,0,0,0,0,0.103680086990231,0,0,0,0,0,0,-0.0501620064809242,0,0,0,0,-0.0146543789515194,-0.0582829386416063,0,0,0,0,0,0,0,0,0,0,0,0,-0.00869057841773745,0,0
X600309.SH,0,0,0,0,0,0.0390132730403527,0,0,3.46944695195361e-18,0,0,0,0,0,-0.159628309020988,0,0,-0.0179449367891771,0,0,0,0,0,0,0,0.016836770713631,0,0,0,0,0,0.01610837196941,0.201685637359939,0,-0.200252230048617,0,0,0,0,0,0,0,0,0.0588623754251817,0.204808557099475,0,0.143046971808031,0,-0.161931625249955,0,0,0.0262521072451384,0,0,0,0,0.000361582768955245,0,0
X600585.SH,0,0,0,0.0730530262446736,0,0,0.0662096231061717,0,0,0,-0.0518852067607016,0,0,0,0,0,0,0,0,0.0856519363590498,0,0,0,0,0,0,0.125879157993164,0,0,0,0,0,0,0,0,0.0198608917413061,0,0,-0.0112524807029366,0,0,0,0,0,0,0,0.0559865028216236,0,0,0,0,0.0244804308407786,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.343803259436243,0.520063748028417,0,0,0.0572923087820623,0,0,0,0,0.0242430600723325,0,0.403441148528816,0,0,0,0.0191856821900668,0,0,0,0.102048993313959,0,0,0,0,-0.293965871697059,0,0,0,0,0.177105412185161,0,0,0,0,0,0,0.111694060522689,-0.106402552836511,0,0.173291400395828,0,0,0.161846410806427,0,0,0.0237506298917624,-0.152573549586942,0,0,0,-0.00531206950645272,0,0
X600019.SH,0,0,0,0,0,0,0,-0.134938452408074,0,0,0,0.227959654199736,0,0,0,-0.173387036027481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525092645271679,0.0237564946594063,0,0,0,0,0,0.106169146266056,0,0,0,0,0.0301632902220419,0,0,0,0.198868030542784,0,0,0,0,0.0309011468976447,0,0,0,0,-0.0100107656250512,0,0
X600660.SH,0,0,0,0,0,-1.0842021724855e-19,-0.165704818414582,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.0748812495028329,0,0,0,0.215843017523768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033169198085895,0,0,0,0,0,0,0,0.0013941722861947,0.0361112827190158,0,0,0,0.0105671434265506,0,0
X000708.SZ,0,0,0.155525984221071,0,0,0,0,0,0,0,0,0.0987465406963171,0,0,0,0,0,0,0,0,0,0.138394676828666,0,0,0,-0.0388268202802922,0,0,0,0,0,0,0,0,0.0728291925889162,0,0,0,0,0,0.0350195186001699,0.166607839325847,0,0.0193275429813835,0,0,0,0.107031080442896,0,0,0,-0.0266066208594404,0.105624969727696,0,0,0,-0.00185244261631044,0,0
X600547.SH,0,0,0,0,0,0.0486072013934309,0,-0.0451195680645192,0.0204310815124896,0,0,0,0.009284473564716,-0.0577634579903716,0,0,0,-0.0282409524665932,0,0,0,0,0,0,0,0.0207961918465741,0.589716086231944,0,0,0,0,0.0109863325415378,0,0,0,0.0408986930277126,0,0.0468309148349182,0.000902811149646418,0,0,0,0,0,0,0,0,0,0,0,0,0.0135835871207909,0,0,0,0,0.00476810966958916,0,0
X002271.SZ,0,0,0.11077666687296,0,0,0.0519426300677576,0,0,0,0,0,0,-0.0373569057804944,0.128193717199033,0,0,0,0,0,0,0,0,0,0,0,0.0947370651599751,0,0,0,0,-3.46944695195361e-18,0.154695875315193,0.173817315555282,0,0,0,0,-0.0973647431129218,0,0,0,0.053970201001453,0,0.104452893909612,0,0,0,-0.119697972675086,1.38777878078145e-17,-0.0165547708487045,0,-0.0808184202381358,0.201410376498741,0,0,0,0.0125739213534979,0,0
X600362.SH,0,0,0,0,0,0,0,-0.0322600310314525,0.0379596333988289,0,0,0,0,0,0.179912725281265,0.080199025811518,0.117977963663704,0,0,0.258610431271174,0,0.419844514690893,0,0,0.189231775592835,0,0,0,0,0,0.0337055210732489,0,0,0,0,0.00789592350588701,0,0.141839774492155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00815167351089342,0,0,0,-0.0274819776989941,0,0
X000786.SZ,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.0673547046164274,0,-0.0805026550382366,0,0,0,0,0,0,0,0,0,0,0,0,-0.0675272200478025,0.0613657240500615,0,0,0.193357248248254,-0.0749096750923689,0,0,0.270354881825195,0,0,0,-0.110371709705265,0,0.221132684354332,0,0,0,0.0225504714643131,0,0,0.0298102850345636,0,0,0,0,0.0184474142735492,0,0
X600176.SH,0,0,0,0,0,0,0,0,0.15922198711435,0,0,0,0,0,-0.0567779651205301,0,0,-0.0929143780488656,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022495708400518,0.447084874280258,0,0,0,0,0,0.0965455124895366,0,0,0.0333243321835738,0,0,0,0,0.00662229535160548,0,0
X600011.SH,0,0,0,0,0,0,0,-0.0248735330792348,-0.0604762511813302,0,0,0.129598581594337,0,0,0,0,0,0,0.0852957276133381,0,0,0.0106951990793877,0,0,0,0,0,0,0,0.0710041454814155,0.106818978024448,0,0,0,0,0,0,0,0,0,0,0.0950422328723483,0,0.053151402222602,0,0,0,0,0.128836569670417,0.177437572081191,0,0.00861942703226665,-0.0116175435126537,0,0,0,0.00926638279479934,0,0
X600426.SH,0,0,0,0.310128520836877,0,0,0,0,-6.93889390390723e-18,0,0,0,0.216033228133429,0,0,0,0,0,0,0.120290872344335,0,0.064946835387237,0,0,0,0,0,0,0.0935459119037183,0,0,0.0187164093301939,0.223036761719923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209747514088204,0,0,-0.0243391696904582,0.0474883056279424,0,0,0,-0.0142092568509405,0,0
X601600.SH,0,0,0,0,0,3.46944695195361e-18,0.151213217604601,-0.0316871446126,0,0,0,0.167364381397698,0,0,0,0,0,0.0287261182655017,0,0,0,0.050713495590528,0,0.0806840714993379,0,0,0,0,0,0,0.251067933281121,0,0,0,0,0.0452693110926637,0,0,0,0,0,0,0.0218468298772924,0,0,0,0,0.142049447797476,-0.0181510054268203,0,0.00212799340316528,0,0,0,0,0,-0.0142379665727684,0,0
X002466.SZ,0,0,0,0,0,0.213413134617097,-0.223931373823257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172180122935928,0,0,0,0.262426578735452,0.32814169704768,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.505350878942016,0,0.0677636581995687,0,0,0,0,0,-0.131747525520163,-0.42458467889931,-0.441348341200891,0,0.0366944218254342,0.00945459253601378,-0.11946262525715,0.420785303031871,0,0,0.037389378848004,0,0
X600886.SH,0,0,0,0,0,0.033669008392399,0,0.0780301355699594,0,0,0,0,0.144619846278553,0,0.221378640742462,0,0,0.0268874226459379,0,0,0,0,0,0,0,0,0.10207432356246,0,0,0,0.0757755634774142,0,0.0239742660972636,0.0950900567155632,0,0,0,0,0.0213311686993525,0,0,0,-0.0309486260618591,0,-0.0395862887244713,0,0,0,0,0,0,0.0541881033032588,-0.0678767815762101,0,0,0,0.00317242238140059,0,0
X601898.SH,0,0,0.352779136781733,0.0489593690413441,0,-0.0468954571990154,0,-0.0451879692224673,0,0,0,0,0.00159287676784309,0,-0.0280360100828286,0,0,0,0,0,0,0,0.319958334599628,0,0,0,0,0,0,0,0.074314691164774,0,0.0809943529295763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707992495002522,0.208681144858546,0,0.0374762930038009,-0.0591006813302045,0,0,0,-0.000772668649222344,0,0
X600010.SH,0,0,0,0,0,0,0.0466593472900982,0,0.0117242245608435,0,0,0,0,0.0794788940391929,0.111237255536553,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565885096768915,0,0,0,0,0,0,0,0.00423904431064542,0,0,0,0.129356048167172,-1.73472347597681e-18,0.198909768476573,0,0.00335888308564197,0,0,0,0,-0.000842188187965718,0,0
X600111.SH,0,0,0,0,0,0.156983034780369,0,-0.0363500954342189,0,0,0,0.222662274019096,0,0,0.142585146219472,0,0.192884922297824,0,0,0,0,0,0,0.0924514361830632,0,0,0,0,0,0.0842827547944159,0,0.0399101558627029,0,0,0.0789576157217454,0,0,0,0.018579266443594,0,0,0,0,0,0,0.040156712992469,0,0,0,0,0,0.0479054626664045,0,0,0,0,-0.0060160689623848,0,0
X600188.SH,0,0,0.351590847765894,0,0,0.0247872319503422,0,0,0,0,0,0,0.0545223315954881,0,0,0,0,0.0156405054655012,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.133255492599282,0,0,0,0,0,0,0,0.0213844143738356,0.0718938385738983,0.172360098264074,0,0,0.0830068160935371,0,0,-0.0419453221359353,0.109180191610341,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,-0.303622474445854,0,-0.0466803890779568,0,0,0,0,0,0.409291870997102,0,0,0,0,0.163507617817638,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0977773744817834,0,0,0.468316843229441,0,0,0,0,0,0,0,0,0,0.000319010921970318,0,0,0.044149518825946,0.0586268880265223,0,0,0,-0.0193244973747522,0,0
X600352.SH,0,0,0,0,0,-0.180307101668008,0,0,0,0,-0.108612152854007,0,0,0,0,0,0,-0.0165345558390635,0,0,0,0,0,0,0,0,0,0,0,0,-0.040922838276947,0.0952771675891874,0,0,-0.0987068307251039,0.160526267705837,0,0.13137446867242,0,0,0,0,0,0,-0.119970552365131,0,0,0,0.168443113163888,0,0.0365679453171114,0.0310085007089529,0.122745170838319,0,0,0,-0.00538981979010837,0,0
X300037.SZ,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,-0.69770716328111,0,0,0.0957388973719796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219094131950387,-0.160376913972678,0,0,0,0,0,0,0,0,0,0.432621447928727,0.283924859738554,0,0,0,0,-0.114666654573944,0,0,-0.0639703852069562,0.0190302011818322,0,0,0,-0.0287810172995949,0,0
X600489.SH,0,0,0,0,0.0468184870790943,-3.46944695195361e-18,0,0,0,0.663148897922862,0,0,0.0135002253617955,0,0,0,0,0,0.154058745876605,0,0,0,0,0,0,0,0,0,0,0,0.0125141144219516,0,0,0,-0.0162957594669866,0.0258187341219706,0,0,0,0,0,0,0.0614148200475969,0,0,0,0,0,0,0,0,0.00435097638396448,-0.00191215734702062,0,0,0,-0.00202777339375628,0,0
X600801.SH,0,0,0,0,0.283817341253416,0,-0.0396764457394325,0,0,0,0,0,0,0,0,0,0,0.0459968264277405,0,0,0,-0.00414678182499336,0,-0.0804156879103247,0,0,0,0,0,0,-0.0274102227329838,0,0,0,0,0.0250905471751083,0,0,0,0,0.130154202498168,0,0,0,0.149295421260007,0,0,0,0,-0.043665466751016,0,-0.0249827366791802,0.0537162825448721,0,0,0,-0.0113861388537213,0,0
X601991.SH,0,0,0,0,0,0.0270594833721807,0,0,0,0,0,0,0,0,0.0125545038376029,0,0,0,0,0,0,0.0382603562034938,0,0.0849520068588599,0,0.0354339050288836,0,0,0,0,0,0.125460016228041,0,0,0,0,0,0,0,0,0,0,0.0160825136664773,0,0,0.0891979331157661,0,0,0,0,0,-0.0068870391515627,-0.0180586534644506,0,0,0,-0.00556432263941492,0,0
X600795.SH,0,0,0,0,0,0,0,0,-0.260745520646937,0,0,0,0,0.03141873085861,0,0,0,0.0508724093097962,0,0,0,0.127294119819001,0,0,0,-0.131745050260538,0.0344098104021102,0,0,0,0,0,0,0,0,0,0,0,-0.0386995901282598,0,0,0.00576966905736465,0,0.121542351889927,0,0.364938597996065,0,0,0,0,0,0,0,0,0,0,-0.0132766190498668,0,0
X600219.SH,0,0,0,0,0,-0.0833779164672252,0.121335638206376,0,0.0655961928423183,0,0,0.118471712951203,0,0,0,0,0.278582625950371,0.000980335608218426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881107848121457,0,0,0,0,0.159249942305316,-0.09259933729876,0,0.0289636256971604,0.0422388338268197,0,0,0,0,0,0,0,0,0,0,0.0748797657038828,0,0,0,-0.00848705291208013,0,0
X002080.SZ,0,0,0,0.434379102729703,0,0,0,0,0,0,0,0,0,0,0,0.0607392247334086,0,-0.0786959001656917,0,0,0,0,0,-0.262159143496512,0,0,0,0,0.134886084450638,0,0,0,0,0,0,0.191194297728441,0,-0.411837847690823,0.0729320445843481,0,0,-0.00493201919398974,0,-0.291856830171479,0,0,0,0,0,0,0,0.0705803014787992,0,0,0,0,0.0128743468461509,0,0
