,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X002460.SZ,X600019.SH,X601898.SH,X600111.SH,X000877.SZ,X002271.SZ,X002466.SZ,X600011.SH,X600010.SH,X000708.SZ,X600547.SH,X601600.SH,X600660.SH,X000301.SZ,X600886.SH,X600426.SH,X600362.SH,X600176.SH,X000983.SZ,X601699.SH,X600096.SH,X000723.SZ,X000786.SZ,X600803.SH,X600795.SH,X000959.SZ,X600295.SH,X000408.SZ,X600219.SH,X000807.SZ,X000932.SZ,X601991.SH,X000630.SZ,X600801.SH,X600141.SH,X000825.SZ,X600489.SH,X600985.SH,X600486.SH,X601666.SH,X600688.SH,X000683.SZ,X002080.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.134662990698285,0,0,0,0,0,0,0,0.176258397734752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890101481739864,0,0,0,0,0,0,0.156807450825629,0.0790397200809251,0.0460551095387533,0,0,0,0,0.06683863503866,0,0,0,0.0383316598604959,-0.0490818009771237,0,0,0,0,0,0
X601088.SH,0.107704656406316,0,0,0,0,0.0367237790871226,0,0,0,0.0917253573614041,0,0,0,0,0,0,0,0,0,-0.0658304779058885,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384770517259668,0,0.0487157663683773,0,0.0344009777159472,0,0,0,0.0297006875975359,0,0,0,0,0,0
X600028.SH,0.112948064095069,0,0,0,0,0.0370761614790716,0,0,0,0.0649914430581085,-0.0261591136629427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510134404364949,0,0,0.0121263405902173,0,0,0,0,0.277895362236724,0,0,0,-0.00897527650701223,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0353885216215434,0,0,0,0.187974385097484,0,0,-6.7762635780344e-21,0.19391882263566,0.0389006117386174,0,0,0,0,0,0,0,0,0.0732618846100999,0,0.0701501573944707,0,0,0,0,0,0,0,0,0,0,0,0,0.00796682421467747,0,0,0.0166170889902611,0,0,-0.0138019897647168,0.0255091556713049,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0364583296307641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934246517125555,0,-0.000560397241602005,0,0,0.0872855631734225,0,0,0,0,0,0,0,0,0,0,0.438804708466046,0,0,0,0,0,0,0,0,0,0,-0.00620729278130731,0.00567459071914344,0,0,0,0,0,0
X600188.SH,0,0.22765753792,0,0,0,0,0,0.079505815811857,0,0,0,0,0,0,-0.116391646393363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358681418674764,0,0,0.23991126042048,0,0,0.00604390941706111,0,0,0,0,0.270282367114956,0,0.161163021158279,0,0,0,0.0199776565615368,0,0.0554600410723046,0,0,0,0.261746319283188,0,0
X000792.SZ,0,0,0,0,0,0.0542489534289304,0,0,0,0,0.213683609875511,0,0,0.191661689741902,0,0,0,0,0.0440052392587876,-0.0592174639737978,0,0,0,0,0,0,0,0.212989945951082,0.357314345248486,0,0,0,0,0,0,0,0,0,0,0,0,0.130447232412215,-0.310969070838143,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0121352008974547,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.0333928796741032,0,-0.108428687243201,0,0.177513513340621,0,0,0.366840914325949,0,0,0,0,0,0,0.0389292185944618,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165500966539698,0,0,0,0,0,0,1.0842021724855e-19,-0.0321239605415628,0,0,0,0,0,0,0.381423657423553,0.0350304660075132,-0.0771360773301651,0,0.0918709578934821,0,0,0.040153145700292,0,0
X600019.SH,0,0,0,0,0,0.117671795709528,0,0,0,0,0,0,0,0,0.116693405936659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134416657743324,0,0,0,0.211200458219764,0,0,0.181135515396346,0,0,0,0.00086602866548853,-0.0253864813486038,0,0,0,0,0,0,-0.00470078561898035,0,0,0,0,0,0
X601898.SH,0,0.287565913655362,0,0,0,0,-0.0643880400288218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181065699930765,0,0,0,0.0257580280271917,0,0,0,0.0813132768197777,0,0,0,0.00784091432212416,0,0.0503893064700179,0,0,0,0.0422898342580638,0.232675846277006,0,0.0154785917435786,0,0,0,0,-0.001853767913251,0,0,0,0,0,0,0
