,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X600352.SH,X601991.SH,X600660.SH,X600688.SH,X000723.SZ,X600188.SH,X600886.SH,X600362.SH,X600795.SH,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X000709.SZ,X002466.SZ,X002460.SZ,X002271.SZ,X600299.SH,X000629.SZ,X601158.SH,X600219.SH,X600489.SH,X000883.SZ,X000553.SZ,X600808.SH,X000630.SZ,X000990.SZ,X600583.SH,X600985.SH,X000825.SZ,X600426.SH,X000027.SZ,X601699.SH,X002110.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0224060275294444,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0191479228817523,0.0725892055638819,0,0,0,0,0,0,0,0,0.0176836762699339,0,0,0,0,0,0,0,0,0,0,0,0,0.0838013590478228,0,0,0.0797732689221479,0,0,0,0,0,-0.0385573499839082,0,0,0,0.00477962638137009,0,0
X600028.SH,0,0,0.042859099831044,0,0,0.00699272021357829,0,0,0.109810412841559,0,0,0,0,0,0.0106448170396681,0,0,0,0,0,0.0246647632052317,0.0743895325557519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910802877910492,0,0,0,0,0,0,-0.0304676305096443,0,0,0,0,0,0
X601088.SH,0,0,0,0.109289945063113,0,0.0557051437198393,0,0,0,0,0,-0.180258414992863,0,0,0,0,0.15579890691248,0,0,0,0.0208514010132931,0.194805460633508,0,0,0,0,0.0215304377472494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609335422575917,0,0.0250674823743101,-0.0330701262130677,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.124941490305004,0,0,0,0,0,-0.0174948296609495,0,0,0,0,0,0.00623498548035175,0,0,-0.0107447255288514,0.489110861811687,0,0,0,0,0,0,0,0,0,0,-0.0301531404093268,0,0,0,0,0,0.00514867570990034,0,0,-0.00875975015857374,0,0,0,0,0,0,0,0,0,-0.0130030770799926,0,0,0,0,-0.0189181478815374,0,0
X600019.SH,0,0,0.0728123206737838,0,0,0,0,0,0.0489657773624889,0,0,0,0,0,0,0.0452411689619577,0,0,0,0,0,0.168509120796933,0,0,0,0,0.0185268918157413,0,0,0,0,0,0.0288340121741182,0,0,0,0,0,0,0,0,0,0,0.0628525002330667,0,0,0,0,0,0.124404624442366,0,0,-0.0254615800219676,0,0,0,-0.00621586058154829,0,0
X600309.SH,0,0,0,0.0740603830327871,0,0,0,0,0,0,0,0.181426207096345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0651556654821273,0,0,0,0,0,0.111608948419091,0,0,0,0.10079332585529,0,0,0.41017151550777,0,0,0.0464905699167261,0,0,-0.00707129908475239,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0919239602241456,0,0,0,0.215473646657844,0,0,0,0,0,0,0,0,0,0,0,0.485943266829991,0,0,0.0313747975849027,-0.100490555515005,0,0,-0.0025769876809626,0,0,0,0,0,0,0,-0.0670418496907235,0,0.0876758990741315,-0.0152026958146171,0,0.0300694911703339,0,0,0,0,0,0,0,0.0451751145488122,0,0,-0.103506073921118,0,0.0268950852868832,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0844404926605656,0,0,0,0.0344766568517455,0,0,0.402737798651867,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0295348488046929,0,0,0.138656819636043,0,0,0,0,0,0,0,0.0177962281335112,0,0,0,0,0,0.216824982647067,0,0.0265844550583556,0,0,0,0,-0.027775825331003,0,0
X601600.SH,0,0,0,0,0,0,0,0.358544382694739,0,0,0,0,0,0,0,0,0,0,0.228939722579086,0,0,0,0,0,0,0,0,0,0,0,0.0321790770840143,0,0,0,0,0.0630367902733037,0,0,0.0144062655031833,0,0,0,0,0.07908236807785,0,0.0135134845250279,0,0,0.080634521620003,0,0,2.16840434497101e-19,0,0,0,0,0.0062633118376563,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0513670525871677,0,0,0,0,0,0,0,0,-0.0546296163315294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733936015117511,0,0.0579509487771849,0,0,0,0,-0.0435289845520372,0,0,-0.0050247019242136,0,0,0.0610774727443833,-0.00718986499915151,0.00934049192683278,6.93889390390723e-18,0.0841655205161453,0,0,0.0218541783099356,0,0
