,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X300072.SZ,X600362.SH,X600795.SH,X601991.SH,X600309.SH,X600660.SH,X600188.SH,X601992.SH,X600027.SH,X600157.SH,X600886.SH,X600111.SH,X000898.SZ,X600489.SH,X600339.SH,X000709.SZ,X002466.SZ,X601158.SH,X600299.SH,X000959.SZ,X000792.SZ,X000630.SZ,X600583.SH,X000408.SZ,X600219.SH,X600352.SH,X000883.SZ,X000539.SZ,X000983.SZ,X002460.SZ,X000825.SZ,X000723.SZ,X000027.SZ,X002092.SZ,X600021.SH,X600098.SH,X601699.SH,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.253055802375812,0,0,0,0.0614465527633708,0,0,-8.67361737988404e-19,0.0324576398527236,0,0.0454046276921938,0,0,0,0,0,0,0,0,0,0,-0.0149539234163681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0482102196065794,0.0373419123941539,0.000925696267546143,0,0,0,0.0622569591660626,0.0334376283477964,0,0,-0.00854483949484774,0.000494875022687668,0,0,0,0,0,0
X600028.SH,0.389933433538251,0,0,0,0,0,0,0,0,0.104467607187311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338595355257473,0.0293296563019935,0,0,0.109870802864156,0,0,0,-0.139665228166899,-0.000731420737417343,0.0058571138044812,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.154012740270353,0,0,0,0,0,0.0634953515141617,0,0,0,0,0,0,0,-0.0144660635863026,0,0,0,0,0.137224499887814,0,0,0.0221235606003453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391841853726608,0,0.166538897098373,0,8.67361737988404e-19,-0.0229569822987394,0.00836527506851616,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.292445588572687,0,0,0,0,-0.0196334577892824,-0.0519884166838858,0,0,0,0,-0.117675636633346,0,0,0,0,0,0.189440838513891,0,-0.169696983392535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950406831888941,0,0,0,0.0067370476090762,-0.00434613803836194,-0.00159457128274745,0,0,0,0,0,0
X600011.SH,0,0,0.000876574176016054,0,0,0.0527793510098402,0,0,-0.00729116837490168,0,-0.0768821461360204,0,0,0,0,0.020241866497313,0,0,0,0.457540568515504,0,0,0,-0.0886969316616001,0,0,0,0,0,0,0,0,-0.0312034877761428,0,0,0,0,0,0.0464044365381335,0,-0.100352526965162,0,0,0,0,0.00317907382740645,0,0,0,0,-0.00397246077119849,0.00627973353770303,0,0,0,0,0,0
X600585.SH,0,0.12344477485725,0,0,0,0,0,0,0.266587772929589,0,0.162573940908211,0,0,0,0,0,0,0.0421845535368321,0.130176842991033,0,0,0,0,0.0689377350027248,0,0,0.00628529402744595,0,0,0,-0.0503936869906594,0,0.10947656555077,0,-0.596630346704665,0,0,0,0,0,0.066007920538709,0.0739999710380583,0,-0.136547101140857,0,0.0746104893926114,0,0,0,-0.0753638899830837,-0.00831078090831285,0.00322351980115834,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0138298309166268,0,0.0849864117376321,0,0,0,0,0,0,0,0,0.228071997341712,0,0.0132215755100657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109292895032317,0,0,0.00129419039262984,0.0717510810462938,0,-0.0116347030520959,-0.00429873435554801,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.00797454510008716,0,0,0,0.160550808137967,0,0,0,0,0,0,0,0,0,0,0.0560681056487544,0,0.0605801248646744,0,0,0,0,0,0,0.018315598042832,0.201521286526437,0,0,0,0,0,0.102694017790271,0,0,-0.0218617632278386,0,0,0.0369611183382033,0.0682199116307958,0,0,0,-0.00572807357158378,0.000663413194890678,0,0,0,0,0,0
X601600.SH,0,0,0,0.12641883968274,0,0,0,0,0,0,0,-0.0364258178655056,0.262625551485151,0,0,0,0,0,0,0,0,0,0,0,0,-0.131929573989574,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.111250466703743,0.407083893296926,0,0,0,0,0,-0.0085168400876814,-0.000369880366759704,0,0.0494844019007975,0.114691109188638,0,0,0,-0.109371824455993,0,-0.00331912369057554,0,0,0,0,0,0
X600688.SH,0.0634750920782785,0.400677222437412,0,0,0,0,0,0,0.0516107890057238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609487547915545,0,0,0,0.143196593507271,0,0,0,0,0,0,-0.0824881842158689,-0.0167481453330705,0.0115318562265475,0.0690759063190643,0,0,-0.0171338519646096,0.0844191425966069,0,-0.0451647318696241,-0.00560309800257253,0.00259454128706016,0,0,0,0,0,0
