,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X600688.SH,X600583.SH,X601992.SH,X600309.SH,X600352.SH,X000792.SZ,X601158.SH,X000898.SZ,X000709.SZ,X600157.SH,X600547.SH,X002353.SZ,X600489.SH,X600008.SH,X000539.SZ,X600021.SH,X000629.SZ,X000027.SZ,X600660.SH,X600808.SH,X000630.SZ,X000831.SZ,X000825.SZ,X600549.SH,X600219.SH,X600578.SH,X600315.SH,X002470.SZ,X601699.SH,X600307.SH,X000060.SZ,X600098.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.354965701925245,0,0,0,0,0,0,0,0,0,0.0462340011583852,0.269732400542322,0,0,0,0,0,0,0.0867061229828353,0,0,0,0,0,0,0.013679038159545,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.00412552942685721,0,0,0,0,0,0,0,0,0,0,0.0142230316693108,0,0,0,0,0,0
X600028.SH,0.437486860887841,0,6.93889390390723e-18,0,0,0,0,0,0.214787610519736,0,0,0,0,0,0,0,0,0.0461049847845285,0,0,0,0,0,0.0287699190469765,0,0,0,0,0,0.014124711698676,0,0,0,0.132626831672876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.12778079365166,0,0,0,0,0,0,0.100964960881297,0,0,0,0.137102884969859,0,0,0,0,0,0,0.0449435870637435,0.0616573642765932,0,0.12348652740502,-0.000570395612628309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00775639747668612,0,0,0,0,0,0,0.317579246035073,0,0.0977598919131212,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.0279327245058843,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.043320885184086,0,0.298111530176198,0,0.0454892731576346,0,0,0,0,0,0,-0.0247662297980475,0,0,0.0402041782067983,0,0,0,0,0.112953516584376,0,0,0.116392880581651,0,0,0,0,0,0,0.0222339319457407,0.0262236478248032,0,0.121713473538,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.207867649052175,0,0,0,0,0,0.112252782418292,0,0,0.261884774113114,0,0,0,0,0,0,0,0.120284675167228,0,0,0,0,0,0,0,0,0,0,0,0.0692041770528729,0,0,0,0,0.0872502408950033,0.117571347796509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0378467086653794,0,0,0,0.0512653306799619,0,0,0.0266280246103576,0,0,0,0,0,0,0.118575488475152,0.461841570043002,0,0,0,0,0,0.022360213248247,0.0680303140748986,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.564272028149393,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107686118512818,0,-0.121546651881732,0,0,0,0,0,0.11329629239391,0,0,0,0,-0.0325638681323214,0,0,0,0,0.271381733025956,0.0965094437614036,0,0,0,0,0.24130205734754,0,0,0,0,0,0,0,0,0.0615210406999099,-0.0687419800806578,0,0,0.0673324508042329,0,0
X601898.SH,0,0,0.0387826701821969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169006975410445,0,0,0,0,0,0.125918868622998,0,0,0,0,0,0,0,0,0.0900595066986107,0.163396767850696,0,0,0,0,0.0364870010608201,0,0.0270972693093155,0,0,0,0.0968875182801949,0.119144834260678,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0905563676717542,0,0.0161037357491794,0,0,0.0893786344772036,0,0.415155555907603,0.145219358552211,0,0.0754143555277875,0.0432252972479185,0,0,0,0,0.0553120068273813,-1.38777878078145e-17,0,0,0,0,0,0.0270098586003717,0.0203591519093915,0.157345596756992,3.46944695195361e-18,0,0,0,0,0,0,0.0552839856824556,0,0,0,0,0,0,0,0,0,0,0.0445950695218489,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,-0.0202109980027426,0,0.337161660829543,0,0,0,0,0,0,0.169575739899658,0,0.0658349013474882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185572413692213,0,0,0,0,0,0,0,0,0.0859805768962516,0,0,0.0648954975194923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.219344363606831,0.231472534061853,0,-8.67361737988404e-19,0.0399161418989145,0,0,0.154537011199486,0,0,0,0,0,0,0.0336302323107523,0,0,0,0,0,0,0,0.0545172056252891,0,0,0,0.0388528031186732,0.0487378899059667,0,0,0.162745062713514,0,0,0,0,0,0,0,0,0,0.0334985485203747,0,0,0,0,0,0,0,0,0
X600188.SH,0.133393400754458,0,0,0,0,0.00923402567923745,0,0,-1.38777878078145e-17,0,0,0,0.206987276998663,0,0,0,0,0,0,0,0,0.14630821891983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247448935942423,0.250617476710924,0,0,0,0,0,0,0,0,0.146469276291927,0.0279831329100797,0,0,0,0,0.0274375503344361,0,0,0,0,0,0
X600886.SH,0.120793226524381,0,0.305128918456858,0,0,0,0,0,0.106142907366061,0.114801291757506,0,0,0,0,0,0.00668514579065776,0,0,0,0.0391456630874582,0,0,0,0,0.065694650834693,0,-0.0778113149589685,0,0,0,0.0889080612378418,0.0851435498599686,0,0,0,0,0,0,0,0,0.0375408247603833,0,0,0,0,0,0,0.0667013479791543,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.124962519310186,0,0,0,0,0,0,0,0,0,0.122929006179278,0,0.0796479427758234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179524501100327,0,0,0.00918053082903327,0,0.187311199242167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.207724410220857,0.0319860715990325,0,0,0,0,0,0.0207528900773987,0,0,0,0.0196657280790623,0,0,0,0,0,0,0,0,0,0,0,0.0612387537920312,0,0,0,0,0,0.14912083586334,0,0.133976237978765,0,0,0,0,0,0,0,0,0,0,0,0.0911692744542918,0,0,0,0,0,0
