,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X600362.SH,X002460.SZ,X600160.SH,X600803.SH,X600489.SH,X000708.SZ,X000301.SZ,X002466.SZ,X600027.SH,X000786.SZ,X000807.SZ,X601991.SH,X600219.SH,X000983.SZ,X600176.SH,X000408.SZ,X600426.SH,X002128.SZ,X601699.SH,X000630.SZ,X601168.SH,X600096.SH,X000933.SZ,X002353.SZ,X000877.SZ,X600157.SH,X600985.SH,X600378.SH,X600352.SH,X600299.SH,X600995.SH,X600688.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0614954484459036,0.6515515177608,0,0,0.0463707217701796,0,0,0,0.0981240322569481,0,0,0,0,0.016936028792814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254356391703974,-0.00463800524520312,0.0143864158351587,0,0,0,-0.000601833923695689,0,0
X601088.SH,0,0,0,0,0,0.338268021525526,0,0,0,0,0.107627014875061,0,0,0,0,0,0,0,0,0.0464862476359129,0,0,0,0,0,0,0,4.33680868994202e-19,0.0744033746423345,0,0,0,0,0,0.0466550273683646,0,0,0,0,0.0124660898261632,0.0600276820643228,0,0,0,0,0,0,0,0,0,0,0.0103150751828262,0,0,0,0,0.0156597499697948,0,0
X600028.SH,0.105117794561986,0,0,0,0,0.104822288776636,0,0,0,0,0,0,0,0,0,0,0,0,0.00218042839495123,0,0,0,0.140281142644856,0,0,0.0818389215108482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175260152515578,0,0,0,0,0,0,0,-0.0267142451048447,0.0293905227124895,-0.0230735338677095,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566843155568699,0,0,0.0693532755255521,0,0.122547867312534,0,0,0,0.174029521093248,0,0,0,0,0.0331870989532805,0,0,0.0218965882886408,0,0,6.93889390390723e-18,0,0.0994946340958762,0.0264596797058522,0,0,0,0,0,0,0,-0.0556882574931298,-0.00491246086073651,0.00721218060503733,0,0,0,-0.00951711975080873,0,0
X600660.SH,0,0.0184718866505099,0,0,0,0,0,0.169696988939546,0,0,0,0,0,0,-0.0255902949176017,0.274322236622394,0,0,0,0.209751747071002,0,0,0,0,0,0,-0.00914923696624264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125274711433103,0,-0.223086934139851,0,0,0,0.0875422864113064,0,0,0,0,-8.67361737988404e-19,-0.0029579689211544,-0.183507018380351,0.137667159670413,0,-0.000299852569172912,0,0
X601898.SH,0,0.623306796595463,0.0638416925523525,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0389087384011746,0,0,0.187885547530239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124806906751682,0,0,0,0,0,0,0,0,0,0,0,0.0524231167890597,-0.0228657387121444,-0.0272614817533615,0,0,-0.0361125827609609,0,0
X600019.SH,0,0.250535809212295,0,0,0,0,0,0,0,0.181203459116719,0,0,0,0,0,0,0,0,-0.0149309039199335,0,0.146766122790685,0,0.096334415362044,0,0,0.110925988731515,0.0276557606767557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868059747970304,0,0,0,0,0,0,0,0,0,0.0163553339746549,0,0,0,0,-0.00333571883212528,0,0
X600188.SH,0,0,0,0.145305340234376,0,0.242547561087157,0,0,0,0,0,0,0,0,0,0,0.102115196328666,0,0,0,0,0,0,0,6.7762635780344e-21,0.119097384489953,0,0,0,0,0,0,0,0.0789311932243314,0.0160279536431954,0,0,0,0,0,0,0,0.0473986670297339,0,0,0,0,0,0,0,0,-0.000172549357019481,0,0,0,0,-0.103751774321601,0,0
X600585.SH,0,0,0,0.156167249724162,0.139956938495956,0.0556221057363385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567284800179069,-0.255757508852021,0,0,0,0,0,0.0817768735522666,0,0,0,0,0,0,0,0,0,0,0,0,-0.141659860861235,0,0.39340150657251,-0.0332258024161942,0.0486460692511373,0,0,0,0,0,0,0,0.033655664205992,0.0062072432316696,0,0,0,0.00494088458380402,0,0
X601600.SH,0,0,0,0,0,0,0.160220418427101,0,0,0,0,0,0,0,0,0,0,1.00404696424499,0,-0.186573235764939,0,0,0,0,0,0,0.0665030599642637,0.103877641562501,0,0.0899355110685073,0,0,0,0,0,0,0,0,0,0,0.170529330947316,-0.290358977138854,0,0,0,0,0,0,0,0,0,-0.00758820310926442,0,0,0,0,-0.0808647802785587,0,0
