,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X000708.SZ,X600660.SH,X601898.SH,X600362.SH,X600547.SH,X601600.SH,X600010.SH,X600111.SH,X600188.SH,X000786.SZ,X002466.SZ,X000301.SZ,X600886.SH,X600011.SH,X600426.SH,X600176.SH,X000932.SZ,X600219.SH,X000898.SZ,X601991.SH,X600801.SH,X600803.SH,X000807.SZ,X600489.SH,X600795.SH,X600352.SH,X000825.SZ,X000027.SZ,X600688.SH,X600157.SH,X600315.SH,X601168.SH,X600516.SH,X000723.SZ,X600808.SH,X002353.SZ,X002080.SZ,X000630.SZ,X600027.SH,X601699.SH,X600486.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.362798787670042,0,0,0,0,0,0,0,0,0,0.0246836732489087,0,0,0,0,0,0,0.0141023310053643,0,0,0,0.0151477570002575,0,-0.0264448811579799,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.00429079667806953,0,0,0,-0.0101459568174554,0,0,0,0,0.0769043026228032,0,0,0,0,0,0,0,0.00189001939350015,0,0,0,0,0.00851971946753255,0,0
X600028.SH,0.277123606055086,0,0,0,0,0,0,0,0.079198973194845,0,0,0,0,0.0675841120565722,0.016795898327996,0,0,0,0,0,0,0,0.115040043037102,0,0,0,0.104513286937966,-0.0120444264257681,0,0,0.114131939481952,0,0,0,0,0,0,0,0.0145269322363126,0,0,0,0,0,0,0,0,0,0,0,0,-0.00671764626373722,0,0,0,0,0.00157726000828956,0,0
X601088.SH,0,0,0,0,0,0,0.0676627448734285,0,0,0,0,0,0,0,0,0,0.00314981931936367,0,0,0,0,0,0,0,0,0,0,0,0.130608053835118,0,0.130768674758697,0,0,0,0,0,0,0,-0.0099961382743022,0,0.0658144817697027,0,0,0,0,0,0,0.0576473520517657,0,0.103954532093535,0,0.010970473753208,0,0,0,0,0.0131197946115772,0,0
X600309.SH,0,0,0,0,0,0,0.0967166319212293,0,0,0,0,0.147076799400501,0,0,-0.0390297650890256,0.160128084715237,0,0.169007588624038,0,0,0,-0.135141017853673,0.127031557793995,0.0564566076677734,0,0,-0.0587572511205605,0,0,0,0,0,0,0,0,0,0,0,0.142832673721535,0.0427530490688537,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467618282411916,0,0,0,0,0,0
X600585.SH,0,0,0,0.0266076210437586,0,0,0,0,0.0480302116521061,0,0,0,0,0,0,0,0.120026806350543,0,0,0,0,0,0.0570653283988115,0,0.0463463957179666,0,0,0,0.0894707878231926,0,0,0,0,0,0,0,0,0,0.0205795666828328,0,0.028219604550513,0,0,0,0,0,0,0,0.00526734940577532,0,0,0,-0.0207996801215064,0,0,0,-0.0174198097303325,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324251617606318,0,0.118192085601023,0,0.0801780828357536,0,0,0,0,0,0.374291729407596,0,0.00279167974861432,0,0,0.0981686298835052,0.0265556225582791,0,0,0,0.251777240268755,-0.0344561325033072,0,0,0.0763603475991295,0,0.000359717005536754,0,0.105746960756546,0,0,0,0,0,0,0,0,-0.00284100111601399,0,0,0,0,0.0035542364009011,0,0
X002460.SZ,0,0,0,0.129586411407792,0,0,0,0.0668468364889947,0,0.271047226455915,0,0.0249594570593046,0,0,0,0.0828101520102123,0,0.0900173457521698,0.48615217733066,0.131008870109847,0,0,0,0,0,0,0,0,0,0.0891023125376677,0,0,0,0,0,0,0,0,0,0,-0.00024733879388154,0.159677436462773,0,0,0,0,0,0,0,0,0,0.00330561745181283,1.0842021724855e-19,0,0,0,-0.00697059771938537,0,0
X002271.SZ,0,0,0,0.0279814422118154,0,-0.199560534515618,0,0,0,-4.33680868994202e-19,-0.0721280151512712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989311610444066,-0.0216546218649307,0,0,0.0119090279054103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279891430925255,0,0,0.167325989922877,-4.33680868994202e-19,0,0,-0.0409161058567314,0,0,0,-0.0530243191583317,0,0
X000708.SZ,0,0,0,0,0,0,-0.0741854688050312,0,0,0,0,0,0,0,-0.0883513646355716,0.125615169175392,0.0247682533955366,0,0,0,0,0,0,0,0,-0.263539093423534,0.161126568792355,0,-0.094986697624219,0,-0.0153798582329737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14963914198679,0,0,0,0.0821042035677859,0.00551983535521976,0,0.0351028347116187,0,0,0,0,-0.11301519325413,0,0
X600660.SH,0,0,0,0,0,0,0.160799949409243,0,0.0405570214648136,0,-0.177566128559784,0,0,0,0,0,0,0.150287905158537,0.0507043588078916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028218096029878,0,0,0,0,0,0,0,-0.121277953884186,0.11606100161399,0,0,0,0.249585445696561,0,0,-0.0138120041520956,-0.0264079623417114,0,0,0,-0.0244422544609685,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,-0.037968198311032,0,0,0.18977849809434,0.0142228526011877,0.099054643984517,0,0.0218287889688926,0,0.0834872199631603,0,0,0,0,0,0,0.031216258379071,0,0,0,0,0.0797179714523709,0,0,0,0.0753362447820154,0,0,0.161854225856219,0,0,0,0,0,0,0,0,0,0,0.154371036311557,0,0,0,0.0122769853843614,0,0,0,0.03984826377744,0,0
X600362.SH,0,0,0,0,0,0,0.163721054678874,0,-0.102492013332813,0,0,0,0,0,0,0.0622463286211516,0,0,0,0,-0.0691293105517898,-0.0142543845198054,0,0,0,0,-0.0457698148284352,0,0,0,0,0,0,0,0.0766789620805035,-0.0727452160421041,0,0,0,0.301214167163527,0,0,0,0,0,0.616012598916677,0,0,0,0,-0.0191700228720025,-0.0405091707845276,0,0,0,0,-0.0226735662432378,0,0
X600547.SH,0,0,0,-0.0565529778102474,0,0,0,0,0,0,0,0.0468254014707473,0,0,0.142971270549365,0.0316837015923476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19355690562629,0,0,0.16581489963427,0.162633782118179,0,0,0.0114574804833601,0,0,0,0,0,0.0168100132530783,0,0,0,0,0,0,0,-0.0272919206849941,0,0,0,-0.00026137279374958,0,0
X601600.SH,0,0.0178627146293178,0,0,0,0,0,0,0,-0.0302464766719679,0,0.173538608597289,0,0,0,0.117237616249311,0,0,0,0,0,0,0,0,0.0532597613686819,0.0335830456335937,0,0,0,0,0.327313299934902,0,0,0,0.0601108245401475,0,0,0,0,0,0,0,0.0634755661000431,0,0,0.0526337147276655,0,0,0,0,0,0,0,0,0,0,-0.0160086112311881,0,0
