,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600352.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600362.SH,X600795.SH,X000723.SZ,X600516.SH,X601992.SH,X600027.SH,X000898.SZ,X600111.SH,X600801.SH,X002466.SZ,X600176.SH,X002460.SZ,X000709.SZ,X000786.SZ,X000990.SZ,X600299.SH,X600219.SH,X000629.SZ,X002271.SZ,X000553.SZ,X600808.SH,X002110.SZ,X000825.SZ,X600489.SH,X601158.SH,X600583.SH,X600157.SH,X000630.SZ,X000883.SZ,X600985.SH,X600426.SH,X600339.SH,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.00833094490901181,0,0,0.00973311625789628,0,0,0,0,0,0,0,0,0,0,0,0.162232611722953,0,-0.0263491622629404,0.0432626719314596,0,0,0,0.0331442225158603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116467665418142,0,0,0.00682348970592907,0,-0.0098710301570719,-8.67361737988404e-19,0,0,0,0,0,0
X600028.SH,0,0,0,0.0243038770291964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443411290928139,0,0,0,0.0450998145980218,0,-0.0656719809423081,0,0,0.0955373889413087,0,0,6.93889390390723e-18,0,0,0,0.150412196608623,0.0493469280112668,0,0,0.0308970845698541,0,0,0.11925789129577,0,0.0325471437055314,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0563367635822064,0.0153718481566014,0,0,0,-0.166080521627736,0,0,0,0,0,0,0,0,0,-0.0185757392176194,0,0,0.00373899641506289,0,0.111698872128176,0.30547770589155,0,0,0,0,0,0,0,0,0,0.0573338135214759,0,0,0,0,0,0,0,0,0.0669798385024329,0,0,0,0,0.0425868914833754,0,-0.0105924466219997,-0.0222693844957682,0,0,0,-0.0341528393302022,0,0
X600585.SH,0,0,0,0,0,0.0348132238233643,-0.0514621029207685,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,-0.00050375592474628,0,0,0,0,0.477076101552648,0,0,0,0,0,0,-0.00268550885235433,0,-0.0454259286036193,0,0,0,0.116850848913572,0,0,0,0,0.00728913612883854,0,0,0,0.0297056837148791,0,0,0,-0.0152444601196067,0,0,0,0,-0.00942165731479708,0,0
X600019.SH,0,0,0.0122671433895095,0.0459081820802402,0,0,0,0.122980369410475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04632380202635,0.0624188349789077,0.00935101804060789,0,0.0545709041303554,0,0,0.0283172045840345,0,0,0,0,0,0,0,0.199072603661448,0,0,0,0,0.0229012443431883,0.0241376795470213,0,0.0167110845702812,0.0332109837634639,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0.0689801313711766,0,0,0,0,0,0.0310323212332265,0,0,0,0,0,0,0,0,0,0.0963936537180287,0,0,0,0,0,0,0,0,0,0,0.0320036885529363,0,0,0,0,0.0218371233637398,0,0,0,0,0,0,0,0,-0.0380149177493703,0,-1.73472347597681e-18,0.4609529710439,0,0,0,-0.0100602502380603,0.0274739035789363,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440990104088418,0.0759116634001929,-0.102702432951115,0,0.561371133565387,0,0,0,0,0,-0.0182630540264997,0,0.0517944643925348,0,0,0,0,0,0,0,0,-0.0704359912747451,0,0,0,0,0.000432057396838026,0,0,0,0,0,0,0.00411996916035284,0.0382494497042832,0,0,0,-0.0129503263213938,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0214213734528388,0.00322166671251348,0,0,0,0,0,0,0.0434129739135209,0.0352039851365766,0,0.00799996630421129,0,0,0,0.263541447049979,0,0,0,0,0,0,-0.0371419459185572,0,0.244818666239423,0,0,0,0,0,0.205499591705882,0,0,0,0.092622999758983,0,0,0,0,0,0,0,0,-0.039510065510178,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.086709969722426,0,0,0,0,0,0,0,0,0,0.144788026093978,0,-4.33680868994202e-19,0,0,0,0,0.0129387630280355,0,0.0508606713722202,0,0.0573788875456075,0,0,0,0,0.354968738724386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158266694519342,0.0258335120852813,0.0318206669687534,0,-0.0056531312084953,-0.0146507186878432,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0.144956976706437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435988636626479,0.150479670924001,0,0.0113300603986234,0,0,0,0,0,0,0,0,-0.00774290263528933,0,0,0,0.038737101238947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723652124559034,-0.157763665270269,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0297870584983267,0,-0.0235716814390422,0,0,0,0,0,0,0,0,0,0.0121753611378998,0,0,0,0,-0.0605867759125989,0,0,0,0,0,0,0,0.0772474111907828,0,0,0,0,0,0,0,0.953893343482126,0,0,0.0304146792109224,0,0,-0.0252196115360736,0,0,0,-0.0861284267964097,-0.00599360530973603,-0.00727913840365375,0,0,0,0.0287913888156965,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.221294475150361,0,0,0,0,0,0,0,0,0.323907742289961,0,0,0,0,0,0,0.00460534012473173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084848396212148,0,0,0.0085184418258191,0,-0.00319416960686583,-2.71050543121376e-20,0,0,0,-0.0347612277962388,0,0
