,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X601992.SH,X600157.SH,X600362.SH,X600111.SH,X600299.SH,X600188.SH,X601158.SH,X600623.SH,X600352.SH,X000027.SZ,X600583.SH,X000539.SZ,X002466.SZ,X600309.SH,X600660.SH,X600160.SH,X000630.SZ,X000792.SZ,X600098.SH,X000883.SZ,X000709.SZ,X000898.SZ,X600021.SH,X002470.SZ,X000060.SZ,X600489.SH,X600547.SH,X600578.SH,X600863.SH,X300072.SZ,X002004.SZ,X600315.SH,X000629.SZ,X601918.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.475740228037478,0,0,0,0,0,0.0935719292577786,0,0,0,0,0,0.0189352342770921,0,0,0,0,0,0,0.0944380768123648,0,0,0,0,0,0,0,0,0.0133652961713917,0.0575678836517731,9.34376183895633e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115649579095082,0,0.00447839527742396,0,0,0,0,0
X600028.SH,0.563946485266196,0,0,0,0,0,0,0.0128079936519692,0,0,0,0,0,-0.0199827789233366,0,0,0,0,0,0,0,0.00330846969062925,0,0,0,0,0,0,0,0,0,0,0.0312676944704161,0,0,0,0,0,0.0635932102551091,0.0247395717669609,0,0,0,0,0,0,0,0,0,0,0.00518262104683626,-0.000347887923390371,0,0,0,0,0,0
X601088.SH,0,0,0,0.285453856387686,0,0,0.205815318021593,0,0,0,0.076125226239559,0,0,0,0.0649430955802161,0,0,0,0,0.0436600685562052,0,-0.0772490410255745,0,0,0.206059570232377,0,0.0283407788634567,0,0,-0.0489399910870404,0,0,-0.0164687042372863,0,0,0,0,0,0.00310512145829552,0,0,0,0,0,0,0,0,-0.0250060679165994,0,0,-0.00555987063565516,-0.0119327738778929,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.477129299490809,0,0.0951080714734238,0,0.0596059136378932,0,0,0,0,0.00769399591028211,0,-0.0417478871937992,0,0,0,0,0.0366114760172774,0,0.12717391269631,0,-2.16840434497101e-19,0.0499481919457709,-0.0717553328168424,0.244289141259711,0,0,0,0,0,-0.0272636409097113,0,0,0,0,0,0,0,-0.0230691432340941,0,0,-0.0219066519806602,0.023212058248114,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268160589666534,0,0.251618388955337,0,0,0,0,0,0,0.0879848763820257,0,0,-0.0115669928525971,0,0,0,0,0.0442974646989395,0,0,0,0.0764444887650048,0,0,0,0,0.138593747809923,0.0667289663099373,0,0,0,0,0,-0.00895927954237534,-0.0121059339156641,0,0,0,0,0,0
X600019.SH,0,0,0.0347587931834812,0.0220940884706242,0,0,0,0,0,0,0,0,0,0,0.100612904437637,0,0,0,0,0.0744774522389231,0,0,0,0,0.142947685335558,0,-1.73472347597681e-18,0,0,0,0,0.0173721609097794,0,0,0.25994159910228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00220700261679662,0,0,0,0,0,0,0
X600585.SH,0,0,0.309178297067039,0,0,0,0,0,0,0,0,0,0,0.168949081315664,0.0750906589879589,0,0,0,-0.0669906979444798,0,0.030111321588501,0,0,0,0,0,0,0.111293527698326,0,0,0,0,0,0,0.0559826600493085,0,0,0,0.0817366554517454,0,0,0,0,0,0,0,0,0,0,0,-0.00697742215128712,-0.00150447477205112,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.416518064258656,0,0,0,0,0,0.117075309188941,0,0.00786702197840012,0,0,0.11006824606099,0,0,0,0.0895785125718649,0,0,0,0,0,0,0,0,0,0,0,0.226681699803574,0,0,0,0,0.0855117077626653,0,0,0,0,0,0.0605972203227134,0,0,-0.0090608377352102,-0.00509312917889773,0.00969757673488795,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.021410828191299,0,0,0.0135129680824509,0,0,0,0.0759917244243217,0,0,0,0,0,0,0,0.0572480623006337,0,0,0.0743248877740686,0.0155237991944753,0,0,0.0155379896151671,0,0,0,0,0,0.0839050812771389,0.162045565466687,0,0.0102786998047066,0,0,0,0.105683382294885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.00888692017637741,0,0,0,0,0,0,0,0.209835513185958,0,0,0.0320645297026321,0,0.107905311265021,0,0,0.0111115511073291,0,0,0,0,0,0,0,0,0,0,0,0,0.032986631877309,0,0,0.192871711678411,0.0611603987225325,0,0,0,0,0,0.188346411251705,0.0871799467395635,0.0193281327613136,0,-0.0034431391416348,0,0,0,0,0,0,0
