,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X600019.SH,X000792.SZ,X600660.SH,X600010.SH,X000877.SZ,X600188.SH,X000301.SZ,X002271.SZ,X000708.SZ,X600011.SH,X600547.SH,X601600.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X002326.SZ,X600426.SH,X002080.SZ,X000408.SZ,X300037.SZ,X600803.SH,X600219.SH,X000723.SZ,X000786.SZ,X600096.SH,X600141.SH,X601991.SH,X600399.SH,X600795.SH,X000825.SZ,X300073.SZ,X600489.SH,X600352.SH,X002353.SZ,X002407.SZ,X002409.SZ,X600516.SH,X600688.SH,X000831.SZ,X600295.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.250368144712585,0,0,0,0,0,0,0,0,0,0.0215014117795511,-0.0270777031337572,0.0607994883409251,0.042583078525982,0,0,0,0,0,0,0,0,0,0.0363923897949966,0,0,0,0,0,0,0,0,0.0264250813833676,0,0,0,0,0,0,0,0,0.0681491787380426,0.0581942382951703,0,0.0215503248590313,0.101678163392806,0,0.0822058182874036,0,0,-0.00867955501183542,-0.000430823438889325,0,0,0,-0.0691113045394323,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0548218489150172,0,0,0,0,0.0747543727981248,0.0472873991768536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413684943166938,0,0,3.46944695195361e-18,0,0,0,7.21198423354087e-05,0,0,0,0.130212677417904,0,0,0,0,0.00203618246895961,0.141229971215057,0.033654395842361,0,0,-0.00323778634977305,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0513862611591039,0,0.131625440288093,0,0,0,0,0,0,0.332326529197629,0,0,0.061677152020348,0,0,0,-0.0236028285464963,0,0.0393564082579233,0,0.0515407231965518,0,0,0,0,0,0,0,0,0,0,0,-0.0293849265722346,-0.0581268658604604,0,0,0,0.115120302019475,0,0,0,0.0284199202478129,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0206703644837081,0,-0.0560053686698836,0,0,0.0770756057174208,0,0,0,0,0.0173163759337446,0,0.118500150670735,0,-0.100994386986292,0.31280323292855,0.0255559558946808,0,0,0,0,0,0,-6.7762635780344e-21,-0.0320961346929684,0,0,0,3.46944695195361e-18,-0.0438717582232795,0,0,0,-0.0079803161376806,0,0,0,-0.0179986161511894,0,0,0,0.0253530580979076,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.388458061535201,0,0,0,0,0,-0.0340730996937507,0,0,0,0,0.294595495444078,0,0,0,0,0,0,0,0,0,0.0303709938874478,0,0,0,0,0,0.0595430480179069,0,0.114920588474422,0,-0.00772362068944695,0,0,0,0,0.328725741088619,0,0,0,0,0.00626848029805429,0,0,0,0.00233532346668495,0,0,0,0,0,0
X600585.SH,-0.21006219993712,0,0,0,-0.0496320814177759,0,0,0,0,0,0,0,0.492013669490584,0.140688221897392,0,0.100940530596994,0,0,0,0,0,0,0,0.0838126881184992,0,0,0,0,-0.0132261187047098,0,0,0,0.0183164147602477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02882870944068,0,0,0,0.0245372714814517,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.00313563914510571,0,0,0.292306151972414,0,0,0,0.0121576294361293,0,0,0.0414609020773212,0,0,0,0,0,0,0,0,0,0.275509116612894,0,0,0,0,0,0,0,0,-0.0122960994457607,-0.119720084474408,0,0,0,0,0.179680370100663,0,0,0,0,0,0,0,0.172142028833387,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.386815705496237,0,0.137896638183392,0,0,0.0510267942943758,0,0,0,0,0.0898744599341095,0,0,0,0,0,0,0,0,-0.0105792914341926,0,0,0,0.195841353607749,0,0,0.0858734087010566,0,0,-0.0358961121887449,0,0,0,0,0,0,0,0,0,-0.0230638264769901,0,0.02465230841234,0,0,0.0510458376821962,0,0,0,-0.0186928815049103,0,0,0,0.00869512368130786,0,0
X600019.SH,0,0,0,0,0,0.0531308751004342,0.0679027074183498,0,0,0,0,0.0253037304639642,0.147550157624738,0,0,0,0.113457603629346,0,0,0,0,0,0,0,0.0180385851646761,0,0,0.0802359573794657,0,0,0.0871533850004283,0.0697485895707491,0,0,-0.0196046142999145,0,0,0,0.25214470256106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.372906860573521,0.154520506838889,-0.00063182449056664,0,0,0.124010884996286,0,0,-0.113296132011048,-0.145680600010528,0,0,-0.0367920605512034,0,0,0,0.371166218164438,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.118649478872274,0.0740842131872709,0,0,0,0,0,0.115221043505476,0,0,0.038686699344708,0,0,0,0,0,0,0,0,0,0
