,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X600795.SH,X000792.SZ,X002466.SZ,X000708.SZ,X601699.SH,X002460.SZ,X000301.SZ,X600010.SH,X600111.SH,X600362.SH,X600027.SH,X000983.SZ,X000877.SZ,X600426.SH,X600803.SH,X000786.SZ,X600489.SH,X600160.SH,X601991.SH,X600985.SH,X002271.SZ,X000630.SZ,X000408.SZ,X000933.SZ,X000932.SZ,X600176.SH,X000807.SZ,X601168.SH,X600612.SH,X600348.SH,X600219.SH,X002128.SZ,X300037.SZ,X600096.SH,X000027.SZ,X600157.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.292498718258667,0,0.261426247660001,0,0,0,0.0379484868182633,0,0,0,0.0536179439487553,0,0,-0.39492935175566,0,0.184275342735126,0,0,0,0,0,0,-0.00264534489853506,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.231040329238439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101117936611361,0.152869676037168,0.125233597099294,0,0,0,0
X601088.SH,0.0840778769456991,0,0,0,0.322581615218994,0.0794965724137176,0,0.0521975525845772,0,0,0,0,0,0,0,0,0,0.0334456100026056,0,0,0,0,0,0,0,-0.26590086709074,0,0,0,-0.134177133502329,0,0,0,0,0,0,0.154358909385046,0,-0.0184795772582363,0,0,0,0,0,0,0,0,0,0,0,0,0.00156716671695476,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0418885442902377,0,0,0,0,0,0,0.163194234612585,0,0,-0.0160365727603599,0.0373286736709853,-0.0710452022665902,0,0,0,0,0,0.0113587339579418,0,0,0.0121372306720325,-0.0909891474126398,0,0,0,0,0,0,0,-0.0843029091202638,0,0.478620809762296,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158600334420374,0,0,0,0,0,0,0
X600309.SH,0.156083588473753,0,0,0,0,0,0,0,0,0,-0.179656716045299,0,0,0,0,0.00889206379889695,0,0,0,0.290599344965453,0,0,0.0193652313163806,0,0,0,0.0220770905196749,0,0,0,0,0,0,0,0,0,0.170045907997307,0,0.144867306253818,0.175372106449209,0,0,0,0,0,0,0,0,0,0,0,-0.0257173022038891,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.128343586086379,0,0,0,0,0,0,0.125253783453802,0,0,0,0,0.0963067992183923,0,0,0,0,0.0761716602760887,0,0.290666701865675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211833235588471,0,0,0,0,0,0,0,0,0.0155557741919611,-0.0209866377717636,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.55123530319043,0,0,0.0566329690106269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.159258631889277,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0355753092229056,0.0649276525490475,0,0,0,0,0,0,0,0.0120696858008817,0.000607213041769799,-0.0359713347470014,0.129948906365026,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.024464681467583,0,0,0.0104961653843111,0,0,0,0,0,0,0.0694684674015169,0.0415719191691732,0.00240608280791431,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.123004165875945,0,0,0,0.268704468807935,0,0,0.171941409735946,0,0,0,0,0.0321150420088877,0,0,0,0,0,0.00875864739916765,0,0,0,0,0,0,0
X600011.SH,0.179249469871028,0,0,0,0,0.0711064618588323,0,0,0,0,0,0,0,0.140894767629047,0,0,0,0,0,0,0,0,0,0.284979046515164,0,-0.0919814192239135,0,0,0,0,0,0.188789455512094,-0.00400403894526484,0,0,0,0,0,-0.0381304851661887,0,0,0,0,0,0.0304913378165471,0,0,0,0,0,0,-2.16840434497101e-19,-0.00362189971925007,0,0,0,0,0,0
X600585.SH,0.178501624110649,0,0,0.124251086837386,0,0,0,-0.017672799341822,0,0,0,0,0,0,0,0,0,0,0.141589432501926,0,0,0,0,0,0,0,0.0099921536266604,0,0,-0.0549070203309489,0,0,0,0.0443273193970083,0,0,0.0204931198789997,0,0.0931630457130142,0,0,0,0,0,0,0,0,0,0,0,0,0.0144328452037718,0.000466794651491545,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0382729177366056,0,0.0864624921892292,0,0,0,0,0,0,0,0,0,0,0,0,-0.00060790560284984,-0.0374708248101526,0,0,0,0.12033250388371,0,0,-0.198456326940193,0,0,0,0,0,0,0,0,0,0,0,0.0764179750715295,0,0,0,0,0,0.0245759602039176,0,0.316047840797089,3.46944695195361e-18,0,0,0,0
