,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600188.SH,X600010.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X600583.SH,X601158.SH,X000898.SZ,X600352.SH,X600547.SH,X600489.SH,X000709.SZ,X000792.SZ,X002353.SZ,X000883.SZ,X000539.SZ,X000831.SZ,X000629.SZ,X000630.SZ,X600660.SH,X000027.SZ,X600808.SH,X000825.SZ,X600549.SH,X600008.SH,X600578.SH,X600315.SH,X601699.SH,X000983.SZ,X600863.SH,X600307.SH,X002470.SZ,X600098.SH,X000937.SZ,X600348.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.38696965772658,0,0,0,0,-4.33680868994202e-19,0.0203023057658015,0,0,0.120263628046011,0.122452096530017,0,0,0,0,0,0.114106012902231,0,0,0,0,0,0,0,0,0,0,0,0,0.0639780619603279,0,0,0,0,0,0,0,0,0,0,0,0.0519805185502654,0,0,0,0,0,0,0.0186234834849527,0,-0.0340384365017902,0,0,0,0,0,0,0
X600028.SH,0.570924305416227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343685166684564,0.0820738737859681,0,0,-0.116091139978164,0.00588392773594226,0,0,0,0,0,0,0,0,0,0,0.00854821803453014,0,0.00478933603014572,0.0504582142167365,0,0,0,0,0,-0.111739104110386,0,0,0,0,0,0,0,-0.0261075147569538,-0.0169302954887022,0,0,0,0,0,0
X601088.SH,0,0.129864941492304,0,0,0.0234821407469105,0.107490175634658,0.0765065439843458,0,0,0,0.0117147573217204,0.0979385518175208,0,0,0,0,0.0156639690247759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537565692656386,0,0,0,0,6.93889390390723e-18,0,0,0,0.395462407580332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0437644806915884,0,0,0,0,0.257143830071362,0.132206825855352,0,0,0,0.13301036110582,0,0,0.0234654652674378,0.104778482580238,0,0,0,0,0,0.109578273018325,0,0,-0.139562481998717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322658223772919,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.128818113503436,0.057928223766932,0.00013221261524129,0,0,0,0.132131330593516,0,0,0,0,0.0567463243004105,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278909542813961,0,0,0,0,0,0,0,0,0,0,0,0,0.192460490905047,0,0,0,0,0,-0.00243016522977514,0,0,0,0,0,0
X600019.SH,0,0.0329808456892476,0,0.137032259149648,0,0,0,0,0,0,0.0135002146587349,0,0.15599640763278,0,0,0,0,0,0,0,0,0.297706730767232,0,0,0,0.237343172528367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01580244956779,-0.0566278067417709,0,0,0,0,-0.0569722893993076,-0.0175984004641883,-0.0319440222057524,0,0,0,0,0
X601898.SH,0,0,0.0550470753715626,0,0,0,0,0.104798573951535,0,0.0519886130874322,0,0.0680341172045798,0.0506472779820972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704695102186981,0.161911063298797,0,0,0,0.0210590704376858,0,0,0,0,0,0,0.36660593214908,0,0,0,0,0,0,0,0,0,-0.00497806592294368,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.378822755083689,0.014469528162516,0,0,0,0,0,0,0,0.0831542627820509,0,0.0138284812437527,0,0,0,0,0,0,0,0,0,0,0.00772403054919977,0,0,0.104021109077905,0,0,0,0,0.0876487113903727,0,0,0,0.0295775994809335,0,0,0,0,0,0,0,0,-0.0230153585255614,0,0,0,0,0,0
X600795.SH,0,0.113697961706753,0,0.000343005971001144,0,0,0.0380866489175758,0,0,0.0262620446341061,0.379329926368393,0,0,0,0,0,0,0,0,0.0206107794534768,0,0,0,0,0,0.113887593601054,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.0433384882841607,0,0,0,0,0,0,0,0,0,0,-0.0240544778794345,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.269607471213085,0.154932137270112,0.110335945609072,0,0,0,0,0,0.20037030980593,0.0404006645502018,0,0,0,0,0,0,0,0,0.068059827043492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.0276903535420896,0,0,0,0,0,0
X600886.SH,0,0,0.0909568118265937,0.312680484451186,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0847309258778446,0,0.0671274879863789,0,0,0,0.0198672906706318,0.140654227449877,0,0,0,0,0.00503285063950334,0,0,0.0465053633769815,0.144260650129225,0,0,0,0.052217193066375,0,0,0,0,0,0,0,-0.0193752497305948,0,0,0,0,0,0,0
X600188.SH,0.444367851905188,0,0,0,0,0.0527641365608381,0,0,0,0,0,0,0,0.0670470692165121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242412757198016,0,0,0,0,0,0.147700554078314,0,0,0,0.0255839404439114,0,0,0,0,0,0,0,0,-0.094957143214034,-0.0269370035374825,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694272534385287,0,0,0,0,0,0,0,0.549877016372122,0,0,0,0,0.164918650501178,0,-0.236757352128758,0,0,0.0128854271392138,0,0,0,-0.0374381094628886,0.0357397185287666,0.0181681537741292,0,0,0,0,0,0,0,0,0.0156588824976752,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.0405149447906895,0,0,0,0,0,0.083320727084578,0,0,0,0,0,0.0153056698729065,0.0840108379115368,0,0,0,0,0,0.325450453385129,0.0289008494149089,0,0.0765293991442984,0,0,0,0.0066170409013607,0,0,0.188061591061096,0,0,0,0,0,0,0,0,0,0,0,-0.0172192249789825,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.193864911635173,0,0,0,0,0,0,0,0.042757380961484,0,0,-0.0327977272038468,0,0,0,0,0,0,0,0,0,0,0,0.159365393690649,0,0,0.0601106177628619,0,0,-3.46944695195361e-18,0,0,0.168660264702885,0,0,0,0,0,0,0,0,0,0,-0.00615621091919948,0,0,0,0,0,0
X600027.SH,0,0,0,0.228248822115038,0,0,0,0.0306879661328129,0,0.237079707604829,0,0,0.012017161040871,0,0,0,0,0,0,0,0.139727617932978,0,0.0744542812175456,0,0,0,0,0,0,0,0,0.0178785635201356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01251095851472,-0.0360688143501144,0,0,0,0,0,0
X600309.SH,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0460633246600349,0.155590873279307,0,0,0,0,0,0,1.73472347597681e-18,0.18461404358102,0,0,0.00170882872446586,0,0,0,0,0,0,0,0.0405731308270562,0,0,0.236602335327006,0,0,0,0,0.07726934455275,0,0,0,0,0,0,0,0,0,0.0996748249730266,0,0,0,-0.00782323946787242,0,0,0,0,0,0
X601992.SH,-0.0916593370663758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354790267812801,0,0,0,0,0,0,0.32593502725218,0,0.232448184396983,0,0.086359350529807,0,0,0,0,-0.196913867247287,0.0540222977304075,0,0.00721542244646278,0,0.175283072395652,0.0516072803732456,0,0,0,0,0,0,0,0.170259832421909,0,0,0,0,0,-0.0163381334128836,0.195119712762348,0,0,0,0,0
X600688.SH,0,0.431104387269169,0,0,0,0,0,0.0951123716022124,0,0,0,0,-0.0360923162194682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322687693374468,0.014247030601726,0,0,0,0,0,0.236301832268538,0,0.164641377126286,0,-0.0827383187022791,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.0664398256510448,-0.0135776796289642,0,0,0,0,0,0
X600583.SH,0,0,0.10680985903971,0,-1.73472347597681e-18,0,0,0,0,0.0590327536301675,0.0879546041380838,0,0,0,0,0,0.0992238148500216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115531378971422,0,0,0,0,0,0.00500517984833384,0,0,0,0.121784786353896,0.0523593932517132,0.128596393583941,0,0,-4.33680868994202e-19,-0.0111002070912056,0,0,0,0,0,0
X601158.SH,0,0,0,0,-0.0169003231616943,0,0,0,0.0435394897421803,0,0,0,0.00372038351846658,0,0,0.111948350970208,0.126916399793296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104435803894093,0,0,0,0,0,0,0,0,0,0,0.20480452911605,0,-0.0723093909415445,-0.0608836851724448,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.201632094686866,0,0.061419467308702,0,0.0774462001784044,0.0281081415200311,0.0112927707251467,0.102947277654617,0,0,0,0,0,0,0,0,0,0,0,0,0.192946473427732,0,0,0,0,0,0,0,0,0,0.0471300415966995,0.0639231681417914,0,0,0.0051349010016421,0,0,0,0,0,0,0,0,0,0.0717782715025678,0,0,-0.00725319631797087,0,0,0,0,0,0
X600352.SH,0,0,0,0,-0.0535379412585468,0,1.38777878078145e-17,0,0,0,0,0.0907163315272346,0,0.146034678672346,0,0.112052942737781,0,0,0,0,0,-0.134889768467686,0,0.033194475662199,0,0,0,0.327388920295596,0,0,0.262944232113113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236684784977279,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.200262643355009,0,0,0,0,0.020154972262119,0,0.0875744818381207,0,0,0.0180898726614712,0.0648433031660278,0,0,0,0,0,0,0.082532200174829,0,0,0,0,0,0,0,0.00685957840554253,0,0,0,0,0,0,0,0,0,0,0.0967355150655353,0,0,0,0,0,-0.0526199048805227,0,0,-0.0142150391373358,0,0,0,0,0,0
X600489.SH,0,0.0276505295563075,0,0,0,0,0,0,0,0.15973794952079,0.116489223683413,-0.0628406087373429,0,0,0.33233697397693,0,0,0,0,0,0,-0.137008518513801,0,0,0,0,0,0,0,0.0351738003913105,0,0,0,0,0,0,0,0.0184089921737065,0,0,0,0,0,0,0,0,0.200306712175948,0,0,0.14584056609912,0,-0.0614690049052802,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.0864069680081838,6.93889390390723e-18,0,0,6.93889390390723e-18,0,0.0651731973335392,0,0,0,0,0,0,0,0,0.0664680204236205,0.591327436110049,0,0.0102789672283855,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00679774513432561,0,0,0,0,0.0818333096532557,0,-0.0438545919859478,-0.0119237215342278,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036256008719758,0,0,-0.0216611460499815,0,0,0,0,0,0,0,0.00167597568447667,0,0,0,0,0,0,0.175508310752664,0,0.171430421266549,0,0,0,0.0418813522042356,0,0,0,0.0901253382995006,0,0,0,0,0,0,0,0,0.000653168763903256,0,0,0,0,0
